STE_CODE_2016,CoPSW_2000_2999_H_0,CoPSW_2000_2999_H_1_15,CoPSW_2000_2999_H_16_24,CoPSW_2000_2999_H_25_34,CoPSW_2000_2999_H_35_39,CoPSW_2000_2999_H_40,CoPSW_2000_2999_H_41_48,CoPSW_2000_2999_H_49mo,CoPSW_2000_2999_H_NS,CoPSW_2000_2999_H_Tot,CoPSW_3000mo_H_0,CoPSW_3000mo_H_1_15,CoPSW_3000mo_H_16_24,CoPSW_3000mo_H_25_34,CoPSW_3000mo_H_35_39,CoPSW_3000mo_H_40,CoPSW_3000mo_H_41_48,CoPSW_3000mo_H_49mo,CoPSW_3000mo_H_NS,CoPSW_3000mo_H_Tot,CoPSW_PINS_H_0,CoPSW_PINS_H_1_15,CoPSW_PINS_H_16_24,CoPSW_PINS_H_25_34,CoPSW_PINS_H_35_39,CoPSW_PINS_H_40,CoPSW_PINS_H_41_48,CoPSW_PINS_H_49mo,CoPSW_PINS_H_NS,CoPSW_PINS_H_Tot,CoPSW_Tot_H_0,CoPSW_Tot_H_1_15,CoPSW_Tot_H_16_24,CoPSW_Tot_H_25_34,CoPSW_Tot_H_35_39,CoPSW_Tot_H_40,CoPSW_Tot_H_41_48,CoPSW_Tot_H_49mo,CoPSW_Tot_H_NS,CoPSW_Tot_H_Tot,ClAW_NNI_H_0,ClAW_NNI_H_1_15,ClAW_NNI_H_16_24,ClAW_NNI_H_25_34,ClAW_NNI_H_35_39,ClAW_NNI_H_40,ClAW_NNI_H_41_48,ClAW_NNI_H_49mo,ClAW_NNI_H_NS,ClAW_NNI_H_Tot,ClAW_1_149_H_0,ClAW_1_149_H_1_15,ClAW_1_149_H_16_24,ClAW_1_149_H_25_34,ClAW_1_149_H_35_39,ClAW_1_149_H_40,ClAW_1_149_H_41_48,ClAW_1_149_H_49mo,ClAW_1_149_H_NS,ClAW_1_149_H_Tot,ClAW_150_299_H_0,ClAW_150_299_H_1_15,ClAW_150_299_H_16_24,ClAW_150_299_H_25_34,ClAW_150_299_H_35_39,ClAW_150_299_H_40,ClAW_150_299_H_41_48,ClAW_150_299_H_49mo,ClAW_150_299_H_NS,ClAW_150_299_H_Tot,ClAW_300_399_H_0,ClAW_300_399_H_1_15,ClAW_300_399_H_16_24,ClAW_300_399_H_25_34,ClAW_300_399_H_35_39,ClAW_300_399_H_40,ClAW_300_399_H_41_48,ClAW_300_399_H_49mo,ClAW_300_399_H_NS,ClAW_300_399_H_Tot,ClAW_400_499_H_0,ClAW_400_499_H_1_15,ClAW_400_499_H_16_24,ClAW_400_499_H_25_34,ClAW_400_499_H_35_39,ClAW_400_499_H_40,ClAW_400_499_H_41_48,ClAW_400_499_H_49mo,ClAW_400_499_H_NS,ClAW_400_499_H_Tot,ClAW_500_649_H_0,ClAW_500_649_H_1_15,ClAW_500_649_H_16_24,ClAW_500_649_H_25_34,ClAW_500_649_H_35_39,ClAW_500_649_H_40,ClAW_500_649_H_41_48,ClAW_500_649_H_49mo,ClAW_500_649_H_NS,ClAW_500_649_H_Tot,ClAW_650_799_H_0,ClAW_650_799_H_1_15,ClAW_650_799_H_16_24,ClAW_650_799_H_25_34,ClAW_650_799_H_35_39,ClAW_650_799_H_40,ClAW_650_799_H_41_48,ClAW_650_799_H_49mo,ClAW_650_799_H_NS,ClAW_650_799_H_Tot,ClAW_800_999_H_0,ClAW_800_999_H_1_15,ClAW_800_999_H_16_24,ClAW_800_999_H_25_34,ClAW_800_999_H_35_39,ClAW_800_999_H_40,ClAW_800_999_H_41_48,ClAW_800_999_H_49mo,ClAW_800_999_H_NS,ClAW_800_999_H_Tot,ClAW_1000_1249_H_0,ClAW_1000_1249_H_1_15,ClAW_1000_1249_H_16_24,ClAW_1000_1249_H_25_34,ClAW_1000_1249_H_35_39,ClAW_1000_1249_H_40,ClAW_1000_1249_H_41_48,ClAW_1000_1249_H_49mo,ClAW_1000_1249_H_NS,ClAW_1000_1249_H_Tot,ClAW_1250_1499_H_0,ClAW_1250_1499_H_1_15,ClAW_1250_1499_H_16_24,ClAW_1250_1499_H_25_34,ClAW_1250_1499_H_35_39,ClAW_1250_1499_H_40,ClAW_1250_1499_H_41_48,ClAW_1250_1499_H_49mo,ClAW_1250_1499_H_NS,ClAW_1250_1499_H_Tot,ClAW_1500_1749_H_0,ClAW_1500_1749_H_1_15,ClAW_1500_1749_H_16_24,ClAW_1500_1749_H_25_34,ClAW_1500_1749_H_35_39,ClAW_1500_1749_H_40,ClAW_1500_1749_H_41_48,ClAW_1500_1749_H_49mo,ClAW_1500_1749_H_NS,ClAW_1500_1749_H_Tot,ClAW_1750_1999_H_0,ClAW_1750_1999_H_1_15,ClAW_1750_1999_H_16_24,ClAW_1750_1999_H_25_34,ClAW_1750_1999_H_35_39,ClAW_1750_1999_H_40,ClAW_1750_1999_H_41_48,ClAW_1750_1999_H_49mo,ClAW_1750_1999_H_NS,ClAW_1750_1999_H_Tot,ClAW_2000_2999_H_0,ClAW_2000_2999_H_1_15,ClAW_2000_2999_H_16_24,ClAW_2000_2999_H_25_34,ClAW_2000_2999_H_35_39,ClAW_2000_2999_H_40,ClAW_2000_2999_H_41_48,ClAW_2000_2999_H_49mo,ClAW_2000_2999_H_NS,ClAW_2000_2999_H_Tot,ClAW_3000mo_H_0,ClAW_3000mo_H_1_15,ClAW_3000mo_H_16_24,ClAW_3000mo_H_25_34,ClAW_3000mo_H_35_39,ClAW_3000mo_H_40,ClAW_3000mo_H_41_48,ClAW_3000mo_H_49mo,ClAW_3000mo_H_NS,ClAW_3000mo_H_Tot,ClAW_PINS_H_0,ClAW_PINS_H_1_15,ClAW_PINS_H_16_24,ClAW_PINS_H_25_34,ClAW_PINS_H_35_39,ClAW_PINS_H_40,ClAW_PINS_H_41_48,ClAW_PINS_H_49mo,ClAW_PINS_H_NS,ClAW_PINS_H_Tot,ClAW_Tot_H_0,ClAW_Tot_H_1_15,ClAW_Tot_H_16_24,ClAW_Tot_H_25_34,ClAW_Tot_H_35_39,ClAW_Tot_H_40,ClAW_Tot_H_41_48,ClAW_Tot_H_49mo,ClAW_Tot_H_NS,ClAW_Tot_H_Tot
1,509,156,242,401,3021,1895,1550,2127,76,9982,93,182,167,181,314,360,200,596,50,2137,162,775,698,685,650,511,211,269,778,4742,13525,65566,60846,61353,58680,39095,20338,22890,6265,348552,285,985,425,212,214,220,62,165,109,2671,429,5217,660,230,148,150,34,87,146,7099,603,8816,2560,700,312,271,77,168,227,13736,655,7973,5885,1566,683,538,143,238,263,17937,812,6138,9442,3264,1408,960,220,332,253,22822,1406,5828,13729,10124,4936,2945,640,816,420,40833,1713,3790,9697,13470,15563,8223,2011,1515,555,56522,2108,2663,6245,12176,27430,17056,4796,3113,644,76239,2667,2233,3851,8066,31874,21907,7188,5131,623,83541,1765,1240,1890,3726,18902,13576,5591,4686,344,51720,1146,927,1229,2199,10559,9245,3984,4313,245,33854,567,446,604,930,4532,4747,2395,2819,103,17139,665,566,700,1128,4273,5933,3383,4878,131,21654,314,556,489,543,1031,2732,1643,4291,89,11697,182,634,685,663,1190,1032,294,457,569,5707,15318,48015,58087,58992,123053,89535,32449,32997,4728,463171
2,416,146,126,214,490,1796,1169,1667,44,6071,66,136,114,169,156,270,147,513,30,1606,165,917,656,749,589,396,182,219,653,4520,12464,61299,49919,52202,43070,31668,15684,17504,5114,288929,229,915,304,242,197,208,43,129,78,2346,376,4531,579,212,132,96,41,69,123,6168,542,7753,2100,696,258,204,60,107,203,11916,603,6824,4799,1286,514,369,110,185,195,14893,766,5122,8084,2792,1044,673,209,268,256,19206,1257,4810,11201,8525,3650,2060,523,623,378,33028,1499,3082,7697,11293,12172,6529,1637,1209,447,45574,1814,2210,4751,9885,22229,14256,4151,2462,532,62302,2132,1704,2788,6456,24079,17303,6045,3993,442,64951,1338,990,1418,2992,13447,10763,4626,3525,244,39336,895,764,924,1683,7019,7025,3369,3097,164,24933,386,362,442,628,2615,3356,1845,2009,66,11703,477,435,516,705,2330,3948,2426,3334,89,14261,201,408,364,431,634,1644,954,2411,62,7105,156,547,600,651,1085,933,284,337,454,5039,12663,40456,46568,48470,91391,69369,26333,23759,3746,362756
3,265,78,104,171,747,1426,829,1504,37,5155,52,85,80,121,107,167,74,297,27,1009,117,522,429,540,441,300,118,242,507,3211,10013,42819,38151,49247,40883,25894,13867,17353,3795,242022,164,805,307,219,161,168,45,197,65,2136,284,3369,409,196,101,94,29,85,104,4678,366,5309,1493,527,233,160,54,161,132,8433,402,4939,3229,1072,499,320,77,216,145,10893,551,3688,5626,2375,953,579,157,289,149,14366,971,3644,7718,7446,3728,1769,504,683,278,26743,1181,2266,5220,9174,11612,5283,1638,1361,329,38067,1515,1586,3258,7404,20033,10358,4066,2513,405,51136,1875,1250,2049,4930,21789,12654,5666,4078,321,54613,1308,780,995,2303,11469,7991,3896,3412,219,32364,756,565,675,1285,5781,5016,2446,2953,125,19604,351,247,297,476,2312,2277,1281,1783,50,9072,333,318,353,556,2004,2715,1686,2912,67,10934,119,330,249,331,423,900,569,1666,31,4624,112,344,342,462,818,609,206,279,339,3519,10284,29433,32228,38755,81923,50893,22320,22594,2744,291171
4,176,37,45,67,318,1163,548,534,11,2908,21,41,28,52,38,71,53,124,12,434,50,218,144,185,152,64,35,69,177,1095,4229,18320,14629,18856,13922,8237,4690,5181,1316,89379,58,228,82,60,43,44,10,36,12,565,96,971,114,65,40,29,4,20,22,1355,143,1876,449,170,95,51,19,35,36,2870,197,1862,1083,372,182,85,34,47,47,3911,216,1572,2091,848,355,159,54,83,58,5434,396,1464,3240,2773,1165,442,147,173,95,9896,470,866,2173,3826,3717,1195,450,342,88,13130,665,720,1235,3245,7604,2818,1215,660,107,18269,694,488,728,2017,8663,3783,1794,1096,94,19363,384,270,339,849,4036,2285,1254,885,67,10355,214,214,230,484,1981,1336,849,697,30,6038,119,90,97,167,812,661,488,467,3,2907,111,131,108,177,543,724,555,707,17,3074,40,117,80,104,102,212,138,338,10,1140,48,129,110,159,261,131,74,52,81,1047,3852,10996,12153,15304,29594,13954,7091,5634,772,99352
5,295,69,77,118,342,1392,1003,1271,44,4622,41,79,61,72,49,111,107,291,7,818,60,273,224,231,194,137,71,94,245,1533,5427,24446,19897,22233,18608,14123,6966,9163,1981,122847,107,485,151,113,72,74,21,64,36,1127,158,1723,200,71,33,32,13,24,48,2308,220,3023,729,232,105,65,25,49,51,4500,242,2703,1582,436,152,140,31,80,58,5414,255,2277,2878,952,328,215,59,103,84,7146,510,2143,4468,3009,1308,742,192,238,112,12719,544,1357,3235,4166,3619,2005,542,418,129,16016,663,1104,2145,4062,7199,4486,1329,836,173,21987,922,900,1410,3087,10818,6898,2410,1670,203,28316,649,565,662,1443,6628,4888,2039,1606,136,18604,482,441,495,855,3405,3127,1527,1559,80,11971,247,212,231,335,1421,1589,915,1117,40,6117,293,331,317,375,1481,2078,1355,2018,48,8301,159,312,199,257,329,866,633,1441,38,4227,70,201,190,202,392,298,124,124,161,1769,5523,17774,18884,19606,37286,27497,11217,11367,1388,150539
6,42,10,10,32,69,132,87,123,3,512,10,10,8,7,10,5,4,25,0,80,13,51,48,58,31,20,13,22,44,299,1366,5327,4853,5755,3765,2227,1367,1597,389,26643,12,59,20,26,11,12,7,6,3,152,19,304,40,18,7,8,3,7,4,410,45,531,129,55,17,9,8,15,9,831,56,537,315,105,78,23,3,19,11,1140,72,461,587,244,117,51,30,14,9,1591,158,439,946,712,354,132,48,71,28,2906,168,280,693,1034,978,407,150,94,23,3827,221,145,385,930,1930,826,347,219,27,5033,255,143,207,646,2332,1061,463,356,30,5483,120,65,101,240,1245,627,323,274,13,3019,63,45,56,118,575,359,209,219,9,1664,23,27,22,45,216,172,99,115,5,720,33,38,32,51,163,187,124,180,3,811,8,29,18,25,25,44,24,64,0,243,9,38,31,38,60,39,12,15,20,265,1265,3155,3589,4298,8106,3962,1852,1687,197,28099
7,85,10,16,20,78,338,161,327,13,1040,17,5,3,4,15,87,24,98,3,262,13,29,26,37,56,29,13,23,37,281,756,1230,1375,1663,3099,2466,1373,2130,336,14435,13,26,7,11,7,11,3,10,3,88,17,69,9,8,0,0,0,6,3,119,9,104,51,32,18,13,0,17,4,255,5,97,57,34,26,16,11,13,9,261,18,80,122,61,32,23,4,25,6,364,45,85,173,175,125,69,24,41,13,752,42,70,132,234,388,183,67,63,16,1191,76,52,85,258,873,447,157,107,24,2076,139,73,87,238,1414,767,292,288,35,3329,122,33,51,111,882,505,246,265,24,2238,83,29,26,84,512,373,183,242,8,1527,38,19,16,38,226,205,93,192,7,816,48,21,22,31,210,216,108,268,4,933,13,8,4,11,32,50,42,168,5,334,11,16,16,10,41,34,6,23,29,183,672,779,849,1321,4801,2909,1221,1717,188,14461
8,100,28,19,34,120,438,258,344,5,1346,15,12,7,17,14,64,35,106,4,273,7,37,29,32,41,28,7,31,31,239,1081,4954,3367,3359,4051,2845,1615,2047,474,23787,16,36,15,5,10,13,0,6,6,112,35,245,36,19,14,5,4,3,10,366,37,423,112,46,20,16,6,11,12,682,28,347,227,74,27,23,5,17,9,758,38,291,350,132,67,28,13,16,9,948,90,304,540,371,192,104,24,21,24,1668,112,214,517,612,658,268,91,59,31,2571,160,164,398,742,1513,678,251,191,35,4127,290,180,339,753,3002,1357,489,317,41,6769,433,147,203,602,3163,1591,663,408,51,7255,366,112,156,433,2377,1480,610,385,34,5948,145,61,79,194,896,758,349,292,17,2788,206,72,104,174,1076,1242,789,713,23,4390,53,35,31,46,102,281,177,382,3,1110,14,26,32,23,94,65,28,29,35,341,2015,2657,3135,4226,13210,7904,3506,2839,340,39826
9,0,0,0,0,0,3,11,12,0,31,0,0,0,0,0,3,3,4,0,14,3,0,0,0,0,0,0,0,0,7,26,42,35,43,53,39,78,76,11,414,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,13,0,3,0,7,3,0,0,0,0,14,3,0,3,6,3,0,0,0,0,26,5,0,8,3,13,7,3,3,0,45,3,0,3,0,20,8,6,5,0,46,7,0,3,3,18,4,5,4,0,36,5,0,0,3,20,4,3,0,0,36,3,0,0,0,10,6,3,3,0,29,0,0,0,3,7,4,0,3,0,19,0,0,0,0,3,7,0,5,0,18,5,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,29,21,21,33,96,41,28,35,0,304
