STE_CODE_2016,PTS_400_499_Mng,PTS_400_499_Pro,PTS_400_499_TecTW,PTS_400_499_CoPSW,PTS_400_499_ClAW,PTS_400_499_SWks,PTS_400_499_MaOpDv,PTS_400_499_Lab,PTS_400_499_IDNS,PTS_400_499_Tot,PTS_500_649_Mng,PTS_500_649_Pro,PTS_500_649_TecTW,PTS_500_649_CoPSW,PTS_500_649_ClAW,PTS_500_649_SWks,PTS_500_649_MaOpDv,PTS_500_649_Lab,PTS_500_649_IDNS,PTS_500_649_Tot,PTS_650_799_Mng,PTS_650_799_Pro,PTS_650_799_TecTW,PTS_650_799_CoPSW,PTS_650_799_ClAW,PTS_650_799_SWks,PTS_650_799_MaOpDv,PTS_650_799_Lab,PTS_650_799_IDNS,PTS_650_799_Tot,PTS_800_999_Mng,PTS_800_999_Pro,PTS_800_999_TecTW,PTS_800_999_CoPSW,PTS_800_999_ClAW,PTS_800_999_SWks,PTS_800_999_MaOpDv,PTS_800_999_Lab,PTS_800_999_IDNS,PTS_800_999_Tot,PTS_1000_1249_Mng,PTS_1000_1249_Pro,PTS_1000_1249_TecTW,PTS_1000_1249_CoPSW,PTS_1000_1249_ClAW,PTS_1000_1249_SWks,PTS_1000_1249_MaOpDv,PTS_1000_1249_Lab,PTS_1000_1249_IDNS,PTS_1000_1249_Tot,PTS_1250_1499_Mng,PTS_1250_1499_Pro,PTS_1250_1499_TecTW,PTS_1250_1499_CoPSW,PTS_1250_1499_ClAW,PTS_1250_1499_SWks,PTS_1250_1499_MaOpDv,PTS_1250_1499_Lab,PTS_1250_1499_IDNS,PTS_1250_1499_Tot,PTS_1500_1749_Mng,PTS_1500_1749_Pro,PTS_1500_1749_TecTW,PTS_1500_1749_CoPSW,PTS_1500_1749_ClAW,PTS_1500_1749_SWks,PTS_1500_1749_MaOpDv,PTS_1500_1749_Lab,PTS_1500_1749_IDNS,PTS_1500_1749_Tot,PTS_1750_1999_Mng,PTS_1750_1999_Pro,PTS_1750_1999_TecTW,PTS_1750_1999_CoPSW,PTS_1750_1999_ClAW,PTS_1750_1999_SWks,PTS_1750_1999_MaOpDv,PTS_1750_1999_Lab,PTS_1750_1999_IDNS,PTS_1750_1999_Tot,PTS_2000_2999_Mng,PTS_2000_2999_Pro,PTS_2000_2999_TecTW,PTS_2000_2999_CoPSW,PTS_2000_2999_ClAW,PTS_2000_2999_SWks,PTS_2000_2999_MaOpDv,PTS_2000_2999_Lab,PTS_2000_2999_IDNS,PTS_2000_2999_Tot,PTS_3000mo_Mng,PTS_3000mo_Pro,PTS_3000mo_TecTW,PTS_3000mo_CoPSW,PTS_3000mo_ClAW,PTS_3000mo_SWks,PTS_3000mo_MaOpDv,PTS_3000mo_Lab,PTS_3000mo_IDNS,PTS_3000mo_Tot,PTS_PINS_Mng,PTS_PINS_Pro,PTS_PINS_TecTW,PTS_PINS_CoPSW,PTS_PINS_ClAW,PTS_PINS_SWks,PTS_PINS_MaOpDv,PTS_PINS_Lab,PTS_PINS_IDNS,PTS_PINS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_IDNS,PTS_Tot_Tot,SS_NS_NNI_Mng,SS_NS_NNI_Pro,SS_NS_NNI_TecTW,SS_NS_NNI_CoPSW,SS_NS_NNI_ClAW,SS_NS_NNI_SWks,SS_NS_NNI_MaOpDv,SS_NS_NNI_Lab,SS_NS_NNI_IDNS,SS_NS_NNI_Tot,SS_NS_1_149_Mng,SS_NS_1_149_Pro,SS_NS_1_149_TecTW,SS_NS_1_149_CoPSW,SS_NS_1_149_ClAW,SS_NS_1_149_SWks,SS_NS_1_149_MaOpDv,SS_NS_1_149_Lab,SS_NS_1_149_IDNS,SS_NS_1_149_Tot,SS_NS_150_299_Mng,SS_NS_150_299_Pro,SS_NS_150_299_TecTW,SS_NS_150_299_CoPSW,SS_NS_150_299_ClAW,SS_NS_150_299_SWks,SS_NS_150_299_MaOpDv,SS_NS_150_299_Lab,SS_NS_150_299_IDNS,SS_NS_150_299_Tot,SS_NS_300_399_Mng,SS_NS_300_399_Pro,SS_NS_300_399_TecTW,SS_NS_300_399_CoPSW,SS_NS_300_399_ClAW,SS_NS_300_399_SWks,SS_NS_300_399_MaOpDv,SS_NS_300_399_Lab,SS_NS_300_399_IDNS,SS_NS_300_399_Tot,SS_NS_400_499_Mng,SS_NS_400_499_Pro,SS_NS_400_499_TecTW,SS_NS_400_499_CoPSW,SS_NS_400_499_ClAW,SS_NS_400_499_SWks,SS_NS_400_499_MaOpDv,SS_NS_400_499_Lab,SS_NS_400_499_IDNS,SS_NS_400_499_Tot,SS_NS_500_649_Mng,SS_NS_500_649_Pro,SS_NS_500_649_TecTW,SS_NS_500_649_CoPSW,SS_NS_500_649_ClAW,SS_NS_500_649_SWks,SS_NS_500_649_MaOpDv,SS_NS_500_649_Lab,SS_NS_500_649_IDNS,SS_NS_500_649_Tot,SS_NS_650_799_Mng,SS_NS_650_799_Pro,SS_NS_650_799_TecTW,SS_NS_650_799_CoPSW,SS_NS_650_799_ClAW,SS_NS_650_799_SWks,SS_NS_650_799_MaOpDv,SS_NS_650_799_Lab,SS_NS_650_799_IDNS,SS_NS_650_799_Tot,SS_NS_800_999_Mng,SS_NS_800_999_Pro,SS_NS_800_999_TecTW,SS_NS_800_999_CoPSW,SS_NS_800_999_ClAW,SS_NS_800_999_SWks,SS_NS_800_999_MaOpDv,SS_NS_800_999_Lab,SS_NS_800_999_IDNS,SS_NS_800_999_Tot
1,153,348,4985,1394,550,1056,121,684,88,9383,255,563,5938,1609,821,1056,163,622,86,11114,308,808,3195,1403,1021,725,137,472,79,8161,399,946,1571,829,1040,452,125,252,55,5664,322,1080,757,363,639,176,65,120,48,3560,135,690,279,150,205,60,20,37,23,1602,75,248,121,49,68,26,16,11,11,618,19,72,49,23,14,5,7,6,9,204,11,53,33,28,13,8,4,3,3,152,5,7,25,32,6,0,4,5,3,89,30,65,334,126,64,126,11,51,127,931,1937,5625,20226,9245,5449,7258,1020,4139,757,55646,0,0,3,3,0,18,0,11,11,49,6,9,16,66,14,122,4,69,15,314,0,12,27,57,12,84,0,49,20,266,8,22,62,47,18,54,3,37,10,259,9,12,108,38,15,41,7,42,20,299,12,15,146,64,35,55,16,64,24,426,13,26,113,60,34,34,23,54,18,381,29,29,50,36,34,20,17,48,23,287
2,138,179,3295,761,349,740,81,409,73,6021,184,269,3829,809,439,657,90,407,59,6743,205,383,1979,682,519,451,116,244,43,4622,255,604,949,379,552,231,72,161,26,3226,165,643,504,171,315,89,32,75,29,2016,53,294,166,71,93,42,6,20,15,754,26,79,79,30,30,14,7,11,3,279,4,29,32,12,8,3,3,4,0,88,10,11,17,27,9,3,0,3,0,86,3,8,26,55,7,6,3,6,3,118,21,55,312,108,40,112,13,53,101,813,1272,3007,13269,5412,3075,5369,681,2884,529,35491,3,3,0,3,0,14,0,11,13,50,8,3,14,58,13,155,0,69,11,328,6,3,25,52,19,96,8,39,17,265,4,5,56,37,11,48,8,36,14,214,6,9,113,42,11,36,6,36,13,277,10,9,131,44,22,42,20,39,15,337,13,21,79,32,35,36,13,43,7,283,14,26,58,27,31,18,16,19,11,221
3,74,151,1395,688,282,618,59,343,36,3640,126,232,1967,1047,503,654,88,283,34,4937,206,339,1327,932,667,453,81,246,41,4298,237,468,770,482,676,237,73,140,23,3110,127,540,386,228,406,64,38,50,19,1858,52,331,177,102,134,19,20,18,3,855,28,152,108,42,27,11,14,7,4,385,9,41,41,14,11,0,6,3,0,121,6,37,35,13,8,4,11,8,0,125,3,4,4,18,3,0,4,3,4,45,11,34,117,75,44,88,7,36,52,458,968,2622,7453,5350,3291,4387,614,2273,320,27284,0,0,3,4,0,7,0,10,7,32,3,0,11,31,10,89,3,52,8,214,5,3,10,32,9,46,6,30,10,150,3,3,32,30,3,31,10,18,9,147,3,0,55,19,6,39,7,41,11,179,3,5,90,25,19,36,10,55,10,259,9,6,54,36,38,28,15,51,14,248,9,16,50,18,19,11,16,41,5,184
4,27,49,604,207,113,227,12,124,13,1379,28,78,761,292,140,204,22,123,15,1657,52,96,472,247,162,149,22,73,14,1290,71,145,212,144,170,72,12,55,13,895,36,145,103,60,81,18,9,22,0,474,9,71,37,24,20,8,5,11,0,168,3,30,19,6,10,3,4,0,0,73,0,6,0,5,3,0,0,0,0,29,4,6,8,5,0,0,0,0,0,25,0,3,5,14,0,4,0,0,0,23,3,5,31,23,8,29,3,14,15,133,287,743,2697,1676,912,1649,152,1004,110,9232,0,0,0,3,0,3,0,6,0,17,0,0,3,15,0,39,0,21,0,78,0,0,3,14,0,34,3,17,4,74,0,0,4,12,4,15,0,6,0,47,0,3,14,13,3,12,0,6,0,51,3,3,22,24,6,14,6,20,12,108,3,0,14,11,3,6,3,14,0,68,5,3,16,11,5,8,8,9,0,58
5,24,69,1163,333,122,338,39,178,19,2276,43,75,1371,408,164,316,48,155,23,2600,52,118,752,327,252,188,44,113,16,1877,111,128,401,203,222,87,43,65,16,1271,57,212,207,105,190,36,20,27,13,860,30,155,104,48,61,16,12,13,5,438,11,54,63,24,26,6,3,9,0,194,12,27,33,11,10,3,3,4,0,107,5,26,31,9,10,0,6,4,0,95,3,6,17,13,4,3,3,4,3,48,8,13,98,36,11,42,3,12,22,236,421,1044,5012,2539,1352,2533,367,1335,177,14779,0,0,3,5,0,4,0,0,4,17,0,0,10,16,4,49,0,24,3,110,0,0,6,14,0,37,0,24,3,89,3,0,18,11,3,19,3,10,4,74,3,3,32,21,4,9,0,14,0,92,7,3,26,13,10,15,4,15,5,98,9,3,33,19,9,15,3,15,10,121,0,5,23,10,8,5,3,23,3,89
6,4,13,239,81,30,55,7,28,3,460,19,11,322,90,34,34,5,31,0,561,16,34,214,73,43,31,14,29,0,444,19,39,79,37,38,20,3,11,0,249,17,45,35,13,28,8,0,6,0,146,0,36,8,7,7,3,0,4,0,64,0,8,9,0,0,0,0,0,0,22,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,5,0,3,0,5,4,40,86,215,1092,444,213,382,40,222,24,2720,0,0,0,3,0,0,0,3,0,5,0,0,0,7,3,12,0,4,0,28,0,0,0,6,3,9,0,3,3,23,4,0,3,3,0,4,0,4,3,26,0,0,7,8,0,5,0,5,3,29,4,3,12,4,0,3,4,4,0,31,5,0,5,11,3,4,0,10,0,39,5,3,10,3,4,0,0,3,0,23
7,3,5,67,21,10,19,3,9,0,136,3,13,91,40,12,19,0,10,0,195,9,9,82,65,26,22,0,12,4,224,12,15,55,41,43,25,9,16,3,214,7,43,32,24,53,14,0,6,3,183,5,15,17,15,27,0,6,0,0,93,3,15,9,9,4,0,0,0,0,49,3,0,4,0,0,0,4,0,0,18,0,0,11,0,0,0,0,4,0,14,0,0,3,0,0,0,0,0,0,7,0,0,3,3,0,3,0,0,7,17,52,123,435,256,196,149,29,95,25,1367,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,3,15,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,7,0,0,4,4,0,5,0,0,0,12,3,0,3,3,0,4,0,0,3,23
8,5,23,225,90,34,62,3,24,3,472,13,18,320,110,55,63,5,29,5,626,28,43,240,129,79,46,3,16,8,585,33,79,119,97,118,41,3,12,9,523,23,138,64,44,151,12,4,7,18,460,11,107,29,25,88,7,0,4,3,263,10,40,5,4,22,0,0,0,3,84,0,5,4,4,3,0,0,0,0,19,0,7,0,0,4,0,0,0,0,11,0,0,0,3,0,0,0,0,0,8,3,3,18,13,3,8,0,0,12,62,145,499,1149,741,604,429,30,173,70,3843,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,0,3,3,26,0,0,0,5,0,3,0,0,0,9,0,0,0,0,0,7,0,0,0,8,0,0,3,3,3,0,0,4,0,10,0,0,0,3,0,0,0,4,0,11,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3
9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
