STE_CODE_2016,M_Vietnam_OM_UIE,M_Vietnam_CFW,M_Vietnam_ES_NS,M_Vietnam_Tot,M_Zimbabwe_E,M_Zimbabwe_OM_IE,M_Zimbabwe_OM_UIE,M_Zimbabwe_CFW,M_Zimbabwe_ES_NS,M_Zimbabwe_Tot,M_Elsewhere_E,M_Elsewhere_OM_IE,M_Elsewhere_OM_UIE,M_Elsewhere_CFW,M_Elsewhere_ES_NS,M_Elsewhere_Tot,M_COB_NS_E,M_COB_NS_OM_IE,M_COB_NS_OM_UIE,M_COB_NS_CFW,M_COB_NS_ES_NS,M_COB_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_Australia_E,F_Australia_OM_IE,F_Australia_OM_UIE,F_Australia_CFW,F_Australia_ES_NS,F_Australia_Tot,F_Canada_E,F_Canada_OM_IE,F_Canada_OM_UIE,F_Canada_CFW,F_Canada_ES_NS,F_Canada_Tot,F_China_E,F_China_OM_IE,F_China_OM_UIE,F_China_CFW,F_China_ES_NS,F_China_Tot,F_Croatia_E,F_Croatia_OM_IE,F_Croatia_OM_UIE,F_Croatia_CFW,F_Croatia_ES_NS,F_Croatia_Tot,F_Egypt_E,F_Egypt_OM_IE,F_Egypt_OM_UIE,F_Egypt_CFW,F_Egypt_ES_NS,F_Egypt_Tot,F_Fiji_E,F_Fiji_OM_IE,F_Fiji_OM_UIE,F_Fiji_CFW,F_Fiji_ES_NS,F_Fiji_Tot,F_FYROM_E,F_FYROM_OM_IE,F_FYROM_OM_UIE,F_FYROM_CFW,F_FYROM_ES_NS,F_FYROM_Tot,F_Germany_E,F_Germany_OM_IE,F_Germany_OM_UIE,F_Germany_CFW,F_Germany_ES_NS,F_Germany_Tot,F_Greece_E,F_Greece_OM_IE,F_Greece_OM_UIE,F_Greece_CFW,F_Greece_ES_NS,F_Greece_Tot,F_HongKong_E,F_HongKong_OM_IE,F_HongKong_OM_UIE,F_HongKong_CFW,F_HongKong_ES_NS,F_HongKong_Tot,F_India_E,F_India_OM_IE,F_India_OM_UIE,F_India_CFW,F_India_ES_NS,F_India_Tot,F_Indonesia_E,F_Indonesia_OM_IE,F_Indonesia_OM_UIE,F_Indonesia_CFW,F_Indonesia_ES_NS,F_Indonesia_Tot,F_Iran_E,F_Iran_OM_IE,F_Iran_OM_UIE,F_Iran_CFW,F_Iran_ES_NS,F_Iran_Tot,F_Iraq_E,F_Iraq_OM_IE,F_Iraq_OM_UIE,F_Iraq_CFW,F_Iraq_ES_NS,F_Iraq_Tot,F_Ireland_E,F_Ireland_OM_IE,F_Ireland_OM_UIE,F_Ireland_CFW,F_Ireland_ES_NS,F_Ireland_Tot,F_Italy_E,F_Italy_OM_IE,F_Italy_OM_UIE,F_Italy_CFW,F_Italy_ES_NS,F_Italy_Tot,F_Japan_E,F_Japan_OM_IE,F_Japan_OM_UIE,F_Japan_CFW,F_Japan_ES_NS,F_Japan_Tot,F_KoreaSouth_E,F_KoreaSouth_OM_IE,F_KoreaSouth_OM_UIE,F_KoreaSouth_CFW,F_KoreaSouth_ES_NS,F_KoreaSouth_Tot,F_Lebanon_E,F_Lebanon_OM_IE,F_Lebanon_OM_UIE,F_Lebanon_CFW,F_Lebanon_ES_NS,F_Lebanon_Tot,F_Malaysia_E,F_Malaysia_OM_IE,F_Malaysia_OM_UIE,F_Malaysia_CFW,F_Malaysia_ES_NS,F_Malaysia_Tot,F_Malta_E,F_Malta_OM_IE,F_Malta_OM_UIE,F_Malta_CFW,F_Malta_ES_NS,F_Malta_Tot,F_Netherlands_E,F_Netherlands_OM_IE,F_Netherlands_OM_UIE,F_Netherlands_CFW,F_Netherlands_ES_NS,F_Netherlands_Tot,F_NZ_E,F_NZ_OM_IE,F_NZ_OM_UIE,F_NZ_CFW,F_NZ_ES_NS,F_NZ_Tot,F_Pakistan_E,F_Pakistan_OM_IE,F_Pakistan_OM_UIE,F_Pakistan_CFW,F_Pakistan_ES_NS,F_Pakistan_Tot,F_Philippines_E,F_Philippines_OM_IE,F_Philippines_OM_UIE,F_Philippines_CFW,F_Philippines_ES_NS,F_Philippines_Tot,F_Poland_E,F_Poland_OM_IE,F_Poland_OM_UIE,F_Poland_CFW,F_Poland_ES_NS,F_Poland_Tot,F_Singapore_E,F_Singapore_OM_IE,F_Singapore_OM_UIE,F_Singapore_CFW,F_Singapore_ES_NS,F_Singapore_Tot,F_SthAfrica_E,F_SthAfrica_OM_IE,F_SthAfrica_OM_UIE,F_SthAfrica_CFW,F_SthAfrica_ES_NS,F_SthAfrica_Tot,F_SriLanka_E,F_SriLanka_OM_IE,F_SriLanka_OM_UIE,F_SriLanka_CFW
1,2346,407,280,22739,2053,200,126,20,9,2404,94816,9492,10014,1164,1329,116810,15721,2090,2855,615,1477,22756,1385538,168744,168510,25312,19708,1767809,934352,40987,64720,16760,9056,1065878,3951,235,309,57,25,4576,45884,4384,3737,1380,334,55711,2171,123,150,28,33,2503,2557,293,228,37,35,3159,10018,221,210,100,126,10676,2891,129,118,30,37,3202,4977,354,586,130,40,6087,2056,166,257,60,42,2590,10662,534,673,119,55,12043,32963,1286,1007,340,221,35813,9043,264,371,92,84,9842,4038,222,260,63,32,4620,3190,241,380,42,71,3923,6386,273,315,45,52,7064,4718,383,414,171,75,5768,4280,186,442,72,44,5027,10086,1079,1461,390,120,13143,5398,572,770,198,113,7057,8522,438,517,91,53,9627,1152,95,140,54,33,1477,2112,161,280,75,26,2651,29814,1433,2050,419,321,34026,2137,175,233,48,43,2629,30888,450,702,198,257,32498,3099,172,306,53,28,3660,3037,149,195,36,23,3448,11411,837,1143,168,76,13639,6540,292,333,69
2,1815,413,273,21569,1518,115,84,15,13,1745,65375,7089,7122,1003,1147,81738,13885,2139,2337,514,1293,20163,1125321,142389,130563,21010,16577,1435860,789816,34954,50477,13841,7415,896503,2838,123,197,45,26,3229,27150,3760,2305,1704,196,35113,2139,145,139,38,31,2490,1697,164,128,44,21,2055,3197,92,69,37,35,3430,2796,152,129,45,53,3169,3902,278,433,93,68,4775,3390,290,344,102,77,4207,5398,270,313,72,26,6080,38055,1257,1191,431,309,41245,4554,158,241,73,34,5061,2282,128,163,48,28,2646,1314,113,206,43,23,1695,4061,132,165,38,33,4419,5557,466,500,209,144,6883,2622,115,229,35,23,3022,3211,190,243,90,38,3768,1443,191,311,84,38,2059,12674,645,658,160,84,14221,1546,107,106,50,31,1843,2100,177,271,86,37,2681,24759,956,1486,301,256,27754,1552,122,254,32,22,1973,17885,220,349,112,162,18728,2867,193,321,64,29,3472,3736,175,226,31,15,4187,7493,358,576,112,37,8569,12704,434,809,165
3,748,158,68,5010,2709,360,222,29,27,3345,36904,3793,4058,650,527,45941,9646,1061,1405,397,719,13236,878597,96581,100315,17792,10859,1104143,656679,30521,44341,13993,5659,751196,3041,173,265,47,22,3547,8803,1049,784,432,67,11135,537,51,48,17,10,659,238,38,20,7,3,311,3453,157,147,63,45,3858,228,7,14,8,0,254,3525,263,474,105,41,4410,237,30,36,21,5,327,2420,171,166,43,12,2817,10518,527,367,171,115,11696,1639,70,101,43,23,1877,979,65,74,25,5,1144,165,15,18,0,3,199,2652,124,141,49,16,2981,1238,94,153,88,35,1611,3886,210,359,88,45,4593,3806,287,392,126,44,4657,164,22,20,6,3,217,3736,242,234,46,25,4284,211,22,38,23,10,296,1747,146,235,59,18,2203,51355,2303,3486,800,555,58505,375,55,30,12,0,476,13902,270,494,127,131,14929,1114,74,128,16,17,1352,1533,91,111,33,7,1774,10629,656,814,188,61,12345,1932,111,166,18
4,644,159,45,3522,419,17,29,3,8,474,11859,965,1481,221,243,14769,3623,400,703,144,316,5187,301743,29226,42911,6791,4374,385046,240544,8408,16195,4535,2314,272000,603,35,50,17,5,707,4141,360,285,241,32,5052,356,32,37,6,11,445,125,14,15,3,0,163,343,12,12,3,7,372,53,4,8,0,0,60,1265,65,156,38,9,1539,548,54,77,36,12,726,701,36,29,7,9,784,6151,163,193,70,65,6646,451,12,38,0,10,505,597,30,40,8,3,681,114,10,20,4,7,153,628,21,35,3,10,696,1369,120,175,70,24,1762,460,14,39,4,4,522,780,48,72,52,10,972,175,22,33,9,0,242,1955,85,124,38,7,2214,114,3,13,6,3,142,712,45,109,36,11,907,3132,110,241,47,32,3567,214,19,23,3,0,264,4149,45,100,31,41,4372,1021,41,69,17,12,1155,556,30,38,17,3,644,1791,46,136,23,7,2005,767,20,49,9
5,789,173,68,4505,3730,341,260,41,19,4392,27993,2201,2892,381,389,33850,5310,554,909,185,397,7356,505513,48939,58826,8738,5850,627870,285646,12375,19765,5924,2340,326052,1644,63,134,25,9,1879,5520,482,469,241,45,6757,715,34,91,23,20,883,225,21,26,5,3,283,337,9,15,0,0,363,644,32,33,15,3,726,2339,121,275,63,24,2822,185,19,18,8,3,231,1520,73,107,25,13,1735,10308,342,404,117,72,11242,2884,137,162,68,18,3266,1023,43,79,15,5,1175,231,10,19,6,5,272,4954,153,204,55,30,5397,1867,167,188,80,40,2345,1316,52,129,25,11,1532,1447,133,116,45,18,1760,126,23,10,3,3,159,7248,333,447,125,43,8195,127,6,6,4,0,142,1164,60,163,42,18,1442,20229,594,1090,264,197,22376,441,11,32,5,4,491,8690,97,197,68,84,9138,1270,73,158,22,10,1531,3681,187,184,57,17,4130,10756,481,782,179,67,12258,1527,51,94,22
6,14,4,3,85,78,9,6,4,0,94,1600,130,216,34,25,2012,1476,146,270,54,123,2075,86543,7324,12390,1884,1429,109567,80984,2509,5513,1498,885,91387,192,14,32,4,3,252,496,42,62,26,7,633,28,0,3,0,0,32,9,0,0,0,0,9,70,4,3,0,0,73,0,0,0,0,0,0,288,12,53,10,3,365,30,9,11,3,3,56,101,4,3,0,0,115,388,22,28,6,6,450,62,3,8,0,0,73,37,0,3,3,0,50,11,0,0,0,0,14,120,3,17,3,0,145,64,5,14,3,0,80,126,8,7,0,0,142,133,11,13,0,3,163,12,0,0,3,0,16,313,8,18,9,0,346,9,3,0,0,0,11,186,21,32,18,7,261,1102,53,111,33,10,1313,35,0,3,0,0,33,545,13,12,13,3,589,75,7,14,0,0,101,121,6,8,3,3,137,360,30,36,9,4,448,84,4,11,0
7,73,11,7,299,263,10,11,3,0,287,2967,138,172,31,24,3337,776,65,76,22,51,995,53522,3239,3023,447,643,60869,30759,1099,1185,298,313,33653,131,5,3,0,3,141,345,15,25,3,7,400,3,0,0,0,0,4,5,0,6,0,0,10,127,3,8,0,0,141,3,0,0,0,0,3,303,19,19,3,0,345,112,17,19,7,4,162,90,3,4,0,0,95,934,13,20,10,12,980,382,5,21,0,8,415,35,0,0,0,0,35,0,0,0,0,0,0,365,3,3,0,3,379,93,4,5,3,5,110,106,5,4,0,0,114,122,0,8,0,0,133,9,0,0,0,0,10,214,3,13,0,4,242,11,0,0,0,0,12,108,4,4,5,4,124,1460,43,65,7,3,1585,41,0,3,0,0,43,1995,29,65,15,21,2127,37,0,0,0,0,41,89,3,3,0,0,98,281,10,11,3,0,303,174,10,4,0
8,71,24,12,999,226,13,5,0,0,253,5696,412,358,50,58,6563,610,57,52,5,45,763,100509,7374,5737,679,679,114980,76354,1774,2348,427,331,81232,422,6,18,0,0,444,2344,101,94,41,5,2581,177,8,10,8,3,206,71,5,6,0,3,77,335,4,5,0,0,350,192,3,5,6,3,209,460,12,33,5,6,517,100,15,11,5,0,126,506,17,11,4,0,536,2968,68,64,19,21,3137,365,12,14,0,3,390,183,11,6,0,0,199,49,3,9,0,0,65,242,9,6,0,0,259,270,11,22,5,0,314,271,4,12,0,3,291,608,26,29,6,3,675,78,4,7,3,0,93,738,35,30,5,0,808,48,0,3,0,3,54,178,6,13,3,0,197,1586,51,59,11,8,1709,292,10,12,6,3,320,1598,19,25,5,11,1662,251,15,13,0,0,282,277,4,6,0,0,292,684,14,21,3,0,732,861,10,23,5
9,0,0,0,0,0,0,0,0,0,0,47,4,10,3,0,63,29,3,6,0,4,42,1324,76,161,32,41,1633,594,16,56,5,15,698,0,0,0,0,0,3,14,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,93,4,9,7,0,108,0,0,0,0,0,0,5,0,0,0,0,5,110,0,28,4,5,142,0,0,0,0,0,0,17,0,4,0,0,25,0,0,0,0,0,0,8,0,0,0,0,12,7,0,0,0,0,7,0,0,0,0
