STE_CODE_2016,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
1,2432,241,480,115078,94948,2822,3390,459,391,102011,77001,3970,4034,613,407,86021,81126,5634,5274,851,520,93400,83525,6343,6055,993,620,97541,78289,6330,6019,1171,634,92444,63775,4657,4881,1033,568,74906,33123,2659,2991,834,321,39922,9344,1297,1426,632,146,12850,1753,454,583,398,61,3244,559,159,331,328,39,1411,711236,36083,38446,7689,4676,798121,64980,124,561,366,552,66586,71644,279,1534,355,520,74328,49965,826,2937,668,365,54756,57225,2177,5288,1290,369,66345,60975,3387,7008,1550,455,73370,64845,4113,7767,1681,496,78900,60726,3949,7356,1518,545,74094,56624,3495,6440,1430,529,68519,51386,3191,5818,1483,536,62411,35996,2697,4943,1494,428,45561,16288,1942,3003,1324,327,22883,5162,901,1390,847,156,8459,1676,448,800,633,108,3670,597494,27528,54842,14639,5392,699888,57622,1582,2910,1075,1084,64275,20622,1000,1563,1568,3351,28090,1386978,66182,97762,24968,14494,1590382,34266,161,262,97,406,35187,152411,1749,3415,358,1052,158986,246391,7782,9234,646,1420,265471,246311,15701,13323,1195,1342,277866,215167,20828,15627,1504
2,1988,224,382,95571,77309,2259,2775,379,345,83065,57209,2877,2936,560,340,63922,58518,4206,3730,731,398,67585,63187,5196,4122,878,444,73830,58703,4705,4028,884,433,68748,45693,3622,3249,844,375,53780,23956,1983,1947,618,231,28738,6305,1005,958,430,117,8811,1095,327,394,216,43,2076,411,156,200,173,27,971,537848,27743,27050,6041,3464,602142,54253,131,334,332,515,55567,66131,259,1205,360,455,68413,44429,657,2445,549,332,48410,49150,1831,4537,1122,349,57000,53629,2880,5731,1521,376,64143,58480,3639,6349,1567,479,70521,57396,3652,5966,1410,506,68934,50346,3115,4918,1258,483,60127,45019,2698,4361,1285,481,53837,32010,2317,3587,1148,391,39450,13479,1660,2398,1081,265,18872,3829,680,1054,581,133,6274,1285,290,579,435,76,2665,529439,23811,43472,12664,4838,614220,49774,1521,2359,900,983,55539,16538,837,1211,1369,2615,22575,1133600,53911,74099,20967,11897,1294480,19427,83,181,63,216,19968,113794,1270,3124,257,881,119322,203923,6292,8743,687,1245,220893,202408,13157,11722,1055,1267,229606,169757,16772,11984,1420
3,1507,213,205,64283,52549,1803,2147,389,219,57107,45420,2636,2649,568,235,51516,52223,4035,3348,788,309,60694,55878,4448,3954,951,371,65606,51511,4192,3748,962,391,60798,39781,3387,3201,875,313,47564,20556,2020,2117,749,223,25660,5315,944,1038,544,103,7942,888,317,399,317,44,1961,231,107,194,217,27,788,441501,25038,25013,6709,2690,500953,52492,97,381,272,389,53624,46432,160,1009,218,256,48079,33894,551,2035,503,211,37190,38139,1494,3638,1073,266,44609,40718,2140,4434,1155,243,48684,43599,2605,4883,1219,323,52629,41014,2543,4681,1136,328,49703,36755,2208,4080,1044,322,44408,32150,1905,3787,1146,323,39314,22304,1636,3128,1090,281,28443,9676,1092,1827,889,182,13666,2854,479,823,521,102,4779,824,215,449,330,55,1868,400855,17112,35160,10590,3281,466992,38135,976,1758,717,625,42207,12060,566,974,1061,1902,16565,892544,43699,62905,19072,8496,1026718,25846,74,257,111,215,26507,108507,1061,2400,248,590,112811,144231,4336,5894,459,620,155546,141336,9052,8167,866,773,160183,127533,11922,9261,1260
4,446,53,84,19995,15957,408,601,104,60,17124,13033,545,725,160,84,14551,15067,829,1000,250,86,17232,17671,1038,1288,283,117,20402,17554,994,1297,286,134,20262,14496,891,1142,244,117,16897,8045,535,690,216,81,9564,2033,249,379,140,31,2829,285,95,164,85,15,643,136,41,62,69,7,315,137302,5889,7974,1926,899,153988,16655,34,100,86,163,17034,18133,49,354,84,125,18757,12347,183,640,147,83,13392,14959,358,1159,331,85,16897,15936,593,1406,344,118,18391,16961,727,1632,350,134,19802,17218,723,1686,354,148,20127,15937,621,1595,374,151,18673,14652,610,1583,422,126,17392,10257,534,1377,408,122,12693,4098,413,899,394,79,5885,1159,186,390,220,48,1999,349,75,211,162,26,823,158656,5114,13022,3679,1397,181872,14990,369,767,273,302,16690,3748,143,271,336,739,5239,314693,11519,22030,6216,3329,357781,5671,25,76,35,58,5855,30037,310,839,98,220,31496,45382,1244,2296,167,279,49367,45142,2377,3035,275,276,51106,39783,3208,3398,404
5,776,104,123,37590,29370,752,976,184,119,31399,22058,1070,1084,235,111,24552,23849,1528,1509,327,119,27336,26979,1802,1835,412,165,31192,25577,1700,1813,402,179,29662,20276,1350,1429,345,135,23531,10995,782,866,250,98,12988,2936,351,386,211,38,3922,452,115,138,108,16,821,165,45,65,59,3,343,225571,10013,11203,2689,1272,250753,24199,37,168,135,172,24708,24148,96,500,110,126,24976,17871,308,1260,235,108,19782,21468,850,2186,624,103,25227,22893,1220,2629,658,151,27555,24343,1357,2821,679,180,29376,23382,1350,2709,599,178,28219,20394,1171,2305,627,148,24647,18159,1037,2077,559,191,22020,13470,914,1797,571,143,16897,5817,571,1074,482,96,8046,1694,219,475,297,59,2744,575,130,235,177,24,1137,218416,9260,20242,5754,1664,255338,21435,604,1053,404,359,23856,6342,270,486,467,862,8426,471769,20146,32984,9311,4167,538376,11736,35,97,37,122,12029,53035,486,1324,130,342,55317,85765,2183,3490,247,391,92083,86137,4421,4737,451,477,96227,71976,5777,5003,548
6,150,15,25,4757,3747,91,211,37,26,4106,3360,126,253,40,23,3806,4357,241,370,56,43,5058,5249,288,418,87,38,6080,5357,291,407,91,44,6190,4440,250,357,105,34,5185,2179,133,218,69,25,2631,480,80,114,40,13,722,82,20,43,28,0,179,28,17,24,15,3,77,38208,1595,2614,595,298,43312,5049,11,25,31,46,5169,4715,11,65,14,31,4838,3698,35,162,31,30,3955,4437,83,330,96,28,4968,4936,136,419,90,32,5614,5429,175,489,101,47,6249,5408,197,487,93,47,6237,5057,186,467,125,60,5888,4907,172,509,117,57,5769,3362,159,417,149,37,4123,1227,113,279,97,31,1756,340,46,124,66,10,592,113,33,73,40,9,262,48681,1359,3842,1067,475,55419,4881,102,268,84,120,5452,1151,35,91,105,235,1614,92922,3094,6815,1847,1120,105795,2403,7,16,5,39,2463,9187,62,216,26,71,9569,11489,253,595,37,65,12441,11137,548,866,84,85,12717,10305,717,938,98
7,53,3,20,4534,3900,78,104,10,18,4113,3217,94,95,11,24,3436,3198,172,137,24,29,3543,3378,171,143,24,24,3741,3096,178,148,19,27,3476,2528,142,94,23,23,2808,1459,90,74,23,13,1651,497,32,33,12,4,579,83,16,13,11,3,120,26,6,9,3,0,42,29129,1020,925,166,202,31444,1378,3,6,8,17,1420,1214,6,20,6,12,1254,1357,21,68,9,3,1461,1604,40,104,18,15,1782,1457,54,117,32,18,1676,1294,67,119,23,14,1516,1135,51,105,23,13,1334,869,36,113,24,12,1049,827,54,84,23,5,994,587,31,80,24,5,726,314,23,36,19,6,393,99,13,23,12,0,146,36,4,18,5,3,62,12167,401,883,239,130,13816,2276,48,55,29,46,2456,960,26,40,29,111,1165,44533,1501,1910,457,490,48883,1529,3,9,0,19,1563,6483,33,74,7,43,6643,10491,146,190,17,59,10900,10242,308,299,24,62,10937,8568,420,319,35
8,84,14,24,9634,8124,113,127,18,22,8400,6914,175,132,21,19,7253,7557,221,166,22,30,7995,7797,279,217,28,20,8343,7131,230,220,31,24,7626,5082,187,165,20,15,5459,2447,89,96,16,14,2668,640,49,47,16,7,755,117,20,21,10,0,164,30,6,9,5,0,49,61605,1454,1319,183,198,64765,4821,10,42,20,27,4917,5017,17,86,13,17,5149,2985,34,105,20,8,3157,3989,104,183,44,10,4338,4261,142,271,44,18,4737,3918,149,250,40,19,4373,3345,151,232,57,18,3798,2689,125,217,42,9,3085,2229,107,225,50,10,2621,1734,109,191,35,10,2072,844,66,151,37,19,1116,247,28,50,22,5,352,82,20,29,16,7,151,36160,1068,2037,435,183,39874,6040,71,108,27,54,6299,1305,32,51,41,116,1542,105110,2626,3515,684,545,112482,2157,8,25,8,13,2199,11458,99,170,5,36,11773,19427,439,376,25,53,20322,19518,789,530,35,60,20936,17466,955,528,46
9,0,0,0,62,53,0,3,0,3,61,64,3,5,0,0,72,52,6,9,0,3,68,67,3,5,0,0,84,74,0,9,0,3,87,65,4,13,0,0,80,45,0,4,0,0,47,24,0,5,3,0,28,6,0,8,0,0,13,0,0,0,0,0,0,546,17,67,5,9,644,23,0,0,0,0,21,21,0,0,0,0,21,17,0,0,0,0,23,38,4,9,0,0,50,34,3,4,0,0,37,46,0,0,0,0,52,31,0,7,0,0,38,35,0,4,0,0,40,31,0,7,0,0,42,30,0,3,3,0,35,20,0,6,0,0,28,8,0,0,0,0,14,3,6,3,0,0,13,340,11,38,12,11,412,71,0,6,0,3,76,23,0,7,0,7,35,980,35,116,21,28,1173,28,0,0,0,0,26,103,0,0,0,0,108,152,0,8,0,0,161,159,5,13,0,5,177,185,4,12,0
