STE_CODE_2016,MaOpD_400_499_H_0,MaOpD_400_499_H_1_15,MaOpD_400_499_H_16_24,MaOpD_400_499_H_25_34,MaOpD_400_499_H_35_39,MaOpD_400_499_H_40,MaOpD_400_499_H_41_48,MaOpD_400_499_H_49mo,MaOpD_400_499_H_NS,MaOpD_400_499_H_Tot,MaOpD_500_649_H_0,MaOpD_500_649_H_1_15,MaOpD_500_649_H_16_24,MaOpD_500_649_H_25_34,MaOpD_500_649_H_35_39,MaOpD_500_649_H_40,MaOpD_500_649_H_41_48,MaOpD_500_649_H_49mo,MaOpD_500_649_H_NS,MaOpD_500_649_H_Tot,MaOpD_650_799_H_0,MaOpD_650_799_H_1_15,MaOpD_650_799_H_16_24,MaOpD_650_799_H_25_34,MaOpD_650_799_H_35_39,MaOpD_650_799_H_40,MaOpD_650_799_H_41_48,MaOpD_650_799_H_49mo,MaOpD_650_799_H_NS,MaOpD_650_799_H_Tot,MaOpD_800_999_H_0,MaOpD_800_999_H_1_15,MaOpD_800_999_H_16_24,MaOpD_800_999_H_25_34,MaOpD_800_999_H_35_39,MaOpD_800_999_H_40,MaOpD_800_999_H_41_48,MaOpD_800_999_H_49mo,MaOpD_800_999_H_NS,MaOpD_800_999_H_Tot,MaOpD_1000_1249_H_0,MaOpD_1000_1249_H_1_15,MaOpD_1000_1249_H_16_24,MaOpD_1000_1249_H_25_34,MaOpD_1000_1249_H_35_39,MaOpD_1000_1249_H_40,MaOpD_1000_1249_H_41_48,MaOpD_1000_1249_H_49mo,MaOpD_1000_1249_H_NS,MaOpD_1000_1249_H_Tot,MaOpD_1250_1499_H_0,MaOpD_1250_1499_H_1_15,MaOpD_1250_1499_H_16_24,MaOpD_1250_1499_H_25_34,MaOpD_1250_1499_H_35_39,MaOpD_1250_1499_H_40,MaOpD_1250_1499_H_41_48,MaOpD_1250_1499_H_49mo,MaOpD_1250_1499_H_NS,MaOpD_1250_1499_H_Tot,MaOpD_1500_1749_H_0,MaOpD_1500_1749_H_1_15,MaOpD_1500_1749_H_16_24,MaOpD_1500_1749_H_25_34,MaOpD_1500_1749_H_35_39,MaOpD_1500_1749_H_40,MaOpD_1500_1749_H_41_48,MaOpD_1500_1749_H_49mo,MaOpD_1500_1749_H_NS,MaOpD_1500_1749_H_Tot,MaOpD_1750_1999_H_0,MaOpD_1750_1999_H_1_15,MaOpD_1750_1999_H_16_24,MaOpD_1750_1999_H_25_34,MaOpD_1750_1999_H_35_39,MaOpD_1750_1999_H_40,MaOpD_1750_1999_H_41_48,MaOpD_1750_1999_H_49mo,MaOpD_1750_1999_H_NS,MaOpD_1750_1999_H_Tot,MaOpD_2000_2999_H_0,MaOpD_2000_2999_H_1_15,MaOpD_2000_2999_H_16_24,MaOpD_2000_2999_H_25_34,MaOpD_2000_2999_H_35_39,MaOpD_2000_2999_H_40,MaOpD_2000_2999_H_41_48,MaOpD_2000_2999_H_49mo,MaOpD_2000_2999_H_NS,MaOpD_2000_2999_H_Tot,MaOpD_3000mo_H_0,MaOpD_3000mo_H_1_15,MaOpD_3000mo_H_16_24,MaOpD_3000mo_H_25_34,MaOpD_3000mo_H_35_39,MaOpD_3000mo_H_40,MaOpD_3000mo_H_41_48,MaOpD_3000mo_H_49mo,MaOpD_3000mo_H_NS,MaOpD_3000mo_H_Tot,MaOpD_PINS_H_0,MaOpD_PINS_H_1_15,MaOpD_PINS_H_16_24,MaOpD_PINS_H_25_34,MaOpD_PINS_H_35_39,MaOpD_PINS_H_40,MaOpD_PINS_H_41_48,MaOpD_PINS_H_49mo,MaOpD_PINS_H_NS,MaOpD_PINS_H_Tot,MaOpD_Tot_H_0,MaOpD_Tot_H_1_15,MaOpD_Tot_H_16_24,MaOpD_Tot_H_25_34,MaOpD_Tot_H_35_39,MaOpD_Tot_H_40,MaOpD_Tot_H_41_48,MaOpD_Tot_H_49mo,MaOpD_Tot_H_NS,MaOpD_Tot_H_Tot,Lab_NNI_H_0,Lab_NNI_H_1_15,Lab_NNI_H_16_24,Lab_NNI_H_25_34,Lab_NNI_H_35_39,Lab_NNI_H_40,Lab_NNI_H_41_48,Lab_NNI_H_49mo,Lab_NNI_H_NS,Lab_NNI_H_Tot,Lab_1_149_H_0,Lab_1_149_H_1_15,Lab_1_149_H_16_24,Lab_1_149_H_25_34,Lab_1_149_H_35_39,Lab_1_149_H_40,Lab_1_149_H_41_48,Lab_1_149_H_49mo,Lab_1_149_H_NS,Lab_1_149_H_Tot,Lab_150_299_H_0,Lab_150_299_H_1_15,Lab_150_299_H_16_24,Lab_150_299_H_25_34,Lab_150_299_H_35_39,Lab_150_299_H_40,Lab_150_299_H_41_48,Lab_150_299_H_49mo,Lab_150_299_H_NS,Lab_150_299_H_Tot,Lab_300_399_H_0,Lab_300_399_H_1_15,Lab_300_399_H_16_24,Lab_300_399_H_25_34,Lab_300_399_H_35_39,Lab_300_399_H_40,Lab_300_399_H_41_48,Lab_300_399_H_49mo,Lab_300_399_H_NS,Lab_300_399_H_Tot,Lab_400_499_H_0,Lab_400_499_H_1_15,Lab_400_499_H_16_24,Lab_400_499_H_25_34,Lab_400_499_H_35_39,Lab_400_499_H_40,Lab_400_499_H_41_48,Lab_400_499_H_49mo,Lab_400_499_H_NS,Lab_400_499_H_Tot,Lab_500_649_H_0,Lab_500_649_H_1_15,Lab_500_649_H_16_24,Lab_500_649_H_25_34,Lab_500_649_H_35_39,Lab_500_649_H_40,Lab_500_649_H_41_48,Lab_500_649_H_49mo,Lab_500_649_H_NS,Lab_500_649_H_Tot,Lab_650_799_H_0,Lab_650_799_H_1_15,Lab_650_799_H_16_24,Lab_650_799_H_25_34,Lab_650_799_H_35_39,Lab_650_799_H_40,Lab_650_799_H_41_48,Lab_650_799_H_49mo,Lab_650_799_H_NS,Lab_650_799_H_Tot,Lab_800_999_H_0,Lab_800_999_H_1_15,Lab_800_999_H_16_24,Lab_800_999_H_25_34,Lab_800_999_H_35_39,Lab_800_999_H_40,Lab_800_999_H_41_48,Lab_800_999_H_49mo,Lab_800_999_H_NS,Lab_800_999_H_Tot
1,268,1611,2711,1522,864,842,305,611,270,8999,418,1550,2855,3236,3280,2174,719,1303,394,15934,628,1152,2092,3665,10442,5680,1918,2167,557,28309,930,928,1465,3059,13170,9856,4421,4431,662,38924,940,635,844,1685,9017,8852,5404,7805,570,35755,628,318,383,748,3761,4475,3680,6966,363,21320,529,197,224,361,2004,2532,2540,6251,272,14914,333,113,157,235,1170,1554,1574,4059,136,9332,567,114,213,309,1664,1583,2329,4883,166,11828,96,57,66,77,278,260,320,944,56,2149,110,200,171,226,570,610,243,576,590,3299,6083,12964,14842,16557,47058,39209,23694,40692,4487,205585,262,1174,327,224,153,175,46,234,172,2767,1349,17070,1511,454,195,155,47,138,394,21311,857,13115,4666,1299,450,361,98,285,529,21650,824,9209,8846,2694,842,672,202,414,583,24285,820,6542,11320,4997,1741,1228,416,612,714,28396,1088,5143,8758,10225,7196,3786,1013,1415,873,39491,1223,2752,4544,8412,15904,8997,2553,2326,983,47689,1061,1617,2604,4478,14336,11729,4247,3515,787,44368
2,218,1154,2052,1307,628,591,184,420,182,6737,369,1068,2292,2739,3039,1818,496,868,341,13037,640,855,1541,3132,9867,5465,1751,1605,482,25334,763,685,1023,2485,11285,9146,4202,3565,596,33747,818,482,512,1307,7012,7594,4877,5832,460,28890,464,204,198,493,2761,3368,2795,4778,216,15280,356,110,129,262,1229,1869,1663,3604,145,9371,205,62,86,168,631,903,969,2109,72,5203,272,52,89,134,656,991,1024,2048,85,5345,60,43,39,52,148,202,186,555,22,1307,81,165,168,191,628,543,240,417,462,2889,4795,9451,11166,13396,38453,33055,18550,26316,3423,158617,177,1032,307,179,148,158,46,190,161,2393,981,16792,1213,340,150,123,44,117,402,20164,742,12345,4085,1053,335,229,94,211,438,19532,685,7867,7418,2090,739,504,143,338,506,20291,707,5549,8847,4144,1395,904,281,469,518,22804,952,4446,6698,8512,6028,2889,803,996,670,32000,1030,2281,3372,7004,14039,7086,2099,1613,748,39272,843,1317,1686,3737,11665,8659,3440,2565,631,34537
3,152,889,1595,1005,472,420,164,430,130,5253,287,841,1702,2444,1820,1138,450,1027,240,9953,500,577,1124,2907,6996,3562,1426,1847,338,19274,682,481,731,2164,8508,6166,3603,3865,422,26620,682,322,428,1239,5225,5253,4498,6798,397,24830,540,168,200,439,1936,2493,2734,6181,258,14956,457,117,145,258,939,1396,1838,5640,173,10959,408,88,98,181,575,866,1364,4423,127,8131,773,129,129,197,861,1118,1960,6417,172,11763,236,49,46,70,205,237,450,1672,54,3014,96,115,128,171,366,375,211,629,435,2524,5262,7576,8346,12003,28363,23476,18882,39631,2993,146529,189,860,254,183,128,132,48,233,124,2142,802,13117,1009,371,146,110,43,158,309,16078,641,9350,3190,1192,386,293,103,295,378,15821,545,6579,5607,2203,732,502,192,430,385,17172,624,4629,7172,4330,1211,878,295,551,400,20088,815,3823,5887,9150,5014,2538,842,1472,605,30153,926,2033,2809,7974,12418,5976,2150,2274,623,37186,804,1146,1528,3967,11567,7895,3623,3633,530,34703
4,64,323,555,369,168,122,53,144,34,1826,112,328,580,874,702,370,135,278,48,3419,178,213,345,1023,2680,1095,470,421,101,6529,259,158,267,782,3471,2160,1297,942,121,9460,277,124,148,317,2212,1778,1579,1830,106,8372,166,51,54,138,659,718,894,1553,62,4308,136,42,42,70,369,438,566,1370,34,3060,118,23,28,42,186,189,259,1008,35,1886,125,18,32,40,208,195,266,1105,36,2018,26,18,11,13,32,40,48,206,17,408,26,37,34,56,133,86,71,107,86,638,1635,2688,2886,4079,10968,7333,5693,9121,753,45147,74,303,78,66,56,34,20,64,39,737,346,5784,401,166,85,41,19,40,115,6998,265,4466,1311,479,164,96,35,94,142,7049,238,3028,2092,889,264,179,52,113,143,6998,272,2178,2793,1691,517,267,126,163,153,8165,349,1629,2162,3453,1840,837,315,338,225,11150,382,788,1029,2704,4709,2093,750,603,203,13268,338,435,483,1258,4293,2850,1331,899,167,12058
5,96,457,714,456,172,153,66,199,67,2383,162,469,799,1016,659,415,167,421,108,4218,213,322,603,1210,2228,1315,450,620,144,7093,382,291,401,1023,3638,2799,1403,1291,160,11388,453,242,282,733,3105,3037,2242,2965,207,13256,413,138,163,300,1356,1627,1681,3187,131,9000,514,125,136,188,859,1054,1433,4042,133,8478,601,114,123,125,485,603,993,4283,139,7481,1282,255,217,195,944,691,1758,8923,237,14510,499,111,81,77,134,209,470,3103,62,4750,73,72,50,62,160,164,118,422,215,1337,4935,4764,4572,5795,13907,12278,10871,29797,1743,88666,92,495,143,110,54,54,24,102,67,1144,423,7250,493,189,59,62,25,71,123,8705,358,5736,1612,486,124,123,37,100,179,8749,347,3994,3161,926,247,184,69,144,156,9221,303,2463,3900,1723,467,367,120,196,169,9708,416,1976,2979,3772,1819,956,319,497,215,12961,451,1090,1448,3215,4115,2213,731,755,255,14272,437,651,852,1844,4034,3242,1398,1522,264,14257
6,27,123,191,108,45,53,16,65,19,644,36,117,203,252,198,149,45,109,18,1134,65,87,125,285,735,441,175,172,50,2123,87,54,70,197,847,702,397,358,43,2764,110,45,49,86,479,492,471,563,40,2325,51,25,27,41,173,214,280,420,23,1248,56,19,22,19,127,124,298,423,19,1094,35,12,8,9,51,54,177,171,11,518,21,0,4,13,28,36,97,136,14,347,10,4,9,4,9,11,10,33,5,87,15,10,14,14,37,30,25,25,34,199,570,934,947,1126,2765,2351,2027,2530,293,13546,20,86,22,23,8,14,3,17,10,195,121,1501,109,32,18,16,3,16,46,1857,127,1359,379,147,38,33,12,37,43,2177,83,1002,609,214,82,46,20,34,52,2146,118,740,816,498,157,100,28,57,53,2580,157,598,739,1035,631,325,102,159,86,3838,157,247,371,869,1366,662,233,225,74,4195,114,127,154,398,1060,943,331,306,54,3500
7,4,29,54,25,16,16,9,16,5,174,13,21,60,80,66,40,19,45,15,352,13,10,32,69,156,90,30,61,16,480,23,30,20,56,282,180,88,148,15,853,41,21,21,46,228,223,178,265,29,1036,33,18,7,40,132,149,129,280,17,796,42,10,13,4,104,94,77,277,11,632,41,4,6,7,48,41,50,306,6,514,98,10,14,7,31,39,68,748,12,1031,26,4,3,10,11,15,17,308,5,398,4,14,3,11,17,13,8,58,27,147,359,246,307,390,1127,918,671,2529,171,6713,10,37,20,16,6,7,3,14,9,117,28,293,39,26,10,11,0,9,18,435,9,239,118,64,25,25,5,20,20,537,14,175,172,74,48,16,9,19,14,545,18,111,242,121,61,47,9,34,22,668,50,100,186,298,213,136,35,107,33,1149,39,65,68,250,384,249,108,209,31,1404,38,57,67,121,378,371,132,290,28,1484
8,12,43,62,37,20,21,7,18,16,229,14,42,58,66,66,51,20,27,16,359,23,34,45,94,177,127,46,46,14,601,30,35,25,78,241,234,134,134,15,927,29,30,20,71,195,207,173,210,14,949,34,27,16,33,100,182,131,198,7,730,25,9,5,13,38,86,80,174,9,438,13,8,9,7,11,25,28,84,3,174,10,5,3,5,12,23,13,54,0,123,0,0,0,3,3,0,3,13,0,26,0,7,4,5,6,11,7,11,6,64,201,500,358,454,888,979,643,985,116,5131,18,52,21,7,0,7,3,3,6,109,77,921,61,15,8,3,0,3,23,1117,28,579,173,52,13,12,4,3,31,909,21,321,263,99,22,15,4,9,17,783,29,219,470,178,50,37,13,19,20,1045,23,187,367,417,207,106,36,37,22,1410,40,98,152,295,472,273,72,64,29,1487,35,69,103,183,500,405,147,142,23,1603
9,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,10,0,0,0,0,12,4,0,0,0,21,0,0,0,0,7,3,0,7,0,18,0,0,0,0,13,0,0,0,0,18,0,0,0,0,3,4,0,6,0,18,4,3,0,0,5,4,3,3,0,22,4,0,3,0,3,0,3,3,0,14,6,0,0,0,8,0,0,6,0,24,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,9,13,15,3,11,48,24,15,38,8,175,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12,0,15,3,3,0,0,0,0,3,20,3,11,9,3,3,0,0,0,0,29,0,3,4,7,0,0,0,0,0,18,3,7,0,18,15,7,0,3,0,46,0,3,0,9,18,9,0,4,0,47,0,0,7,4,12,6,4,5,0,38
