STE_CODE_2016,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000mo_Mng,Tot_3000mo_Pro,Tot_3000mo_TecTW,Tot_3000mo_CoPSW,Tot_3000mo_ClAW,Tot_3000mo_SWks,Tot_3000mo_MaOpDv,Tot_3000mo_Lab,Tot_3000mo_IDNS,Tot_3000mo_Tot,Tot_PINS_Mng,Tot_PINS_Pro,Tot_PINS_TecTW,Tot_PINS_CoPSW,Tot_PINS_ClAW,Tot_PINS_SWks,Tot_PINS_MaOpDv,Tot_PINS_Lab,Tot_PINS_IDNS,Tot_PINS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_IDNS,Tot_Tot_Tot
1,5420,2873,2245,2263,2671,3029,899,2767,2208,24381,3444,8793,4237,20036,7099,36823,2397,21311,1926,106066,6414,12381,9666,25897,13736,29889,4739,21650,2522,126895,8920,14053,16064,27941,17937,26045,6793,24285,3040,145077,10720,16589,24904,32102,22822,27485,8999,28396,3311,175329,18599,29488,38568,47555,40833,36702,15934,39491,4616,271790,25876,40642,49120,51640,56522,37986,28309,47689,5579,343367,39064,61346,65104,47549,76239,33191,38924,44368,6752,412538,50882,98022,71820,34962,83541,24925,35755,29223,6906,436033,41186,96921,46959,18097,51720,14826,21320,13796,4591,309415,42415,103249,35644,13877,33854,10873,14914,8439,3807,267076,34338,88974,21596,9768,17139,6581,9332,4457,2422,194604,82861,129794,25763,9982,21654,10128,11828,3973,3310,299283,76823,82027,7278,2137,11697,7280,2149,1472,2790,193641,6214,8029,7010,4742,5707,4593,3299,4984,8103,52696,453169,793185,425988,348552,463171,310367,205585,296302,61874,3358185
2,5165,2582,2023,2012,2346,2782,702,2393,1901,21918,3441,7356,4238,19787,6168,37017,1790,20164,1786,101743,6067,11317,8771,24082,11916,28974,3780,19532,2033,116469,8394,12107,13551,23816,14893,23772,5196,20291,2317,124336,9884,14688,20559,27033,19206,23225,6737,22804,2519,146660,16592,25740,31689,39892,33028,29457,13037,32000,3445,224883,22802,35051,42197,41375,45574,29782,25334,39272,4201,285595,34411,56590,56705,38131,62302,26589,33747,34537,4975,347978,42765,89970,61567,27984,64951,20308,28890,23246,4962,364645,34701,86920,38777,15641,39336,12108,15280,11250,3338,257355,35834,85338,28019,10247,24933,8536,9371,6991,2734,212007,28557,63142,17103,6733,11703,5353,5203,4145,1768,143699,63263,84191,19391,6071,14261,7767,5345,4089,2244,206618,51992,52793,5482,1606,7105,5046,1307,1285,1768,128378,5644,6996,6858,4520,5039,4643,2889,4708,6756,48058,369522,634779,356926,288929,362756,265348,158617,246705,46754,2730338
3,4414,1734,1630,1393,2136,1850,711,2142,1274,17285,2589,4589,3657,13714,4678,26543,1695,16078,1194,74735,4463,6667,6154,16593,8433,20263,2946,15821,1393,82737,6082,7591,9465,17400,10893,17061,3899,17172,1687,91251,6804,8910,14141,21879,14366,18375,5253,20088,1832,111642,11848,16316,23520,36734,26743,25720,9953,30153,2435,183423,17433,22726,32687,39341,38067,27983,19274,37186,3219,237917,26959,35009,45369,32421,51136,23130,26620,34703,3826,279176,33116,56222,51968,24542,54613,16487,24830,22892,3787,288453,25209,57166,35316,13494,32364,9152,14956,10326,2559,200540,25766,66324,26575,9348,19604,6591,10959,6266,2024,173462,19287,43894,17103,5798,9072,3559,8131,3624,1335,111809,40785,57884,23491,5155,10934,4758,11763,3475,1776,160033,28877,34119,7600,1009,4624,3075,3014,1289,1231,84843,3844,3911,4784,3211,3519,3027,2524,3856,4897,33574,257478,423068,303466,242022,291171,207578,146529,225068,34480,2130860
4,1442,487,508,511,565,594,188,737,397,5430,957,1605,1143,5112,1355,9362,561,6998,417,27504,1928,2540,2420,6516,2870,8049,1074,7049,524,32971,2415,2715,3637,6577,3911,6414,1409,6998,599,34669,3069,3445,5551,8260,5434,7011,1826,8165,708,43463,5104,6071,9053,13423,9896,9221,3419,11150,885,68220,7030,8565,12249,13504,13130,8885,6529,13268,1097,84260,10270,13633,16375,12087,18269,7856,9460,12058,1290,101291,12445,21149,17735,9258,19363,5491,8372,7811,1329,102953,9487,20896,11101,4560,10355,2866,4308,3157,947,67681,9287,22971,7560,3011,6038,1910,3060,1748,728,56318,7025,17350,4360,2118,2907,1021,1886,865,421,37952,13753,17661,4985,2908,3074,1237,2018,845,505,46988,8202,9952,1265,434,1140,695,408,371,327,22795,1235,1334,1413,1095,1047,979,638,1308,1297,10327,93652,150374,99351,89379,99352,71586,45147,82519,11456,742831
5,1969,913,881,798,1127,1048,389,1144,646,8912,1258,2611,1673,7677,2308,14518,906,8705,655,40317,1961,3850,3270,9156,4500,11205,1588,8749,696,44983,2511,3978,4816,9082,5414,9036,1880,9221,775,46718,3107,4782,7241,10338,7146,9130,2383,9708,819,54664,5387,8030,11421,15652,12719,11573,4218,12961,1106,83064,7244,10466,14288,16790,16016,11114,7093,14272,1380,98665,11546,15510,21022,16835,21987,9762,11388,14257,1702,124006,15317,25858,29202,12760,28316,7889,13256,11870,2032,146490,12868,28320,22310,6813,18604,4999,9000,6351,1649,110915,13580,32067,18864,5810,11971,3547,8478,4295,1413,100032,10703,28241,13435,4166,6117,2177,7481,2995,1100,76427,26643,43624,25390,4622,8301,2931,14510,4849,1695,132574,23667,27580,14426,818,4227,1849,4750,2747,1226,81294,1828,2157,2854,1533,1769,1434,1337,1829,2443,17171,139600,238004,191097,122847,150539,102203,88666,113951,19337,1166240
6,431,104,150,122,152,187,59,195,84,1492,307,384,352,1422,410,2925,154,1857,122,7945,642,684,815,1825,831,2230,338,2177,182,9714,825,768,1230,2090,1140,1903,498,2146,212,10819,984,1008,1889,2783,1591,2131,644,2580,258,13876,1597,1806,3005,4363,2906,2967,1134,3838,332,21936,2203,2452,3991,4203,3827,3037,2123,4195,340,26370,3030,3681,5142,3418,5033,2412,2764,3500,424,29413,3598,5970,5320,2574,5483,1488,2325,2108,467,29339,2773,5728,3179,1315,3019,724,1248,894,308,19187,2470,6308,2084,948,1664,423,1094,532,240,15772,1803,4749,1163,688,720,212,518,309,126,10293,3604,4229,1065,512,811,263,347,220,147,11196,1723,2333,226,80,243,150,87,112,81,5029,352,329,400,299,265,303,199,425,412,2985,26340,40533,30008,26643,28099,21359,13546,25088,3746,215365
7,99,75,65,78,88,79,28,117,75,702,50,185,120,398,119,815,44,435,109,2270,122,323,211,618,255,592,114,537,201,2964,130,286,278,592,261,483,121,545,87,2787,160,337,422,766,364,514,174,668,82,3495,298,642,726,1266,752,753,352,1149,147,6077,514,722,1112,1601,1191,993,480,1404,161,8186,929,1169,1669,2103,2076,1006,853,1484,234,11527,1483,2343,2587,2142,3329,680,1036,1126,270,14994,1463,2865,2243,1531,2238,436,796,612,215,12390,1554,3476,2040,1048,1527,248,632,379,196,11102,1349,3271,1448,704,816,154,514,328,139,8726,2953,4076,3042,1040,933,161,1031,886,184,14307,1841,1898,2500,262,334,106,398,503,145,7980,169,319,340,281,183,118,147,272,418,2240,13108,21978,18803,14435,14461,7144,6713,10452,2664,109749
8,126,170,83,139,112,120,28,109,87,976,123,646,248,1918,366,2572,123,1117,109,7230,202,656,359,2003,682,1768,179,909,89,6849,237,668,538,1678,758,1308,171,783,99,6232,312,804,938,1758,948,1278,229,1045,140,7453,760,1447,1570,2453,1668,1657,359,1410,179,11507,1217,1927,2190,2864,2571,1677,601,1487,274,14802,2038,3193,3056,3093,4127,1574,927,1603,402,20012,2734,6735,3833,2609,6769,1054,949,1149,678,26520,2632,9352,2808,1440,7255,680,730,622,677,26203,3409,11144,2367,1181,5948,429,438,328,718,25966,3679,8433,1230,797,2788,259,174,177,481,18017,12982,15488,1436,1346,4390,369,123,151,1045,37335,5958,7477,376,273,1110,331,26,48,385,15986,282,483,277,239,341,150,64,161,383,2380,36690,68612,21319,23787,39826,15232,5131,11104,5756,227464
9,6,0,0,0,3,4,0,0,3,22,3,3,3,14,3,7,0,12,0,55,5,12,10,20,4,6,7,20,0,83,18,12,12,27,13,14,3,29,0,121,31,17,16,26,14,21,4,18,7,150,27,30,36,33,26,30,10,46,6,250,31,20,60,46,45,25,21,47,5,306,62,16,66,45,46,17,18,38,3,324,54,52,65,49,36,3,18,44,15,334,45,38,32,39,36,4,18,22,7,242,35,56,37,34,29,3,22,18,3,238,41,60,32,34,19,0,14,12,7,207,81,52,50,31,18,0,24,12,10,279,50,44,23,14,6,0,3,0,9,147,6,0,12,7,3,3,9,8,9,49,493,426,454,414,304,141,175,331,84,2804
