STE_CODE_2016,SOLSE_NWNA_Mnf_06_10,SOLSE_NWNA_Mnf_11_15,SOLSE_NWNA_Mnf_2016,SOLSE_NWNA_Mnf_NS,SOLSE_NWNA_Mnf_Tot,SOLSE_NWNA_EGWWS_Bf_91,SOLSE_NWNA_EGWWS_91_95,SOLSE_NWNA_EGWWS_96_00,SOLSE_NWNA_EGWWS_01_05,SOLSE_NWNA_EGWWS_06_10,SOLSE_NWNA_EGWWS_11_15,SOLSE_NWNA_EGWWS_2016,SOLSE_NWNA_EGWWS_NS,SOLSE_NWNA_EGWWS_Tot,SOLSE_NWNA_Const_Bf_91,SOLSE_NWNA_Const_91_95,SOLSE_NWNA_Const_96_00,SOLSE_NWNA_Const_01_05,SOLSE_NWNA_Const_06_10,SOLSE_NWNA_Const_11_15,SOLSE_NWNA_Const_2016,SOLSE_NWNA_Const_NS,SOLSE_NWNA_Const_Tot,SOLSE_NWNA_WST_Bf_91,SOLSE_NWNA_WST_91_95,SOLSE_NWNA_WST_96_00,SOLSE_NWNA_WST_01_05,SOLSE_NWNA_WST_06_10,SOLSE_NWNA_WST_11_15,SOLSE_NWNA_WST_2016,SOLSE_NWNA_WST_NS,SOLSE_NWNA_WST_Tot,SOLSE_NWNA_RetT_Bf_91,SOLSE_NWNA_RetT_91_95,SOLSE_NWNA_RetT_96_00,SOLSE_NWNA_RetT_01_05,SOLSE_NWNA_RetT_06_10,SOLSE_NWNA_RetT_11_15,SOLSE_NWNA_RetT_2016,SOLSE_NWNA_RetT_NS,SOLSE_NWNA_RetT_Tot,SOLSE_NWNA_AcFd_Bf_91,SOLSE_NWNA_AcFd_91_95,SOLSE_NWNA_AcFd_96_00,SOLSE_NWNA_AcFd_01_05,SOLSE_NWNA_AcFd_06_10,SOLSE_NWNA_AcFd_11_15,SOLSE_NWNA_AcFd_2016,SOLSE_NWNA_AcFd_NS,SOLSE_NWNA_AcFd_Tot,SOLSE_NWNA_TPW_Bf_91,SOLSE_NWNA_TPW_91_95,SOLSE_NWNA_TPW_96_00,SOLSE_NWNA_TPW_01_05,SOLSE_NWNA_TPW_06_10,SOLSE_NWNA_TPW_11_15,SOLSE_NWNA_TPW_2016,SOLSE_NWNA_TPW_NS,SOLSE_NWNA_TPW_Tot,SOLSE_NWNA_IMT_Bf_91,SOLSE_NWNA_IMT_91_95,SOLSE_NWNA_IMT_96_00,SOLSE_NWNA_IMT_01_05,SOLSE_NWNA_IMT_06_10,SOLSE_NWNA_IMT_11_15,SOLSE_NWNA_IMT_2016,SOLSE_NWNA_IMT_NS,SOLSE_NWNA_IMT_Tot,SOLSE_NWNA_FinIns_Bf_91,SOLSE_NWNA_FinIns_91_95,SOLSE_NWNA_FinIns_96_00,SOLSE_NWNA_FinIns_01_05,SOLSE_NWNA_FinIns_06_10,SOLSE_NWNA_FinIns_11_15,SOLSE_NWNA_FinIns_2016,SOLSE_NWNA_FinIns_NS,SOLSE_NWNA_FinIns_Tot,SOLSE_NWNA_RHRE_Bf_91,SOLSE_NWNA_RHRE_91_95,SOLSE_NWNA_RHRE_96_00,SOLSE_NWNA_RHRE_01_05,SOLSE_NWNA_RHRE_06_10,SOLSE_NWNA_RHRE_11_15,SOLSE_NWNA_RHRE_2016,SOLSE_NWNA_RHRE_NS,SOLSE_NWNA_RHRE_Tot,SOLSE_NWNA_ProSTS_Bf_91,SOLSE_NWNA_ProSTS_91_95,SOLSE_NWNA_ProSTS_96_00,SOLSE_NWNA_ProSTS_01_05,SOLSE_NWNA_ProSTS_06_10,SOLSE_NWNA_ProSTS_11_15,SOLSE_NWNA_ProSTS_2016,SOLSE_NWNA_ProSTS_NS,SOLSE_NWNA_ProSTS_Tot,SOLSE_NWNA_AdSup_Bf_91,SOLSE_NWNA_AdSup_91_95,SOLSE_NWNA_AdSup_96_00,SOLSE_NWNA_AdSup_01_05,SOLSE_NWNA_AdSup_06_10,SOLSE_NWNA_AdSup_11_15,SOLSE_NWNA_AdSup_2016,SOLSE_NWNA_AdSup_NS,SOLSE_NWNA_AdSup_Tot,SOLSE_NWNA_PubAS_Bf_91,SOLSE_NWNA_PubAS_91_95,SOLSE_NWNA_PubAS_96_00,SOLSE_NWNA_PubAS_01_05,SOLSE_NWNA_PubAS_06_10,SOLSE_NWNA_PubAS_11_15,SOLSE_NWNA_PubAS_2016,SOLSE_NWNA_PubAS_NS,SOLSE_NWNA_PubAS_Tot,SOLSE_NWNA_EdTrn_Bf_91,SOLSE_NWNA_EdTrn_91_95,SOLSE_NWNA_EdTrn_96_00,SOLSE_NWNA_EdTrn_01_05,SOLSE_NWNA_EdTrn_06_10,SOLSE_NWNA_EdTrn_11_15,SOLSE_NWNA_EdTrn_2016,SOLSE_NWNA_EdTrn_NS,SOLSE_NWNA_EdTrn_Tot,SOLSE_NWNA_HC_SA_Bf_91,SOLSE_NWNA_HC_SA_91_95,SOLSE_NWNA_HC_SA_96_00,SOLSE_NWNA_HC_SA_01_05,SOLSE_NWNA_HC_SA_06_10,SOLSE_NWNA_HC_SA_11_15,SOLSE_NWNA_HC_SA_2016,SOLSE_NWNA_HC_SA_NS,SOLSE_NWNA_HC_SA_Tot,SOLSE_NWNA_ArtsR_Bf_91,SOLSE_NWNA_ArtsR_91_95,SOLSE_NWNA_ArtsR_96_00,SOLSE_NWNA_ArtsR_01_05,SOLSE_NWNA_ArtsR_06_10,SOLSE_NWNA_ArtsR_11_15,SOLSE_NWNA_ArtsR_2016,SOLSE_NWNA_ArtsR_NS,SOLSE_NWNA_ArtsR_Tot,SOLSE_NWNA_OthSvs_Bf_91,SOLSE_NWNA_OthSvs_91_95,SOLSE_NWNA_OthSvs_96_00,SOLSE_NWNA_OthSvs_01_05,SOLSE_NWNA_OthSvs_06_10,SOLSE_NWNA_OthSvs_11_15,SOLSE_NWNA_OthSvs_2016,SOLSE_NWNA_OthSvs_NS,SOLSE_NWNA_OthSvs_Tot,SOLSE_NWNA_IDNS_Bf_91,SOLSE_NWNA_IDNS_91_95,SOLSE_NWNA_IDNS_96_00,SOLSE_NWNA_IDNS_01_05,SOLSE_NWNA_IDNS_06_10,SOLSE_NWNA_IDNS_11_15,SOLSE_NWNA_IDNS_2016,SOLSE_NWNA_IDNS_NS,SOLSE_NWNA_IDNS_Tot,SOLSE_NWNA_Tot_Bf_91,SOLSE_NWNA_Tot_91_95,SOLSE_NWNA_Tot_96_00,SOLSE_NWNA_Tot_01_05,SOLSE_NWNA_Tot_06_10,SOLSE_NWNA_Tot_11_15,SOLSE_NWNA_Tot_2016,SOLSE_NWNA_Tot_NS,SOLSE_NWNA_Tot_Tot,NS_AGFF_Bf_91,NS_AGFF_91_95,NS_AGFF_96_00,NS_AGFF_01_05,NS_AGFF_06_10,NS_AGFF_11_15,NS_AGFF_2016,NS_AGFF_NS,NS_AGFF_Tot,NS_Min_Bf_91,NS_Min_91_95,NS_Min_96_00,NS_Min_01_05,NS_Min_06_10,NS_Min_11_15,NS_Min_2016,NS_Min_NS,NS_Min_Tot,NS_Mnf_Bf_91,NS_Mnf_91_95,NS_Mnf_96_00,NS_Mnf_01_05,NS_Mnf_06_10,NS_Mnf_11_15,NS_Mnf_2016,NS_Mnf_NS,NS_Mnf_Tot,NS_EGWWS_Bf_91,NS_EGWWS_91_95,NS_EGWWS_96_00,NS_EGWWS_01_05,NS_EGWWS_06_10,NS_EGWWS_11_15
1,1281,1716,152,313,9446,37,9,12,20,22,41,3,3,156,1346,535,986,932,1562,2222,188,236,8020,642,244,281,224,361,490,41,56,2335,1344,563,641,537,911,1155,85,136,5373,2271,813,1043,1072,1946,3368,476,586,11571,1127,294,338,318,438,472,36,82,3099,64,40,42,27,71,83,10,8,350,125,39,56,46,101,94,14,26,497,124,34,73,80,116,158,13,21,625,216,95,126,143,232,346,29,36,1229,1077,400,705,647,1101,1491,218,194,5836,139,49,43,37,39,45,7,19,382,251,98,133,133,182,217,19,64,1097,921,389,528,592,836,1082,69,116,4529,81,27,40,21,47,50,6,20,292,686,347,438,417,759,961,75,94,3782,1592,622,890,907,1623,2377,257,580,8840,15409,5820,7529,7090,11875,16800,1790,2740,69052,22,7,4,3,16,11,0,3,61,0,0,0,0,4,0,0,0,8,120,37,36,37,45,55,5,12,352,7,0,0,5,10,3
2,1639,1904,144,270,9238,37,19,17,12,24,45,0,3,152,561,216,340,428,985,1514,82,108,4237,347,189,119,165,347,607,46,62,1886,820,379,314,299,710,1373,66,119,4084,1313,540,543,716,1368,2615,364,359,7819,506,200,140,137,300,351,22,51,1700,21,17,13,11,25,42,4,3,141,62,16,20,21,61,63,9,8,245,49,20,28,29,104,138,18,17,395,126,42,42,58,173,236,32,29,736,610,215,262,291,685,918,122,101,3193,116,16,28,23,37,23,0,8,255,128,50,59,86,156,172,14,49,716,467,238,215,320,705,711,38,72,2761,46,18,18,19,36,50,10,12,203,455,252,174,198,509,657,53,78,2373,1002,434,438,573,1157,1906,184,415,6108,9521,4059,3622,4333,9353,13925,1258,1865,47950,16,0,0,5,7,13,3,3,52,0,0,3,0,0,0,0,0,8,118,34,19,38,61,54,8,26,358,6,5,3,3,4,7
3,976,845,83,140,3102,4,0,0,8,12,8,0,0,31,109,51,70,86,254,372,32,34,1015,53,29,37,46,123,143,12,13,458,151,75,89,105,233,313,35,32,1033,495,233,275,405,771,1276,252,258,3966,60,35,58,53,126,116,12,11,469,8,3,4,3,14,10,0,0,43,4,4,4,13,17,18,9,7,77,39,21,26,31,58,57,3,3,241,29,28,26,29,58,81,5,16,272,92,69,90,133,336,689,145,139,1693,28,11,9,9,20,12,0,6,92,52,24,33,36,52,95,20,21,335,116,54,86,130,304,407,43,54,1194,10,3,11,7,22,19,7,4,90,72,64,66,108,291,384,42,51,1085,163,109,100,186,388,577,103,238,1863,2074,1070,1197,1757,4257,6285,1116,1492,19235,7,3,0,0,11,16,8,13,59,8,0,0,0,6,16,0,4,31,33,17,26,19,33,33,3,8,164,3,0,0,0,6,0
4,335,438,45,93,1463,10,0,0,0,13,12,0,0,30,35,21,26,39,117,167,11,13,432,32,12,12,30,64,125,12,25,303,86,39,28,39,112,150,5,18,476,202,92,72,119,329,394,30,39,1282,18,14,15,5,37,35,5,5,136,3,3,0,0,0,3,0,0,16,3,4,0,0,8,4,0,3,14,13,0,3,4,7,10,3,0,40,17,0,8,7,29,36,5,0,104,53,26,37,42,163,228,14,28,592,6,4,0,0,8,3,0,0,30,13,3,10,3,18,21,3,7,82,43,37,23,40,98,121,6,11,368,3,0,0,0,0,5,0,0,13,46,17,20,45,112,134,13,13,396,112,40,30,59,147,218,13,43,669,1256,508,436,604,1791,2448,213,334,7593,4,0,0,0,4,7,3,6,26,3,0,0,0,3,0,0,0,3,20,0,6,9,21,17,0,3,72,3,0,0,0,0,0
5,651,564,55,81,2007,6,0,0,0,25,12,3,0,48,121,43,63,120,400,578,21,43,1380,56,24,28,32,184,169,20,26,542,170,77,79,64,199,300,20,42,952,422,218,150,182,528,906,117,125,2650,37,22,40,44,69,143,10,18,382,3,0,0,4,12,11,3,4,31,4,0,3,0,30,14,0,3,53,14,0,4,9,18,21,3,0,81,22,10,6,21,67,50,9,3,190,93,44,77,106,264,406,43,56,1091,20,17,3,4,23,11,0,3,88,47,30,31,50,90,72,10,13,343,65,28,43,96,247,230,10,23,753,21,6,5,3,24,11,0,0,78,77,40,51,72,291,266,31,30,868,143,73,76,144,440,508,52,129,1566,1836,832,792,1133,3743,4597,540,747,14216,3,0,0,0,4,3,4,3,21,12,8,3,12,24,10,0,3,76,18,5,7,19,28,22,0,3,102,3,3,0,0,3,6
6,17,28,3,3,55,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,15,0,0,0,0,0,3,0,0,8,3,4,8,0,9,10,3,3,31,28,6,16,29,48,70,6,8,212,0,0,0,0,7,12,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,11,24,3,8,45,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,5,10,0,0,19,0,0,0,0,0,0,0,0,6,3,0,0,3,13,7,0,5,34,11,0,0,9,12,20,0,3,55,48,19,38,48,151,304,23,57,676,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
7,28,15,3,7,58,0,0,0,0,6,3,0,0,13,39,7,22,9,38,56,10,9,196,3,0,0,0,3,7,0,0,21,12,4,3,4,15,30,0,4,81,31,14,11,14,61,117,28,18,290,8,0,0,3,3,7,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,4,0,0,7,9,0,11,4,35,38,3,12,109,11,4,3,0,0,0,0,12,23,9,0,0,3,9,4,0,0,22,4,4,3,4,18,25,0,13,73,0,0,0,0,12,0,0,3,11,3,0,3,0,16,31,0,0,49,18,0,5,5,24,27,3,15,104,184,60,70,69,282,407,53,98,1228,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,10,4,0,0,0,3,0,0,0,7,0,0,0,0,0,0
8,15,21,0,6,85,3,0,0,0,0,0,0,0,4,34,10,13,24,47,55,3,3,190,5,0,5,3,0,4,0,0,15,11,11,10,14,37,40,3,3,129,73,22,30,46,139,228,21,20,590,20,4,6,10,11,3,0,0,50,3,3,3,0,3,3,0,0,18,0,0,0,0,3,0,0,0,4,0,0,0,0,3,4,0,0,13,0,3,0,10,4,15,0,0,35,40,13,11,19,85,73,4,12,258,20,8,7,14,14,13,3,0,78,5,3,3,23,18,16,0,5,71,10,9,15,17,47,43,4,3,143,4,0,0,0,3,3,0,0,8,10,5,5,11,30,34,4,4,106,14,3,15,20,41,58,10,7,174,269,108,133,217,492,621,59,66,1972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0
9,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,7,5,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,6,18,3,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,3,0,5,21,87,8,4,3,10,13,5,14,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
