STE_CODE_2016,Pvte_2000_2999_Mng,Pvte_2000_2999_Pro,Pvte_2000_2999_TecTW,Pvte_2000_2999_CoPSW,Pvte_2000_2999_ClAW,Pvte_2000_2999_SWks,Pvte_2000_2999_MaOpDv,Pvte_2000_2999_Lab,Pvte_2000_2999_IDNS,Pvte_2000_2999_Tot,Pvte_3000mo_Mng,Pvte_3000mo_Pro,Pvte_3000mo_TecTW,Pvte_3000mo_CoPSW,Pvte_3000mo_ClAW,Pvte_3000mo_SWks,Pvte_3000mo_MaOpDv,Pvte_3000mo_Lab,Pvte_3000mo_IDNS,Pvte_3000mo_Tot,Pvte_PINS_Mng,Pvte_PINS_Pro,Pvte_PINS_TecTW,Pvte_PINS_CoPSW,Pvte_PINS_ClAW,Pvte_PINS_SWks,Pvte_PINS_MaOpDv,Pvte_PINS_Lab,Pvte_PINS_IDNS,Pvte_PINS_Tot,Pvte_Tot_Mng,Pvte_Tot_Pro,Pvte_Tot_TecTW,Pvte_Tot_CoPSW,Pvte_Tot_ClAW,Pvte_Tot_SWks,Pvte_Tot_MaOpDv,Pvte_Tot_Lab,Pvte_Tot_IDNS,Pvte_Tot_Tot,NS_NNI_Mng,NS_NNI_Pro,NS_NNI_TecTW,NS_NNI_CoPSW,NS_NNI_ClAW,NS_NNI_SWks,NS_NNI_MaOpDv,NS_NNI_Lab,NS_NNI_IDNS,NS_NNI_Tot,NS_1_149_Mng,NS_1_149_Pro,NS_1_149_TecTW,NS_1_149_CoPSW,NS_1_149_ClAW,NS_1_149_SWks,NS_1_149_MaOpDv,NS_1_149_Lab,NS_1_149_IDNS,NS_1_149_Tot,NS_150_299_Mng,NS_150_299_Pro,NS_150_299_TecTW,NS_150_299_CoPSW,NS_150_299_ClAW,NS_150_299_SWks,NS_150_299_MaOpDv,NS_150_299_Lab,NS_150_299_IDNS,NS_150_299_Tot,NS_300_399_Mng,NS_300_399_Pro,NS_300_399_TecTW,NS_300_399_CoPSW,NS_300_399_ClAW,NS_300_399_SWks,NS_300_399_MaOpDv,NS_300_399_Lab,NS_300_399_IDNS,NS_300_399_Tot,NS_400_499_Mng,NS_400_499_Pro,NS_400_499_TecTW,NS_400_499_CoPSW,NS_400_499_ClAW,NS_400_499_SWks,NS_400_499_MaOpDv,NS_400_499_Lab,NS_400_499_IDNS,NS_400_499_Tot,NS_500_649_Mng,NS_500_649_Pro,NS_500_649_TecTW,NS_500_649_CoPSW,NS_500_649_ClAW,NS_500_649_SWks,NS_500_649_MaOpDv,NS_500_649_Lab,NS_500_649_IDNS,NS_500_649_Tot,NS_650_799_Mng,NS_650_799_Pro,NS_650_799_TecTW,NS_650_799_CoPSW,NS_650_799_ClAW,NS_650_799_SWks,NS_650_799_MaOpDv,NS_650_799_Lab,NS_650_799_IDNS,NS_650_799_Tot,NS_800_999_Mng,NS_800_999_Pro,NS_800_999_TecTW,NS_800_999_CoPSW,NS_800_999_ClAW,NS_800_999_SWks,NS_800_999_MaOpDv,NS_800_999_Lab,NS_800_999_IDNS,NS_800_999_Tot,NS_1000_1249_Mng,NS_1000_1249_Pro,NS_1000_1249_TecTW,NS_1000_1249_CoPSW,NS_1000_1249_ClAW,NS_1000_1249_SWks,NS_1000_1249_MaOpDv,NS_1000_1249_Lab,NS_1000_1249_IDNS,NS_1000_1249_Tot,NS_1250_1499_Mng,NS_1250_1499_Pro,NS_1250_1499_TecTW,NS_1250_1499_CoPSW,NS_1250_1499_ClAW,NS_1250_1499_SWks,NS_1250_1499_MaOpDv,NS_1250_1499_Lab,NS_1250_1499_IDNS,NS_1250_1499_Tot,NS_1500_1749_Mng,NS_1500_1749_Pro,NS_1500_1749_TecTW,NS_1500_1749_CoPSW,NS_1500_1749_ClAW,NS_1500_1749_SWks,NS_1500_1749_MaOpDv,NS_1500_1749_Lab,NS_1500_1749_IDNS,NS_1500_1749_Tot,NS_1750_1999_Mng,NS_1750_1999_Pro,NS_1750_1999_TecTW,NS_1750_1999_CoPSW,NS_1750_1999_ClAW,NS_1750_1999_SWks,NS_1750_1999_MaOpDv,NS_1750_1999_Lab,NS_1750_1999_IDNS,NS_1750_1999_Tot,NS_2000_2999_Mng,NS_2000_2999_Pro,NS_2000_2999_TecTW,NS_2000_2999_CoPSW,NS_2000_2999_ClAW,NS_2000_2999_SWks,NS_2000_2999_MaOpDv,NS_2000_2999_Lab,NS_2000_2999_IDNS,NS_2000_2999_Tot,NS_3000mo_Mng,NS_3000mo_Pro,NS_3000mo_TecTW,NS_3000mo_CoPSW,NS_3000mo_ClAW,NS_3000mo_SWks,NS_3000mo_MaOpDv,NS_3000mo_Lab,NS_3000mo_IDNS,NS_3000mo_Tot,NS_PINS_Mng,NS_PINS_Pro,NS_PINS_TecTW,NS_PINS_CoPSW,NS_PINS_ClAW,NS_PINS_SWks,NS_PINS_MaOpDv,NS_PINS_Lab,NS_PINS_IDNS,NS_PINS_Tot,NS_Tot_Mng,NS_Tot_Pro,NS_Tot_TecTW,NS_Tot_CoPSW,NS_Tot_ClAW,NS_Tot_SWks,NS_Tot_MaOpDv,NS_Tot_Lab,NS_Tot_IDNS,NS_Tot_Tot
1,66206,94485,22821,2624,16357,9895,10873,3595,2250,229103,68240,70416,6834,1386,10336,7184,2034,1371,2161,169956,5633,5848,6146,3787,4547,4299,2862,4324,2081,39535,408707,579866,395096,282103,371693,304747,189654,275607,33970,2841440,80,72,80,89,69,64,44,103,1278,1877,35,102,99,190,78,161,35,163,940,1797,55,91,169,283,98,163,92,355,1283,2592,81,99,294,314,139,165,137,427,1563,3222,88,132,300,302,121,134,179,435,1589,3276,116,199,449,345,241,208,269,570,1946,4341,159,250,525,314,291,175,354,622,1943,4638,195,325,513,274,265,135,376,413,2013,4521,199,448,440,167,258,104,248,233,1667,3770,114,324,224,63,151,62,111,108,873,2039,123,276,145,54,81,31,84,57,651,1498,103,213,58,19,44,24,36,27,407,932,148,242,61,19,39,30,39,32,495,1087,122,175,44,19,35,18,25,32,480,952,301,537,657,346,337,259,293,450,5867,9049,1931,3478,4047,2807,2239,1728,2333,4034,22994,45595
2,51509,64652,18365,1660,11020,7625,4839,3990,1402,165053,46629,44921,5269,1203,6388,4975,1247,1212,1274,113107,5054,5142,6102,3547,3994,4361,2544,4148,1790,36678,334149,457284,337839,227918,294491,260707,150482,233232,24937,2321038,64,58,94,68,46,51,30,97,1075,1578,39,75,63,231,52,157,12,206,852,1691,51,89,145,230,92,147,73,263,1031,2120,62,75,221,221,117,134,134,313,1154,2437,84,101,233,271,101,123,127,337,1247,2629,124,149,334,277,172,162,215,397,1360,3187,136,173,398,267,231,138,294,489,1534,3660,167,261,433,172,237,115,302,346,1498,3532,143,326,352,111,183,66,179,162,1196,2720,103,274,196,56,96,45,94,69,641,1577,88,185,104,18,66,26,31,38,465,1022,82,122,61,20,29,14,18,24,292,666,90,172,43,17,33,13,11,14,340,735,87,111,31,21,23,17,6,30,360,685,305,468,596,324,310,253,262,380,4848,7760,1624,2640,3299,2306,1796,1463,1804,3173,17889,35998
3,30806,37779,21236,1311,7551,4670,11096,3189,1208,118845,25580,27856,7289,772,4071,3021,2945,1233,937,73705,3498,2666,4236,2469,2714,2854,2199,3295,1276,25213,229365,280048,280910,188820,224107,204154,136276,207634,18800,1770116,52,25,36,24,49,36,18,79,665,986,22,40,41,81,35,110,19,129,527,1002,43,49,88,121,54,84,38,203,652,1334,54,47,120,136,50,81,45,213,849,1597,50,47,124,161,75,75,73,223,884,1719,87,73,205,208,120,113,129,305,940,2169,90,83,235,170,161,100,172,328,1110,2452,109,124,297,138,165,71,203,241,1074,2421,111,172,279,80,138,47,148,144,864,1983,64,120,160,40,76,17,60,59,472,1068,62,93,89,22,45,22,33,24,332,726,45,68,51,13,18,9,26,20,203,450,49,102,39,9,24,8,18,23,233,507,49,64,25,12,13,19,16,15,219,426,168,250,377,230,186,149,204,323,3525,5410,1048,1355,2158,1442,1215,952,1202,2336,12554,24257
4,10438,11781,4454,469,2143,1202,1942,809,331,33565,7010,7768,1227,274,1018,688,397,352,226,18967,1121,924,1253,855,811,915,562,1200,368,8011,83719,102760,91971,70346,76072,70497,42899,79050,6415,623730,17,11,20,13,11,7,6,23,216,319,5,8,16,37,7,32,6,53,189,351,21,14,36,38,12,34,12,82,270,518,18,15,32,45,16,22,25,54,296,521,9,23,42,58,19,16,23,64,320,574,20,24,71,54,35,19,30,77,313,638,41,26,84,60,39,27,38,79,301,694,36,44,73,38,38,25,49,77,278,664,33,41,65,23,29,15,32,37,231,507,18,37,38,14,13,0,13,18,127,282,11,21,28,5,10,4,8,4,87,179,3,19,9,3,6,0,8,5,46,96,16,20,6,0,5,6,7,4,50,100,10,11,7,0,0,3,4,4,75,118,52,73,96,80,54,48,44,76,898,1422,315,397,613,482,287,257,307,651,3691,6990
5,20342,29762,23937,1471,6211,2880,14318,4721,1237,104883,21323,23922,14134,575,3879,1834,4715,2712,1016,74113,1642,1531,2549,1180,1403,1355,1215,1623,709,13203,124054,166306,178855,95132,119020,100706,85076,106399,11573,987129,18,10,20,26,12,6,15,46,327,474,11,23,18,77,14,55,8,61,287,555,10,23,33,53,23,50,16,93,312,608,8,12,48,56,19,33,23,100,354,653,27,21,62,72,40,30,24,112,320,711,31,43,95,80,56,40,56,125,393,923,28,27,122,71,50,26,69,128,423,960,50,56,166,72,66,30,76,123,465,1104,43,80,158,49,82,16,91,76,430,1026,19,77,84,25,56,15,35,37,268,619,30,66,69,12,15,8,22,23,204,454,17,48,39,11,13,3,16,15,156,324,31,67,58,16,5,3,23,11,199,406,27,34,24,3,14,9,6,14,159,301,89,127,206,99,82,67,91,121,1680,2569,444,711,1205,724,554,392,577,1090,5983,11683
6,2371,2545,956,134,497,255,338,197,98,7382,1344,1833,213,58,194,148,85,107,49,4025,317,228,364,237,199,291,186,377,110,2313,23063,24985,27811,21253,20009,20989,12592,23094,2017,175818,10,0,0,6,3,3,0,6,52,79,4,0,4,5,0,17,0,13,65,115,15,8,13,10,9,12,8,19,90,173,7,3,9,16,5,9,8,19,96,179,4,3,16,10,4,8,12,26,109,194,10,13,15,18,11,7,5,15,112,207,12,8,22,22,9,6,11,27,105,226,17,11,26,9,13,9,20,17,76,197,8,5,15,6,4,5,5,9,73,131,0,8,6,0,3,0,0,5,39,71,9,11,7,0,3,0,3,3,14,47,4,7,3,0,3,0,0,0,15,24,5,5,0,0,0,0,0,0,20,30,3,0,0,0,0,3,3,3,27,45,12,9,25,19,16,11,10,29,287,414,108,96,170,125,85,96,103,182,1168,2127
7,1648,2064,2804,206,480,149,1007,870,112,9333,1298,1352,2457,69,263,99,398,498,106,6521,135,190,279,180,121,104,134,215,99,1457,9618,12175,16480,8796,8845,6925,6124,9464,1298,79725,0,3,4,0,0,0,0,6,47,68,0,3,3,4,0,3,0,10,65,87,0,0,3,5,0,4,0,8,126,150,3,3,5,9,0,4,0,8,36,77,0,5,7,13,3,0,0,11,42,79,0,7,10,13,0,7,4,11,51,100,0,11,6,7,4,4,10,15,42,102,5,0,20,18,15,0,8,13,56,133,3,0,21,7,16,3,4,8,54,127,3,10,10,0,7,3,6,3,38,78,0,10,10,11,0,0,3,4,30,66,7,7,0,0,0,0,5,3,14,39,3,12,8,0,3,0,0,3,28,69,6,4,3,0,3,0,0,3,16,33,7,22,33,23,10,9,8,21,308,444,40,96,150,124,75,36,54,123,952,1645
8,3201,5730,1014,230,909,333,78,125,210,11826,2669,4498,314,108,475,325,26,42,166,8623,169,229,219,183,163,143,48,139,79,1379,16739,30274,18094,18139,16070,14807,4170,10433,1837,130563,3,3,0,0,3,0,0,4,40,58,0,4,4,13,4,3,3,4,44,82,0,3,7,13,10,5,3,9,46,91,3,5,7,11,3,0,3,11,38,86,0,5,9,4,3,4,8,15,60,111,0,9,12,25,5,8,10,17,51,131,3,8,14,14,11,9,12,16,79,157,10,13,23,11,21,5,7,8,80,179,12,27,18,10,18,5,4,8,113,215,6,26,8,5,17,0,5,0,64,123,11,27,9,9,23,0,0,0,65,134,7,23,4,4,4,0,3,3,39,88,14,31,3,0,0,0,0,0,59,104,3,14,0,0,0,0,0,0,34,52,14,20,30,13,16,9,6,20,258,384,73,217,148,125,141,46,60,110,1064,1992
9,37,29,45,16,10,0,22,12,9,180,37,39,21,6,3,0,3,0,8,123,4,0,6,3,3,3,9,8,5,40,344,275,397,296,206,129,145,297,48,2135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,4,0,6,3,7,4,0,3,19,38
