STE_CODE_2016,OM_IEs_45_49_HW_0,OM_IEs_45_49_HW_1_15,OM_IEs_45_49_HW_16_24,OM_IEs_45_49_HW_25_34,OM_IEs_45_49_HW_35_39,OM_IEs_45_49_HW_40,OM_IEs_45_49_HW_41_48,OM_IEs_45_49_HW_49mor,OM_IEs_45_49_HW_NS,OM_IEs_45_49_Tot,OM_IEs_50_54_HW_0,OM_IEs_50_54_HW_1_15,OM_IEs_50_54_HW_16_24,OM_IEs_50_54_HW_25_34,OM_IEs_50_54_HW_35_39,OM_IEs_50_54_HW_40,OM_IEs_50_54_HW_41_48,OM_IEs_50_54_HW_49mor,OM_IEs_50_54_HW_NS,OM_IEs_50_54_Tot,OM_IEs_55_59_HW_0,OM_IEs_55_59_HW_1_15,OM_IEs_55_59_HW_16_24,OM_IEs_55_59_HW_25_34,OM_IEs_55_59_HW_35_39,OM_IEs_55_59_HW_40,OM_IEs_55_59_HW_41_48,OM_IEs_55_59_HW_49mor,OM_IEs_55_59_HW_NS,OM_IEs_55_59_Tot,OM_IEs_60_64_HW_0,OM_IEs_60_64_HW_1_15,OM_IEs_60_64_HW_16_24,OM_IEs_60_64_HW_25_34,OM_IEs_60_64_HW_35_39,OM_IEs_60_64_HW_40,OM_IEs_60_64_HW_41_48,OM_IEs_60_64_HW_49mor,OM_IEs_60_64_HW_NS,OM_IEs_60_64_Tot,OM_IEs_65_69_HW_0,OM_IEs_65_69_HW_1_15,OM_IEs_65_69_HW_16_24,OM_IEs_65_69_HW_25_34,OM_IEs_65_69_HW_35_39,OM_IEs_65_69_HW_40,OM_IEs_65_69_HW_41_48,OM_IEs_65_69_HW_49mor,OM_IEs_65_69_HW_NS,OM_IEs_65_69_Tot,OM_IEs_70_74_HW_0,OM_IEs_70_74_HW_1_15,OM_IEs_70_74_HW_16_24,OM_IEs_70_74_HW_25_34,OM_IEs_70_74_HW_35_39,OM_IEs_70_74_HW_40,OM_IEs_70_74_HW_41_48,OM_IEs_70_74_HW_49mor,OM_IEs_70_74_HW_NS,OM_IEs_70_74_Tot,OM_IEs_75ov_HW_0,OM_IEs_75ov_HW_1_15,OM_IEs_75ov_HW_16_24,OM_IEs_75ov_HW_25_34,OM_IEs_75ov_HW_35_39,OM_IEs_75ov_HW_40,OM_IEs_75ov_HW_41_48,OM_IEs_75ov_HW_49mor,OM_IEs_75ov_HW_NS,OM_IEs_75ov_Tot,OM_IEs_Tot_HW_0,OM_IEs_Tot_HW_1_15,OM_IEs_Tot_HW_16_24,OM_IEs_Tot_HW_25_34,OM_IEs_Tot_HW_35_39,OM_IEs_Tot_HW_40,OM_IEs_Tot_HW_41_48,OM_IEs_Tot_HW_49mor,OM_IEs_Tot_HW_NS,OM_IEs_Tot_Tot,OM_UIE_15_19_HW_0,OM_UIE_15_19_HW_1_15,OM_UIE_15_19_HW_16_24,OM_UIE_15_19_HW_25_34,OM_UIE_15_19_HW_35_39,OM_UIE_15_19_HW_40,OM_UIE_15_19_HW_41_48,OM_UIE_15_19_HW_49mor,OM_UIE_15_19_HW_NS,OM_UIE_15_19_Tot,OM_UIE_20_24_HW_0,OM_UIE_20_24_HW_1_15,OM_UIE_20_24_HW_16_24,OM_UIE_20_24_HW_25_34,OM_UIE_20_24_HW_35_39,OM_UIE_20_24_HW_40,OM_UIE_20_24_HW_41_48,OM_UIE_20_24_HW_49mor,OM_UIE_20_24_HW_NS,OM_UIE_20_24_Tot,OM_UIE_25_29_HW_0,OM_UIE_25_29_HW_1_15,OM_UIE_25_29_HW_16_24,OM_UIE_25_29_HW_25_34,OM_UIE_25_29_HW_35_39,OM_UIE_25_29_HW_40,OM_UIE_25_29_HW_41_48,OM_UIE_25_29_HW_49mor,OM_UIE_25_29_HW_NS,OM_UIE_25_29_Tot,OM_UIE_30_34_HW_0,OM_UIE_30_34_HW_1_15,OM_UIE_30_34_HW_16_24,OM_UIE_30_34_HW_25_34,OM_UIE_30_34_HW_35_39,OM_UIE_30_34_HW_40,OM_UIE_30_34_HW_41_48,OM_UIE_30_34_HW_49mor,OM_UIE_30_34_HW_NS,OM_UIE_30_34_Tot,OM_UIE_35_39_HW_0,OM_UIE_35_39_HW_1_15,OM_UIE_35_39_HW_16_24,OM_UIE_35_39_HW_25_34,OM_UIE_35_39_HW_35_39,OM_UIE_35_39_HW_40,OM_UIE_35_39_HW_41_48,OM_UIE_35_39_HW_49mor,OM_UIE_35_39_HW_NS,OM_UIE_35_39_Tot,OM_UIE_40_44_HW_0,OM_UIE_40_44_HW_1_15,OM_UIE_40_44_HW_16_24,OM_UIE_40_44_HW_25_34,OM_UIE_40_44_HW_35_39,OM_UIE_40_44_HW_40,OM_UIE_40_44_HW_41_48,OM_UIE_40_44_HW_49mor,OM_UIE_40_44_HW_NS,OM_UIE_40_44_Tot,OM_UIE_45_49_HW_0,OM_UIE_45_49_HW_1_15,OM_UIE_45_49_HW_16_24,OM_UIE_45_49_HW_25_34,OM_UIE_45_49_HW_35_39,OM_UIE_45_49_HW_40,OM_UIE_45_49_HW_41_48,OM_UIE_45_49_HW_49mor,OM_UIE_45_49_HW_NS,OM_UIE_45_49_Tot,OM_UIE_50_54_HW_0,OM_UIE_50_54_HW_1_15,OM_UIE_50_54_HW_16_24,OM_UIE_50_54_HW_25_34,OM_UIE_50_54_HW_35_39,OM_UIE_50_54_HW_40,OM_UIE_50_54_HW_41_48,OM_UIE_50_54_HW_49mor,OM_UIE_50_54_HW_NS,OM_UIE_50_54_Tot,OM_UIE_55_59_HW_0,OM_UIE_55_59_HW_1_15,OM_UIE_55_59_HW_16_24,OM_UIE_55_59_HW_25_34,OM_UIE_55_59_HW_35_39,OM_UIE_55_59_HW_40,OM_UIE_55_59_HW_41_48,OM_UIE_55_59_HW_49mor,OM_UIE_55_59_HW_NS,OM_UIE_55_59_Tot,OM_UIE_60_64_HW_0,OM_UIE_60_64_HW_1_15,OM_UIE_60_64_HW_16_24,OM_UIE_60_64_HW_25_34,OM_UIE_60_64_HW_35_39,OM_UIE_60_64_HW_40,OM_UIE_60_64_HW_41_48,OM_UIE_60_64_HW_49mor,OM_UIE_60_64_HW_NS,OM_UIE_60_64_Tot,OM_UIE_65_69_HW_0,OM_UIE_65_69_HW_1_15,OM_UIE_65_69_HW_16_24,OM_UIE_65_69_HW_25_34,OM_UIE_65_69_HW_35_39,OM_UIE_65_69_HW_40,OM_UIE_65_69_HW_41_48,OM_UIE_65_69_HW_49mor,OM_UIE_65_69_HW_NS,OM_UIE_65_69_Tot,OM_UIE_70_74_HW_0,OM_UIE_70_74_HW_1_15,OM_UIE_70_74_HW_16_24,OM_UIE_70_74_HW_25_34,OM_UIE_70_74_HW_35_39,OM_UIE_70_74_HW_40,OM_UIE_70_74_HW_41_48,OM_UIE_70_74_HW_49mor,OM_UIE_70_74_HW_NS,OM_UIE_70_74_Tot
1,397,1736,1923,3005,3119,7913,3186,13273,512,35053,469,1663,1892,2982,3105,7638,3102,12950,492,34296,573,1832,1943,2639,2433,6000,2530,10255,359,28558,541,2117,2235,2093,1623,3817,1634,6423,270,20750,432,1907,1838,1583,971,2074,801,3338,176,13123,199,1071,930,797,431,882,317,1107,74,5816,141,671,523,447,219,397,141,469,77,3092,4235,16245,17055,21312,21031,51143,19677,80588,3652,234929,49,945,126,100,57,77,33,92,39,1524,206,1693,905,892,679,1140,511,1089,193,7297,412,2023,1834,2061,1632,3133,1277,3193,373,15933,675,3373,2643,3014,2185,4447,1778,4906,467,23494,645,4264,3153,3831,2371,4983,1971,6306,507,28014,646,4687,3607,4565,2753,6050,2489,7602,591,32995,690,4621,3624,4692,2947,6183,2666,8612,580,34616,767,4443,3572,4754,3054,6370,2784,9110,580,35428,871,4694,3517,4434,2658,5303,2422,8427,521,32855,828,5018,3617,3377,1842,3677,1567,5999,399,26332,584,3906,2343,2027,888,1901,839,3100,212,15806,323,2047,1095,991,366,745,324,1325,132,7338
2,386,1558,1711,2658,2655,6580,2890,11583,420,30446,534,1379,1498,2511,2535,6113,2625,10987,405,28588,565,1493,1505,2330,2093,5006,2294,8916,312,24517,587,1626,1539,2398,1584,3204,1358,5245,217,17759,388,1509,1276,1606,948,1744,740,2571,156,10934,225,829,640,778,378,670,249,899,68,4733,124,504,313,327,197,331,124,392,72,2395,4170,13673,13054,19114,18110,40953,17315,66923,2988,196300,36,552,93,49,40,55,21,68,31,939,170,1378,747,778,592,1195,477,863,158,6349,361,1725,1498,1898,1543,3157,1386,2662,321,14542,542,2989,2022,2687,1967,4030,1649,4080,427,20373,543,3674,2502,2978,1911,3903,1631,4536,415,22099,506,3923,2726,3669,2169,4452,1889,5461,417,25204,488,3772,2770,3770,2358,4774,2045,6027,443,26439,554,3242,2585,3531,2282,4462,1945,6188,448,25233,651,3361,2582,3425,1965,4012,1702,5761,386,23853,716,3659,2371,3136,1457,2453,1152,3816,287,19050,517,3043,1649,1746,741,1324,603,1991,195,11807,258,1563,756,763,276,514,223,862,109,5322
3,299,977,1150,1951,1731,4352,1906,9323,242,21933,318,998,1006,1786,1603,3968,1805,8764,207,20450,357,1039,1082,1542,1400,3382,1524,7305,173,17803,338,1112,1005,1375,1031,2281,1026,4572,122,12867,235,1044,745,1002,572,1163,516,2137,84,7505,107,540,380,451,236,461,158,739,44,3109,56,318,174,215,105,167,83,297,32,1454,2529,9160,8681,13050,11628,26900,11611,54945,1771,140279,20,553,121,101,52,97,32,76,31,1085,111,998,508,636,437,712,384,875,101,4759,250,1465,1033,1332,938,1766,843,2347,181,10155,403,2307,1531,1858,1196,2422,1092,3453,237,14502,337,2685,1815,2280,1340,2722,1206,3992,265,16652,363,2975,1998,2831,1570,3370,1380,5033,347,19871,384,2923,2086,3020,1725,3640,1650,5679,399,21496,516,2700,2035,2993,1640,3534,1606,5976,315,21297,581,2905,2112,2756,1583,3171,1413,5516,236,20277,540,3014,2004,2294,1124,2323,994,4010,243,16536,347,2319,1245,1331,582,1160,499,2159,153,9796,166,1143,578,607,215,466,214,867,72,4330
4,101,301,305,599,570,1145,645,2410,73,6144,136,310,268,525,551,1081,606,2376,44,5896,153,354,260,493,507,965,510,2094,51,5380,145,383,361,424,326,709,346,1378,34,4108,108,376,322,328,196,396,184,704,32,2646,56,186,140,162,91,138,69,217,26,1089,30,129,75,84,47,69,40,89,13,584,1009,3016,2574,4029,3767,7286,3852,14739,471,40741,15,181,17,31,19,24,12,21,7,327,60,400,201,236,187,269,125,259,32,1767,107,502,340,521,405,703,375,811,57,3823,158,805,510,728,567,857,437,1170,84,5317,164,930,582,875,573,991,461,1374,81,6030,147,1021,646,1114,661,1246,577,1621,108,7132,179,1036,782,1288,817,1449,692,2042,116,8406,201,1125,796,1247,813,1440,737,2277,120,8752,269,1240,846,1352,788,1284,679,2148,102,8713,265,1336,893,976,569,921,486,1550,80,7067,215,1118,643,633,276,472,264,822,62,4505,106,568,331,267,115,197,93,316,33,2018
5,158,622,602,1012,793,2190,1030,4045,140,10604,217,583,563,921,817,2042,966,3856,102,10066,233,639,552,828,682,1727,781,3198,71,8726,199,722,680,708,474,1076,499,1986,48,6388,153,579,531,532,259,585,282,901,47,3859,78,286,244,240,100,222,94,317,20,1596,39,170,142,114,52,110,46,118,15,817,1616,5547,4961,6830,5522,13496,6172,24107,843,69091,10,278,60,43,23,39,14,17,10,499,67,605,290,384,271,462,191,403,51,2722,172,930,650,837,595,1220,513,1160,122,6206,247,1552,865,1218,758,1553,648,1778,169,8777,218,1773,1013,1282,738,1634,637,1995,155,9446,266,1816,1167,1509,861,1875,826,2434,146,10891,258,1743,1251,1701,1036,2136,883,2883,183,12073,320,1577,1175,1746,1000,2125,934,3041,175,12094,420,1734,1194,1531,947,1691,834,2565,154,11073,406,1842,1332,1331,613,1151,537,1817,130,9154,231,1430,889,713,294,553,293,849,66,5320,124,676,391,289,88,203,99,323,47,2236
6,15,76,67,149,144,321,147,644,21,1588,39,84,82,150,156,304,147,623,18,1599,51,107,89,142,115,268,121,599,23,1516,59,114,109,119,88,154,99,406,3,1156,41,98,104,88,60,101,43,206,9,743,11,49,36,35,20,37,20,71,3,283,9,37,26,31,15,18,13,26,4,181,285,776,696,990,904,1841,926,3871,130,10420,4,36,4,5,4,5,0,6,3,71,10,64,46,46,42,67,40,72,11,389,32,112,74,119,108,216,95,175,17,951,45,235,127,195,149,262,119,336,28,1504,60,266,178,241,137,266,130,404,25,1706,56,308,224,304,216,361,194,507,27,2188,70,322,228,356,223,403,210,636,31,2477,84,337,289,353,202,403,208,663,36,2572,99,419,323,401,221,400,179,674,34,2740,120,416,287,349,155,303,142,485,27,2280,76,363,189,181,69,146,61,240,23,1357,31,179,86,88,20,51,29,79,16,577
7,15,28,26,38,48,141,62,345,9,723,19,23,17,38,54,124,69,349,11,717,28,19,27,48,36,116,64,263,6,610,14,32,18,31,42,73,35,198,5,441,13,17,17,22,14,31,18,108,9,245,3,13,6,11,14,20,0,26,0,101,3,6,3,3,3,8,6,13,0,44,151,239,191,331,395,849,423,2078,75,4736,3,9,3,4,0,0,0,6,3,28,7,18,12,11,21,19,9,31,3,125,11,35,23,51,32,41,32,79,9,326,18,71,40,53,54,71,37,139,4,486,14,77,37,65,48,84,46,144,13,539,7,80,53,59,48,104,65,172,10,589,24,66,39,85,49,116,69,212,10,668,22,75,58,89,51,120,63,195,12,680,30,66,53,72,40,105,37,167,9,572,25,83,48,70,29,62,30,110,11,474,10,50,39,31,21,42,10,72,3,268,7,35,8,18,3,14,8,23,4,112
8,14,51,60,143,116,349,177,627,18,1560,13,54,62,125,115,294,137,515,15,1333,32,68,67,93,85,224,107,420,9,1114,22,85,79,83,64,158,71,242,3,814,14,85,57,71,39,86,43,123,6,526,5,53,24,29,13,31,10,50,0,214,6,32,13,11,6,20,3,13,0,104,182,669,558,888,832,2185,989,3573,125,9993,3,62,6,0,0,3,6,8,3,103,14,113,33,31,29,49,29,61,11,374,13,99,51,71,79,125,58,118,14,617,27,149,76,107,97,183,66,179,12,898,18,172,113,143,102,162,69,198,19,990,15,171,112,153,86,187,73,239,18,1057,21,152,107,154,102,216,103,266,25,1139,30,161,108,151,111,184,98,283,11,1147,37,173,137,148,96,164,77,201,11,1052,28,221,120,118,61,119,54,153,12,890,27,204,104,82,38,62,28,73,4,615,11,86,42,31,7,17,17,25,4,252
9,0,0,0,0,0,3,0,7,0,15,0,0,0,3,0,3,0,6,0,11,3,0,0,0,0,8,3,5,0,21,0,0,0,0,4,0,0,0,0,6,0,0,0,3,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,7,3,10,16,12,23,6,30,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,6,3,4,3,3,3,3,0,22,0,4,0,0,0,8,0,5,0,17,0,0,0,0,4,3,0,9,0,21,3,10,3,3,3,6,3,12,0,36,0,0,4,3,6,9,0,6,3,39,0,6,5,4,4,6,10,10,0,43,3,3,5,3,3,4,3,4,0,31,0,3,0,3,3,9,0,3,0,24,4,3,0,3,0,0,0,3,0,17
