STE_CODE_2016,HNFA_15_19_EWFT,HNFA_15_19_EWPT,HNFA_15_19_EAFW,HNFA_15_19_EHW_NS,HNFA_15_19_Tot,HNFA_20_24_EWFT,HNFA_20_24_EWPT,HNFA_20_24_EAFW,HNFA_20_24_EHW_NS,HNFA_20_24_Tot,HNFA_25_29_EWFT,HNFA_25_29_EWPT,HNFA_25_29_EAFW,HNFA_25_29_EHW_NS,HNFA_25_29_Tot,HNFA_30_34_EWFT,HNFA_30_34_EWPT,HNFA_30_34_EAFW,HNFA_30_34_EHW_NS,HNFA_30_34_Tot,HNFA_35_39_EWFT,HNFA_35_39_EWPT,HNFA_35_39_EAFW,HNFA_35_39_EHW_NS,HNFA_35_39_Tot,HNFA_40_44_EWFT,HNFA_40_44_EWPT,HNFA_40_44_EAFW,HNFA_40_44_EHW_NS,HNFA_40_44_Tot,HNFA_45_49_EWFT,HNFA_45_49_EWPT,HNFA_45_49_EAFW,HNFA_45_49_EHW_NS,HNFA_45_49_Tot,HNFA_50_54_EWFT,HNFA_50_54_EWPT,HNFA_50_54_EAFW,HNFA_50_54_EHW_NS,HNFA_50_54_Tot,HNFA_55_59_EWFT,HNFA_55_59_EWPT,HNFA_55_59_EAFW,HNFA_55_59_EHW_NS,HNFA_55_59_Tot,HNFA_60_64_EWFT,HNFA_60_64_EWPT,HNFA_60_64_EAFW,HNFA_60_64_EHW_NS,HNFA_60_64_Tot,HNFA_65_69_EWFT,HNFA_65_69_EWPT,HNFA_65_69_EAFW,HNFA_65_69_EHW_NS,HNFA_65_69_Tot,HNFA_70_74_EWFT,HNFA_70_74_EWPT,HNFA_70_74_EAFW,HNFA_70_74_EHW_NS,HNFA_70_74_Tot,HNFA_75ov_EWFT,HNFA_75ov_EWPT,HNFA_75ov_EAFW,HNFA_75ov_EHW_NS,HNFA_75ov_Tot,HNFA_Tot_EWFT,HNFA_Tot_EWPT,HNFA_Tot_EAFW,HNFA_Tot_EHW_NS,HNFA_Tot_Tot,DNHNFA_15_19_EWFT,DNHNFA_15_19_EWPT,DNHNFA_15_19_EAFW,DNHNFA_15_19_EHW_NS,DNHNFA_15_19_Tot,DNHNFA_20_24_EWFT,DNHNFA_20_24_EWPT,DNHNFA_20_24_EAFW,DNHNFA_20_24_EHW_NS,DNHNFA_20_24_Tot,DNHNFA_25_29_EWFT,DNHNFA_25_29_EWPT,DNHNFA_25_29_EAFW,DNHNFA_25_29_EHW_NS,DNHNFA_25_29_Tot,DNHNFA_30_34_EWFT,DNHNFA_30_34_EWPT,DNHNFA_30_34_EAFW,DNHNFA_30_34_EHW_NS,DNHNFA_30_34_Tot,DNHNFA_35_39_EWFT,DNHNFA_35_39_EWPT,DNHNFA_35_39_EAFW,DNHNFA_35_39_EHW_NS,DNHNFA_35_39_Tot,DNHNFA_40_44_EWFT,DNHNFA_40_44_EWPT,DNHNFA_40_44_EAFW,DNHNFA_40_44_EHW_NS,DNHNFA_40_44_Tot,DNHNFA_45_49_EWFT,DNHNFA_45_49_EWPT,DNHNFA_45_49_EAFW,DNHNFA_45_49_EHW_NS,DNHNFA_45_49_Tot,DNHNFA_50_54_EWFT,DNHNFA_50_54_EWPT,DNHNFA_50_54_EAFW,DNHNFA_50_54_EHW_NS,DNHNFA_50_54_Tot,DNHNFA_55_59_EWFT,DNHNFA_55_59_EWPT,DNHNFA_55_59_EAFW,DNHNFA_55_59_EHW_NS,DNHNFA_55_59_Tot,DNHNFA_60_64_EWFT,DNHNFA_60_64_EWPT,DNHNFA_60_64_EAFW,DNHNFA_60_64_EHW_NS,DNHNFA_60_64_Tot,DNHNFA_65_69_EWFT,DNHNFA_65_69_EWPT,DNHNFA_65_69_EAFW,DNHNFA_65_69_EHW_NS,DNHNFA_65_69_Tot,DNHNFA_70_74_EWFT,DNHNFA_70_74_EWPT,DNHNFA_70_74_EAFW,DNHNFA_70_74_EHW_NS,DNHNFA_70_74_Tot,DNHNFA_75ov_EWFT,DNHNFA_75ov_EWPT,DNHNFA_75ov_EAFW,DNHNFA_75ov_EHW_NS,DNHNFA_75ov_Tot,DNHNFA_Tot_EWFT,DNHNFA_Tot_EWPT,DNHNFA_Tot_EAFW,DNHNFA_Tot_EHW_NS,DNHNFA_Tot_Tot,NFANS_15_19_EWFT,NFANS_15_19_EWPT,NFANS_15_19_EAFW,NFANS_15_19_EHW_NS,NFANS_15_19_Tot,NFANS_20_24_EWFT,NFANS_20_24_EWPT,NFANS_20_24_EAFW,NFANS_20_24_EHW_NS,NFANS_20_24_Tot,NFANS_25_29_EWFT,NFANS_25_29_EWPT,NFANS_25_29_EAFW,NFANS_25_29_EHW_NS,NFANS_25_29_Tot,NFANS_30_34_EWFT,NFANS_30_34_EWPT,NFANS_30_34_EAFW,NFANS_30_34_EHW_NS,NFANS_30_34_Tot,NFANS_35_39_EWFT,NFANS_35_39_EWPT,NFANS_35_39_EAFW,NFANS_35_39_EHW_NS,NFANS_35_39_Tot,NFANS_40_44_EWFT,NFANS_40_44_EWPT,NFANS_40_44_EAFW,NFANS_40_44_EHW_NS,NFANS_40_44_Tot,NFANS_45_49_EWFT,NFANS_45_49_EWPT,NFANS_45_49_EAFW,NFANS_45_49_EHW_NS,NFANS_45_49_Tot,NFANS_50_54_EWFT,NFANS_50_54_EWPT,NFANS_50_54_EAFW,NFANS_50_54_EHW_NS,NFANS_50_54_Tot,NFANS_55_59_EWFT,NFANS_55_59_EWPT,NFANS_55_59_EAFW,NFANS_55_59_EHW_NS,NFANS_55_59_Tot,NFANS_60_64_EWFT,NFANS_60_64_EWPT,NFANS_60_64_EAFW,NFANS_60_64_EHW_NS,NFANS_60_64_Tot,NFANS_65_69_EWFT,NFANS_65_69_EWPT,NFANS_65_69_EAFW,NFANS_65_69_EHW_NS,NFANS_65_69_Tot,NFANS_70_74_EWFT,NFANS_70_74_EWPT,NFANS_70_74_EAFW,NFANS_70_74_EHW_NS,NFANS_70_74_Tot
1,226,1052,73,44,1394,525,1611,90,77,2301,642,1365,117,59,2181,707,1226,177,63,2176,749,1138,146,58,2095,1290,1501,237,91,3124,1234,1609,244,91,3176,1378,1731,278,98,3489,1229,1613,279,104,3223,792,1312,296,95,2489,386,845,132,79,1441,145,494,56,74,768,193,622,128,218,1159,9511,16112,2253,1139,29020,34555,112789,6287,4679,158312,156959,131203,8260,8346,304757,262577,89987,11685,7943,372191,274533,92275,17082,7294,391183,251046,94791,12245,6201,364280,255659,99788,8057,5744,369244,249377,95186,7128,5779,357472,235101,91444,8313,5421,340282,194858,87122,9689,4328,295992,111889,72346,7771,3125,195124,41440,42636,4029,1729,89837,11854,18673,1509,944,32976,5603,9597,839,1245,17281,2085445,1037824,102888,62774,3288937,403,952,56,151,1557,1500,1138,95,309,3047,2252,938,119,290,3596,2632,1120,182,307,4231,2748,1251,149,264,4408,3086,1385,102,279,4854,3061,1276,96,246,4685,2994,1246,109,225,4583,2508,1249,143,210,4110,1447,987,99,140,2682,669,635,70,68,1443,191,322,30,60,597
2,118,883,52,36,1094,367,1189,76,52,1691,485,941,109,46,1583,511,995,157,43,1704,588,945,169,60,1755,892,1138,174,64,2271,938,1228,231,69,2464,941,1177,264,82,2464,781,1152,275,57,2264,581,941,270,67,1859,249,628,117,54,1044,124,335,52,40,547,142,478,107,153,880,6719,12014,2059,825,21611,19618,94874,4176,3572,122247,117787,120644,6805,6594,251838,218382,79516,9598,6589,314089,226857,78992,14900,5795,326545,198395,81746,10910,4763,295816,197829,87367,7089,4605,296897,200209,86018,6402,4634,297262,182913,77228,7221,4238,271601,148922,72690,7976,3511,233100,86937,60902,7017,2499,157354,30828,35212,3599,1371,71008,8441,14411,1305,818,24981,4100,7275,729,961,13061,1641223,896885,87722,49963,2675785,227,835,38,125,1224,1167,1064,63,266,2559,2021,823,94,249,3187,2234,973,172,216,3589,2188,1061,130,201,3585,2361,1139,93,215,3809,2472,1129,98,220,3914,2332,1041,96,171,3642,1946,1007,101,140,3192,1179,828,88,124,2218,495,561,53,63,1172,167,234,30,42,472
3,154,1121,60,37,1372,399,1066,74,37,1583,436,834,93,41,1402,513,741,120,31,1403,523,709,163,23,1424,789,857,171,56,1872,828,973,196,57,2052,915,966,226,56,2170,759,962,232,55,2007,524,751,185,52,1512,241,517,69,42,863,119,300,38,35,499,142,350,70,150,709,6351,10142,1690,688,18867,26116,90095,3827,3155,123197,111371,81606,5497,4489,202967,153818,57712,8379,4237,224149,158088,59756,11080,3835,232759,148564,61542,7588,3478,221177,162287,65663,5659,3706,237316,164570,63042,5531,3541,236685,150934,57742,6316,2995,217983,122090,53720,6802,2495,185116,72289,43509,5401,1845,123037,25572,24950,2494,1048,54068,7087,10279,831,570,18764,3170,4718,411,732,9031,1305947,674352,69820,36121,2086246,240,844,38,114,1237,1038,675,53,168,1932,1293,565,84,166,2109,1582,775,126,150,2632,1721,778,93,146,2736,1987,856,85,175,3101,2070,856,91,184,3194,1972,824,86,145,3031,1608,735,81,129,2550,994,655,54,78,1782,379,367,48,44,836,122,194,20,37,371
4,33,288,20,7,354,137,426,26,15,602,162,388,35,19,609,182,334,46,16,579,155,319,47,15,542,260,394,59,23,739,292,422,57,16,790,299,473,87,23,882,268,439,96,17,819,144,363,74,32,610,92,194,21,15,318,33,99,23,16,169,42,129,28,43,241,2091,4266,620,265,7246,5766,28361,1254,877,36253,31030,31808,2170,1383,66396,48741,21179,3063,1315,74291,50363,23143,4193,1268,78971,46344,23581,2882,998,73805,50364,24813,2089,995,78256,54688,25400,2099,1104,83285,52577,24250,2514,960,80299,45120,23415,2810,799,72147,27608,19003,2327,610,49548,9204,10798,1178,364,21534,2384,4435,379,227,7424,1177,2153,232,310,3872,425362,262339,27187,11199,726092,63,263,6,30,361,329,300,18,50,696,460,231,35,40,777,562,284,62,34,940,575,323,32,40,977,696,378,35,47,1154,708,371,33,56,1167,661,378,21,58,1114,593,308,37,36,969,372,286,29,36,719,154,164,19,27,365,32,82,3,13,135
5,50,389,13,13,466,119,605,35,17,776,191,467,38,18,721,195,396,56,13,670,183,346,54,15,586,314,449,78,18,863,333,472,96,11,912,363,450,81,16,907,309,467,101,13,887,199,377,82,18,679,110,239,40,16,409,45,137,23,27,232,38,181,29,30,284,2459,4975,734,225,8387,11852,42040,1806,1423,57119,54718,43527,3253,2453,103947,91117,31272,5389,2398,130175,95089,34058,7130,2281,138563,82669,34558,5212,1898,124333,84623,36069,3895,1894,126485,87966,35157,4046,1927,129102,81020,31685,4397,1658,118757,65291,29469,4536,1374,100665,39024,25524,3652,917,69115,13753,15017,1726,489,30987,3384,6219,592,270,10462,1453,3075,287,306,5122,711953,367678,45921,19292,1144841,125,344,15,45,528,475,392,24,74,973,767,311,48,81,1211,936,362,81,81,1467,873,394,53,68,1387,974,454,49,71,1544,976,417,42,79,1510,941,385,53,69,1453,787,367,49,56,1250,506,337,54,43,932,195,200,22,20,447,60,104,12,12,190
6,6,76,6,3,91,27,119,8,0,148,36,100,12,3,152,44,95,17,6,157,40,89,17,3,154,55,111,15,8,190,80,152,26,10,267,98,146,35,8,293,76,128,32,7,247,54,109,16,16,194,22,89,6,3,120,16,41,13,11,73,13,43,6,24,91,568,1305,219,95,2185,2430,8420,487,330,11666,9429,7866,690,359,18346,12256,5797,852,327,19232,12522,6530,1145,323,20516,11930,6987,822,281,20027,13960,7805,698,309,22770,15723,7907,749,358,24733,15629,7756,910,331,24623,13683,7927,1088,317,23016,7750,6451,873,210,15287,2453,3343,368,135,6297,656,1322,115,78,2176,316,717,68,100,1203,118738,78824,8869,3463,209898,30,118,0,12,160,115,96,10,7,233,145,73,13,13,248,156,110,18,17,301,174,125,16,12,316,205,126,14,9,351,270,124,13,27,436,258,125,18,15,414,212,130,17,17,380,121,113,14,11,261,39,60,9,9,122,3,19,0,6,33
7,3,30,0,0,39,10,33,5,3,53,18,34,5,0,54,32,24,6,7,66,18,21,6,0,39,36,32,8,9,82,62,42,6,0,116,56,43,11,3,116,55,44,18,9,118,33,27,19,3,82,25,22,3,3,48,5,16,3,3,24,3,9,6,11,25,354,375,95,54,872,1534,2654,159,202,4536,6550,2181,372,331,9429,10784,2321,620,341,14068,10757,2507,777,325,14364,9266,2270,580,246,12356,8997,2049,453,223,11720,9077,1870,439,229,11615,8266,1584,505,226,10580,6791,1503,498,149,8941,4276,1221,312,116,5922,1599,760,145,59,2562,396,286,41,20,742,143,136,18,18,308,78430,21348,4913,2477,107175,28,31,3,18,76,81,31,4,32,155,104,30,11,37,177,149,48,9,26,234,122,45,15,23,208,115,52,5,17,190,126,29,8,17,173,130,30,3,19,183,85,30,10,20,141,69,16,3,5,97,25,10,3,0,41,3,6,0,4,14
8,14,102,7,4,124,47,105,3,4,160,73,95,28,0,205,87,108,25,3,217,93,103,26,3,229,134,95,34,5,269,152,104,43,7,301,136,105,38,5,281,108,79,28,7,224,55,73,14,3,144,45,42,11,0,96,4,20,3,3,36,12,30,8,5,55,955,1070,268,51,2336,2170,8419,427,372,11384,11623,9178,706,554,22062,20100,5143,1140,391,26768,20702,5983,1885,372,28934,18759,6132,1312,366,26564,19082,5598,781,268,25727,19070,4875,646,276,24875,16948,4096,804,227,22078,12544,3779,749,196,17272,6487,3299,527,115,10420,2249,2135,269,67,4715,506,815,81,35,1428,166,371,47,45,628,150394,59823,9371,3273,222860,15,63,3,13,88,110,64,4,12,185,150,37,4,7,198,149,56,15,8,234,208,66,12,9,296,193,71,5,11,284,205,50,7,8,274,187,52,13,16,260,125,40,3,4,167,88,44,7,6,151,34,26,3,3,66,8,13,0,3,25
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,8,7,8,0,0,13,26,41,3,10,76,107,38,12,3,162,158,36,19,5,221,175,62,23,3,265,201,62,21,9,294,192,54,24,6,280,205,62,20,7,297,240,78,16,10,341,223,60,28,7,321,140,62,20,6,230,101,53,12,6,165,29,18,0,0,52,6,16,0,3,30,1812,651,193,81,2737,0,0,0,0,0,0,3,0,0,6,3,0,0,0,7,3,0,0,0,3,6,0,0,0,10,3,0,0,0,4,3,0,0,0,3,3,0,0,0,6,4,3,0,0,8,5,3,0,0,8,5,4,0,0,8,3,0,0,0,3
