STE_CODE_2016,Pro_650_799_A_25_34,Pro_650_799_A_35_44,Pro_650_799_A_45_54,Pro_650_799_A_55_64,Pro_650_799_A_65_74,Pro_650_799_A_75ov,Pro_650_799_Tot,Pro_800_999_A_15_19,Pro_800_999_A_20_24,Pro_800_999_A_25_34,Pro_800_999_A_35_44,Pro_800_999_A_45_54,Pro_800_999_A_55_64,Pro_800_999_A_65_74,Pro_800_999_A_75ov,Pro_800_999_Tot,Pro_1000_1249_A_15_19,Pro_1000_1249_A_20_24,Pro_1000_1249_A_25_34,Pro_1000_1249_A_35_44,Pro_1000_1249_A_45_54,Pro_1000_1249_A_55_64,Pro_1000_1249_A_65_74,Pro_1000_1249_A_75ov,Pro_1000_1249_Tot,Pro_1250_1499_A_15_19,Pro_1250_1499_A_20_24,Pro_1250_1499_A_25_34,Pro_1250_1499_A_35_44,Pro_1250_1499_A_45_54,Pro_1250_1499_A_55_64,Pro_1250_1499_A_65_74,Pro_1250_1499_A_75ov,Pro_1250_1499_Tot,Pro_1500_1749_A_15_19,Pro_1500_1749_A_20_24,Pro_1500_1749_A_25_34,Pro_1500_1749_A_35_44,Pro_1500_1749_A_45_54,Pro_1500_1749_A_55_64,Pro_1500_1749_A_65_74,Pro_1500_1749_A_75ov,Pro_1500_1749_Tot,Pro_1750_1999_A_15_19,Pro_1750_1999_A_20_24,Pro_1750_1999_A_25_34,Pro_1750_1999_A_35_44,Pro_1750_1999_A_45_54,Pro_1750_1999_A_55_64,Pro_1750_1999_A_65_74,Pro_1750_1999_A_75ov,Pro_1750_1999_Tot,Pro_2000_2999_A_15_19,Pro_2000_2999_A_20_24,Pro_2000_2999_A_25_34,Pro_2000_2999_A_35_44,Pro_2000_2999_A_45_54,Pro_2000_2999_A_55_64,Pro_2000_2999_A_65_74,Pro_2000_2999_A_75ov,Pro_2000_2999_Tot,Pro_3000mo_A_15_19,Pro_3000mo_A_20_24,Pro_3000mo_A_25_34,Pro_3000mo_A_35_44,Pro_3000mo_A_45_54,Pro_3000mo_A_55_64,Pro_3000mo_A_65_74,Pro_3000mo_A_75ov,Pro_3000mo_Tot,Pro_PINS_A_15_19,Pro_PINS_A_20_24,Pro_PINS_A_25_34,Pro_PINS_A_35_44,Pro_PINS_A_45_54,Pro_PINS_A_55_64,Pro_PINS_A_65_74,Pro_PINS_A_75ov,Pro_PINS_Tot,Pro_Tot_A_15_19,Pro_Tot_A_20_24,Pro_Tot_A_25_34,Pro_Tot_A_35_44,Pro_Tot_A_45_54,Pro_Tot_A_55_64,Pro_Tot_A_65_74,Pro_Tot_A_75ov,Pro_Tot_Tot,TaTW_NNI_A_15_19,TaTW_NNI_A_20_24,TaTW_NNI_A_25_34,TaTW_NNI_A_35_44,TaTW_NNI_A_45_54,TaTW_NNI_A_55_64,TaTW_NNI_A_65_74,TaTW_NNI_A_75ov,TaTW_NNI_Tot,TaTW_1_149_A_15_19,TaTW_1_149_A_20_24,TaTW_1_149_A_25_34,TaTW_1_149_A_35_44,TaTW_1_149_A_45_54,TaTW_1_149_A_55_64,TaTW_1_149_A_65_74,TaTW_1_149_A_75ov,TaTW_1_149_Tot,TaTW_150_299_A_15_19,TaTW_150_299_A_20_24,TaTW_150_299_A_25_34,TaTW_150_299_A_35_44,TaTW_150_299_A_45_54,TaTW_150_299_A_55_64,TaTW_150_299_A_65_74,TaTW_150_299_A_75ov,TaTW_150_299_Tot,TaTW_300_399_A_15_19,TaTW_300_399_A_20_24,TaTW_300_399_A_25_34,TaTW_300_399_A_35_44,TaTW_300_399_A_45_54,TaTW_300_399_A_55_64,TaTW_300_399_A_65_74,TaTW_300_399_A_75ov,TaTW_300_399_Tot,TaTW_400_499_A_15_19,TaTW_400_499_A_20_24,TaTW_400_499_A_25_34,TaTW_400_499_A_35_44,TaTW_400_499_A_45_54,TaTW_400_499_A_55_64,TaTW_400_499_A_65_74,TaTW_400_499_A_75ov,TaTW_400_499_Tot,TaTW_500_649_A_15_19,TaTW_500_649_A_20_24,TaTW_500_649_A_25_34,TaTW_500_649_A_35_44,TaTW_500_649_A_45_54,TaTW_500_649_A_55_64,TaTW_500_649_A_65_74,TaTW_500_649_A_75ov,TaTW_500_649_Tot,TaTW_650_799_A_15_19,TaTW_650_799_A_20_24,TaTW_650_799_A_25_34,TaTW_650_799_A_35_44,TaTW_650_799_A_45_54,TaTW_650_799_A_55_64,TaTW_650_799_A_65_74,TaTW_650_799_A_75ov,TaTW_650_799_Tot,TaTW_800_999_A_15_19,TaTW_800_999_A_20_24,TaTW_800_999_A_25_34,TaTW_800_999_A_35_44,TaTW_800_999_A_45_54,TaTW_800_999_A_55_64,TaTW_800_999_A_65_74,TaTW_800_999_A_75ov,TaTW_800_999_Tot,TaTW_1000_1249_A_15_19,TaTW_1000_1249_A_20_24,TaTW_1000_1249_A_25_34,TaTW_1000_1249_A_35_44,TaTW_1000_1249_A_45_54,TaTW_1000_1249_A_55_64,TaTW_1000_1249_A_65_74,TaTW_1000_1249_A_75ov,TaTW_1000_1249_Tot,TaTW_1250_1499_A_15_19,TaTW_1250_1499_A_20_24,TaTW_1250_1499_A_25_34,TaTW_1250_1499_A_35_44,TaTW_1250_1499_A_45_54,TaTW_1250_1499_A_55_64,TaTW_1250_1499_A_65_74,TaTW_1250_1499_A_75ov,TaTW_1250_1499_Tot,TaTW_1500_1749_A_15_19,TaTW_1500_1749_A_20_24,TaTW_1500_1749_A_25_34,TaTW_1500_1749_A_35_44,TaTW_1500_1749_A_45_54,TaTW_1500_1749_A_55_64,TaTW_1500_1749_A_65_74,TaTW_1500_1749_A_75ov,TaTW_1500_1749_Tot,TaTW_1750_1999_A_15_19,TaTW_1750_1999_A_20_24,TaTW_1750_1999_A_25_34,TaTW_1750_1999_A_35_44,TaTW_1750_1999_A_45_54,TaTW_1750_1999_A_55_64,TaTW_1750_1999_A_65_74,TaTW_1750_1999_A_75ov,TaTW_1750_1999_Tot,TaTW_2000_2999_A_15_19,TaTW_2000_2999_A_20_24,TaTW_2000_2999_A_25_34,TaTW_2000_2999_A_35_44
1,11141,9116,6978,5788,2220,322,40642,162,7646,19770,12919,10026,7991,2480,347,61346,101,11013,36800,20179,14781,11584,3204,366,98022,38,6039,39763,21595,15546,11081,2564,295,96921,34,2049,36097,26723,20478,14611,2959,295,103249,16,659,23311,25712,21296,15243,2488,248,88974,13,506,31037,43570,31059,19409,3825,372,129794,11,161,9694,27662,24955,14715,4279,543,82027,85,505,2097,1965,1716,1147,412,93,8029,5368,45715,228083,206660,160268,113327,29762,4006,793185,222,179,440,490,489,295,110,21,2245,1402,496,559,602,548,445,160,17,4237,1446,1366,1585,1602,1678,1469,441,77,9666,3110,2313,2636,2418,2499,2155,788,142,16064,6423,4439,3697,3116,3304,2792,973,164,24904,5254,8798,6856,5607,5690,4798,1410,171,38568,1927,10649,12283,8549,8232,5892,1440,147,49120,779,9750,19527,12935,11972,8427,1583,136,65104,292,6719,22869,16346,14444,9479,1560,112,71820,87,2933,14327,11984,10163,6423,972,66,46959,44,1402,9966,9783,8663,4993,745,48,35644,17,693,5725,6255,5498,2970,427,23,21596,18,525,6295,7989
2,9795,8666,6139,4922,1779,222,35051,77,6551,18958,12328,9322,7001,2095,264,56590,58,8291,36105,18301,14140,10266,2538,269,89970,24,3316,36773,20210,14479,9812,2081,229,86920,16,926,28713,23487,17709,12143,2163,192,85338,12,320,15787,19571,15179,10386,1731,159,63142,13,232,19358,29097,20448,12234,2547,258,84191,17,98,5347,17664,16473,9947,2891,355,52793,57,444,1785,1662,1515,1129,348,58,6996,2826,32831,190067,168153,127646,87812,22681,2759,634779,189,187,404,436,427,302,64,4,2023,1300,540,632,637,519,439,135,26,4238,1055,1380,1558,1526,1492,1209,483,66,8771,2021,2289,2550,2026,2076,1822,656,109,13551,4135,4338,3269,2661,2838,2388,801,130,20559,2777,7906,6199,4712,4991,3841,1130,138,31689,1032,8594,12091,7247,6994,4997,1111,129,42197,513,7421,18798,11480,10272,6833,1264,114,56705,194,4830,20831,14377,12160,7862,1233,79,61567,42,1942,12172,9996,8609,5259,707,47,38777,26,972,7985,7717,6864,3905,504,40,28019,8,422,4691,4921,4381,2344,308,29,17103,3,304,4796,5816
3,5792,5589,4168,3098,1155,141,22726,112,4468,10370,7963,6235,4427,1294,142,35009,50,6609,18522,12698,10085,6556,1571,123,56222,24,3595,20224,13843,11164,6918,1302,100,57166,15,1300,17858,18553,16577,10403,1500,117,66324,6,465,10302,13024,11764,7189,1074,66,43894,6,369,12896,18723,15602,8599,1553,135,57884,7,90,3509,11174,11051,6482,1617,194,34119,49,245,896,970,927,612,183,26,3911,2780,25536,110176,112620,95183,60920,14319,1530,423068,152,114,311,364,349,264,69,8,1630,1721,324,382,382,401,348,87,15,3657,1177,775,992,1013,929,920,305,45,6154,1996,1313,1529,1312,1396,1313,521,75,9465,3532,2551,1989,1858,1908,1656,567,78,14141,3419,5463,4027,3345,3485,2803,885,95,23520,1516,7586,8242,5657,5035,3668,907,78,32687,706,7255,13330,9295,8280,5493,941,80,45369,255,5233,16085,12268,10430,6665,976,58,51968,89,2614,10644,9128,7398,4773,637,30,35316,43,1272,7873,7217,6151,3562,433,23,26575,21,698,4891,4877,4062,2305,231,17,17103,15,671,6519,7196
4,2254,2064,1535,1344,497,77,8565,18,1388,4007,3127,2377,2049,606,55,13633,8,1844,6836,4743,3833,3095,722,79,21149,4,988,7223,5000,4138,2881,619,49,20896,0,257,6468,6150,5253,4128,649,62,22971,0,79,3483,4796,4565,3773,612,43,17350,0,57,3061,5416,4947,3471,664,51,17661,0,17,786,2817,3133,2384,736,78,9952,10,84,332,283,291,243,81,5,1334,636,7380,38186,37994,32873,26142,6446,720,150374,41,25,105,132,110,69,22,3,508,336,119,136,181,156,169,36,7,1143,301,313,381,417,420,429,138,21,2420,549,538,583,558,626,560,175,45,3637,1042,1024,782,757,863,748,301,30,5551,840,2162,1618,1318,1451,1251,357,52,9053,278,2529,3264,2046,2109,1604,383,39,12249,89,2273,4733,3358,3285,2192,412,45,16375,29,1385,5475,3947,3838,2648,381,35,17735,14,568,3208,2700,2700,1647,239,21,11101,3,224,2008,1942,2022,1204,144,8,7560,5,104,1114,1179,1231,642,83,4,4360,3,106,1254,1363
5,2630,2675,1957,1476,617,84,10466,40,1638,4407,3664,2825,2103,761,85,15510,22,2720,8591,5576,4622,3343,896,87,25858,12,2290,10629,6173,5072,3293,788,60,28320,11,916,11209,7929,6647,4428,872,67,32067,10,332,8002,7590,6821,4659,780,53,28241,0,347,10938,13030,11045,6982,1188,99,43624,3,70,3744,9189,8485,4838,1119,136,27580,20,136,556,504,521,320,89,11,2157,1190,12156,66139,62130,51938,34756,8718,983,238004,73,73,170,191,199,130,45,0,881,471,217,296,277,221,140,58,3,1673,453,476,617,563,495,443,193,22,3270,1089,676,829,676,655,583,269,38,4816,1929,1289,1129,863,911,768,312,48,7241,1736,2747,1942,1518,1626,1342,442,73,11421,794,3398,3542,2274,2134,1633,470,39,14288,381,3674,6453,3964,3552,2468,496,41,21022,185,3230,9655,6512,5465,3465,650,40,29202,61,1732,7249,5519,4513,2739,463,28,22310,28,1048,5874,4794,4350,2417,344,20,18864,15,643,3910,3636,3204,1790,222,15,13435,21,916,7666,7294
6,569,593,487,433,165,16,2452,7,294,923,835,769,645,196,22,3681,0,460,1748,1304,1273,998,174,22,5970,3,238,1678,1334,1291,998,166,14,5728,0,71,1425,1603,1743,1291,158,11,6308,0,16,807,1303,1442,1050,119,10,4749,0,15,648,1175,1305,897,173,18,4229,0,9,162,608,722,647,171,22,2333,0,17,71,66,70,78,21,6,329,165,1700,8946,9885,9896,7961,1771,210,40533,12,10,35,21,39,32,13,0,150,97,30,56,37,56,61,19,4,352,104,91,120,131,148,159,51,7,815,220,146,151,178,205,239,82,19,1230,439,311,225,225,298,259,114,14,1889,335,714,489,410,479,437,116,18,3005,131,887,966,669,670,555,103,12,3991,39,723,1551,1020,1019,692,99,3,5142,17,402,1646,1182,1158,821,86,4,5320,3,162,838,803,795,536,44,4,3179,0,66,453,552,559,417,33,3,2084,3,39,227,324,340,216,19,3,1163,0,7,202,299
7,222,176,110,73,39,7,722,20,149,351,262,191,153,44,3,1169,8,271,856,495,387,263,62,4,2343,0,184,1189,622,467,312,78,3,2865,5,84,1243,881,689,481,93,4,3476,0,34,773,832,876,648,101,6,3271,0,22,1006,1159,994,760,119,8,4076,0,3,280,570,543,390,104,12,1898,3,24,77,85,74,42,21,0,319,153,1007,6465,5479,4645,3388,769,72,21978,3,0,11,19,17,8,0,4,65,53,4,15,10,19,9,8,3,120,39,21,37,38,28,28,13,3,211,60,29,51,48,45,35,12,3,278,105,75,57,63,56,43,16,6,422,147,128,139,104,98,82,26,3,726,97,257,283,168,162,110,37,0,1112,52,309,493,337,261,173,48,5,1669,18,348,935,530,437,258,56,3,2587,10,253,790,502,400,236,42,4,2243,10,160,717,489,393,234,32,3,2040,0,66,438,366,356,194,30,0,1448,3,112,956,828
8,541,482,279,225,118,4,1927,28,441,1031,730,441,376,127,18,3193,17,1075,2608,1340,896,577,203,24,6735,0,652,4430,2033,1242,782,182,28,9352,0,230,4333,3005,2167,1156,235,19,11144,0,50,2413,2667,1990,1104,197,12,8433,0,39,3082,5224,4348,2361,406,27,15488,0,11,791,2248,2443,1581,374,22,7477,0,23,159,120,100,56,22,8,483,412,3608,20471,18703,14419,8655,2125,221,68612,10,3,28,16,14,10,3,0,83,134,34,22,21,20,14,8,0,248,81,60,63,55,43,34,20,0,359,104,105,103,76,63,50,30,6,538,239,226,147,116,113,73,26,0,938,222,471,282,211,174,144,61,6,1570,97,578,656,363,287,154,51,6,2190,41,564,1084,606,458,245,50,9,3056,15,456,1416,850,620,389,83,0,3833,0,209,1066,657,501,323,43,6,2808,0,99,736,627,569,285,37,3,2367,0,35,343,340,322,164,20,0,1230,0,23,319,429
9,7,3,3,3,4,0,20,0,3,3,7,3,3,0,0,16,0,8,4,14,12,9,4,0,52,0,5,14,9,3,8,0,0,38,0,3,6,15,16,17,6,3,56,0,0,15,11,15,16,3,0,60,0,3,12,13,9,5,9,0,52,0,0,7,12,14,13,0,0,44,0,0,0,0,0,0,0,0,0,4,29,83,105,74,83,36,3,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,10,0,0,0,3,3,3,0,0,12,0,0,0,0,7,0,3,0,16,0,0,8,11,12,9,0,0,36,0,4,10,9,11,19,7,0,60,0,0,12,18,20,15,0,0,66,0,4,9,12,18,14,3,0,65,0,0,6,6,8,3,3,0,32,0,0,6,9,13,3,3,0,37,0,0,3,7,7,12,3,0,32,0,4,8,8
