STE_CODE_2016,M_15_19_E,M_15_19_OM_IE,M_15_19_OM_UIE,M_15_19_CFW,M_15_19_SE_NS,M_15_19_Total,M_20_24_E,M_20_24_OM_IE,M_20_24_OM_UIE,M_20_24_CFW,M_20_24_ES_NS,M_20_24_Total,M_25_29_E,M_25_29_OM_IE,M_25_29_OM_UIE,M_25_29_CFW,M_25_29_ES_NS,M_25_29_Total,M_30_34_E,M_30_34_OM_IE,M_30_34_OM_UIE,M_30_34_CFW,M_30_34_ES_NS,M_30_34_Total,M_35_39_E,M_35_39_OM_IE,M_35_39_OM_UIE,M_35_39_CFW,M_35_39_ES_NS,M_35_39_Total,M_40_44_E,M_40_44_OM_IE,M_40_44_OM_UIE,M_40_44_CFW,M_40_44_ES_NS,M_40_44_Total,M_45_49_E,M_45_49_OM_IE,M_45_49_OM_UIE,M_45_49_CFW,M_45_49_ES_NS,M_45_49_Total,M_50_54_E,M_50_54_OM_IE,M_50_54_OM_UIE,M_50_54_CFW,M_50_54_ES_NS,M_50_54_Total,M_55_59_E,M_55_59_OM_IE,M_55_59_OM_UIE,M_55_59_CFW,M_55_59_ES_NS,M_55_59_Total,M_60_64_E,M_60_64_OM_IE,M_60_64_OM_UIE,M_60_64_CFW,M_60_64_ES_NS,M_60_64_Total,M_65_69_E,M_65_69_OM_IE,M_65_69_OM_UIE,M_65_69_CFW,M_65_69_ES_NS,M_65_69_Total,M_70_74_E,M_70_74_OM_IE,M_70_74_OM_UIE,M_70_74_CFW,M_70_74_ES_NS,M_70_74_Total,M_75ov_E,M_75ov_OM_IE,M_75ov_OM_UIE,M_75ov_CFW,M_75ov_ES_NS,M_75ov_Total,M_Total_E,M_Total_OM_IE,M_Total_OM_UIE,M_Total_CFW,M_Total_ES_NS,M_Total_Total,F_15_19_E,F_15_19_OM_IE,F_15_19_OM_UIE,F_15_19_CFW,F_15_19_ES_NS,F_15_19_Total,F_20_24_E,F_20_24_OM_IE,F_20_24_OM_UIE,F_20_24_CFW,F_20_24_ES_NS,F_20_24_Total,F_25_29_E,F_25_29_OM_IE,F_25_29_OM_UIE,F_25_29_CFW,F_25_29_ES_NS,F_25_29_Total,F_30_34_E,F_30_34_OM_IE,F_30_34_OM_UIE,F_30_34_CFW,F_30_34_ES_NS,F_30_34_Total,F_35_39_E,F_35_39_OM_IE,F_35_39_OM_UIE,F_35_39_CFW,F_35_39_ES_NS,F_35_39_Total,F_40_44_E,F_40_44_OM_IE,F_40_44_OM_UIE,F_40_44_CFW,F_40_44_ES_NS,F_40_44_Total,F_45_49_E,F_45_49_OM_IE,F_45_49_OM_UIE,F_45_49_CFW,F_45_49_ES_NS,F_45_49_Total,F_50_54_E,F_50_54_OM_IE,F_50_54_OM_UIE,F_50_54_CFW,F_50_54_ES_NS,F_50_54_Total,F_55_59_E,F_55_59_OM_IE,F_55_59_OM_UIE,F_55_59_CFW,F_55_59_ES_NS,F_55_59_Total,F_60_64_E,F_60_64_OM_IE,F_60_64_OM_UIE,F_60_64_CFW,F_60_64_ES_NS,F_60_64_Total,F_65_69_E,F_65_69_OM_IE,F_65_69_OM_UIE,F_65_69_CFW,F_65_69_ES_NS,F_65_69_Total,F_70_74_E,F_70_74_OM_IE,F_70_74_OM_UIE,F_70_74_CFW,F_70_74_ES_NS,F_70_74_Total,F_75ov_E,F_75ov_OM_IE,F_75ov_OM_UIE,F_75ov_CFW,F_75ov_ES_NS,F_75ov_Total,F_Total_E,F_Total_OM_IE,F_Total_OM_UIE,F_Total_CFW,F_Total_ES_NS,F_Total_Total,P_15_19_E,P_15_19_OM_IE,P_15_19_OM_UIE,P_15_19_CFW,P_15_19_ES_NS,P_15_19_Total,P_20_24_E,P_20_24_OM_IE,P_20_24_OM_UIE,P_20_24_CFW,P_20_24_ES_NS,P_20_24_Total,P_25_29_E,P_25_29_OM_IE,P_25_29_OM_UIE,P_25_29_CFW,P_25_29_ES_NS,P_25_29_Total,P_30_34_E,P_30_34_OM_IE,P_30_34_OM_UIE,P_30_34_CFW,P_30_34_ES_NS,P_30_34_Total,P_35_39_E,P_35_39_OM_IE,P_35_39_OM_UIE,P_35_39_CFW,P_35_39_ES_NS,P_35_39_Total,P_40_44_E,P_40_44_OM_IE
1,74680,284,842,807,1061,77667,149788,1996,4685,881,1687,159027,175893,7758,10251,903,1798,196600,180566,15059,14310,1320,1736,212987,160852,19437,16450,1498,1762,200006,150682,23571,19462,1927,1971,197616,137858,24481,20704,2221,1994,187253,128997,24158,22485,2608,2089,180338,112034,20399,21673,2853,1833,158789,71738,15122,17978,2898,1500,109235,29523,9693,11099,2848,1010,54172,9161,4369,5194,2124,587,21432,3761,2425,3383,2427,681,12682,1385538,168744,168510,25312,19708,1767809,81246,182,686,516,963,83592,145989,649,2619,544,1280,151084,171103,2355,5684,1023,1199,181371,166989,5300,9186,1924,1196,184596,148043,7613,11565,2370,1186,170774,151939,10033,13534,2771,1333,179601,149387,10574,13916,2727,1471,178084,140585,10141,12946,2855,1491,168012,120947,8158,11187,2773,1471,144538,73367,5626,8347,2591,1126,91056,27471,3433,4703,2193,746,38551,7436,1446,2143,1446,441,12909,2479,664,1242,1233,595,6213,1386978,66182,97762,24968,14494,1590382,155925,463,1524,1319,2021,161258,295776,2648,7297,1421,2962,310107,347000,10115,15933,1928,2998,377972,347553,20359,23494,3244,2936,397589,308896,27052,28014,3869,2947,370778,302621,33607
2,57136,226,527,690,768,59354,122845,1481,4371,761,1442,130904,146786,6243,9848,946,1599,165415,149653,12725,12629,1204,1545,177762,131153,16030,13007,1422,1545,163156,121404,19127,14732,1673,1627,158576,114005,21323,15985,2045,1721,155087,102534,20446,15918,2188,1698,142783,87312,17935,15856,2274,1489,124863,58382,13216,13163,2333,1298,88401,23819,8093,8204,2154,831,43099,7156,3654,3745,1632,486,16669,3131,1875,2567,1690,523,9793,1125321,142389,130563,21010,16577,1435860,63398,160,411,442,793,65212,121072,570,1977,524,1037,125174,144931,1875,4700,879,1053,153438,139262,4343,7743,1672,1053,154069,119644,6009,9090,2256,1012,138004,122173,8123,10469,2497,1135,144395,125280,9120,10455,2496,1205,148555,113911,8145,9314,2340,1211,134926,95597,6579,8002,2353,1159,113698,59712,4542,5884,1997,895,73028,21387,2844,3601,1715,578,30126,5352,1081,1582,975,337,9334,1895,512,868,812,430,4513,1133600,53911,74099,20967,11897,1294480,120534,392,939,1136,1563,124565,243917,2049,6349,1289,2480,256086,291717,8122,14542,1828,2647,318853,288915,17075,20373,2875,2593,331831,250794,22038,22099,3680,2552,301155,243576,27252
3,57066,163,607,644,624,59103,99947,1098,3025,497,903,105473,106679,4099,6412,522,836,118550,106838,8282,8372,823,924,125244,96584,10611,9281,1078,976,118532,96660,13584,11346,1403,1121,124117,91937,14753,12568,1711,1107,122077,83004,13859,13151,1946,1108,113064,69522,12334,12981,2109,1073,98022,45526,9050,11038,2086,890,68587,17720,5365,6771,2059,563,32474,5112,2263,3023,1493,326,12214,1992,1112,1750,1425,406,6679,878597,96581,100315,17792,10859,1104143,65089,132,481,368,633,66700,97863,437,1735,368,612,101010,102469,1510,3746,780,597,109105,99724,3464,6124,1556,679,111556,91971,4944,7373,1859,657,106804,99828,6825,8523,2189,804,118167,100575,7183,8927,2257,914,119856,92269,6585,8150,2186,921,110118,75855,5469,7298,2177,850,91648,45670,3813,5503,2021,735,57745,16071,2140,3025,1612,441,23292,3985,850,1307,990,287,7421,1172,343,700,706,373,3300,892544,43699,62905,19072,8496,1026718,122150,297,1085,1017,1254,125805,197810,1537,4759,866,1516,206490,209152,5617,10155,1305,1431,227655,206565,11741,14502,2381,1606,236794,188554,15558,16652,2933,1630,225334,196488,20409
4,16352,51,199,207,218,17032,32453,361,1235,217,347,34608,35067,1208,2668,229,374,39549,36225,2321,3446,303,367,42652,32338,3083,3795,407,347,39968,32420,3686,4397,540,421,41459,32319,4327,5347,616,515,43127,30396,4240,5749,733,437,41546,26862,3810,5859,739,445,37716,17989,2983,4889,800,405,27064,6636,1929,3140,813,217,12737,1873,784,1410,587,133,4785,817,452,776,603,159,2815,301743,29226,42911,6791,4374,385046,19414,46,128,111,239,19938,32035,100,532,134,274,33082,34068,424,1156,226,259,36134,34439,820,1871,472,223,37828,31100,1196,2235,540,281,35352,33421,1605,2733,649,290,38691,36219,1815,3056,691,337,42115,35008,1662,3011,712,365,40751,30749,1574,2850,724,325,36224,19501,1130,2182,696,304,23811,6642,715,1367,600,159,9488,1550,311,604,369,110,2937,532,128,306,290,161,1424,314693,11519,22030,6216,3329,357781,35764,93,327,320,460,36970,64489,459,1767,351,624,67694,69140,1628,3823,456,630,75675,70660,3145,5317,770,596,80482,63438,4282,6030,953,624,75320,65836,5287
5,26666,76,300,315,300,27662,51383,554,1875,297,481,54587,63606,2129,4062,303,508,70606,67845,4321,5444,465,555,78625,58497,5422,5590,511,530,70544,55548,6464,6385,669,527,69590,53268,7357,7378,856,641,69498,47651,7083,7805,876,617,64026,39293,6217,7380,997,551,54439,26324,4606,6333,1028,470,38752,10882,2862,3761,1002,331,18840,3246,1231,1561,740,161,6937,1313,619,969,677,176,3757,505513,48939,58826,8738,5850,627870,29757,56,201,163,291,30461,49536,206,846,168,349,51107,57859,771,2148,378,341,61497,55837,1688,3338,875,319,62069,48222,2375,3856,957,357,55761,50344,2980,4512,1085,375,59299,52546,3244,4701,1105,434,62029,48263,2989,4291,1123,428,57090,40742,2502,3691,992,433,48368,26094,1779,2823,924,358,31975,9452,996,1560,782,217,12996,2313,362,677,465,129,3951,806,201,343,293,128,1765,471769,20146,32984,9311,4167,538376,56419,130,499,473,591,58120,100920,758,2722,462,835,105697,121469,2900,6206,677,848,132104,123680,6009,8777,1346,881,140692,106715,7788,9446,1471,883,126308,105892,9445
6,5324,10,36,36,94,5510,9103,60,267,43,120,9592,9165,249,626,48,87,10170,9290,518,933,75,103,10923,8528,662,996,101,103,10392,9047,868,1300,115,121,11455,9571,1084,1530,151,168,12509,9469,1098,1653,189,163,12559,8582,1054,1835,265,157,11898,5616,836,1590,237,139,8418,2013,540,930,263,75,3822,587,216,399,195,38,1431,238,127,286,180,60,899,86543,7324,12390,1884,1429,109567,6243,13,35,46,73,6413,8887,25,125,23,80,9134,8919,84,325,46,82,9461,9093,174,574,144,72,10059,8923,270,712,136,70,10111,10283,421,888,172,107,11865,11167,499,946,193,121,12921,10978,502,923,233,135,12768,9994,457,906,254,129,11741,5965,320,688,246,105,7316,1857,208,430,165,65,2718,454,67,180,112,38,860,165,47,99,65,52,434,92922,3094,6815,1847,1120,105795,11572,25,71,84,164,11916,17986,82,389,65,194,18728,18084,334,951,95,167,19630,18381,696,1504,217,181,20975,17447,933,1706,241,169,20496,19326,1292
7,2320,6,19,25,41,2417,5131,41,85,14,53,5318,7401,122,200,20,70,7808,7528,265,264,19,72,8149,6291,375,317,34,63,7074,5782,433,327,28,69,6639,5535,482,400,31,67,6518,4989,490,405,61,71,6018,4223,409,384,48,44,5105,2800,318,316,53,51,3536,1122,185,194,44,18,1575,291,72,78,39,13,495,111,31,39,28,14,215,53522,3239,3023,447,643,60869,2173,8,15,12,31,2242,4218,15,40,12,40,4323,6244,64,123,22,38,6492,6087,129,223,33,52,6520,5048,150,221,48,61,5537,4750,242,258,48,52,5350,4789,236,263,52,49,5393,4268,221,270,50,51,4867,3604,201,194,46,42,4097,2197,121,155,51,32,2564,889,58,73,35,20,1081,195,29,37,20,13,292,71,10,22,15,7,132,44533,1501,1910,457,490,48883,4500,13,28,39,69,4657,9353,54,125,27,93,9645,13639,190,326,43,109,14306,13611,387,486,54,122,14669,11344,529,539,81,117,12612,10529,680
8,5206,18,48,33,37,5343,10604,106,239,30,64,11038,12451,406,420,33,64,13377,13542,756,563,44,63,14970,12374,894,572,52,61,13945,11492,1041,621,55,79,13286,10856,1117,672,70,72,12786,9556,968,699,63,72,11348,7470,808,654,66,53,9053,4302,611,592,67,49,5618,1935,404,406,72,30,2845,513,169,174,48,19,920,209,84,88,50,17,446,100509,7374,5737,679,679,114980,6122,14,53,17,45,6254,11136,36,133,17,45,11373,13408,116,192,38,45,13798,13741,232,338,67,51,14418,12274,328,418,70,46,13139,12057,379,434,72,53,12997,11617,442,464,86,59,12670,10331,370,447,76,41,11267,7796,302,396,70,45,8612,4501,203,300,52,42,5099,1602,127,212,55,37,2031,391,49,77,31,15,570,133,24,40,30,23,256,105110,2626,3515,684,545,112482,11325,35,103,49,81,11597,21740,139,374,49,108,22409,25862,520,617,71,106,27170,27284,988,898,106,111,29389,24648,1224,990,120,109,27091,23551,1423
9,37,0,0,0,0,41,98,0,0,0,0,99,118,4,10,0,0,132,127,5,13,0,3,150,158,7,7,0,3,181,132,10,11,0,3,155,134,8,26,3,3,177,163,5,19,3,6,205,136,20,29,5,7,196,106,6,25,8,3,140,75,9,13,3,3,109,16,0,5,3,3,27,4,0,14,3,0,23,1324,76,161,32,41,1633,33,0,0,0,0,37,67,0,0,0,0,65,90,0,0,0,0,98,101,4,15,0,3,119,99,3,9,3,3,122,112,3,9,0,3,133,102,4,19,0,0,128,118,3,15,3,3,143,110,7,19,3,0,134,77,4,4,7,0,94,50,0,12,3,0,64,11,0,11,0,3,24,4,6,3,0,0,13,980,35,116,21,28,1173,70,0,0,0,0,75,163,0,0,0,0,162,210,3,10,3,3,231,233,3,22,0,7,266,261,8,17,3,8,299,246,14
