STE_CODE_2016,SS_NS_1000_1249_Mng,SS_NS_1000_1249_Pro,SS_NS_1000_1249_TecTW,SS_NS_1000_1249_CoPSW,SS_NS_1000_1249_ClAW,SS_NS_1000_1249_SWks,SS_NS_1000_1249_MaOpDv,SS_NS_1000_1249_Lab,SS_NS_1000_1249_IDNS,SS_NS_1000_1249_Tot,SS_NS_1250_1499_Mng,SS_NS_1250_1499_Pro,SS_NS_1250_1499_TecTW,SS_NS_1250_1499_CoPSW,SS_NS_1250_1499_ClAW,SS_NS_1250_1499_SWks,SS_NS_1250_1499_MaOpDv,SS_NS_1250_1499_Lab,SS_NS_1250_1499_IDNS,SS_NS_1250_1499_Tot,SS_NS_1500_1749_Mng,SS_NS_1500_1749_Pro,SS_NS_1500_1749_TecTW,SS_NS_1500_1749_CoPSW,SS_NS_1500_1749_ClAW,SS_NS_1500_1749_SWks,SS_NS_1500_1749_MaOpDv,SS_NS_1500_1749_Lab,SS_NS_1500_1749_IDNS,SS_NS_1500_1749_Tot,SS_NS_1750_1999_Mng,SS_NS_1750_1999_Pro,SS_NS_1750_1999_TecTW,SS_NS_1750_1999_CoPSW,SS_NS_1750_1999_ClAW,SS_NS_1750_1999_SWks,SS_NS_1750_1999_MaOpDv,SS_NS_1750_1999_Lab,SS_NS_1750_1999_IDNS,SS_NS_1750_1999_Tot,SS_NS_2000_2999_Mng,SS_NS_2000_2999_Pro,SS_NS_2000_2999_TecTW,SS_NS_2000_2999_CoPSW,SS_NS_2000_2999_ClAW,SS_NS_2000_2999_SWks,SS_NS_2000_2999_MaOpDv,SS_NS_2000_2999_Lab,SS_NS_2000_2999_IDNS,SS_NS_2000_2999_Tot,SS_NS_3000mo_Mng,SS_NS_3000mo_Pro,SS_NS_3000mo_TecTW,SS_NS_3000mo_CoPSW,SS_NS_3000mo_ClAW,SS_NS_3000mo_SWks,SS_NS_3000mo_MaOpDv,SS_NS_3000mo_Lab,SS_NS_3000mo_IDNS,SS_NS_3000mo_Tot,SS_NS_PINS_Mng,SS_NS_PINS_Pro,SS_NS_PINS_TecTW,SS_NS_PINS_CoPSW,SS_NS_PINS_ClAW,SS_NS_PINS_SWks,SS_NS_PINS_MaOpDv,SS_NS_PINS_Lab,SS_NS_PINS_IDNS,SS_NS_PINS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_IDNS,SS_NS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot
1,13,24,35,18,24,6,14,21,14,177,8,12,11,5,3,0,4,5,3,53,3,3,6,0,0,3,5,8,3,31,0,3,3,0,0,0,0,0,0,12,0,3,3,0,0,0,0,0,0,8,0,0,0,4,0,3,0,0,3,17,5,16,44,14,11,31,10,24,98,266,117,191,622,414,206,475,110,444,267,2848,111,237,197,819,234,1446,90,891,372,4396,539,3872,1557,14656,3039,32328,1220,15302,912,73424,523,3102,1794,10644,3389,16502,1125,6365,586,44026,527,1966,3039,6996,2789,8224,820,3560,392,28315,577,1557,6284,5552,2229,5654,600,2721,312,25488,693,1743,7209,4820,2370,4008,501,1926,275,23544,627,1672,3966,3024,1938,1837,325,1031,189,14619,691,1517,2011,1576,1631,876,234,540,138,9217,468,1471,980,642,948,318,122,230,103,5280,194,864,347,269,304,96,35,64,35,2213,110,313,145,110,108,62,28,27,15,908,34,99,56,40,32,20,8,13,10,300
2,9,19,37,12,10,9,3,15,3,114,0,14,17,3,3,3,0,3,0,49,0,3,7,4,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,0,8,14,0,8,25,23,14,25,5,24,73,204,88,127,576,323,157,487,83,337,199,2378,97,172,188,742,224,1406,61,810,297,4009,624,2643,1491,14321,2618,32308,812,14714,886,70427,579,2064,1563,9744,2823,16221,903,6127,473,40500,511,1242,2308,5539,2011,7828,684,3539,266,23931,527,993,4363,3921,1627,4835,518,2496,233,19516,562,1055,4831,3005,1572,3123,412,1576,185,16326,445,898,2569,1627,1097,1319,293,768,127,9153,436,972,1290,877,935,533,167,357,66,5630,239,860,687,397,470,213,67,159,50,3125,85,380,213,132,133,86,20,40,21,1110,44,115,101,87,68,44,10,29,11,512,13,45,37,29,17,18,3,8,0,163
3,4,13,27,9,9,8,5,9,0,95,0,12,7,3,3,3,4,5,3,36,0,3,3,0,0,0,0,3,0,16,0,0,3,0,0,0,0,0,0,6,0,3,5,0,0,0,9,3,0,12,0,0,3,0,0,0,0,3,3,14,0,4,28,16,3,20,3,17,65,166,41,86,387,231,123,328,75,333,155,1757,71,99,118,489,146,805,58,579,199,2557,359,1687,1744,9810,1939,23105,840,11186,584,51253,284,1325,1119,6211,1812,10686,704,4285,273,26700,313,838,1287,3779,1473,4965,436,2074,124,15308,288,716,2100,3007,1297,3398,334,1619,131,12888,371,861,2806,2898,1451,2413,286,1092,93,12266,420,700,1846,1920,1273,1103,169,593,85,8107,366,775,1064,873,1037,443,127,299,45,5028,187,726,528,378,581,145,67,110,34,2745,67,427,223,165,174,42,23,42,15,1179,37,192,129,68,50,22,17,17,4,533,9,62,56,16,15,5,9,4,5,182
4,7,8,5,0,4,0,0,4,0,26,0,4,3,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,8,3,12,3,4,15,60,23,28,95,105,27,145,27,112,46,614,24,26,38,172,41,286,21,236,60,890,156,524,362,3635,492,8087,277,4916,180,18631,111,408,344,2532,512,4353,261,2102,98,10718,99,237,435,1471,381,1831,131,888,41,5516,99,196,803,1114,353,1131,87,555,39,4380,100,226,949,921,328,693,65,343,44,3673,103,177,581,548,267,317,40,170,16,2228,117,213,262,296,237,128,20,93,20,1390,50,208,117,119,130,50,14,32,4,728,14,86,44,42,40,11,5,10,0,247,6,35,20,27,15,12,3,6,0,123,0,8,0,7,3,0,3,4,0,35
5,0,3,15,3,5,6,5,11,4,56,0,12,3,0,3,0,0,3,0,22,0,0,8,0,0,0,3,3,0,13,0,0,3,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,8,0,3,5,7,3,5,3,11,18,64,24,43,203,126,59,184,29,147,63,870,32,44,53,250,59,471,29,309,87,1340,199,836,526,5206,773,12543,465,5909,297,26747,188,624,522,3449,840,6032,440,2597,143,14837,146,374,848,2098,580,2725,274,1403,81,8529,145,279,1539,1532,506,1666,198,896,52,6816,152,266,1733,1253,481,1116,160,554,50,5774,148,249,997,758,432,495,94,272,48,3493,173,216,514,401,336,189,75,165,35,2107,88,297,282,214,265,80,35,51,23,1331,37,202,128,92,86,29,13,29,8,614,13,76,86,47,49,10,14,16,4,310,13,34,40,15,12,13,5,5,0,145
6,0,0,3,0,0,0,0,3,0,14,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,4,11,18,14,14,51,41,14,43,10,41,19,251,8,11,11,39,5,93,3,60,9,244,37,109,105,987,137,2574,79,1236,57,5316,28,85,98,548,124,1100,62,480,34,2554,21,52,150,323,79,398,30,156,15,1224,21,44,279,271,80,268,17,115,13,1100,33,43,389,248,74,158,18,76,3,1045,20,53,247,131,60,70,16,59,3,656,27,50,100,71,51,33,3,20,3,358,17,57,43,16,30,6,0,12,0,194,0,40,13,8,3,3,0,4,0,76,0,16,11,3,0,0,0,3,0,30,0,0,3,3,0,0,0,0,0,12
7,0,0,4,3,5,0,0,3,0,14,0,0,7,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,25,29,4,8,32,27,8,25,3,17,34,150,3,3,4,17,5,35,0,25,12,102,10,36,49,233,43,714,11,280,23,1405,5,22,36,118,41,299,13,112,11,649,7,10,55,76,23,124,17,74,12,396,13,11,84,93,24,82,14,54,6,368,6,23,117,88,28,43,6,28,0,349,10,16,129,113,49,42,0,22,8,391,13,24,75,66,59,35,7,30,8,318,10,62,43,41,62,14,3,17,8,264,8,28,25,23,32,3,6,8,3,125,4,18,15,8,5,0,0,3,3,64,3,0,10,0,0,0,4,0,0,17
8,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,3,16,3,10,12,25,12,25,4,12,5,110,0,26,11,66,5,61,4,45,13,233,63,324,144,1571,183,2374,86,924,68,5740,58,196,107,1215,293,1233,72,423,28,3634,38,131,137,684,202,608,36,175,14,2033,41,131,292,564,212,410,18,153,22,1849,236,149,391,467,201,338,19,97,11,1928,274,136,293,319,182,123,9,38,21,1400,233,138,143,185,193,90,6,25,11,1025,136,202,72,95,199,20,7,12,19,759,48,137,28,36,112,8,0,6,9,376,23,45,10,14,28,4,0,0,5,124,3,12,4,9,4,0,0,0,0,35
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,6,0,5,0,25,0,0,0,7,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
