STE_CODE_2016,OM_UIE_75ov_HW_0,OM_UIE_75ov_HW_1_15,OM_UIE_75ov_HW_16_24,OM_UIE_75ov_HW_25_34,OM_UIE_75ov_HW_35_39,OM_UIE_75ov_HW_40,OM_UIE_75ov_HW_41_48,OM_UIE_75ov_HW_49mor,OM_UIE_75ov_HW_NS,OM_UIE_75ov_Tot,OM_UIE_Tot_HW_0,OM_UIE_Tot_HW_1_15,OM_UIE_Tot_HW_16_24,OM_UIE_Tot_HW_25_34,OM_UIE_Tot_HW_35_39,OM_UIE_Tot_HW_40,OM_UIE_Tot_HW_41_48,OM_UIE_Tot_HW_49mor,OM_UIE_Tot_HW_NS,OM_UIE_Tot_Tot,CFW_15_19_HW_0,CFW_15_19_HW_1_15,CFW_15_19_HW_16_24,CFW_15_19_HW_25_34,CFW_15_19_HW_35_39,CFW_15_19_HW_40,CFW_15_19_HW_41_48,CFW_15_19_HW_49mor,CFW_15_19_HW_NS,CFW_15_19_Tot,CFW_20_24_HW_0,CFW_20_24_HW_1_15,CFW_20_24_HW_16_24,CFW_20_24_HW_25_34,CFW_20_24_HW_35_39,CFW_20_24_HW_40,CFW_20_24_HW_41_48,CFW_20_24_HW_49mor,CFW_20_24_HW_NS,CFW_20_24_Tot,CFW_25_29_HW_0,CFW_25_29_HW_1_15,CFW_25_29_HW_16_24,CFW_25_29_HW_25_34,CFW_25_29_HW_35_39,CFW_25_29_HW_40,CFW_25_29_HW_41_48,CFW_25_29_HW_49mor,CFW_25_29_HW_NS,CFW_25_29_Tot,CFW_30_34_HW_0,CFW_30_34_HW_1_15,CFW_30_34_HW_16_24,CFW_30_34_HW_25_34,CFW_30_34_HW_35_39,CFW_30_34_HW_40,CFW_30_34_HW_41_48,CFW_30_34_HW_49mor,CFW_30_34_HW_NS,CFW_30_34_Tot,CFW_35_39_HW_0,CFW_35_39_HW_1_15,CFW_35_39_HW_16_24,CFW_35_39_HW_25_34,CFW_35_39_HW_35_39,CFW_35_39_HW_40,CFW_35_39_HW_41_48,CFW_35_39_HW_49mor,CFW_35_39_HW_NS,CFW_35_39_Tot,CFW_40_44_HW_0,CFW_40_44_HW_1_15,CFW_40_44_HW_16_24,CFW_40_44_HW_25_34,CFW_40_44_HW_35_39,CFW_40_44_HW_40,CFW_40_44_HW_41_48,CFW_40_44_HW_49mor,CFW_40_44_HW_NS,CFW_40_44_Tot,CFW_45_49_HW_0,CFW_45_49_HW_1_15,CFW_45_49_HW_16_24,CFW_45_49_HW_25_34,CFW_45_49_HW_35_39,CFW_45_49_HW_40,CFW_45_49_HW_41_48,CFW_45_49_HW_49mor,CFW_45_49_HW_NS,CFW_45_49_Tot,CFW_50_54_HW_0,CFW_50_54_HW_1_15,CFW_50_54_HW_16_24,CFW_50_54_HW_25_34,CFW_50_54_HW_35_39,CFW_50_54_HW_40,CFW_50_54_HW_41_48,CFW_50_54_HW_49mor,CFW_50_54_HW_NS,CFW_50_54_Tot,CFW_55_59_HW_0,CFW_55_59_HW_1_15,CFW_55_59_HW_16_24,CFW_55_59_HW_25_34,CFW_55_59_HW_35_39,CFW_55_59_HW_40,CFW_55_59_HW_41_48,CFW_55_59_HW_49mor,CFW_55_59_HW_NS,CFW_55_59_Tot,CFW_60_64_HW_0,CFW_60_64_HW_1_15,CFW_60_64_HW_16_24,CFW_60_64_HW_25_34,CFW_60_64_HW_35_39,CFW_60_64_HW_40,CFW_60_64_HW_41_48,CFW_60_64_HW_49mor,CFW_60_64_HW_NS,CFW_60_64_Tot,CFW_65_69_HW_0,CFW_65_69_HW_1_15,CFW_65_69_HW_16_24,CFW_65_69_HW_25_34,CFW_65_69_HW_35_39,CFW_65_69_HW_40,CFW_65_69_HW_41_48,CFW_65_69_HW_49mor,CFW_65_69_HW_NS,CFW_65_69_Tot,CFW_70_74_HW_0,CFW_70_74_HW_1_15,CFW_70_74_HW_16_24,CFW_70_74_HW_25_34,CFW_70_74_HW_35_39,CFW_70_74_HW_40,CFW_70_74_HW_41_48,CFW_70_74_HW_49mor,CFW_70_74_HW_NS,CFW_70_74_Tot,CFW_75ov_HW_0,CFW_75ov_HW_1_15,CFW_75ov_HW_16_24,CFW_75ov_HW_25_34,CFW_75ov_HW_35_39,CFW_75ov_HW_40,CFW_75ov_HW_41_48,CFW_75ov_HW_49mor,CFW_75ov_HW_NS,CFW_75ov_Tot,CFW_Tot_HW_0,CFW_Tot_HW_1_15,CFW_Tot_HW_16_24,CFW_Tot_HW_25_34,CFW_Tot_HW_35_39,CFW_Tot_HW_40,CFW_Tot_HW_41_48,CFW_Tot_HW_49mor,CFW_Tot_HW_NS,CFW_Tot_Tot,ET_NS_15_19_HW_0,ET_NS_15_19_HW_1_15,ET_NS_15_19_HW_16_24,ET_NS_15_19_HW_25_34,ET_NS_15_19_HW_35_39,ET_NS_15_19_HW_40,ET_NS_15_19_HW_41_48,ET_NS_15_19_HW_49mor,ET_NS_15_19_HW_NS,ET_NS_15_19_Tot,ET_NS_20_24_HW_0,ET_NS_20_24_HW_1_15,ET_NS_20_24_HW_16_24,ET_NS_20_24_HW_25_34,ET_NS_20_24_HW_35_39,ET_NS_20_24_HW_40,ET_NS_20_24_HW_41_48,ET_NS_20_24_HW_49mor,ET_NS_20_24_HW_NS,ET_NS_20_24_Tot,ET_NS_25_29_HW_0,ET_NS_25_29_HW_1_15,ET_NS_25_29_HW_16_24,ET_NS_25_29_HW_25_34,ET_NS_25_29_HW_35_39,ET_NS_25_29_HW_40,ET_NS_25_29_HW_41_48,ET_NS_25_29_HW_49mor,ET_NS_25_29_HW_NS,ET_NS_25_29_Tot,ET_NS_30_34_HW_0,ET_NS_30_34_HW_1_15,ET_NS_30_34_HW_16_24,ET_NS_30_34_HW_25_34,ET_NS_30_34_HW_35_39,ET_NS_30_34_HW_40,ET_NS_30_34_HW_41_48,ET_NS_30_34_HW_49mor,ET_NS_30_34_HW_NS,ET_NS_30_34_Tot
1,185,1316,674,614,228,475,190,811,150,4632,6865,43034,30702,35351,21653,44492,18862,60552,4754,266267,88,754,124,68,24,37,3,32,189,1319,72,518,227,122,70,109,42,140,133,1421,93,556,280,212,127,189,61,265,137,1928,122,979,440,315,201,339,88,561,189,3244,136,1088,510,429,240,416,118,723,200,3869,127,1159,612,520,264,562,161,1018,263,4700,176,1050,560,571,254,591,233,1266,246,4948,187,1041,593,555,286,685,229,1607,265,5462,233,1149,606,593,279,720,221,1552,270,5625,263,1321,716,547,238,557,197,1394,248,5490,252,1411,692,535,204,454,187,1071,234,5039,175,983,508,410,136,314,130,676,237,3567,253,961,493,405,141,316,127,559,402,3661,2190,12979,6379,5286,2475,5298,1792,10871,3012,50273,103,710,183,123,173,148,35,51,501,2021,157,351,355,294,404,371,119,157,752,2962,147,196,271,271,461,495,168,290,692,2998,223,185,232,253,395,441,153,348,701,2936
2,179,998,473,527,199,312,146,503,104,3432,5524,33865,22770,28961,17503,34639,14859,42809,3737,204656,82,675,95,52,23,19,5,18,167,1136,59,538,195,121,65,78,32,82,111,1289,57,517,238,191,115,201,67,302,134,1828,115,834,380,320,165,310,96,491,170,2875,119,1085,463,431,212,413,120,671,169,3680,127,1067,498,482,220,488,170,927,208,4173,119,997,499,515,256,565,223,1142,229,4545,143,867,502,510,239,577,190,1294,208,4525,190,936,529,523,243,545,164,1273,222,4628,218,1009,537,493,188,463,175,1026,226,4329,213,1101,525,486,144,358,138,709,198,3864,162,769,345,298,99,220,82,424,202,2605,190,653,352,297,109,189,70,318,322,2503,1797,11048,5157,4712,2083,4416,1527,8672,2572,41977,86,701,120,67,100,61,31,21,371,1563,127,362,286,229,337,327,104,121,595,2480,150,201,241,207,404,461,153,229,608,2647,191,187,221,199,387,444,146,283,525,2593
3,95,683,315,330,108,237,108,516,70,2450,4121,26655,17374,22379,12511,25620,11418,40496,2654,163219,74,589,77,50,21,33,10,52,110,1017,34,304,120,81,41,63,30,111,81,866,46,400,174,155,76,116,37,227,67,1305,69,780,310,250,100,236,68,450,107,2381,99,784,327,329,161,327,89,689,129,2933,85,776,397,427,160,419,124,1007,196,3590,125,735,416,412,174,480,165,1299,176,3965,153,724,400,396,158,485,155,1483,174,4125,156,863,453,444,146,458,160,1451,156,4291,168,911,449,428,136,420,145,1263,190,4110,165,913,433,378,142,338,123,987,189,3676,137,600,293,279,84,231,100,588,174,2479,133,482,237,223,85,185,85,439,266,2133,1443,8866,4080,3851,1487,3792,1282,10043,2009,36860,67,464,107,96,97,70,20,25,304,1254,67,189,140,156,245,165,64,117,366,1516,78,126,124,123,205,175,92,146,355,1431,90,129,126,161,199,250,110,214,326,1606
4,71,344,158,148,52,98,46,140,27,1081,1937,10606,6743,9417,5838,9943,4985,14557,912,64939,22,179,30,12,4,8,3,12,33,320,18,151,31,23,24,34,10,30,28,351,23,145,48,44,30,43,29,65,31,456,21,254,99,80,36,73,24,146,42,770,29,256,108,102,50,95,32,221,50,953,43,242,110,142,70,129,47,364,41,1186,38,253,124,125,71,160,62,428,49,1311,53,270,147,144,68,165,79,470,49,1438,65,318,163,141,73,147,61,447,56,1467,68,373,171,137,52,154,63,414,69,1498,79,403,178,172,53,144,51,281,53,1413,55,274,126,135,31,80,34,142,73,957,70,263,116,121,41,68,21,103,91,891,586,3382,1453,1380,602,1302,516,3127,656,13010,35,208,30,28,37,14,0,5,104,460,44,102,53,74,107,63,29,24,128,624,45,51,53,50,103,81,45,59,151,630,36,45,42,62,99,69,39,78,121,596
5,68,412,222,182,45,130,47,170,34,1313,2810,16360,10497,12769,7267,14766,6442,19446,1453,91805,23,276,57,26,4,13,5,13,56,473,25,147,76,61,23,39,14,53,23,462,35,216,67,72,42,74,20,111,34,677,49,451,169,149,63,115,36,238,71,1346,44,512,157,157,64,158,53,270,60,1471,53,492,180,215,91,190,69,396,72,1757,77,412,202,212,112,248,102,525,72,1954,85,413,218,222,96,249,77,567,74,2001,81,438,203,223,79,226,99,566,75,1988,124,546,249,184,64,172,65,460,79,1952,108,550,249,194,56,138,71,343,75,1784,79,364,171,173,36,84,44,203,56,1210,80,290,143,128,27,66,34,115,96,972,862,5094,2142,2013,758,1778,691,3864,859,18049,32,202,61,40,37,41,16,20,137,591,61,119,71,67,107,120,43,76,179,835,63,63,76,66,104,132,45,101,194,848,60,56,61,64,133,155,58,141,166,881
6,14,116,69,53,13,22,25,56,8,386,700,3177,2124,2691,1554,2911,1431,4322,288,19207,3,54,4,3,0,0,0,0,8,84,3,26,5,9,7,5,0,12,0,65,4,27,4,11,11,8,0,15,5,95,3,84,13,21,7,28,13,33,8,217,9,72,25,32,10,15,12,60,6,241,9,67,35,30,8,28,16,80,16,286,9,70,24,40,16,51,14,104,10,344,15,86,34,45,26,50,14,132,21,416,31,99,57,46,28,50,21,163,28,520,22,141,65,34,16,39,14,132,21,488,24,109,48,71,12,41,11,82,28,427,17,89,39,36,12,31,14,51,25,306,19,69,42,34,3,18,9,35,29,252,174,1002,395,408,157,356,145,894,199,3728,12,56,8,14,18,16,3,5,39,164,20,27,24,19,28,26,4,12,34,194,17,22,13,12,22,23,11,9,36,167,23,20,17,14,19,22,16,25,27,181
7,3,20,5,8,5,8,3,13,0,59,171,677,425,616,391,795,396,1360,94,4932,0,19,5,0,0,0,0,0,10,39,0,3,7,0,0,3,0,3,3,27,4,7,4,0,0,9,0,11,0,43,3,13,4,5,4,6,4,16,0,54,4,23,3,6,4,8,4,22,8,81,4,20,3,10,3,4,8,20,3,80,3,20,6,11,8,14,4,20,8,87,3,24,8,9,6,15,0,38,9,117,3,15,8,5,3,17,3,33,4,93,6,23,11,4,5,16,5,26,4,105,8,22,10,5,4,8,3,20,0,81,6,9,7,3,0,11,3,13,3,60,0,12,0,6,3,0,0,3,8,42,46,211,84,80,53,93,41,224,73,900,6,22,9,3,3,7,8,3,19,69,10,4,3,12,19,15,7,11,23,93,10,10,3,3,13,15,9,21,24,109,8,12,9,5,16,14,9,29,26,122
8,11,64,14,17,3,10,3,10,8,128,256,1822,1014,1213,819,1485,673,1829,146,9251,0,27,4,3,0,0,0,4,5,49,0,20,13,3,0,0,0,8,4,49,0,20,11,5,10,7,4,9,3,71,3,42,13,3,3,15,4,20,4,106,5,34,16,11,9,14,6,28,3,120,6,27,15,14,11,13,6,30,7,123,4,39,24,22,16,19,0,25,10,155,7,21,17,19,6,14,13,34,7,140,3,41,16,14,9,16,6,34,0,137,5,43,12,17,7,14,3,16,5,122,3,52,18,14,7,11,4,20,4,127,7,33,9,10,3,11,0,6,7,77,13,35,3,8,0,8,0,0,10,84,64,443,165,153,74,130,50,218,72,1367,6,32,6,5,4,4,0,0,16,81,10,13,12,16,8,14,9,4,26,108,15,4,5,12,18,15,4,13,17,106,7,8,8,8,20,13,10,11,24,111
9,0,3,0,5,0,0,0,4,4,15,13,35,23,26,28,56,29,71,9,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,8,0,3,0,0,0,0,0,0,0,10,0,3,0,0,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,11,4,3,4,7,3,9,3,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7
