STE_CODE_2016,EWFT_16_TechFEI_FT,EWFT_16_TechFEI_PT,EWFT_16_TechFEI_NS,EWFT_16_TechFEI_Tot,EWFT_16_UniOTIs_FT,EWFT_16_UniOTIs_PT,EWFT_16_UniOTIs_NS,EWFT_16_UniOTIs_Tot,EWFT_16_Other,EWFT_16_NS,EWFT_16_Tot,EWFT_17_TechFEI_FT,EWFT_17_TechFEI_PT,EWFT_17_TechFEI_NS,EWFT_17_TechFEI_Tot,EWFT_17_UniOTIs_FT,EWFT_17_UniOTIs_PT,EWFT_17_UniOTIs_NS,EWFT_17_UniOTIs_Tot,EWFT_17_Other,EWFT_17_NS,EWFT_17_Tot,EWFT_18_TechFEI_FT,EWFT_18_TechFEI_PT,EWFT_18_TechFEI_NS,EWFT_18_TechFEI_Tot,EWFT_18_UniOTIs_FT,EWFT_18_UniOTIs_PT,EWFT_18_UniOTIs_NS,EWFT_18_UniOTIs_Tot,EWFT_18_Other,EWFT_18_NS,EWFT_18_Tot,EWFT_19_TechFEI_FT,EWFT_19_TechFEI_PT,EWFT_19_TechFEI_NS,EWFT_19_TechFEI_Tot,EWFT_19_UniOTIs_FT,EWFT_19_UniOTIs_PT,EWFT_19_UniOTIs_NS,EWFT_19_UniOTIs_Tot,EWFT_19_Other,EWFT_19_NS,EWFT_19_Tot,EWFT_20_24_TechFEI_FT,EWFT_20_24_TechFEI_PT,EWFT_20_24_TechFEI_NS,EWFT_20_24_TechFEI_Tot,EWFT_20_24_UniOTIs_FT,EWFT_20_24_UniOTIs_PT,EWFT_20_24_UniOTIs_NS,EWFT_20_24_UniOTIs_Tot,EWFT_20_24_Other,EWFT_20_24_NS,EWFT_20_24_Tot,EWFT_25_29_TechFEI_FT,EWFT_25_29_TechFEI_PT,EWFT_25_29_TechFEI_NS,EWFT_25_29_TechFEI_Tot,EWFT_25_29_UniOTIs_FT,EWFT_25_29_UniOTIs_PT,EWFT_25_29_UniOTIs_NS,EWFT_25_29_UniOTIs_Tot,EWFT_25_29_Other,EWFT_25_29_NS,EWFT_25_29_Tot,EWFT_30over_TechFEI_FT,EWFT_30over_TechFEI_PT,EWFT_30over_TechFEI_NS,EWFT_30over_TechFEI_Tot,EWFT_30over_UniOTIs_FT,EWFT_30over_UniOTIs_PT,EWFT_30over_UniOTIs_NS,EWFT_30over_UniOTIs_Tot,EWFT_30over_Other,EWFT_30over_NS,EWFT_30over_Tot,EWFT_Tot_TechFEI_FT,EWFT_Tot_TechFEI_PT,EWFT_Tot_TechFEI_NS,EWFT_Tot_TechFEI_Tot,EWFT_Tot_UniOTIs_FT,EWFT_Tot_UniOTIs_PT,EWFT_Tot_UniOTIs_NS,EWFT_Tot_UniOTIs_Tot,EWFT_Tot_Other,EWFT_Tot_NS,EWFT_Tot_Tot,EWPT_16_TechFEI_FT,EWPT_16_TechFEI_PT,EWPT_16_TechFEI_NS,EWPT_16_TechFEI_Tot,EWPT_16_UniOTIs_FT,EWPT_16_UniOTIs_PT,EWPT_16_UniOTIs_NS,EWPT_16_UniOTIs_Tot,EWPT_16_Other,EWPT_16_NS,EWPT_16_Tot,EWPT_17_TechFEI_FT,EWPT_17_TechFEI_PT,EWPT_17_TechFEI_NS,EWPT_17_TechFEI_Tot,EWPT_17_UniOTIs_FT,EWPT_17_UniOTIs_PT,EWPT_17_UniOTIs_NS,EWPT_17_UniOTIs_Tot,EWPT_17_Other,EWPT_17_NS,EWPT_17_Tot,EWPT_18_TechFEI_FT,EWPT_18_TechFEI_PT,EWPT_18_TechFEI_NS,EWPT_18_TechFEI_Tot,EWPT_18_UniOTIs_FT,EWPT_18_UniOTIs_PT,EWPT_18_UniOTIs_NS,EWPT_18_UniOTIs_Tot,EWPT_18_Other,EWPT_18_NS,EWPT_18_Tot,EWPT_19_TechFEI_FT,EWPT_19_TechFEI_PT,EWPT_19_TechFEI_NS,EWPT_19_TechFEI_Tot,EWPT_19_UniOTIs_FT,EWPT_19_UniOTIs_PT,EWPT_19_UniOTIs_NS,EWPT_19_UniOTIs_Tot,EWPT_19_Other,EWPT_19_NS,EWPT_19_Tot,EWPT_20_24_TechFEI_FT,EWPT_20_24_TechFEI_PT,EWPT_20_24_TechFEI_NS,EWPT_20_24_TechFEI_Tot,EWPT_20_24_UniOTIs_FT,EWPT_20_24_UniOTIs_PT,EWPT_20_24_UniOTIs_NS,EWPT_20_24_UniOTIs_Tot,EWPT_20_24_Other,EWPT_20_24_NS,EWPT_20_24_Tot,EWPT_25_29_TechFEI_FT,EWPT_25_29_TechFEI_PT,EWPT_25_29_TechFEI_NS,EWPT_25_29_TechFEI_Tot,EWPT_25_29_UniOTIs_FT,EWPT_25_29_UniOTIs_PT,EWPT_25_29_UniOTIs_NS,EWPT_25_29_UniOTIs_Tot,EWPT_25_29_Other,EWPT_25_29_NS,EWPT_25_29_Tot,EWPT_30over_TechFEI_FT,EWPT_30over_TechFEI_PT,EWPT_30over_TechFEI_NS,EWPT_30over_TechFEI_Tot,EWPT_30over_UniOTIs_FT,EWPT_30over_UniOTIs_PT,EWPT_30over_UniOTIs_NS,EWPT_30over_UniOTIs_Tot,EWPT_30over_Other,EWPT_30over_NS,EWPT_30over_Tot,EWPT_Tot_TechFEI_FT,EWPT_Tot_TechFEI_PT,EWPT_Tot_TechFEI_NS,EWPT_Tot_TechFEI_Tot,EWPT_Tot_UniOTIs_FT,EWPT_Tot_UniOTIs_PT,EWPT_Tot_UniOTIs_NS,EWPT_Tot_UniOTIs_Tot,EWPT_Tot_Other,EWPT_Tot_NS,EWPT_Tot_Tot,EAFW_16_TechFEI_FT,EAFW_16_TechFEI_PT,EAFW_16_TechFEI_NS,EAFW_16_TechFEI_Tot,EAFW_16_UniOTIs_FT,EAFW_16_UniOTIs_PT,EAFW_16_UniOTIs_NS,EAFW_16_UniOTIs_Tot,EAFW_16_Other,EAFW_16_NS,EAFW_16_Tot,EAFW_17_TechFEI_FT,EAFW_17_TechFEI_PT,EAFW_17_TechFEI_NS,EAFW_17_TechFEI_Tot,EAFW_17_UniOTIs_FT,EAFW_17_UniOTIs_PT,EAFW_17_UniOTIs_NS,EAFW_17_UniOTIs_Tot,EAFW_17_Other,EAFW_17_NS,EAFW_17_Tot,EAFW_18_TechFEI_FT,EAFW_18_TechFEI_PT
1,57,618,9,681,0,3,0,3,68,28,779,97,1607,10,1719,3,8,0,13,115,70,1917,283,3191,41,3516,190,128,0,320,235,127,4189,440,3950,48,4434,527,370,0,902,285,163,5795,1704,11571,111,13384,4753,7543,50,12350,1969,1022,28720,1024,6273,37,7341,3285,12152,56,15493,2462,1234,26528,2226,15354,208,17788,5880,32143,271,38296,9720,10720,76523,5833,42569,463,48865,14638,52352,390,67378,14854,13357,144459,281,271,0,551,38,5,0,43,18727,393,19711,428,476,3,911,177,21,0,199,18252,437,19800,964,1162,7,2135,9911,708,16,10638,6885,293,19943,1119,1319,7,2445,16918,1405,49,18373,842,249,21909,3904,4380,29,8318,60339,9360,154,69855,4025,1055,83250,2950,3647,18,6616,14819,5044,62,19917,4570,762,31867,4288,11567,128,15981,10639,14262,139,25038,9893,6472,57387,13926,22824,203,36949,112847,30801,414,144068,63194,9661,253871,30,37,0,65,3,0,0,3,1468,56,1600,45,84,0,130,21,0,0,28,2081,71,2312,93,168
2,22,130,4,149,0,6,0,6,62,9,233,58,573,9,634,4,16,0,18,105,36,803,157,1524,16,1698,100,37,0,134,208,70,2113,252,2250,27,2530,290,150,0,441,246,123,3343,1378,7974,81,9436,3180,4035,37,7242,1649,834,19163,812,4345,29,5185,2468,8074,47,10584,2262,1008,19038,1516,9430,148,11088,3982,21820,173,25973,8585,8851,54496,4196,26216,313,30723,10020,34133,260,44407,13128,10923,99182,200,73,3,271,45,3,0,46,16464,345,17126,428,188,9,626,189,13,0,201,17671,372,18868,1078,535,0,1620,7368,420,15,7802,8621,305,18341,1559,813,13,2389,14792,949,46,15787,785,233,19189,5126,3010,32,8173,58185,7006,167,65355,2819,1063,77413,2914,2380,21,5318,14447,4378,43,18868,2563,645,27393,3603,7346,79,11026,9043,11903,108,21058,8076,5483,45643,14915,14341,158,29419,104059,24676,382,129119,56990,8443,223971,17,14,0,31,0,0,0,0,1171,58,1266,42,39,0,82,14,4,0,10,1326,61,1484,92,80
3,13,97,3,112,3,0,0,3,81,8,206,53,410,4,470,19,35,0,54,137,30,691,208,1084,14,1305,179,129,3,313,133,69,1824,265,1308,24,1593,326,270,3,598,150,96,2434,1173,5025,39,6232,2685,4279,19,6979,1172,660,15040,658,3586,21,4270,1882,6616,21,8516,1344,648,14774,1223,9218,100,10544,2950,20856,125,23927,5967,6527,46970,3595,20729,206,24532,8043,32185,170,40394,8991,8032,81947,188,89,0,280,28,4,0,37,16338,286,16934,396,275,3,673,2236,176,7,2415,13583,306,16981,733,661,5,1403,8609,715,24,9350,1333,163,12244,646,641,4,1295,10093,881,34,11017,393,128,12828,2241,2268,19,4526,30816,4604,59,35484,1758,533,42301,1709,1966,13,3687,7851,2889,35,10770,2038,391,16882,2678,6857,72,9608,6760,9579,79,16416,5606,3798,35434,8591,12757,120,21468,66399,18849,234,85486,41047,5605,153610,13,13,0,28,3,0,0,3,1109,45,1183,29,28,0,57,132,3,0,138,976,51,1219,47,72
4,4,17,0,24,0,3,0,3,17,0,43,13,87,0,93,3,0,0,3,51,9,159,40,334,3,376,16,16,0,35,52,21,485,57,482,7,544,54,38,0,89,63,24,721,309,1867,8,2191,647,963,10,1618,407,202,4420,184,1350,17,1555,578,1661,7,2247,429,226,4456,398,3730,31,4165,1017,5994,36,7043,1776,2536,15523,1006,7868,66,8941,2322,8675,51,11047,2805,3024,25813,41,12,0,54,13,3,0,13,4750,115,4934,89,71,0,163,69,13,0,83,5578,128,5948,209,233,0,442,2288,172,9,2459,1749,77,4733,248,237,0,485,3561,297,19,3874,205,73,4636,1008,981,6,1995,12807,1731,27,14568,491,252,17310,595,702,6,1301,2958,1042,6,4006,416,144,5865,1041,2931,25,3998,2646,3335,34,6014,1704,1764,13479,3231,5168,40,8438,24344,6587,98,31021,14899,2550,56910,7,0,0,6,0,0,0,0,333,12,354,4,10,0,12,6,0,0,6,382,21,414,13,22
5,16,117,0,139,0,0,0,0,27,11,173,45,333,4,382,0,0,0,3,47,16,443,106,790,6,908,47,25,0,77,46,41,1075,133,1010,18,1160,116,103,0,218,57,49,1488,532,2664,32,3226,1006,1502,15,2523,551,291,6590,285,1895,15,2193,878,3042,17,3940,792,389,7314,640,4828,63,5537,1613,9697,73,11389,3072,3522,23524,1764,11641,134,13542,3667,14378,107,18150,4591,4322,40606,192,78,0,272,16,0,0,16,6688,109,7081,319,148,0,465,108,13,0,114,7300,143,8018,611,395,6,1015,4053,399,13,4469,1194,86,6766,589,386,4,985,5644,553,13,6213,204,73,7479,1897,1231,6,3139,17787,2960,47,20793,877,282,25100,1376,1009,11,2396,4488,1476,23,5985,933,209,9522,1919,3532,42,5492,3522,4672,43,8237,2818,2115,18664,6900,6789,73,13760,35611,10074,140,45824,20016,3023,82626,12,12,0,26,0,0,0,0,417,17,467,21,24,0,54,11,0,0,12,479,18,560,45,39
6,3,26,0,30,0,0,0,0,4,0,34,3,87,0,93,0,0,0,0,9,8,111,18,163,3,178,4,3,0,8,14,10,209,18,190,4,213,20,21,0,38,17,9,277,83,704,8,789,128,233,0,364,109,87,1347,45,370,3,421,129,432,3,562,108,71,1161,80,1028,8,1118,215,1931,8,2155,436,917,4624,251,2575,25,2855,493,2614,8,3118,688,1104,7770,134,22,0,157,8,0,0,6,1340,46,1547,348,35,0,386,16,3,0,23,1408,46,1860,191,60,0,245,249,11,0,262,843,43,1398,75,90,0,164,589,57,3,649,31,14,862,174,250,0,423,2479,359,6,2851,79,78,3427,115,173,0,288,644,309,0,957,78,43,1370,242,913,8,1154,650,1310,4,1965,381,711,4209,1273,1537,13,2823,4646,2047,19,6710,4163,983,14673,15,0,0,13,0,0,0,0,125,6,147,38,6,0,44,3,0,0,3,94,14,150,31,8
7,0,10,0,10,0,0,0,0,7,0,20,0,20,0,26,0,5,0,7,3,0,34,20,56,0,79,11,20,0,26,11,9,125,13,68,4,81,16,47,0,60,12,12,165,78,266,4,345,136,323,0,464,96,53,953,43,285,3,331,147,586,0,740,127,71,1265,70,804,9,886,286,2146,8,2445,583,545,4453,223,1506,20,1748,597,3123,17,3731,835,688,7012,0,3,0,9,0,0,0,4,536,14,555,8,6,0,17,17,5,0,21,561,12,604,7,7,0,21,86,17,0,107,157,10,293,3,26,0,27,111,26,0,141,15,7,194,28,71,0,102,593,132,3,725,39,29,897,32,58,0,85,360,149,0,505,59,30,681,59,269,9,331,325,495,7,828,213,211,1581,143,438,11,589,1492,823,12,2325,1578,311,4803,0,0,0,0,0,0,0,0,50,0,52,0,0,0,0,0,0,0,0,47,5,53,3,7
8,0,11,0,15,0,0,0,0,9,0,20,4,33,0,36,8,0,0,8,5,0,55,13,150,0,167,123,4,0,124,22,3,315,25,230,0,254,251,31,0,286,36,9,580,100,915,3,1021,980,782,0,1769,230,49,3067,72,597,6,673,439,1795,4,2232,231,50,3182,158,1552,10,1723,707,4674,20,5408,865,439,8427,378,3489,19,3882,2513,7293,22,9834,1392,545,15645,17,0,0,17,0,0,0,0,1389,17,1424,30,23,0,61,28,0,0,30,1656,21,1765,87,56,0,142,695,31,3,722,648,13,1529,88,85,0,171,1344,65,0,1417,43,3,1634,262,274,3,537,5271,607,3,5876,119,40,6573,202,167,0,373,1195,410,0,1608,88,24,2090,293,784,0,1080,961,1319,8,2287,452,230,4054,982,1388,7,2378,9486,2431,21,11940,4386,358,19062,5,0,0,10,0,0,0,0,97,0,112,0,3,0,4,5,0,0,4,101,0,113,3,12
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,4,0,4,3,0,10,0,7,0,7,0,6,0,4,3,0,20,0,14,0,15,3,18,0,24,13,25,83,0,27,0,29,6,31,0,34,29,25,113,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,4,3,0,9,0,0,0,0,3,0,0,3,3,0,4,3,5,0,5,4,9,0,14,10,18,39,3,8,0,12,11,9,0,17,30,22,71,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,3,0,0
