STE_CODE_2016,SOLSEWVW_Min_96_00,SOLSEWVW_Min_01_05,SOLSEWVW_Min_06_10,SOLSEWVW_Min_11_15,SOLSEWVW_Min_2016,SOLSEWVW_Min_NS,SOLSEWVW_Min_Tot,SOLSEWVW_Mnf_Bf_91,SOLSEWVW_Mnf_91_95,SOLSEWVW_Mnf_96_00,SOLSEWVW_Mnf_01_05,SOLSEWVW_Mnf_06_10,SOLSEWVW_Mnf_11_15,SOLSEWVW_Mnf_2016,SOLSEWVW_Mnf_NS,SOLSEWVW_Mnf_Tot,SOLSEWVW_EGWWS_Bf_91,SOLSEWVW_EGWWS_91_95,SOLSEWVW_EGWWS_96_00,SOLSEWVW_EGWWS_01_05,SOLSEWVW_EGWWS_06_10,SOLSEWVW_EGWWS_11_15,SOLSEWVW_EGWWS_2016,SOLSEWVW_EGWWS_NS,SOLSEWVW_EGWWS_Tot,SOLSEWVW_Const_Bf_91,SOLSEWVW_Const_91_95,SOLSEWVW_Const_96_00,SOLSEWVW_Const_01_05,SOLSEWVW_Const_06_10,SOLSEWVW_Const_11_15,SOLSEWVW_Const_2016,SOLSEWVW_Const_NS,SOLSEWVW_Const_Tot,SOLSEWVW_WST_Bf_91,SOLSEWVW_WST_91_95,SOLSEWVW_WST_96_00,SOLSEWVW_WST_01_05,SOLSEWVW_WST_06_10,SOLSEWVW_WST_11_15,SOLSEWVW_WST_2016,SOLSEWVW_WST_NS,SOLSEWVW_WST_Tot,SOLSEWVW_RetT_Bf_91,SOLSEWVW_RetT_91_95,SOLSEWVW_RetT_96_00,SOLSEWVW_RetT_01_05,SOLSEWVW_RetT_06_10,SOLSEWVW_RetT_11_15,SOLSEWVW_RetT_2016,SOLSEWVW_RetT_NS,SOLSEWVW_RetT_Tot,SOLSEWVW_AcFd_Bf_91,SOLSEWVW_AcFd_91_95,SOLSEWVW_AcFd_96_00,SOLSEWVW_AcFd_01_05,SOLSEWVW_AcFd_06_10,SOLSEWVW_AcFd_11_15,SOLSEWVW_AcFd_2016,SOLSEWVW_AcFd_NS,SOLSEWVW_AcFd_Tot,SOLSEWVW_TPW_Bf_91,SOLSEWVW_TPW_91_95,SOLSEWVW_TPW_96_00,SOLSEWVW_TPW_01_05,SOLSEWVW_TPW_06_10,SOLSEWVW_TPW_11_15,SOLSEWVW_TPW_2016,SOLSEWVW_TPW_NS,SOLSEWVW_TPW_Tot,SOLSEWVW_IMT_Bf_91,SOLSEWVW_IMT_91_95,SOLSEWVW_IMT_96_00,SOLSEWVW_IMT_01_05,SOLSEWVW_IMT_06_10,SOLSEWVW_IMT_11_15,SOLSEWVW_IMT_2016,SOLSEWVW_IMT_NS,SOLSEWVW_IMT_Tot,SOLSEWVW_FinIns_Bf_91,SOLSEWVW_FinIns_91_95,SOLSEWVW_FinIns_96_00,SOLSEWVW_FinIns_01_05,SOLSEWVW_FinIns_06_10,SOLSEWVW_FinIns_11_15,SOLSEWVW_FinIns_2016,SOLSEWVW_FinIns_NS,SOLSEWVW_FinIns_Tot,SOLSEWVW_RHRE_Bf_91,SOLSEWVW_RHRE_91_95,SOLSEWVW_RHRE_96_00,SOLSEWVW_RHRE_01_05,SOLSEWVW_RHRE_06_10,SOLSEWVW_RHRE_11_15,SOLSEWVW_RHRE_2016,SOLSEWVW_RHRE_NS,SOLSEWVW_RHRE_Tot,SOLSEWVW_ProSTS_Bf_91,SOLSEWVW_ProSTS_91_95,SOLSEWVW_ProSTS_96_00,SOLSEWVW_ProSTS_01_05,SOLSEWVW_ProSTS_06_10,SOLSEWVW_ProSTS_11_15,SOLSEWVW_ProSTS_2016,SOLSEWVW_ProSTS_NS,SOLSEWVW_ProSTS_Tot,SOLSEWVW_AdSup_Bf_91,SOLSEWVW_AdSup_91_95,SOLSEWVW_AdSup_96_00,SOLSEWVW_AdSup_01_05,SOLSEWVW_AdSup_06_10,SOLSEWVW_AdSup_11_15,SOLSEWVW_AdSup_2016,SOLSEWVW_AdSup_NS,SOLSEWVW_AdSup_Tot,SOLSEWVW_PubAS_Bf_91,SOLSEWVW_PubAS_91_95,SOLSEWVW_PubAS_96_00,SOLSEWVW_PubAS_01_05,SOLSEWVW_PubAS_06_10,SOLSEWVW_PubAS_11_15,SOLSEWVW_PubAS_2016,SOLSEWVW_PubAS_NS,SOLSEWVW_PubAS_Tot,SOLSEWVW_EdTrn_Bf_91,SOLSEWVW_EdTrn_91_95,SOLSEWVW_EdTrn_96_00,SOLSEWVW_EdTrn_01_05,SOLSEWVW_EdTrn_06_10,SOLSEWVW_EdTrn_11_15,SOLSEWVW_EdTrn_2016,SOLSEWVW_EdTrn_NS,SOLSEWVW_EdTrn_Tot,SOLSEWVW_HC_SA_Bf_91,SOLSEWVW_HC_SA_91_95,SOLSEWVW_HC_SA_96_00,SOLSEWVW_HC_SA_01_05,SOLSEWVW_HC_SA_06_10,SOLSEWVW_HC_SA_11_15,SOLSEWVW_HC_SA_2016,SOLSEWVW_HC_SA_NS,SOLSEWVW_HC_SA_Tot,SOLSEWVW_ArtsR_Bf_91,SOLSEWVW_ArtsR_91_95,SOLSEWVW_ArtsR_96_00,SOLSEWVW_ArtsR_01_05,SOLSEWVW_ArtsR_06_10,SOLSEWVW_ArtsR_11_15,SOLSEWVW_ArtsR_2016,SOLSEWVW_ArtsR_NS,SOLSEWVW_ArtsR_Tot,SOLSEWVW_OthSvs_Bf_91,SOLSEWVW_OthSvs_91_95,SOLSEWVW_OthSvs_96_00,SOLSEWVW_OthSvs_01_05,SOLSEWVW_OthSvs_06_10,SOLSEWVW_OthSvs_11_15,SOLSEWVW_OthSvs_2016,SOLSEWVW_OthSvs_NS,SOLSEWVW_OthSvs_Tot,SOLSEWVW_IDNS_Bf_91,SOLSEWVW_IDNS_91_95,SOLSEWVW_IDNS_96_00,SOLSEWVW_IDNS_01_05,SOLSEWVW_IDNS_06_10,SOLSEWVW_IDNS_11_15,SOLSEWVW_IDNS_2016,SOLSEWVW_IDNS_NS,SOLSEWVW_IDNS_Tot,SOLSEWVW_Tot_Bf_91,SOLSEWVW_Tot_91_95,SOLSEWVW_Tot_96_00,SOLSEWVW_Tot_01_05,SOLSEWVW_Tot_06_10,SOLSEWVW_Tot_11_15,SOLSEWVW_Tot_2016,SOLSEWVW_Tot_NS,SOLSEWVW_Tot_Tot,SOLSE_NWNA_AGFF_Bf_91,SOLSE_NWNA_AGFF_91_95,SOLSE_NWNA_AGFF_96_00,SOLSE_NWNA_AGFF_01_05,SOLSE_NWNA_AGFF_06_10,SOLSE_NWNA_AGFF_11_15,SOLSE_NWNA_AGFF_2016,SOLSE_NWNA_AGFF_NS,SOLSE_NWNA_AGFF_Tot,SOLSE_NWNA_Min_Bf_91,SOLSE_NWNA_Min_91_95,SOLSE_NWNA_Min_96_00,SOLSE_NWNA_Min_01_05,SOLSE_NWNA_Min_06_10,SOLSE_NWNA_Min_11_15,SOLSE_NWNA_Min_2016,SOLSE_NWNA_Min_NS,SOLSE_NWNA_Min_Tot,SOLSE_NWNA_Mnf_Bf_91,SOLSE_NWNA_Mnf_91_95,SOLSE_NWNA_Mnf_96_00,SOLSE_NWNA_Mnf_01_05
1,143,213,334,250,13,17,1335,13435,4676,4515,4969,7605,6702,586,658,43145,1063,412,440,607,684,459,38,39,3737,11057,3515,4469,4208,5749,5719,497,720,35933,6394,2234,2959,3630,4828,3983,293,303,24622,12789,4536,6497,7727,12782,11845,923,950,58056,7817,2667,4029,5722,13266,18666,2496,1406,56069,12312,3951,4703,4933,7174,4227,358,610,38264,3132,1475,1822,2377,3311,3115,323,169,15723,10122,4713,5832,6906,7488,5799,525,449,41837,2928,854,1197,1530,2050,1443,80,132,10203,11667,5416,6801,8948,12791,15006,1941,850,63416,5914,1992,2520,2668,4873,6156,778,519,25423,8642,3472,3424,3609,3440,1894,99,299,24873,8927,3899,4416,5110,5825,5360,383,455,34380,22005,8766,10176,12970,21151,15843,727,1197,92840,1229,502,618,804,1022,1012,101,89,5369,5679,1834,2138,2091,3452,3049,248,337,18835,7933,2765,3601,4266,6802,6961,776,1698,34797,154435,58030,70579,83609,125292,118415,11307,11027,632696,310,140,116,102,237,419,75,133,1535,22,3,8,8,6,16,3,0,70,3038,1079,1021,841
2,67,105,150,109,11,15,699,13460,4356,3750,5136,10078,7238,534,669,45206,859,294,390,790,1308,790,53,51,4535,6910,1829,2332,2798,4896,3763,196,406,23115,4158,1242,1561,2394,4030,3049,209,206,16854,8909,2934,3777,5442,10874,9252,596,661,42446,5660,1690,2522,4398,12438,15398,1729,986,44822,7817,2332,2586,3855,9184,4691,294,489,31240,1856,643,878,1853,2536,2062,192,102,10126,4874,1861,2578,4294,5201,3127,206,244,22389,1784,460,646,1143,1792,1177,60,97,7161,7746,3169,3995,6650,10557,11021,1171,562,44872,4152,1154,1343,2034,4824,6344,711,474,21043,5438,1552,1614,2287,3102,1651,66,182,15888,6622,2412,3096,4421,6718,5793,403,339,29799,14543,5690,6289,10144,20179,13471,563,902,71773,995,353,586,814,1236,971,65,65,5082,4050,1211,1222,1646,4189,2912,288,308,15828,5842,1734,2171,3187,6454,5852,511,1221,26981,106907,35153,41664,63786,120749,99693,7976,8122,484052,215,117,100,134,324,594,48,116,1653,8,6,0,3,10,10,0,0,29,2634,1080,757,822
3,201,419,957,637,21,27,2705,2635,985,1228,1736,4058,3051,197,268,14161,224,107,158,283,471,202,8,15,1471,2102,712,961,1182,2073,1677,100,161,8970,835,369,469,711,1365,1075,62,69,4957,2522,1020,1535,2072,4314,3670,219,243,15599,2588,1034,1516,2547,7068,9014,1015,632,25415,1793,757,991,1323,3936,2014,94,142,11055,335,151,222,320,537,504,45,25,2140,844,364,533,840,1252,839,44,35,4746,815,303,431,616,859,637,26,52,3745,2185,1018,1428,2444,4219,3268,277,147,14981,1314,555,715,1010,2364,3438,413,264,10074,1896,807,1091,1304,1840,798,48,92,7884,2426,1224,1604,2237,3443,2941,176,184,14233,5447,2561,3261,5259,11916,7377,333,429,36580,466,177,215,346,576,523,40,47,2391,1162,434,558,789,1890,1661,120,145,6766,1488,505,835,1199,2470,2466,296,510,9764,32046,13380,18149,26901,56486,47263,3896,3832,201953,154,61,47,79,180,841,309,451,2129,7,5,3,0,17,26,0,3,61,431,173,162,291
4,30,83,165,109,8,3,503,1733,497,416,694,1926,1654,104,138,7148,141,44,51,115,234,122,9,11,726,1164,264,327,425,811,505,24,55,3570,475,122,105,222,582,516,32,31,2093,1339,300,463,708,1952,1356,81,81,6282,1048,229,410,761,2645,2547,229,139,8006,655,191,223,314,1571,560,34,50,3596,157,51,55,101,266,274,26,14,949,398,110,135,238,426,306,12,19,1639,259,35,49,81,184,105,6,8,725,893,284,394,674,1331,1115,105,47,4858,543,176,230,305,974,1228,113,77,3646,915,313,302,477,784,366,14,43,3208,1115,389,469,719,1378,1071,62,59,5264,2693,928,986,2111,6350,3710,142,172,17099,109,35,54,78,144,111,13,12,563,645,189,183,248,753,600,59,35,2706,598,131,163,368,826,700,70,137,2996,15499,4404,5152,8837,23728,17495,1194,1210,77519,279,99,63,62,187,343,47,54,1137,6,0,0,0,3,0,0,0,9,286,99,80,93
5,594,1112,2788,1653,54,83,7698,1746,608,647,1098,3609,3185,145,167,11207,262,75,133,280,642,337,20,15,1764,2052,522,804,1222,2988,2694,84,166,10534,707,204,292,445,1314,1171,52,52,4230,2111,715,1136,1578,4406,4413,286,226,14872,1766,639,908,1629,6041,7883,659,408,19934,1319,544,842,1060,3267,1814,73,133,9050,203,71,120,169,419,398,27,21,1441,669,235,388,604,862,602,14,38,3418,498,132,149,262,516,486,21,26,2085,1787,804,1116,1992,3698,2825,171,102,12494,891,326,450,633,1704,2964,332,146,7452,1681,575,697,1070,1896,1078,36,92,7121,1977,820,1045,1461,2611,2006,100,125,10158,3893,1466,1857,3255,8615,6801,246,281,26423,393,134,183,282,577,434,21,36,2065,923,318,382,559,1841,1802,120,81,6020,1275,407,582,889,2334,2261,184,392,8333,25602,9133,12422,19737,50520,45397,2768,2702,168280,187,63,36,30,135,252,120,137,957,18,8,11,13,49,60,11,8,172,302,129,88,138
6,0,3,18,11,0,0,35,106,40,23,61,119,97,0,9,452,20,8,13,27,29,17,0,0,116,58,9,21,28,41,18,3,3,182,22,0,9,8,22,20,0,3,93,124,38,41,80,154,160,16,9,617,150,54,61,143,352,564,53,28,1405,42,13,9,35,111,89,3,4,302,19,3,6,13,18,23,5,0,82,19,6,9,20,26,20,0,3,98,23,3,4,5,8,13,0,0,51,81,24,45,68,113,142,5,3,483,34,14,18,34,75,104,11,3,297,128,32,36,67,88,40,3,6,398,121,58,44,92,134,167,13,11,638,273,113,148,258,566,399,23,23,1804,18,9,5,14,38,27,3,0,120,55,19,14,22,57,34,4,0,206,34,13,18,38,87,85,12,18,299,1379,462,535,1044,2121,2199,172,149,8060,3,3,0,5,15,104,8,22,157,0,0,0,0,0,0,0,0,0,0,0,4,0
7,17,36,95,83,7,7,300,42,16,20,27,111,147,13,12,379,40,17,12,26,56,39,6,4,203,291,53,78,94,320,372,21,29,1262,40,14,3,18,69,85,9,9,245,154,39,35,93,475,515,29,25,1364,223,53,62,101,632,1078,200,86,2443,90,37,29,53,234,166,11,14,645,21,8,7,4,33,31,3,0,104,25,10,7,12,37,29,3,3,122,33,14,15,13,37,50,3,5,170,137,32,33,102,243,241,17,22,825,92,33,27,47,141,220,37,29,638,298,89,98,179,447,281,11,26,1426,160,54,82,118,302,208,27,21,963,286,97,127,261,1094,895,51,60,2869,46,12,8,27,103,118,8,19,347,78,24,24,44,140,130,20,7,460,105,24,32,72,175,225,41,49,721,2266,654,728,1340,4768,4947,515,429,15642,29,22,10,9,9,21,0,13,120,0,0,0,0,3,5,0,0,8,0,0,3,6
8,0,0,0,0,0,0,7,130,47,47,41,99,81,4,11,457,33,10,17,26,53,44,0,0,183,430,85,94,158,242,198,7,26,1236,77,18,25,37,79,48,3,3,294,387,125,178,340,745,844,37,31,2683,415,101,190,304,1052,1359,131,71,3637,234,62,70,143,347,151,3,13,1017,95,42,69,97,109,79,5,3,509,75,42,57,106,156,95,8,8,543,89,25,15,50,76,60,3,0,327,607,319,431,736,851,648,55,36,3681,288,76,88,136,263,520,75,18,1457,2350,1083,1202,1587,1159,507,55,86,8018,502,222,328,459,755,793,49,30,3147,686,308,379,684,1845,1773,75,79,5825,52,26,32,32,58,65,5,9,278,176,67,67,100,262,252,18,10,958,180,61,83,157,271,252,14,59,1084,6830,2720,3382,5198,8434,7786,557,488,35407,0,0,0,0,4,0,0,0,7,0,0,0,0,3,0,0,0,3,20,7,15,0
9,0,0,10,6,0,3,59,4,0,0,0,0,0,0,0,10,4,3,0,0,0,0,0,0,13,14,0,0,0,3,4,0,0,24,0,0,0,0,0,0,0,0,4,13,0,3,0,0,3,0,3,33,17,0,0,9,19,20,6,0,78,6,0,0,0,4,0,0,3,19,3,0,0,0,0,3,0,3,9,3,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,5,3,0,3,3,10,0,0,3,17,13,0,0,0,3,0,0,3,19,42,5,7,16,14,4,0,7,94,11,0,0,3,0,0,0,6,23,18,0,0,0,7,0,0,3,30,10,0,0,0,0,0,0,0,11,9,3,0,0,0,3,0,0,19,8,0,3,0,4,6,0,4,23,210,18,28,42,79,60,18,44,490,0,0,0,0,0,0,0,0,4,33,0,0,0,0,0,0,0,37,0,0,0,0
