GCCSA_CODE_2016,ClAW_150_299_A_65_74,ClAW_150_299_A_75ov,ClAW_150_299_Tot,ClAW_300_399_A_15_19,ClAW_300_399_A_20_24,ClAW_300_399_A_25_34,ClAW_300_399_A_35_44,ClAW_300_399_A_45_54,ClAW_300_399_A_55_64,ClAW_300_399_A_65_74,ClAW_300_399_A_75ov,ClAW_300_399_Tot,ClAW_400_499_A_15_19,ClAW_400_499_A_20_24,ClAW_400_499_A_25_34,ClAW_400_499_A_35_44,ClAW_400_499_A_45_54,ClAW_400_499_A_55_64,ClAW_400_499_A_65_74,ClAW_400_499_A_75ov,ClAW_400_499_Tot,ClAW_500_649_A_15_19,ClAW_500_649_A_20_24,ClAW_500_649_A_25_34,ClAW_500_649_A_35_44,ClAW_500_649_A_45_54,ClAW_500_649_A_55_64,ClAW_500_649_A_65_74,ClAW_500_649_A_75ov,ClAW_500_649_Tot,ClAW_650_799_A_15_19,ClAW_650_799_A_20_24,ClAW_650_799_A_25_34,ClAW_650_799_A_35_44,ClAW_650_799_A_45_54,ClAW_650_799_A_55_64,ClAW_650_799_A_65_74,ClAW_650_799_A_75ov,ClAW_650_799_Tot,ClAW_800_999_A_15_19,ClAW_800_999_A_20_24,ClAW_800_999_A_25_34,ClAW_800_999_A_35_44,ClAW_800_999_A_45_54,ClAW_800_999_A_55_64,ClAW_800_999_A_65_74,ClAW_800_999_A_75ov,ClAW_800_999_Tot,ClAW_1000_1249_A_15_19,ClAW_1000_1249_A_20_24,ClAW_1000_1249_A_25_34,ClAW_1000_1249_A_35_44,ClAW_1000_1249_A_45_54,ClAW_1000_1249_A_55_64,ClAW_1000_1249_A_65_74,ClAW_1000_1249_A_75ov,ClAW_1000_1249_Tot,ClAW_1250_1499_A_15_19,ClAW_1250_1499_A_20_24,ClAW_1250_1499_A_25_34,ClAW_1250_1499_A_35_44,ClAW_1250_1499_A_45_54,ClAW_1250_1499_A_55_64,ClAW_1250_1499_A_65_74,ClAW_1250_1499_A_75ov,ClAW_1250_1499_Tot,ClAW_1500_1749_A_15_19,ClAW_1500_1749_A_20_24,ClAW_1500_1749_A_25_34,ClAW_1500_1749_A_35_44,ClAW_1500_1749_A_45_54,ClAW_1500_1749_A_55_64,ClAW_1500_1749_A_65_74,ClAW_1500_1749_A_75ov,ClAW_1500_1749_Tot,ClAW_1750_1999_A_15_19,ClAW_1750_1999_A_20_24,ClAW_1750_1999_A_25_34,ClAW_1750_1999_A_35_44,ClAW_1750_1999_A_45_54,ClAW_1750_1999_A_55_64,ClAW_1750_1999_A_65_74,ClAW_1750_1999_A_75ov,ClAW_1750_1999_Tot,ClAW_2000_2999_A_15_19,ClAW_2000_2999_A_20_24,ClAW_2000_2999_A_25_34,ClAW_2000_2999_A_35_44,ClAW_2000_2999_A_45_54,ClAW_2000_2999_A_55_64,ClAW_2000_2999_A_65_74,ClAW_2000_2999_A_75ov,ClAW_2000_2999_Tot,ClAW_3000mo_A_15_19,ClAW_3000mo_A_20_24,ClAW_3000mo_A_25_34,ClAW_3000mo_A_35_44,ClAW_3000mo_A_45_54,ClAW_3000mo_A_55_64,ClAW_3000mo_A_65_74,ClAW_3000mo_A_75ov,ClAW_3000mo_Tot,ClAW_PINS_A_15_19,ClAW_PINS_A_20_24,ClAW_PINS_A_25_34,ClAW_PINS_A_35_44,ClAW_PINS_A_45_54,ClAW_PINS_A_55_64,ClAW_PINS_A_65_74,ClAW_PINS_A_75ov,ClAW_PINS_Tot,ClAW_Tot_A_15_19,ClAW_Tot_A_20_24,ClAW_Tot_A_25_34,ClAW_Tot_A_35_44,ClAW_Tot_A_45_54,ClAW_Tot_A_55_64,ClAW_Tot_A_65_74,ClAW_Tot_A_75ov,ClAW_Tot_Tot,SW_NNI_A_15_19,SW_NNI_A_20_24,SW_NNI_A_25_34,SW_NNI_A_35_44,SW_NNI_A_45_54,SW_NNI_A_55_64,SW_NNI_A_65_74,SW_NNI_A_75ov,SW_NNI_Tot,SW_1_149_A_15_19,SW_1_149_A_20_24,SW_1_149_A_25_34,SW_1_149_A_35_44,SW_1_149_A_45_54,SW_1_149_A_55_64,SW_1_149_A_65_74,SW_1_149_A_75ov,SW_1_149_Tot,SW_150_299_A_15_19,SW_150_299_A_20_24,SW_150_299_A_25_34,SW_150_299_A_35_44,SW_150_299_A_45_54,SW_150_299_A_55_64,SW_150_299_A_65_74,SW_150_299_A_75ov,SW_150_299_Tot,SW_300_399_A_15_19,SW_300_399_A_20_24,SW_300_399_A_25_34,SW_300_399_A_35_44,SW_300_399_A_45_54,SW_300_399_A_55_64,SW_300_399_A_65_74,SW_300_399_A_75ov,SW_300_399_Tot,SW_400_499_A_15_19,SW_400_499_A_20_24,SW_400_499_A_25_34,SW_400_499_A_35_44,SW_400_499_A_45_54,SW_400_499_A_55_64,SW_400_499_A_65_74,SW_400_499_A_75ov,SW_400_499_Tot,SW_500_649_A_15_19,SW_500_649_A_20_24,SW_500_649_A_25_34,SW_500_649_A_35_44,SW_500_649_A_45_54,SW_500_649_A_55_64,SW_500_649_A_65_74,SW_500_649_A_75ov,SW_500_649_Tot,SW_650_799_A_15_19,SW_650_799_A_20_24,SW_650_799_A_25_34,SW_650_799_A_35_44,SW_650_799_A_45_54,SW_650_799_A_55_64,SW_650_799_A_65_74,SW_650_799_A_75ov,SW_650_799_Tot,SW_800_999_A_15_19,SW_800_999_A_20_24,SW_800_999_A_25_34,SW_800_999_A_35_44,SW_800_999_A_45_54,SW_800_999_A_55_64,SW_800_999_A_65_74,SW_800_999_A_75ov,SW_800_999_Tot,SW_1000_1249_A_15_19,SW_1000_1249_A_20_24,SW_1000_1249_A_25_34,SW_1000_1249_A_35_44,SW_1000_1249_A_45_54,SW_1000_1249_A_55_64,SW_1000_1249_A_65_74,SW_1000_1249_A_75ov
6RTAS,27,3,454,36,39,89,124,133,154,50,8,638,35,58,140,179,192,159,63,6,835,49,113,220,305,376,329,98,18,1508,29,242,372,366,470,338,87,8,1925,10,174,424,457,664,461,66,6,2260,6,69,371,476,722,514,63,0,2218,0,13,137,250,361,251,42,3,1051,0,5,64,122,224,162,15,0,590,0,0,25,66,72,62,10,0,232,0,0,32,53,84,60,13,0,248,0,0,0,13,33,31,12,3,95,3,9,17,20,30,26,8,0,118,267,779,2000,2587,3514,2711,581,62,12501,54,5,9,9,10,22,3,0,107,1301,65,30,18,17,29,3,0,1466,492,184,100,109,97,102,23,3,1123,178,194,141,132,152,140,34,7,967,124,234,171,175,215,183,38,9,1133,94,293,270,286,373,224,63,6,1594,31,312,331,308,379,202,40,0,1608,6,130,272,247,304,194,36,3,1188,5,36,147,156,187,144,17,0
6GHOB,19,3,342,51,57,68,94,87,86,45,0,484,38,97,120,150,129,155,41,7,739,33,123,266,289,294,254,97,8,1358,22,193,359,421,447,330,92,10,1876,14,238,692,579,646,490,85,9,2745,6,161,694,686,913,685,80,11,3234,0,36,370,487,621,388,40,3,1946,0,6,159,259,356,250,32,8,1063,0,0,56,131,187,95,14,0,481,0,3,48,151,209,118,24,3,556,0,0,13,30,48,36,10,3,138,0,10,25,33,37,30,9,0,136,260,1011,2961,3399,4037,3010,597,56,15337,44,10,3,5,4,5,0,0,72,1247,115,22,20,11,13,4,0,1432,498,276,98,63,56,63,19,0,1067,163,270,157,100,98,86,24,5,898,103,244,185,120,139,122,39,8,965,81,287,306,202,214,166,68,8,1330,27,277,337,290,237,199,37,5,1398,11,149,316,260,233,187,36,4,1194,4,44,177,162,209,133,30,0
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,3,0,37,0,0,0,4,0,7,3,0,20,0,0,3,3,3,10,0,0,18,0,0,6,3,11,15,0,0,38,0,3,3,6,5,9,3,0,29,0,0,3,9,8,4,0,0,30,0,0,5,7,4,11,0,0,33,0,0,0,0,3,9,0,0,15,0,0,0,0,3,3,0,0,8,0,0,0,3,0,0,0,0,8,0,0,0,4,6,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,3,12,37,57,64,72,14,3,266,0,0,0,0,0,0,0,0,3,13,3,0,0,7,0,0,0,25,3,8,7,6,8,14,0,0,40,0,0,3,6,11,7,0,0,35,3,4,3,11,8,11,3,0,34,3,0,10,5,5,4,3,0,42,0,0,10,9,8,3,0,0,32,0,0,3,7,8,7,0,0,31,0,0,7,13,8,3,0,0
5RWAU,37,6,812,61,46,203,235,198,194,89,14,1025,74,75,242,309,312,295,104,18,1416,120,168,409,505,560,466,140,10,2395,76,369,561,611,686,515,125,20,2967,59,355,708,710,911,651,114,10,3522,21,268,885,807,1128,798,136,14,4063,8,124,491,601,715,478,80,5,2513,3,39,360,409,490,346,63,5,1714,0,26,229,281,267,184,26,3,1014,0,20,338,418,457,287,48,3,1573,3,3,116,228,260,136,33,8,793,12,27,45,69,76,61,19,7,322,584,1607,4879,5553,6332,4688,1042,127,24817,101,4,20,29,25,18,10,0,206,2179,52,70,76,51,44,7,6,2477,580,139,166,171,127,121,32,0,1338,262,176,204,184,216,220,55,6,1329,264,220,238,233,318,223,71,9,1582,225,344,332,358,472,334,94,7,2161,83,465,489,376,475,341,74,11,2310,26,234,438,341,461,320,63,3,1885,9,100,327,278,313,255,48,3
5GPER,203,20,3573,208,543,759,934,826,712,281,33,4290,220,590,1028,1219,1145,978,372,49,5596,340,1031,1830,2132,2294,1768,620,74,10100,263,1725,2729,2529,2771,2073,652,60,12804,125,2204,4640,3566,4130,2839,632,46,18179,67,1584,6412,4703,5880,4507,811,51,24009,14,540,4032,3489,4253,3046,536,21,15932,4,195,2235,2457,2906,1998,321,31,10148,0,49,971,1341,1482,1010,172,13,5035,0,31,1147,1784,2085,1303,236,27,6614,4,26,351,1033,1182,588,151,25,3363,38,110,248,273,398,236,82,16,1404,2141,9578,27395,26653,30303,21936,5186,468,123663,354,98,81,96,75,73,34,3,822,9747,1267,302,227,169,126,47,4,11890,4088,2942,905,612,571,449,121,13,9700,1443,2496,1158,748,802,663,191,27,7534,791,2198,1357,854,1016,853,250,38,7351,590,2214,1934,1255,1594,1153,376,48,9162,237,1951,2142,1316,1510,1068,361,29,8612,101,1256,2175,1267,1527,1038,271,24,7661,38,569,1858,1307,1292,958,256,28
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,7,0,0,0,11,0,0,3,5,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,7,9,5,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,6,0,114,0,12,12,19,18,24,9,0,101,0,14,30,25,25,32,11,5,136,0,25,41,31,54,53,24,0,224,0,21,51,44,59,55,19,0,243,5,17,76,46,75,48,21,3,288,0,8,60,51,54,53,15,3,243,0,3,36,36,45,36,8,0,165,0,0,25,24,25,21,7,0,110,0,4,15,19,15,9,0,0,63,0,0,11,29,30,19,0,0,103,0,0,7,26,21,8,0,0,65,0,0,5,6,11,15,4,0,47,31,144,432,398,471,403,131,16,2026,3,0,0,4,8,7,0,0,15,58,24,13,16,18,13,3,0,148,19,22,32,21,29,32,5,3,164,5,22,26,32,46,31,7,6,176,11,21,26,37,55,44,14,3,200,5,33,34,51,70,38,5,0,249,6,28,46,32,42,29,6,0,185,4,19,57,44,52,32,10,0,210,0,11,57,61,69,30,9,0
4RSAU,47,13,626,46,33,142,158,176,165,81,12,823,46,65,177,239,236,229,91,16,1097,39,152,296,437,467,387,115,13,1897,28,201,396,524,584,446,102,15,2302,11,176,466,511,780,573,83,13,2609,8,88,329,514,783,574,75,3,2369,0,17,173,258,406,295,44,0,1197,0,9,68,178,245,156,25,0,686,0,6,32,59,125,82,22,6,329,0,0,38,74,126,71,27,9,335,0,0,21,44,54,34,16,0,173,8,12,28,43,35,41,12,0,184,303,791,2356,3233,4215,3279,776,102,15058,65,5,9,11,20,15,4,0,128,1527,51,41,38,41,48,12,6,1759,504,182,142,135,146,138,29,8,1281,197,199,161,158,210,174,59,7,1157,151,260,209,235,285,255,58,11,1452,87,354,367,356,448,315,79,6,2020,35,326,401,331,465,279,64,5,1920,14,157,344,309,352,257,48,3,1485,7,52,170,176,236,185,33,4
4GADE,130,19,2142,159,370,510,598,554,570,217,24,3006,172,453,709,829,918,808,290,36,4218,142,749,1350,1674,1813,1528,521,38,7818,119,1156,2239,2223,2491,1912,440,52,10641,72,1292,3750,3103,3881,2829,523,29,15474,13,615,3709,3650,4705,3588,541,30,16860,3,162,1825,2177,2673,1927,312,15,9084,0,45,867,1378,1639,1188,181,7,5306,0,12,353,681,830,580,81,8,2553,0,8,273,789,963,574,90,9,2704,8,7,47,238,346,227,81,9,957,8,63,145,166,236,175,54,9,853,1175,5558,16322,18081,21621,16449,3529,287,83019,192,63,44,57,44,33,13,0,446,6113,869,182,116,116,89,30,0,7511,2847,2085,592,333,382,305,77,5,6628,936,1768,783,482,568,411,129,21,5095,456,1577,1057,679,834,586,185,26,5390,303,1602,1556,1046,1231,962,281,32,6999,113,1265,1782,1131,1365,928,205,28,6818,43,724,1696,1245,1371,907,203,22,6215,12,253,1231,994,1094,733,147,19
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,3,0,102,0,5,17,14,17,23,10,0,83,3,10,18,11,27,38,18,0,123,0,12,20,32,32,57,19,3,180,0,12,34,34,41,43,16,0,190,0,5,31,38,46,54,15,0,186,0,3,23,24,36,35,5,0,136,0,3,15,19,19,17,5,0,73,0,4,4,15,9,17,3,0,52,0,0,3,6,8,6,0,0,25,0,0,6,7,15,4,0,0,37,0,0,0,4,7,3,0,0,14,0,0,0,3,3,7,0,0,17,18,80,209,232,293,334,97,9,1273,5,7,0,0,6,0,0,0,14,27,13,5,16,14,15,0,0,89,7,29,19,23,42,22,5,0,150,8,31,18,30,29,34,10,0,156,7,10,20,31,46,39,11,0,169,0,21,30,30,60,46,12,0,205,0,11,29,37,29,25,3,0,149,0,3,29,35,31,33,3,5,153,0,3,29,37,49,14,10,0
3RQLD,246,39,4068,383,431,1018,1116,1067,972,384,46,5406,452,569,1220,1572,1527,1342,518,73,7270,627,1442,2442,2982,2996,2369,816,83,13748,337,2593,3731,4054,4483,3070,704,69,19045,148,2089,4977,5093,6154,4004,670,45,23181,77,1059,4440,5004,6579,4348,658,39,22206,22,320,2206,3145,3779,2436,376,21,12309,6,91,1098,1890,2371,1517,232,19,7230,0,44,412,928,1055,640,111,9,3203,3,24,487,998,1226,732,115,18,3599,7,16,152,434,545,339,103,22,1615,59,125,258,336,425,334,93,19,1641,3321,9381,23545,28975,33532,23405,5206,533,127900,414,51,80,107,116,137,39,5,942,12254,617,263,238,220,196,54,8,13853,4985,1723,808,726,668,616,175,25,9718,2209,1826,1100,942,1047,1010,345,39,8514,1456,1999,1484,1271,1622,1294,448,44,9620,1045,2825,2492,2173,2652,2081,690,56,14010,385,2847,3447,2714,3109,2173,575,53,15309,130,1569,2721,2283,2754,1974,462,37,11926,42,449,1743,1730,1959,1408,393,40
3GBRI,194,23,4108,492,968,876,969,864,753,289,34,5248,485,1070,1167,1344,1235,1049,424,52,6829,594,1753,2340,2602,2569,1972,686,68,12585,407,2932,4331,3677,3811,2682,696,41,18566,246,3301,7356,5662,6070,4029,761,30,27452,107,1939,8309,7263,8067,5383,821,42,31929,29,550,4779,5102,5503,3326,492,17,19803,13,183,2419,3487,3593,2159,291,21,12166,3,35,1052,1709,1805,1018,141,8,5769,4,32,1072,2255,2289,1283,210,19,7160,0,19,298,953,1010,517,126,18,2940,58,170,336,393,453,301,74,6,1786,4010,14280,35270,36566,38270,25411,5331,398,159543,377,91,77,96,105,70,33,3,840,10607,1058,244,158,168,139,32,3,12414,5226,2595,789,514,530,407,115,10,10184,2099,2620,1154,726,752,613,191,23,8169,1192,2639,1536,908,970,832,268,25,8372,841,2985,2436,1496,1694,1252,446,47,11209,357,2805,3164,1980,2056,1428,406,31,12226,136,1655,3110,2040,2004,1434,344,27,10749,33,637,2375,1863,1738,1229,293,31
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,13,0,257,8,16,35,36,57,66,19,3,239,3,24,40,38,67,58,22,4,269,12,37,71,70,94,93,36,0,407,13,30,82,74,126,93,30,4,455,4,37,104,105,144,79,29,0,499,3,24,100,92,130,105,26,0,472,0,10,46,63,74,49,4,0,251,0,6,26,55,61,44,7,0,200,0,6,20,25,33,11,0,0,102,0,4,33,51,48,27,6,0,165,0,0,10,24,28,8,8,0,74,0,8,10,17,17,18,5,0,82,97,259,665,754,959,744,226,20,3724,14,8,0,5,3,8,4,0,62,107,30,25,34,46,25,4,0,280,58,51,59,52,55,59,20,0,361,37,48,45,80,84,79,18,5,382,24,37,61,71,83,80,27,0,383,17,69,82,103,120,80,27,3,496,12,59,71,93,101,77,28,4,446,3,42,111,104,96,74,23,0,459,0,17,113,151,145,87,17,5
2RVIC,150,23,2400,165,230,567,720,741,692,270,35,3411,144,306,691,996,1025,985,361,44,4557,148,631,1197,1680,2014,1627,490,61,7841,102,967,1830,2014,2612,1916,420,51,9912,58,878,2316,2362,3147,2356,408,36,11568,18,424,1808,2170,3165,2265,339,25,10214,4,117,843,1304,1778,1240,169,11,5460,3,30,465,845,1128,742,104,8,3324,0,7,191,376,460,317,79,3,1434,0,3,182,433,558,396,63,10,1632,3,6,41,133,214,160,51,15,615,24,56,143,177,222,199,56,14,895,1169,4058,10849,14021,17811,13674,3036,367,64970,330,49,38,47,66,59,16,3,614,8292,623,172,165,179,158,34,6,9632,2392,1380,571,491,534,511,111,12,6003,831,1384,728,677,781,732,164,14,5319,489,1263,884,793,1014,875,253,38,5613,377,1466,1282,1163,1558,1253,311,20,7433,162,1288,1680,1274,1513,1200,277,24,7425,48,688,1390,1104,1347,997,210,21,5811,23,209,809,857,913,623,155,15
2GMEL,393,59,9218,504,1889,2016,2315,2095,1632,656,86,11200,363,1972,2601,2992,3114,2344,828,94,14310,404,2800,4788,5346,5663,4195,1375,162,24730,389,4255,8594,7048,7774,5425,1516,119,35126,209,5123,14558,10197,11097,7307,1554,115,50156,70,2735,15557,11893,13142,8982,1654,102,54142,9,706,8636,8408,8970,5729,1034,52,33541,14,226,4740,5801,6089,3851,642,55,21423,3,64,1970,2970,2923,1823,342,35,10140,0,54,2248,4013,3599,2163,384,46,12512,7,41,642,2099,2192,1093,300,48,6420,77,374,748,775,1017,798,229,30,4043,4247,23697,69502,66656,70041,47132,11164,1027,293478,921,295,267,208,210,141,53,6,2102,21022,3925,706,497,464,336,96,16,27056,7904,8053,2267,1531,1410,1035,287,49,22534,2371,6760,3144,1788,2008,1512,408,51,18034,1174,5493,3493,2037,2433,1924,546,77,17178,819,5356,5150,3072,3567,2610,786,96,21456,361,4400,6562,3579,3709,2489,703,81,21883,125,2911,6678,3765,3654,2379,646,56,20221,51,1178,5411,3623,3267,2047,541,42
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,13,0,300,4,30,54,60,44,52,23,0,281,3,38,49,73,77,72,24,7,339,8,36,91,80,96,93,44,8,453,5,43,106,97,127,120,42,3,533,3,34,140,107,136,117,35,3,572,0,27,121,134,151,126,37,0,597,0,3,60,76,96,75,19,0,332,0,3,38,52,54,39,7,0,194,0,0,29,36,33,22,13,0,132,0,0,23,33,41,18,4,0,113,0,0,4,24,21,9,3,0,65,0,3,15,18,35,24,9,0,106,67,332,843,889,1019,835,281,30,4300,24,10,8,13,15,10,0,0,70,146,47,28,33,41,22,9,0,324,61,118,43,65,80,59,13,4,429,27,74,56,74,102,61,21,0,420,19,64,58,75,108,73,35,0,433,17,66,100,101,141,105,39,6,569,9,55,105,105,110,77,19,3,474,0,52,129,123,137,95,16,7,554,0,34,140,132,147,86,15,5
1RNSW,318,39,4158,302,429,934,1256,1118,1189,489,67,5786,337,582,1241,1675,1785,1659,593,87,7962,382,1247,2381,3062,3530,2877,936,108,14525,262,2022,3545,3969,4880,3446,829,78,19030,133,1672,4252,4781,6243,4510,774,59,22427,47,851,3907,4520,6439,4538,711,52,21068,16,214,1874,2754,3895,2715,350,30,11837,4,64,883,1727,2307,1520,250,27,6773,0,29,374,845,1090,728,102,8,3184,0,17,409,963,1256,788,133,19,3589,3,11,105,361,462,353,100,20,1415,38,126,227,349,423,349,113,24,1644,2423,7868,21177,27587,34692,26061,5870,657,126337,504,68,83,87,91,88,32,3,968,13172,745,263,233,239,256,74,8,14977,4291,1960,940,750,809,782,192,21,9750,1702,2030,1272,1057,1282,1148,315,46,8846,1123,2131,1739,1416,1711,1436,412,47,10027,892,2701,2686,2295,2777,2133,552,56,14085,300,2515,3198,2471,3035,2160,476,58,14211,96,1279,2535,2087,2469,1902,388,41,10797,35,408,1449,1556,1612,1250,286,36
1GSYD,477,84,9255,832,2130,1945,2367,2031,1630,731,84,11751,682,2160,2576,2877,2787,2255,960,160,14454,794,3303,4801,5348,5523,4074,1645,205,25695,633,5114,8549,7560,7546,5525,1710,163,36797,370,6076,14369,10772,11267,8164,1870,147,53040,136,4014,16628,13701,14255,10711,2166,139,61739,44,1290,10057,9822,9942,6802,1439,96,39484,3,417,6169,7230,7143,4813,870,68,26709,8,100,2961,4081,3758,2366,472,53,13791,8,87,3397,5808,4972,2884,612,65,17838,3,52,1079,3639,3300,1669,389,64,10193,85,364,798,847,916,657,248,29,3937,6338,28510,75497,76670,75580,53338,13884,1402,331227,810,267,284,226,200,138,53,4,1988,17101,2730,555,410,356,279,76,8,21511,7703,6307,1942,1243,1189,967,264,39,19657,2916,5675,2780,1680,1795,1407,396,68,16724,1663,5109,3601,1995,2178,1796,558,63,16965,1130,5202,5252,3374,3435,2634,809,96,21929,552,4396,6646,3944,3964,2833,759,81,23182,231,3314,6842,4095,3885,2580,725,75,21744,68,1522,5852,3844,3377,2223,635,73
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,30,0,325,7,50,54,60,79,93,40,6,395,16,34,74,79,79,74,43,3,403,8,52,115,122,125,121,61,5,614,4,65,158,139,160,116,51,3,695,5,56,182,175,163,138,48,3,769,0,41,164,156,192,146,34,4,736,0,20,92,97,98,82,14,3,406,0,3,68,97,97,73,23,3,369,0,3,27,39,50,32,10,0,166,0,3,49,67,53,39,11,0,223,0,0,11,25,24,19,8,4,87,3,6,27,31,21,23,12,0,128,96,448,1117,1200,1253,1067,388,37,5609,15,10,11,10,14,5,4,3,77,150,66,27,40,23,10,5,3,333,87,96,60,74,74,77,18,0,483,28,85,76,66,98,98,25,5,480,23,68,85,71,116,87,35,3,494,26,82,119,110,143,130,62,8,683,5,66,114,121,139,115,22,10,592,6,54,145,141,158,125,16,5,651,0,16,158,178,176,136,25,0
