GCCSA_CODE_2016,F_M2_TrnFer_15_24,F_M2_TrnFer_25_34,F_M2_TrnFer_35_44,F_M2_TrnFer_45_54,F_M2_TrnFer_55_64,F_M2_TrnFer_65_74,F_M2_TrnFer_75ov,F_M2_TrnFer_Tot,F_M2_TrnTrm_Inc_LR_15_24,F_M2_TrnTrm_Inc_LR_25_34,F_M2_TrnTrm_Inc_LR_35_44,F_M2_TrnTrm_Inc_LR_45_54,F_M2_TrnTrm_Inc_LR_55_64,F_M2_TrnTrm_Inc_LR_65_74,F_M2_TrnTrm_Inc_LR_75ov,F_M2_TrnTrm_Inc_LR_Tot,F_M2_TrnCarAsDriv_15_24,F_M2_TrnCarAsDriv_25_34,F_M2_TrnCarAsDriv_35_44,F_M2_TrnCarAsDriv_45_54,F_M2_TrnCarAsDriv_55_64,F_M2_TrnCarAsDriv_65_74,F_M2_TrnCarAsDriv_75ov,F_M2_TrnCarAsDriv_Tot,F_M2_TrnCarAsPas_15_24,F_M2_TrnCarAsPas_25_34,F_M2_TrnCarAsPas_35_44,F_M2_TrnCarAsPas_45_54,F_M2_TrnCarAsPas_55_64,F_M2_TrnCarAsPas_65_74,F_M2_TrnCarAsPas_75ov,F_M2_TrnCarAsPas_Tot,F_M2_TrnOth_15_24,F_M2_TrnOth_25_34,F_M2_TrnOth_35_44,F_M2_TrnOth_45_54,F_M2_TrnOth_55_64,F_M2_TrnOth_65_74,F_M2_TrnOth_75ov,F_M2_TrnOth_Tot,F_M2_Train_and_Tot_15_24,F_M2_Train_and_Tot_25_34,F_M2_Train_and_Tot_35_44,F_M2_Train_and_Tot_45_54,F_M2_Train_and_Tot_55_64,F_M2_Train_and_Tot_65_74,F_M2_Train_and_Tot_75ov,F_M2_Train_and_Tot_Tot,F_M2_BusFer_15_24,F_M2_BusFer_25_34,F_M2_BusFer_35_44,F_M2_BusFer_45_54,F_M2_BusFer_55_64,F_M2_BusFer_65_74,F_M2_BusFer_75ov,F_M2_BusFer_Tot,F_M2_BusTrm_Inc_LR_15_24,F_M2_BusTrm_Inc_LR_25_34,F_M2_BusTrm_Inc_LR_35_44,F_M2_BusTrm_Inc_LR_45_54,F_M2_BusTrm_Inc_LR_55_64,F_M2_BusTrm_Inc_LR_65_74,F_M2_BusTrm_Inc_LR_75ov,F_M2_BusTrm_Inc_LR_Tot,F_M2_BusCarAsDriv_15_24,F_M2_BusCarAsDriv_25_34,F_M2_BusCarAsDriv_35_44,F_M2_BusCarAsDriv_45_54,F_M2_BusCarAsDriv_55_64,F_M2_BusCarAsDriv_65_74,F_M2_BusCarAsDriv_75ov,F_M2_BusCarAsDriv_Tot,F_M2_BusCarAsPas_15_24,F_M2_BusCarAsPas_25_34,F_M2_BusCarAsPas_35_44,F_M2_BusCarAsPas_45_54,F_M2_BusCarAsPas_55_64,F_M2_BusCarAsPas_65_74,F_M2_BusCarAsPas_75ov,F_M2_BusCarAsPas_Tot,F_M2_BusOth_15_24,F_M2_BusOth_25_34,F_M2_BusOth_35_44,F_M2_BusOth_45_54,F_M2_BusOth_55_64,F_M2_BusOth_65_74,F_M2_BusOth_75ov,F_M2_BusOth_Tot,F_M2_BusTot_15_24,F_M2_BusTot_25_34,F_M2_BusTot_35_44,F_M2_BusTot_45_54,F_M2_BusTot_55_64,F_M2_BusTot_65_74,F_M2_BusTot_75ov,F_M2_BusTot_Tot,F_M2_Other_M2_15_24,F_M2_Other_M2_25_34,F_M2_Other_M2_35_44,F_M2_Other_M2_45_54,F_M2_Other_M2_55_64,F_M2_Other_M2_65_74,F_M2_Other_M2_75ov,F_M2_Other_M2_Tot,F_M2_Tot_M2_15_24,F_M2_Tot_M2_25_34,F_M2_Tot_M2_35_44,F_M2_Tot_M2_45_54,F_M2_Tot_M2_55_64,F_M2_Tot_M2_65_74,F_M2_Tot_M2_75ov,F_M2_Tot_M2_Tot,F_M3_Trn_and_2_oth_Ms_15_24,F_M3_Trn_and_2_oth_Ms_25_34,F_M3_Trn_and_2_oth_Ms_35_44,F_M3_Trn_and_2_oth_Ms_45_54,F_M3_Trn_and_2_oth_Ms_55_64,F_M3_Trn_and_2_oth_Ms_65_74,F_M3_Trn_and_2_oth_Ms_75ov,F_M3_Trn_and_2_oth_Ms_Tot,F_M3_Bus2othMs_ex_tn_15_24,F_M3_Bus2othMs_ex_tn_25_34,F_M3_Bus2othMs_ex_tn_35_44,F_M3_Bus2othMs_ex_tn_45_54,F_M3_Bus2othMs_ex_tn_55_64,F_M3_Bus2othMs_ex_tn_65_74,F_M3_Bus2othMs_ex_tn_75ov,F_M3_Bus2othMs_ex_tn_Tot,F_M3_Other_M3_15_24,F_M3_Other_M3_25_34,F_M3_Other_M3_35_44,F_M3_Other_M3_45_54,F_M3_Other_M3_55_64,F_M3_Other_M3_65_74,F_M3_Other_M3_75ov,F_M3_Other_M3_Tot,F_M3_Tot_M3_15_24,F_M3_Tot_M3_25_34,F_M3_Tot_M3_35_44,F_M3_Tot_M3_45_54,F_M3_Tot_M3_55_64,F_M3_Tot_M3_65_74,F_M3_Tot_M3_75ov,F_M3_Tot_M3_Tot,F_Wkd_at_home_15_24,F_Wkd_at_home_25_34,F_Wkd_at_home_35_44,F_Wkd_at_home_45_54,F_Wkd_at_home_55_64,F_Wkd_at_home_65_74,F_Wkd_at_home_75ov,F_Wkd_at_home_Tot,F_Did_not_go_to_work_15_24,F_Did_not_go_to_work_25_34,F_Did_not_go_to_work_35_44,F_Did_not_go_to_work_45_54,F_Did_not_go_to_work_55_64,F_Did_not_go_to_work_65_74,F_Did_not_go_to_work_75ov,F_Did_not_go_to_work_Tot,F_MT_NS_15_24,F_MT_NS_25_34,F_MT_NS_35_44,F_MT_NS_45_54,F_MT_NS_55_64,F_MT_NS_65_74,F_MT_NS_75ov,F_MT_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75ov,F_Tot_Tot,P_M1_Train_15_24,P_M1_Train_25_34,P_M1_Train_35_44,P_M1_Train_45_54,P_M1_Train_55_64,P_M1_Train_65_74,P_M1_Train_75ov,P_M1_Train_Tot,P_M1_Bus_15_24,P_M1_Bus_25_34,P_M1_Bus_35_44,P_M1_Bus_45_54,P_M1_Bus_55_64,P_M1_Bus_65_74,P_M1_Bus_75ov,P_M1_Bus_Tot,P_M1_Ferry_15_24,P_M1_Ferry_25_34,P_M1_Ferry_35_44,P_M1_Ferry_45_54,P_M1_Ferry_55_64,P_M1_Ferry_65_74,P_M1_Ferry_75ov,P_M1_Ferry_Tot
6RTAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,9,9,3,0,0,39,23,5,3,3,3,0,0,40,3,3,0,3,4,0,0,15,33,14,12,14,16,4,0,93,43,36,42,51,30,4,0,210,78,57,56,66,49,9,0,316,0,0,0,0,0,0,0,6,4,4,3,0,0,0,0,8,0,4,3,4,3,0,0,12,4,8,7,6,6,0,0,25,75,356,601,801,830,384,81,3125,1490,1530,1401,1461,1374,325,32,7621,95,71,86,99,115,63,40,574,7675,8872,10449,13056,9793,1922,257,52032,9,22,4,7,3,0,0,48,267,126,118,134,87,19,3,760,0,3,0,8,0,0,0,18
6GHOB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,39,58,82,46,3,0,259,88,41,24,25,7,3,0,181,7,8,7,6,3,0,0,38,125,86,85,108,63,12,0,487,48,57,72,78,52,7,0,306,173,145,158,192,111,21,3,807,0,0,0,0,0,0,0,0,15,8,7,7,3,0,0,41,5,3,0,4,3,0,0,16,18,18,7,13,8,0,0,56,52,257,537,555,468,224,35,2137,1648,1731,1429,1232,1236,288,26,7594,88,62,61,82,87,32,26,431,7661,10230,11066,12028,8711,1551,166,51410,3,4,0,7,3,0,0,24,1052,931,759,760,610,90,8,4203,3,0,3,4,0,0,0,18
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
69499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,4,3,3,0,0,15,7,0,4,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,12,20,0,0,54,40,83,77,104,96,21,5,431,9,5,4,13,8,5,0,40,208,411,450,607,556,103,14,2350,0,5,0,0,0,0,0,5,22,17,14,13,15,3,0,84,0,0,0,0,0,0,0,0
5RWAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,4,0,10,0,0,26,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,5,7,9,10,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21,17,21,3,0,0,69,33,10,7,9,8,0,0,55,5,19,10,5,7,0,0,50,49,48,31,27,10,0,0,173,75,124,91,89,69,15,0,454,136,181,129,124,88,15,0,678,4,3,0,5,0,0,0,12,5,15,8,15,0,0,0,41,3,8,0,3,7,0,0,24,12,26,9,22,6,0,0,73,157,1051,1733,1761,1606,874,212,7393,2010,3016,2522,2508,2360,629,61,13109,244,288,278,334,230,97,61,1527,13265,20937,21798,24138,17543,3896,579,102165,25,40,26,18,11,0,0,117,1092,5489,4873,4378,2254,216,8,18301,8,21,11,15,3,0,0,57
5GPER,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,551,1451,1200,1061,576,59,3,4905,180,327,189,171,117,22,0,1005,15,60,43,36,19,3,0,192,2334,3818,2661,2335,1448,243,16,12859,3,3,4,4,3,0,0,20,0,3,0,0,0,0,0,3,108,210,180,185,100,22,3,810,357,192,116,89,38,12,0,803,22,55,24,21,7,3,0,141,483,467,323,296,155,36,4,1768,347,395,293,313,209,38,4,1593,3165,4684,3275,2951,1808,318,22,16218,524,706,459,465,288,43,4,2483,46,34,23,11,4,0,0,125,13,19,13,12,8,0,0,61,586,754,497,490,297,43,4,2668,552,3654,6005,5637,3853,1532,248,21476,11174,12453,10086,7854,6859,1992,153,50567,700,764,606,658,508,221,94,3552,66700,99819,90397,91742,60498,12526,1119,422804,3626,8029,5987,4625,2617,434,24,25341,5711,9173,5681,4118,2613,535,40,27874,32,62,42,31,13,7,0,193
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,4,3,0,0,0,11,10,26,22,20,8,0,0,99,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,11,3,0,0,0,0,0,0,4
59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,3,0,0,0,29,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,36,40,11,17,11,3,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,4,0,3,0,0,0,0,5,3,0,0,0,0,0,0,6,7,4,9,6,0,0,0,20,6,17,23,13,12,3,3,82,52,65,40,37,24,3,3,215,5,8,0,6,5,0,0,24,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,4,5,9,8,6,4,0,0,34,18,95,106,80,63,19,4,384,289,507,465,423,421,112,15,2232,37,52,45,34,28,15,13,229,1587,2780,2843,3222,2287,530,64,13312,85,97,46,31,24,6,0,303,138,486,294,270,165,22,3,1376,0,4,4,0,0,0,0,12
4RSAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,14,8,0,0,0,0,0,0,12,0,0,3,3,0,0,0,9,14,6,4,3,0,3,0,30,33,50,30,47,50,9,0,216,55,56,37,57,53,15,0,270,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,4,0,0,3,4,3,0,0,10,5,3,3,7,3,3,0,23,105,610,1027,1288,1443,807,215,5498,1798,2081,1658,1892,1783,508,70,9784,145,112,133,160,130,81,58,820,9518,11886,13455,16938,13293,3185,545,68830,9,7,3,0,3,3,0,28,112,312,286,251,135,17,4,1121,8,11,10,3,0,0,0,36
4GADE,0,0,0,0,0,0,0,0,26,26,15,25,21,6,0,109,166,270,209,213,153,10,0,1033,51,46,21,31,15,8,0,172,0,13,4,16,9,0,0,48,391,562,372,393,297,42,4,2052,0,0,0,0,0,0,0,0,30,64,33,20,27,0,0,175,222,382,463,432,257,31,0,1789,251,232,136,111,95,20,0,843,26,44,30,19,25,0,0,143,529,724,664,582,404,51,0,2955,311,444,406,396,274,32,3,1875,1236,1724,1438,1376,973,123,4,6879,115,106,98,73,50,12,0,459,66,61,49,31,17,3,0,221,7,24,10,21,5,0,0,74,181,192,162,125,71,17,0,752,297,1664,2975,3056,2451,1183,192,11813,8491,9242,7391,5981,5529,1419,112,38170,411,405,339,406,315,151,121,2148,42557,60544,58804,63480,44802,8781,832,279789,1352,2404,2030,1749,1146,174,9,8871,4718,7754,5815,5158,3640,636,48,27770,11,29,21,20,8,8,0,98
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,11,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,11,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,7,0,5,0,0,0,23,9,13,12,18,8,0,0,62,27,21,13,32,13,3,0,110,7,3,0,0,0,0,0,12,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,3,5,7,3,0,6,0,0,22,15,54,55,51,36,17,5,227,210,321,329,356,337,113,14,1672,20,16,21,31,20,13,5,126,951,1532,1785,2452,1945,459,46,9160,22,27,16,9,9,0,0,86,51,95,58,47,34,12,3,300,0,0,0,3,0,0,0,9
3RQLD,0,0,0,0,0,0,0,3,3,5,4,0,0,0,0,17,27,35,34,40,16,3,0,147,24,6,3,8,0,0,0,38,0,5,0,3,3,0,0,10,153,139,78,89,42,9,0,500,9,11,7,8,7,0,0,42,111,89,42,51,39,7,0,345,42,46,37,50,44,5,0,226,247,80,49,54,17,7,0,458,33,34,15,20,7,3,0,110,445,253,149,183,115,25,0,1171,488,578,474,519,306,57,3,2433,1083,969,704,793,458,90,10,4104,65,52,10,23,14,5,0,174,80,81,61,52,26,0,0,305,22,27,28,47,16,8,0,142,172,161,96,122,51,13,0,617,882,4836,8635,8732,7532,3581,764,34968,12329,12818,10072,9755,8877,2331,251,56436,885,713,868,883,706,367,243,4671,79200,96935,104556,113172,77175,16647,2083,489766,234,258,174,140,82,12,6,902,2938,3032,2284,2161,1273,223,18,11933,69,168,125,115,65,5,4,545
3GBRI,12,11,0,4,6,0,0,35,0,0,0,0,0,0,0,5,692,1457,1597,1281,652,87,3,5769,262,367,280,267,137,21,0,1329,33,60,42,34,15,3,0,192,1798,2896,2502,2074,1173,170,3,10624,48,78,72,55,35,0,0,299,0,3,0,3,0,0,0,10,369,561,619,458,255,33,0,2302,572,358,223,190,139,27,0,1511,62,112,71,39,31,5,0,315,1065,1107,987,751,462,69,3,4441,503,667,576,531,351,65,3,2706,3366,4679,4069,3361,1976,308,11,17764,372,442,318,319,177,23,0,1654,111,102,60,63,34,3,0,371,21,36,24,19,21,0,0,118,500,584,400,397,232,29,0,2142,855,4505,8342,7556,5346,1956,302,28867,14341,15701,12467,9676,7891,2045,173,62298,735,690,625,674,490,210,135,3566,85729,119233,115150,110664,67883,13104,1108,512876,6484,12010,9875,7616,4225,582,34,40818,10973,14957,9689,7435,4487,784,56,48382,307,837,511,377,237,51,3,2323
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,6,3,8,8,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
39499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,7,9,8,0,0,26,5,5,3,0,0,0,0,16,0,0,0,0,0,0,0,4,30,27,12,14,8,3,0,104,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,4,0,3,7,4,0,0,21,9,4,3,7,3,0,0,23,0,0,3,0,0,0,0,5,13,9,11,13,7,3,0,55,22,32,40,39,36,0,0,164,66,70,60,63,52,7,0,326,14,10,11,5,3,3,0,34,10,0,0,5,0,0,0,20,0,0,0,4,0,0,0,12,21,14,11,6,5,3,0,68,48,188,235,215,159,41,12,897,482,816,784,837,747,246,33,3948,63,63,66,87,70,40,26,416,2775,4487,5250,6135,4334,956,115,24053,95,110,68,59,38,12,0,388,226,287,183,179,90,27,9,994,8,12,19,10,4,0,0,60
2RVIC,0,0,0,0,0,0,0,0,25,31,10,9,8,3,0,95,42,59,80,62,35,8,0,290,36,17,11,10,16,0,0,85,3,13,8,4,4,0,0,30,157,176,150,116,71,16,0,689,0,0,0,0,0,0,0,0,4,5,7,4,0,0,0,18,25,28,23,22,21,3,0,118,144,23,11,15,11,3,0,201,8,5,3,11,7,0,0,34,175,65,44,45,30,4,0,370,200,214,185,236,148,44,5,1022,535,455,376,399,247,59,3,2086,54,49,30,30,24,3,0,199,17,11,4,3,4,3,0,34,3,0,7,5,3,0,0,21,69,66,46,44,33,3,0,260,375,2133,3992,4438,4464,2544,646,18594,9010,8575,7309,7041,6888,1817,208,40852,676,420,468,636,532,282,152,3177,42754,51328,55600,65623,50110,10919,1618,277953,493,917,660,485,328,72,6,2965,1382,658,455,492,364,92,5,3447,27,31,23,19,12,3,0,122
2GMEL,0,3,0,0,0,0,0,7,1346,3599,1487,946,576,121,13,8082,1342,3227,3286,2405,1191,183,12,11640,673,1366,760,530,352,51,0,3727,115,330,247,152,68,12,0,920,5433,11890,7546,5319,3042,536,35,33802,0,0,0,0,0,0,0,3,309,562,295,206,158,41,4,1571,143,158,117,168,89,11,0,675,585,188,101,112,53,10,3,1053,45,71,30,29,15,8,0,192,1071,981,544,511,315,66,9,3497,1002,1624,1202,1130,606,111,8,5682,7512,14496,9294,6959,3962,711,48,42977,1681,3294,1932,1413,883,148,7,9361,90,98,60,50,30,7,0,331,43,100,65,43,24,7,0,286,1814,3494,2055,1508,942,167,8,9983,1274,8324,15615,13461,8638,3573,593,51481,26104,29110,25240,16843,14092,4229,407,116013,1600,1783,1449,1578,1157,523,296,8384,144303,250647,220848,210643,131552,27270,2741,988003,19666,53889,39080,24653,13185,2307,182,152967,7044,6590,3979,3412,2272,490,48,23845,64,143,77,93,24,11,10,411
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,0,0,0,0,0,0,35,40,13,5,4,0,0,106,17,21,26,18,14,0,0,101,9,7,4,7,4,0,0,32,4,6,5,3,0,0,0,20,108,124,61,52,42,7,0,390,0,0,0,0,0,0,0,0,8,5,5,3,0,0,0,23,9,5,0,9,0,0,0,19,3,0,0,3,0,0,0,11,0,0,0,0,0,0,0,3,19,13,7,12,4,0,0,58,24,40,53,42,30,3,0,187,153,175,119,101,77,7,0,635,47,64,30,28,15,8,0,197,4,3,0,3,0,0,0,13,0,0,6,4,3,0,0,15,52,74,41,36,18,10,0,222,49,217,286,222,144,49,13,976,662,950,902,923,781,256,36,4517,91,84,102,102,64,47,17,504,3330,5522,5955,7211,5066,1268,150,28505,369,558,364,240,154,31,3,1731,120,122,71,65,54,17,3,463,3,16,19,4,8,3,4,58
1RNSW,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,61,48,56,59,42,12,3,276,48,28,18,16,4,0,0,116,4,10,6,9,10,0,0,28,213,212,170,165,115,25,3,899,0,0,4,3,4,0,0,15,3,0,0,0,0,0,0,3,35,46,45,67,28,7,0,225,184,62,29,38,26,6,0,349,19,16,15,18,15,0,0,77,247,119,97,125,72,12,3,671,377,429,331,444,302,46,10,1939,834,762,600,730,486,81,14,3505,51,64,51,47,30,9,0,254,18,18,13,20,13,0,0,74,19,13,9,18,16,7,0,86,88,100,74,92,54,13,0,413,738,4024,7603,8135,7778,4271,1125,33679,14010,14143,11730,11294,11277,2848,313,65612,1089,746,894,1098,905,469,331,5525,76172,91430,102214,117498,88393,18881,2823,497415,627,752,486,441,331,65,12,2710,2223,1562,1120,1174,860,197,18,7156,36,62,54,48,30,3,3,234
1GSYD,64,314,155,106,71,18,3,729,137,276,141,76,57,4,3,699,1897,3730,3627,3066,1622,220,10,14183,1201,2003,1159,1000,759,106,7,6242,109,365,234,189,109,14,4,1021,8921,17710,10907,8584,5413,989,62,52588,52,183,167,117,64,21,0,606,42,88,56,28,15,0,0,241,378,555,742,611,260,55,3,2605,814,487,331,314,218,36,3,2200,88,222,142,107,65,19,7,647,1369,1543,1435,1173,631,130,10,6296,687,997,1054,985,531,89,8,4348,10979,20250,13395,10748,6573,1208,86,63232,1430,2174,1287,1100,727,131,8,6859,89,141,103,74,50,4,3,470,10,29,42,36,18,3,0,142,1536,2348,1440,1214,793,144,9,7481,1583,9147,17605,15173,9676,4079,736,57995,24213,27702,23398,15417,13972,4590,470,109770,1837,2038,1620,1638,1193,554,281,9163,154404,268145,241026,219953,140924,31157,3213,1058826,34889,93294,58243,36512,20348,3631,322,247238,20675,40162,29228,19615,11299,2609,234,123828,364,2345,2364,1479,696,195,18,7461
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,3,23,26,27,34,18,6,0,133,13,12,6,3,3,0,0,37,0,3,4,4,0,0,0,9,151,191,116,96,78,18,3,653,0,0,3,0,3,0,0,5,3,0,0,0,0,0,0,4,5,15,6,8,9,0,0,43,5,3,4,4,3,0,0,22,0,3,7,3,0,0,0,16,17,23,19,24,18,3,0,91,33,36,35,57,25,5,0,194,201,244,167,168,122,23,4,943,35,43,27,20,30,0,0,161,0,4,3,0,0,0,0,10,0,0,0,5,4,0,0,13,35,48,30,24,30,5,0,177,67,258,346,296,205,61,8,1235,761,1014,978,1049,982,344,40,5175,113,133,106,125,108,46,42,673,4088,6386,7133,8637,6274,1424,181,34124,760,1066,628,483,280,61,7,3292,350,420,258,205,174,53,10,1467,13,23,10,12,9,0,0,65
