GCCSA_CODE_2016,HQ_NNI_Mng,HQ_NNI_Pro,HQ_NNI_TecTW,HQ_NNI_CoPSW,HQ_NNI_ClAW,HQ_NNI_SWks,HQ_NNI_MaOpDv,HQ_NNI_Lab,HQ_NNI_IDNS,HQ_NNI_Tot,HQ_1_149_Mng,HQ_1_149_Pro,HQ_1_149_TecTW,HQ_1_149_CoPSW,HQ_1_149_ClAW,HQ_1_149_SWks,HQ_1_149_MaOpDv,HQ_1_149_Lab,HQ_1_149_IDNS,HQ_1_149_Tot,HQ_150_299_Mng,HQ_150_299_Pro,HQ_150_299_TecTW,HQ_150_299_CoPSW,HQ_150_299_ClAW,HQ_150_299_SWks,HQ_150_299_MaOpDv,HQ_150_299_Lab,HQ_150_299_IDNS,HQ_150_299_Tot,HQ_300_399_Mng,HQ_300_399_Pro,HQ_300_399_TecTW,HQ_300_399_CoPSW,HQ_300_399_ClAW,HQ_300_399_SWks,HQ_300_399_MaOpDv,HQ_300_399_Lab,HQ_300_399_IDNS,HQ_300_399_Tot,HQ_400_499_Mng,HQ_400_499_Pro,HQ_400_499_TecTW,HQ_400_499_CoPSW,HQ_400_499_ClAW,HQ_400_499_SWks,HQ_400_499_MaOpDv,HQ_400_499_Lab,HQ_400_499_IDNS,HQ_400_499_Tot,HQ_500_649_Mng,HQ_500_649_Pro,HQ_500_649_TecTW,HQ_500_649_CoPSW,HQ_500_649_ClAW,HQ_500_649_SWks,HQ_500_649_MaOpDv,HQ_500_649_Lab,HQ_500_649_IDNS,HQ_500_649_Tot,HQ_650_799_Mng,HQ_650_799_Pro,HQ_650_799_TecTW,HQ_650_799_CoPSW,HQ_650_799_ClAW,HQ_650_799_SWks,HQ_650_799_MaOpDv,HQ_650_799_Lab,HQ_650_799_IDNS,HQ_650_799_Tot,HQ_800_999_Mng,HQ_800_999_Pro,HQ_800_999_TecTW,HQ_800_999_CoPSW,HQ_800_999_ClAW,HQ_800_999_SWks,HQ_800_999_MaOpDv,HQ_800_999_Lab,HQ_800_999_IDNS,HQ_800_999_Tot,HQ_1000_1249_Mng,HQ_1000_1249_Pro,HQ_1000_1249_TecTW,HQ_1000_1249_CoPSW,HQ_1000_1249_ClAW,HQ_1000_1249_SWks,HQ_1000_1249_MaOpDv,HQ_1000_1249_Lab,HQ_1000_1249_IDNS,HQ_1000_1249_Tot,HQ_1250_1499_Mng,HQ_1250_1499_Pro,HQ_1250_1499_TecTW,HQ_1250_1499_CoPSW,HQ_1250_1499_ClAW,HQ_1250_1499_SWks,HQ_1250_1499_MaOpDv,HQ_1250_1499_Lab,HQ_1250_1499_IDNS,HQ_1250_1499_Tot,HQ_1500_1749_Mng,HQ_1500_1749_Pro,HQ_1500_1749_TecTW,HQ_1500_1749_CoPSW,HQ_1500_1749_ClAW,HQ_1500_1749_SWks,HQ_1500_1749_MaOpDv,HQ_1500_1749_Lab,HQ_1500_1749_IDNS,HQ_1500_1749_Tot,HQ_1750_1999_Mng,HQ_1750_1999_Pro,HQ_1750_1999_TecTW,HQ_1750_1999_CoPSW,HQ_1750_1999_ClAW,HQ_1750_1999_SWks,HQ_1750_1999_MaOpDv,HQ_1750_1999_Lab,HQ_1750_1999_IDNS,HQ_1750_1999_Tot,HQ_2000_2999_Mng,HQ_2000_2999_Pro,HQ_2000_2999_TecTW,HQ_2000_2999_CoPSW,HQ_2000_2999_ClAW,HQ_2000_2999_SWks,HQ_2000_2999_MaOpDv,HQ_2000_2999_Lab,HQ_2000_2999_IDNS,HQ_2000_2999_Tot,HQ_3000mo_Mng,HQ_3000mo_Pro,HQ_3000mo_TecTW,HQ_3000mo_CoPSW,HQ_3000mo_ClAW,HQ_3000mo_SWks,HQ_3000mo_MaOpDv,HQ_3000mo_Lab,HQ_3000mo_IDNS,HQ_3000mo_Tot,HQ_PINS_Mng,HQ_PINS_Pro,HQ_PINS_TecTW,HQ_PINS_CoPSW,HQ_PINS_ClAW,HQ_PINS_SWks,HQ_PINS_MaOpDv,HQ_PINS_Lab,HQ_PINS_IDNS,HQ_PINS_Tot,HQ_Tot_Mng,HQ_Tot_Pro,HQ_Tot_TecTW,HQ_Tot_CoPSW,HQ_Tot_ClAW,HQ_Tot_SWks,HQ_Tot_MaOpDv,HQ_Tot_Lab,HQ_Tot_IDNS,HQ_Tot_Tot,CL_nfd_NNI_Mng,CL_nfd_NNI_Pro,CL_nfd_NNI_TecTW,CL_nfd_NNI_CoPSW,CL_nfd_NNI_ClAW,CL_nfd_NNI_SWks,CL_nfd_NNI_MaOpDv,CL_nfd_NNI_Lab,CL_nfd_NNI_IDNS,CL_nfd_NNI_Tot,CL_nfd_1_149_Mng,CL_nfd_1_149_Pro,CL_nfd_1_149_TecTW,CL_nfd_1_149_CoPSW,CL_nfd_1_149_ClAW,CL_nfd_1_149_SWks,CL_nfd_1_149_MaOpDv,CL_nfd_1_149_Lab,CL_nfd_1_149_IDNS,CL_nfd_1_149_Tot,CL_nfd_150_299_Mng,CL_nfd_150_299_Pro,CL_nfd_150_299_TecTW,CL_nfd_150_299_CoPSW,CL_nfd_150_299_ClAW,CL_nfd_150_299_SWks,CL_nfd_150_299_MaOpDv,CL_nfd_150_299_Lab,CL_nfd_150_299_IDNS,CL_nfd_150_299_Tot,CL_nfd_300_399_Mng,CL_nfd_300_399_Pro,CL_nfd_300_399_TecTW,CL_nfd_300_399_CoPSW,CL_nfd_300_399_ClAW,CL_nfd_300_399_SWks,CL_nfd_300_399_MaOpDv,CL_nfd_300_399_Lab,CL_nfd_300_399_IDNS,CL_nfd_300_399_Tot
6RTAS,80,32,9,11,17,7,3,11,12,188,57,74,30,70,51,10,3,40,9,343,128,191,52,157,102,66,15,97,10,827,130,238,48,203,108,78,16,83,8,921,153,322,93,282,172,95,24,97,10,1249,220,562,106,462,264,133,36,129,25,1938,268,869,141,448,326,140,35,165,24,2394,372,1282,223,487,407,135,54,123,30,3102,489,2222,236,442,527,70,43,89,36,4161,441,2132,210,258,328,51,23,39,27,3515,421,2316,129,165,211,56,26,20,24,3357,408,1754,90,136,107,31,15,17,18,2577,903,1318,96,110,121,34,20,9,24,2642,416,821,26,10,47,20,0,4,10,1348,51,92,14,23,24,7,3,9,22,241,4540,14227,1491,3269,2803,936,314,934,292,28810,6,0,0,3,3,0,0,6,0,25,3,3,4,17,8,11,0,10,0,51,9,3,9,43,21,26,4,21,0,139,19,3,9,47,28,21,4,28,3,162
6GHOB,23,45,4,13,16,3,3,6,4,119,28,124,19,100,43,31,7,38,4,389,64,234,63,218,68,94,26,77,9,852,63,282,66,249,96,126,34,66,13,1002,83,364,86,285,188,143,32,88,18,1292,158,746,136,527,301,206,49,115,19,2258,186,995,215,581,431,179,60,97,29,2774,343,1579,269,584,622,175,62,88,42,3762,499,2652,356,541,866,132,46,58,63,5214,526,2743,265,332,722,83,16,24,61,4773,608,3189,205,224,495,56,11,9,59,4872,589,2588,117,147,266,43,10,15,37,3809,1581,2454,117,158,370,49,6,7,47,4797,734,1293,23,24,93,44,0,3,21,2232,43,131,5,26,41,5,4,5,27,294,5528,19424,1949,4015,4629,1372,363,709,459,38451,0,0,0,0,0,0,0,0,0,13,3,0,8,14,4,10,0,6,0,42,6,7,3,31,10,17,0,8,0,79,6,6,9,46,20,16,7,19,3,122
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,3,4,0,3,0,0,0,18,0,8,7,0,0,3,0,5,0,29,5,21,18,23,11,7,3,15,6,105,6,27,10,23,4,6,6,10,5,93,4,22,13,33,3,4,3,13,0,95,9,40,23,34,8,3,8,25,0,158,11,35,20,35,6,4,6,12,0,127,15,39,32,16,4,3,8,8,9,133,17,42,23,29,9,4,5,10,3,140,11,28,23,18,6,7,0,3,4,103,11,45,20,4,8,0,0,5,0,99,8,24,11,6,3,0,0,4,0,54,14,50,5,5,5,3,0,5,0,85,5,45,0,0,0,3,3,6,4,61,0,7,0,3,0,3,3,0,0,19,123,431,204,231,75,53,46,130,29,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,0,0,0,4,0,0,0,3,0,16,0,3,3,6,0,0,0,10,0,24
5RWAU,180,73,24,33,67,28,12,44,18,470,97,160,28,126,98,51,10,73,3,653,166,354,81,285,201,114,19,165,22,1399,205,418,87,323,210,150,34,225,15,1665,270,519,109,401,282,162,51,235,24,2044,418,821,177,672,514,262,84,354,23,3335,496,1119,259,752,572,302,103,374,43,4012,771,1608,410,919,752,283,141,416,50,5346,1024,2745,631,779,902,217,196,380,57,6926,884,3159,476,519,648,159,219,226,47,6330,962,3830,481,439,510,119,267,141,54,6804,841,3603,408,375,316,69,276,111,62,6065,2332,5790,1173,643,566,88,763,204,90,11653,2172,3485,1261,120,317,85,277,198,101,8011,127,245,57,65,68,21,25,46,52,701,10948,27921,5667,6452,6021,2102,2474,3187,654,65419,28,3,4,4,9,0,3,5,3,60,19,7,9,32,17,17,3,19,0,128,21,16,16,53,43,33,9,38,3,230,28,6,15,63,49,43,7,53,13,281
5GPER,461,560,134,187,268,160,30,119,95,2019,265,1171,251,920,464,584,87,453,59,4264,386,2036,507,2010,1066,1486,255,1106,127,8988,532,2319,561,2308,1308,1686,371,1382,133,10605,672,2878,799,2741,1632,1731,467,1591,140,12660,1175,5116,1236,4196,2841,2150,630,1675,169,19191,1702,6860,1830,4780,3672,2109,891,1680,234,23758,3141,10554,3086,5330,5526,1991,1247,1459,301,32638,4612,18218,4278,4381,7696,1703,1236,1107,408,43638,3952,20560,3105,2453,5860,1228,715,470,393,38736,4791,23673,2432,2077,4187,924,555,302,358,39299,4336,21188,1605,1607,2284,623,302,194,282,32419,14193,32334,2662,1897,3861,1037,421,249,491,57137,14336,20763,1248,301,2248,779,198,92,399,40355,415,1341,188,275,398,185,46,101,300,3260,54979,169572,23909,35465,43315,18381,7450,11997,3893,368959,22,6,12,23,34,8,11,16,6,141,23,30,24,90,54,92,4,50,9,384,16,57,35,177,134,141,21,105,13,703,44,41,69,220,139,150,24,119,6,811
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,0,0,18,0,4,0,0,0,0,0,4,0,10,3,50,20,0,4,0,9,13,0,95,24,157,64,3,0,0,19,20,3,289,0,4,0,0,0,0,0,0,0,3,23,236,93,8,8,0,34,43,8,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,24,25,14,16,9,7,0,17,9,116,13,88,20,77,29,29,9,65,4,327,12,146,45,145,36,38,32,126,14,604,17,156,64,131,29,35,73,127,8,636,22,136,74,161,33,43,95,115,15,690,25,200,110,181,69,50,99,160,16,905,43,211,136,184,61,37,101,149,12,934,55,258,214,182,84,48,87,148,19,1096,83,315,224,126,67,44,73,142,18,1103,82,273,195,61,39,53,49,78,23,855,106,248,166,47,30,29,23,66,9,729,60,214,96,42,21,24,27,48,16,547,140,449,159,39,31,25,56,60,16,972,139,395,103,11,25,11,31,19,23,751,17,49,21,11,6,4,5,12,9,138,826,3165,1632,1412,587,478,765,1318,218,10400,3,0,4,3,0,0,0,0,0,13,0,3,3,14,3,3,0,18,0,47,0,3,3,14,7,10,0,23,3,64,0,0,4,13,4,3,7,22,0,65
4RSAU,137,41,8,21,37,13,6,23,9,299,71,78,23,76,52,36,8,48,11,404,156,186,47,182,138,80,10,115,5,927,166,222,49,248,144,85,14,132,20,1086,227,332,60,339,200,93,25,138,17,1424,333,595,99,609,307,158,48,212,19,2383,413,927,137,702,380,166,56,324,22,3121,587,1433,203,727,421,149,70,274,27,3896,730,2239,260,577,519,125,91,210,22,4771,554,2454,178,328,291,62,53,84,28,4031,587,2510,138,209,247,64,41,53,31,3884,508,1962,86,177,116,38,49,30,20,2987,1137,1503,143,356,131,57,76,24,26,3440,552,805,63,26,56,26,15,16,15,1564,85,139,18,47,23,16,3,20,14,366,6237,15430,1510,4626,3059,1161,563,1699,284,34576,22,4,0,0,3,3,0,4,0,46,8,0,4,9,8,25,3,17,0,75,20,9,10,47,28,32,6,46,0,198,24,10,9,58,20,36,9,30,3,202
4GADE,212,286,53,111,119,85,17,46,62,981,150,693,119,493,201,271,37,289,44,2294,293,1315,292,1342,607,770,153,620,67,5460,389,1515,368,1528,814,914,221,733,69,6552,514,2035,509,2032,1023,991,255,844,80,8288,845,3844,795,3455,1882,1257,356,1139,147,13731,1331,5619,1282,3927,2680,1293,516,1224,148,18024,2199,9207,1796,4074,4069,1337,749,1163,217,24809,3159,14985,2199,3457,5149,1030,571,653,289,31493,2907,15251,1556,1767,3337,673,223,239,255,26203,3558,17602,1156,1241,2505,493,142,124,246,27065,3360,13757,742,994,1415,317,77,69,159,20890,8107,14143,894,1529,1700,491,81,72,216,27228,5161,8288,213,199,630,257,26,33,123,14930,228,857,91,227,209,72,19,66,138,1907,32402,109395,12058,26365,26331,10255,3444,7328,2257,229852,17,8,3,12,6,7,3,3,3,62,12,20,9,65,18,60,3,36,3,226,17,24,19,119,54,99,9,74,0,422,29,35,43,151,109,95,13,76,9,566
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,7,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,11,5,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,3,11,4,5,7,3,0,8,3,50,0,62,13,39,17,15,6,49,0,210,4,101,32,100,33,34,26,101,11,433,13,118,41,97,27,29,43,111,12,491,15,134,44,140,28,19,38,108,8,537,31,165,76,177,48,32,38,101,12,690,42,235,100,166,42,24,22,98,6,729,47,234,133,121,39,28,37,107,8,759,63,277,142,118,34,25,20,59,9,748,60,179,77,56,16,22,20,29,12,459,48,183,72,39,23,10,3,24,10,410,42,134,36,23,6,18,8,8,5,275,89,154,34,30,20,5,14,8,4,359,44,136,11,13,8,7,0,0,9,228,6,22,13,12,3,0,3,5,8,78,507,2150,826,1136,348,280,284,822,108,6465,3,0,4,0,0,0,0,3,0,5,0,0,0,8,3,0,0,10,0,22,0,3,6,17,3,3,0,18,0,51,0,0,12,10,6,8,4,16,0,58
3RQLD,746,463,107,161,309,141,28,140,82,2174,393,847,179,657,449,397,55,332,49,3355,657,1626,419,1580,1006,919,152,801,90,7253,908,2012,542,2039,1324,1187,219,1039,133,9400,933,2594,662,2848,1626,1438,346,1290,136,11879,1719,4937,1151,4946,2985,2102,465,1761,165,20228,2431,7325,1781,6163,4153,2250,628,1911,211,26851,3855,11526,2457,5851,5345,1994,722,1489,302,33542,5268,19356,2768,4696,5901,1519,632,884,325,41343,4100,20129,1827,2941,3844,810,359,379,262,34656,4347,23944,1557,2488,2762,724,301,263,258,36648,3717,14890,1059,1760,1395,385,277,105,175,23771,8607,17076,1830,1616,1691,544,586,188,238,32376,5427,9790,876,198,754,348,217,73,158,17841,466,1151,175,395,336,157,55,114,265,3111,43583,137666,17391,38340,33874,14910,5054,10764,2845,304429,80,14,25,17,45,13,11,24,18,242,41,34,26,134,40,105,15,83,10,489,80,47,63,252,133,155,32,171,11,946,114,43,79,316,173,207,40,199,23,1186
3GBRI,493,667,134,160,281,170,30,112,113,2151,281,1234,219,867,500,517,87,402,81,4185,467,2138,397,2151,1145,1332,218,922,120,8897,673,2713,655,2598,1524,1621,375,1354,153,11661,837,3214,835,3255,1976,1866,467,1688,148,14294,1445,6211,1360,5393,3701,2476,706,1944,218,23452,2302,9039,2050,6511,5244,2756,1177,2100,319,31504,4163,15141,3111,6375,8197,2582,1264,1895,437,43157,6117,26413,3928,5169,10759,2238,1090,1173,568,57446,5487,28094,2814,3131,7464,1343,567,417,481,49798,6662,34220,2359,2739,5494,1175,325,259,504,53741,6241,23968,1624,1979,3102,734,181,153,409,38388,17594,33796,2437,1871,4571,1194,255,174,547,62444,14591,20657,855,228,2099,864,73,65,365,39790,516,1665,183,382,505,175,46,110,387,3961,67865,209171,22951,42824,56549,21034,6853,12777,4840,444870,22,10,9,16,27,18,10,11,9,130,23,26,20,120,33,89,13,68,16,394,43,54,41,227,119,143,27,103,15,768,52,58,57,258,151,143,32,150,14,913
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,4,0,20,3,6,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,19,5,6,3,0,3,10,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,26,74,14,24,39,13,11,21,28,246,20,157,40,95,38,39,14,95,7,500,34,242,83,195,78,74,46,185,18,946,40,286,112,234,71,68,59,252,19,1134,44,313,141,266,74,74,79,243,22,1246,56,468,180,355,99,98,100,325,23,1695,82,470,258,288,99,87,108,249,34,1670,129,580,322,281,129,88,102,260,36,1922,198,679,351,205,127,119,96,197,30,2009,197,557,244,109,75,79,41,108,38,1453,191,539,216,83,78,67,37,89,26,1323,185,358,145,53,32,31,39,44,18,900,281,656,170,60,60,31,38,43,27,1369,218,540,66,15,41,20,25,21,22,972,26,96,31,27,12,14,14,14,16,248,1733,6019,2367,2288,1053,898,797,2142,352,17651,3,0,4,3,0,0,7,9,0,23,0,6,0,8,6,3,3,13,0,49,3,3,9,24,8,16,9,31,0,110,0,15,21,34,5,10,5,44,3,143
2RVIC,612,254,74,101,158,63,16,69,72,1424,329,613,121,436,257,263,26,161,33,2240,639,1331,318,1106,650,625,100,518,73,5362,820,1670,380,1393,837,767,136,557,80,6649,962,2069,490,1777,1098,857,159,639,81,8124,1434,4067,754,3044,1848,1111,271,858,106,13490,1813,5771,1053,3514,2350,1173,346,1005,147,17175,2490,9020,1495,3508,2975,966,442,852,184,21919,3146,13885,1625,2920,3074,692,351,629,199,26522,2713,13089,971,1922,1954,414,224,259,191,21736,2907,12004,773,1508,1471,319,133,170,162,19441,2614,8633,464,961,714,213,76,106,115,13887,5564,7588,639,926,923,321,103,108,129,16312,2948,4330,280,147,316,167,37,38,75,8349,336,834,106,259,209,92,28,46,149,2061,29320,85162,9546,23534,18828,8038,2448,6025,1791,184697,56,5,5,11,15,9,4,16,4,125,35,14,17,58,31,54,4,52,7,265,70,22,37,144,58,83,16,89,4,524,80,32,45,215,126,112,18,105,6,737
2GMEL,1301,1586,280,446,721,435,84,227,343,5430,757,3261,549,2271,1338,1684,216,894,217,11192,1344,6091,1393,5537,3190,4296,707,2374,312,25250,1977,6914,2007,6500,4059,4940,1083,3212,414,31108,2205,8597,2440,7632,5198,5239,1274,3713,397,36707,4125,15719,3849,11264,8730,6742,2047,4258,649,57379,6115,22164,5766,13196,13218,7271,3198,4687,854,76483,10447,37647,9433,14034,20534,7157,3956,4341,1154,108698,15115,63100,11148,10830,23688,6033,3350,2809,1435,137510,13488,62556,6431,6423,15970,3741,1602,1249,1176,112625,15914,63216,4602,4498,11086,2845,1006,722,1069,104943,14397,47663,2974,2902,5745,1946,483,388,777,77283,39266,66609,3919,2880,8400,3366,498,408,1160,126500,36886,42900,1294,631,4770,2436,102,169,901,90096,1624,4445,556,1015,1329,632,183,269,1056,11116,164958,452479,56638,90050,127972,58758,19801,29736,11926,1012320,49,29,22,34,66,29,12,24,14,282,30,59,42,204,101,140,17,109,15,724,55,81,109,467,210,273,39,213,19,1465,93,95,108,565,324,311,56,214,26,1796
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,11,4,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,40,80,23,26,28,12,10,30,32,283,14,223,72,146,69,45,26,131,12,749,40,431,130,411,116,94,114,265,31,1635,62,438,178,393,110,103,178,352,31,1849,62,506,275,451,107,97,219,327,33,2076,110,749,398,584,151,130,288,442,41,2895,147,737,546,453,184,114,261,368,50,2863,209,814,603,422,197,127,251,380,70,3066,287,956,709,278,200,152,157,285,70,3085,262,765,467,167,124,138,81,160,43,2206,292,678,342,115,85,79,40,117,39,1779,228,431,196,62,67,55,31,63,19,1150,331,750,180,60,57,60,27,64,28,1557,294,631,68,29,36,17,7,12,22,1122,44,143,57,56,31,28,23,37,48,462,2426,8331,4252,3651,1556,1248,1714,3029,560,26760,3,0,0,3,4,0,3,4,0,21,0,6,3,18,9,7,0,20,0,62,0,13,22,45,11,9,3,39,5,148,4,3,27,64,4,14,12,48,4,172
1RNSW,837,394,92,146,266,96,38,102,84,2054,482,933,144,628,461,295,45,320,55,3364,891,1967,437,1653,1072,879,122,738,106,7868,1057,2507,540,2092,1344,1130,197,866,119,9862,1295,3303,708,2726,1798,1274,231,1015,149,12494,2034,6219,1201,4599,3240,1717,383,1321,191,20916,2644,8917,1610,5532,4067,1775,470,1415,249,26671,3895,13107,2075,5615,5188,1544,576,1276,294,33562,4875,20746,2485,4629,5851,1200,520,870,381,41563,4253,20514,1712,2591,3805,655,379,381,289,34570,4754,21941,1610,2357,2666,589,281,239,310,34743,4157,19945,1197,2127,1585,314,219,116,210,29872,10894,20450,1777,2416,2011,491,525,135,273,38979,6355,9796,669,268,760,334,102,73,155,18516,528,1306,137,385,371,120,41,103,246,3238,48950,152052,16394,37763,34485,12402,4136,8970,3116,318272,108,14,17,16,35,10,7,23,13,249,66,35,31,116,80,93,12,86,5,531,124,56,68,275,220,175,20,187,18,1146,152,88,81,358,330,258,57,241,17,1577
1GSYD,1239,1606,280,406,648,453,86,183,372,5277,605,2851,408,1742,1232,1148,197,667,200,9062,1063,4996,1039,4556,2981,3458,639,1820,381,20934,1652,6323,1814,6006,4080,4353,1148,2915,421,28708,1969,7684,2382,7278,5121,5107,1514,3846,552,35451,3638,14293,3616,10252,8824,6811,2167,4161,748,54508,5792,20900,5339,12028,13533,7660,3244,4818,1015,74322,10384,34853,8318,13466,21008,7890,3996,4641,1471,106033,16154,60818,10359,11229,26539,6893,3270,2953,1825,140037,14561,62755,7114,6404,18459,4474,1803,1363,1403,118335,17096,68231,5452,5205,13506,3575,1143,832,1341,116380,15860,59322,3661,3940,7588,2454,633,484,942,94877,47796,94208,5206,4424,11675,4574,623,447,1491,170449,53946,63481,1729,879,7851,3894,131,176,1529,133611,1634,4601,537,904,1382,589,149,227,1276,11298,193398,506916,57259,88725,144412,63331,20740,29536,14959,1119277,43,25,17,45,71,32,10,19,26,294,33,56,31,153,127,119,20,75,7,633,65,110,90,368,331,287,42,187,24,1509,107,125,148,534,464,363,84,245,31,2092
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,10,0,6,3,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,45,69,27,23,54,15,22,53,36,343,43,250,55,145,64,62,23,123,16,780,46,428,122,342,109,112,134,285,23,1608,100,469,204,394,109,96,233,397,38,2043,75,448,245,464,132,121,354,461,38,2329,130,688,406,626,194,151,417,557,64,3228,132,739,489,582,208,137,325,494,53,3157,213,954,688,481,226,177,285,467,58,3554,351,1060,749,381,237,171,236,406,77,3665,378,856,496,192,138,145,104,203,56,2561,361,869,407,136,134,108,64,137,54,2275,239,661,242,97,65,68,39,61,29,1500,470,1020,235,86,120,83,39,70,54,2186,401,849,75,30,56,40,17,25,42,1536,52,138,52,52,31,14,15,30,63,456,3042,9503,4490,4033,1875,1500,2307,3767,689,31206,6,3,3,0,3,4,3,8,0,27,3,10,9,15,6,0,5,24,3,76,5,9,21,46,13,13,17,67,0,192,5,20,27,67,19,17,15,66,3,240
