GCCSA_CODE_2016,M1_Train_Mng,M1_Train_Pro,M1_Train_TecTW,M1_Train_CoPSW,M1_Train_ClAW,M1_Train_SWks,M1_Train_MaOpDv,M1_Train_Lab,M1_Train_IDNS,M1_Train_Tot,M1_Bus_Mng,M1_Bus_Pro,M1_Bus_TecTW,M1_Bus_CoPSW,M1_Bus_ClAW,M1_Bus_SWks,M1_Bus_MaOpDv,M1_Bus_Lab,M1_Bus_IDNS,M1_Bus_Tot,M1_Ferry_Mng,M1_Ferry_Pro,M1_Ferry_TecTW,M1_Ferry_CoPSW,M1_Ferry_ClAW,M1_Ferry_SWks,M1_Ferry_MaOpDv,M1_Ferry_Lab,M1_Ferry_IDNS,M1_Ferry_Tot,M1_Tram_Inc_LR_Mng,M1_Tram_Inc_LR_Pro,M1_Tram_Inc_LR_TecTW,M1_Tram_Inc_LR_CoPSW,M1_Tram_Inc_LR_ClAW,M1_Tram_Inc_LR_SWks,M1_Tram_Inc_LR_MaOpDv,M1_Tram_Inc_LR_Lab,M1_Tram_Inc_LR_IDNS,M1_Tram_Inc_LR_Tot,M1_Taxi_Mng,M1_Taxi_Pro,M1_Taxi_TecTW,M1_Taxi_CoPSW,M1_Taxi_ClAW,M1_Taxi_SWks,M1_Taxi_MaOpDv,M1_Taxi_Lab,M1_Taxi_IDNS,M1_Taxi_Tot,M1_CarAsDriv_Mng,M1_CarAsDriv_Pro,M1_CarAsDriv_TecTW,M1_CarAsDriv_CoPSW,M1_CarAsDriv_ClAW,M1_CarAsDriv_SWks,M1_CarAsDriv_MaOpDv,M1_CarAsDriv_Lab,M1_CarAsDriv_IDNS,M1_CarAsDriv_Tot,M1_CarAsPas_Mng,M1_CarAsPas_Pro,M1_CarAsPas_TecTW,M1_CarAsPas_CoPSW,M1_CarAsPas_ClAW,M1_CarAsPas_SWks,M1_CarAsPas_MaOpDv,M1_CarAsPas_Lab,M1_CarAsPas_IDNS,M1_CarAsPas_Tot,M1_Truck_Mng,M1_Truck_Pro,M1_Truck_TecTW,M1_Truck_CoPSW,M1_Truck_ClAW,M1_Truck_SWks,M1_Truck_MaOpDv,M1_Truck_Lab,M1_Truck_IDNS,M1_Truck_Tot,M1_MBikeScoot_Mng,M1_MBikeScoot_Pro,M1_MBikeScoot_TecTW,M1_MBikeScoot_CoPSW,M1_MBikeScoot_ClAW,M1_MBikeScoot_SWks,M1_MBikeScoot_MaOpDv,M1_MBikeScoot_Lab,M1_MBikeScoot_IDNS,M1_MBikeScoot_Tot,M1_Bicycle_Mng,M1_Bicycle_Pro,M1_Bicycle_TecTW,M1_Bicycle_CoPSW,M1_Bicycle_ClAW,M1_Bicycle_SWks,M1_Bicycle_MaOpDv,M1_Bicycle_Lab,M1_Bicycle_IDNS,M1_Bicycle_Tot,M1_Oth_Mng,M1_Oth_Pro,M1_Oth_TecTW,M1_Oth_CoPSW,M1_Oth_ClAW,M1_Oth_SWks,M1_Oth_MaOpDv,M1_Oth_Lab,M1_Oth_IDNS,M1_Oth_Tot,M1_WlkOnly_Mng,M1_WlkOnly_Pro,M1_WlkOnly_TecTW,M1_WlkOnly_CoPSW,M1_WlkOnly_ClAW,M1_WlkOnly_SWks,M1_WlkOnly_MaOpDv,M1_WlkOnly_Lab,M1_WlkOnly_IDNS,M1_WlkOnly_Tot,M1_Tot_M1_Mng,M1_Tot_M1_Pro,M1_Tot_M1_TecTW,M1_Tot_M1_CoPSW,M1_Tot_M1_ClAW,M1_Tot_M1_SWks,M1_Tot_M1_MaOpDv,M1_Tot_M1_Lab,M1_Tot_M1_IDNS,M1_Tot_M1_Tot,M2_TrnBus_Mng,M2_TrnBus_Pro,M2_TrnBus_TecTW,M2_TrnBus_CoPSW,M2_TrnBus_ClAW,M2_TrnBus_SWks,M2_TrnBus_MaOpDv,M2_TrnBus_Lab,M2_TrnBus_IDNS,M2_TrnBus_Tot,M2_TrnFer_Mng,M2_TrnFer_Pro,M2_TrnFer_TecTW,M2_TrnFer_CoPSW,M2_TrnFer_ClAW,M2_TrnFer_SWks,M2_TrnFer_MaOpDv,M2_TrnFer_Lab,M2_TrnFer_IDNS,M2_TrnFer_Tot,M2_TrnTrm_Inc_LR_Mng,M2_TrnTrm_Inc_LR_Pro,M2_TrnTrm_Inc_LR_TecTW,M2_TrnTrm_Inc_LR_CoPSW,M2_TrnTrm_Inc_LR_ClAW,M2_TrnTrm_Inc_LR_SWks,M2_TrnTrm_Inc_LR_MaOpDv,M2_TrnTrm_Inc_LR_Lab,M2_TrnTrm_Inc_LR_IDNS,M2_TrnTrm_Inc_LR_Tot,M2_TrnCarAsDriv_Mng,M2_TrnCarAsDriv_Pro,M2_TrnCarAsDriv_TecTW,M2_TrnCarAsDriv_CoPSW,M2_TrnCarAsDriv_ClAW,M2_TrnCarAsDriv_SWks,M2_TrnCarAsDriv_MaOpDv,M2_TrnCarAsDriv_Lab,M2_TrnCarAsDriv_IDNS,M2_TrnCarAsDriv_Tot,M2_TrnCarAsPa_Mng,M2_TrnCarAsPa_Pro,M2_TrnCarAsPa_TecTW,M2_TrnCarAsPa_CoPSW,M2_TrnCarAsPa_ClAW,M2_TrnCarAsPa_SWks,M2_TrnCarAsPa_MaOpDv,M2_TrnCarAsPa_Lab,M2_TrnCarAsPa_IDNS,M2_TrnCarAsPa_Tot,M2_TrnOth_Mng,M2_TrnOth_Pro,M2_TrnOth_TecTW,M2_TrnOth_CoPSW,M2_TrnOth_ClAW,M2_TrnOth_SWks,M2_TrnOth_MaOpDv,M2_TrnOth_Lab,M2_TrnOth_IDNS,M2_TrnOth_Tot,M2_Trn_and_Tot_Mng,M2_Trn_and_Tot_Pro,M2_Trn_and_Tot_TecTW,M2_Trn_and_Tot_CoPSW,M2_Trn_and_Tot_ClAW,M2_Trn_and_Tot_SWks,M2_Trn_and_Tot_MaOpDv,M2_Trn_and_Tot_Lab,M2_Trn_and_Tot_IDNS,M2_Trn_and_Tot_Tot
59499,14,40,83,31,21,18,17,73,3,303,18,83,467,52,30,18,444,255,21,1376,0,0,0,0,0,0,3,0,3,12,0,3,0,0,0,0,0,0,0,3,13,10,16,3,3,6,137,10,4,201,1717,2744,14652,3223,1212,1452,2588,6643,532,34757,75,128,1396,100,59,68,262,1151,71,3310,128,14,821,11,54,11,671,424,23,2161,0,10,34,16,8,6,15,20,5,124,4,27,36,17,11,3,16,28,5,150,110,200,660,63,82,17,417,346,55,1946,44,91,100,57,27,12,106,171,11,624,2125,3355,18268,3570,1505,1615,4676,9132,728,44973,4,30,43,29,18,19,3,51,3,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,19,15,11,9,0,10,0,77,3,7,15,3,0,0,0,10,0,36,0,3,3,3,0,0,0,0,0,15,10,51,82,47,27,31,9,78,8,337
4RSAU,0,5,0,3,0,3,0,7,4,28,41,94,285,35,36,31,424,154,17,1121,7,0,7,0,0,9,9,12,4,36,3,3,0,0,0,0,0,0,3,12,21,13,34,18,13,16,37,50,3,199,13475,13962,14184,11085,10533,8626,7896,14630,1108,95504,559,505,797,605,388,1111,501,2344,90,6908,273,10,149,4,21,24,440,119,11,1051,147,34,97,33,30,46,100,147,9,641,73,108,162,50,44,48,86,170,18,757,503,91,281,68,77,32,189,194,33,1476,2185,842,859,844,516,661,371,1290,97,7665,17289,15675,16857,12746,11660,10600,10049,19111,1403,115395,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,6,3,3,5,6,3,0,0,29,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,3,16,3,3,8,9,3,3,0,47
4GADE,817,2771,535,683,2590,682,114,523,160,8871,2092,7522,1811,2781,7190,2875,439,2633,427,27770,4,12,12,14,4,5,12,12,25,98,300,865,139,257,754,222,13,103,60,2712,135,160,66,86,84,61,302,146,15,1060,47780,82178,51064,45019,49980,34256,23817,33087,4372,371551,2015,4158,2309,2912,3550,4250,858,4817,349,25221,244,20,580,7,127,77,919,355,34,2362,280,591,495,346,278,162,253,270,49,2725,746,2717,716,626,674,296,253,470,90,6589,355,399,569,208,354,123,268,228,117,2632,1595,3021,1096,1862,1326,1491,347,1497,120,12345,56370,104414,59395,54798,66906,44505,27599,44128,5819,463936,71,327,142,176,252,164,39,268,38,1483,0,0,0,0,0,0,0,0,0,3,19,46,10,18,61,17,3,12,5,189,188,581,128,154,568,116,25,54,26,1841,25,70,20,23,55,39,3,33,4,282,23,67,22,22,19,9,6,16,0,182,332,1094,329,396,959,340,72,389,69,3975
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,13,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,4,13,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,3,13,21,16,3,3,3,19,3,86,8,72,47,30,13,21,39,59,3,300,0,0,0,0,0,0,0,0,3,9,0,6,3,4,0,4,0,0,0,18,6,9,3,5,0,0,80,6,4,110,1494,1925,9630,2839,808,1078,1285,5024,339,24419,63,55,596,79,27,37,74,689,39,1664,91,3,332,3,32,6,366,255,11,1099,4,8,25,10,7,0,3,18,3,71,4,20,15,8,0,3,8,23,4,93,80,50,327,25,56,7,95,102,20,764,27,47,29,31,10,10,56,66,3,280,1785,2208,11032,3044,953,1187,2007,6262,434,28905,0,5,3,8,0,5,0,11,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,0,0,0,5,0,30,0,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,22,13,11,0,4,0,18,0,73
3RQLD,74,168,113,99,99,111,40,165,25,902,469,823,1916,1281,633,1428,2774,2431,187,11933,54,75,136,63,41,29,35,75,32,545,119,347,141,305,144,257,22,290,34,1644,157,194,145,245,112,163,201,278,28,1518,78134,120568,105516,79254,90571,65433,49135,67739,7763,664108,3501,5653,6706,6686,5168,10467,3347,12981,744,55254,1151,96,1955,37,186,204,3035,1218,113,7989,1024,1057,1881,919,658,581,1168,1057,107,8452,733,2002,1579,1355,726,801,607,1608,147,9552,1754,950,1206,701,654,340,884,1046,247,7786,6910,5465,4286,6182,3282,3915,1636,6258,517,38446,94073,137390,125573,97131,102276,83711,62894,95134,9942,808135,21,90,45,77,71,88,21,93,8,506,0,0,0,0,0,0,0,0,0,3,0,4,6,6,3,7,3,7,0,33,30,100,39,26,44,25,19,40,6,324,4,10,18,9,9,20,3,12,3,84,6,9,11,4,3,0,11,10,0,62,64,205,113,128,126,136,58,160,18,1009
3GBRI,4111,13758,2642,2789,11524,2377,590,2198,827,40818,4288,16035,2864,4631,10593,4971,839,3422,726,48382,351,993,104,148,453,118,27,63,48,2323,17,35,13,15,10,11,3,14,9,124,288,437,102,187,156,151,287,152,42,1802,85019,138704,88950,70690,87949,56827,46411,54865,8095,637513,3930,7795,4985,5974,6562,8413,2765,10413,741,51574,771,71,1922,22,223,159,2800,1067,112,7140,1186,2525,2028,1115,1120,526,1272,826,189,10782,1545,5207,1156,935,1043,430,446,899,159,11814,888,983,621,507,673,273,415,428,251,5041,3674,7759,2533,4949,3450,3219,793,3464,433,30276,106056,194299,107915,91970,123758,77487,56650,77814,11642,847591,471,1968,472,702,1352,570,174,699,101,6504,7,19,6,9,13,4,0,3,0,64,3,0,0,0,3,0,0,0,0,9,1440,4208,717,575,3534,461,90,230,164,11433,229,694,167,144,618,156,34,156,33,2224,117,341,98,59,110,30,50,86,10,898,2266,7225,1470,1490,5628,1226,347,1168,313,21133
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,12,3,0,0,9,10,0,37,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,26,13,8,3,0,9,29,3,94,0,3,0,0,0,0,0,0,0,5,9,37,30,8,3,0,12,44,4,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,23,65,60,38,50,29,17,89,17,388,35,127,174,101,45,67,227,202,25,994,5,13,11,7,5,3,3,13,3,60,3,7,7,3,0,3,0,12,0,35,9,31,10,6,3,7,99,3,5,175,4505,5399,27313,5489,2243,3133,4610,14626,1044,68363,165,229,1872,243,131,137,404,2148,106,5440,381,32,1443,4,78,56,1788,956,76,4812,14,52,94,37,32,7,64,102,15,419,6,47,56,39,19,14,28,67,16,287,157,242,438,86,92,38,226,313,87,1673,93,150,143,126,60,54,146,201,34,1010,5396,6384,31614,6185,2758,3555,7610,18725,1440,83659,3,33,19,17,14,5,5,25,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,24,9,9,8,0,16,3,92,0,10,6,3,0,3,0,16,0,43,0,3,3,3,0,0,0,8,0,22,15,71,56,32,21,20,10,63,3,289
2RVIC,381,862,284,328,436,260,56,271,85,2965,151,363,288,533,367,747,227,687,74,3447,17,8,23,9,9,13,7,13,19,122,65,161,40,90,58,70,9,56,8,552,78,63,64,88,44,76,143,158,18,745,48410,72251,56862,45260,46013,34363,25220,42091,4415,374886,1745,2375,3059,2877,1981,5906,908,6531,352,25740,650,38,643,8,83,89,1339,437,49,3338,791,240,252,120,109,92,176,290,32,2096,378,1097,614,427,285,317,277,668,53,4118,1165,286,403,317,226,123,306,343,109,3294,5833,3872,2399,2944,1876,2551,855,3105,281,23708,59657,81619,64939,53019,51484,44604,29526,54648,5497,444996,26,97,38,51,47,65,16,60,13,410,0,0,0,0,0,0,0,0,0,0,14,55,17,25,33,20,0,17,4,182,98,258,54,66,94,48,20,31,13,679,15,39,17,18,22,26,7,27,4,175,22,61,15,11,7,5,10,11,3,136,169,506,147,172,197,158,46,149,37,1583
2GMEL,20305,57306,9982,9989,33144,9802,1661,7861,2927,152967,1766,5141,1831,3195,2955,4146,985,3395,424,23845,33,64,83,35,29,37,29,38,72,411,6652,19359,2952,5111,8450,4462,260,2344,677,50270,561,741,186,329,263,189,960,309,68,3618,180164,276052,171607,123072,162524,113648,90016,96363,16200,1229655,6593,10628,8405,8814,8666,16039,4095,14173,1161,78583,1127,74,2006,28,422,199,3603,1339,159,8965,1120,2195,1127,731,746,383,584,547,133,7556,4260,13693,2226,2519,2553,1399,763,1466,388,29272,1553,1926,1135,957,1199,556,753,578,448,9107,8534,18947,5335,9284,6580,7056,1138,5038,888,62804,232674,406137,206874,164064,227531,157920,104843,133452,23554,1657053,1749,6269,1521,1970,3657,2004,628,2142,354,20292,3,3,0,3,3,0,0,7,3,17,1814,6664,1026,1242,2827,1108,125,905,220,15930,4174,10882,1760,1256,6636,1260,295,657,396,27320,645,2129,315,356,1496,421,63,261,92,5775,391,1387,278,231,400,129,83,137,46,3081,8778,27339,4895,5050,15015,4921,1199,4110,1105,72414
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,3,7,18,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,27,0,0,0,13,7,0,63,0,0,3,0,0,0,0,0,0,3,8,12,37,0,0,3,17,30,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,89,366,410,173,129,114,51,321,76,1731,17,67,73,68,27,39,47,104,20,463,3,9,17,0,0,3,4,8,9,58,34,139,36,94,35,38,7,87,10,491,24,34,7,27,4,3,335,16,4,450,5705,6911,37334,7355,2592,3523,5213,15396,1315,85350,179,225,2507,284,92,154,179,1968,104,5693,345,18,1287,3,103,57,1541,967,50,4360,14,37,70,18,23,10,18,45,11,238,36,122,61,51,25,15,69,88,18,486,168,155,430,59,115,45,231,193,84,1477,96,208,112,152,48,79,148,221,36,1105,6718,8282,42335,8286,3188,4077,7861,19407,1750,101900,7,69,37,58,13,23,6,59,5,286,0,0,0,0,0,0,0,0,0,0,17,78,26,40,18,17,3,47,4,237,11,106,91,33,20,19,3,41,9,333,4,21,23,5,5,3,0,22,3,89,7,15,11,7,7,8,6,12,0,61,42,287,188,142,55,63,19,188,18,1006
1RNSW,223,701,312,289,334,268,100,400,79,2710,298,1114,613,957,904,1181,574,1377,141,7156,29,43,40,18,29,8,19,23,19,234,17,12,9,4,8,8,3,8,10,76,120,155,102,176,96,145,198,206,30,1236,80592,132763,105169,81982,90358,63203,50876,69997,8111,683050,3144,5330,6330,5647,4461,9575,2769,12135,666,50059,1940,104,2342,42,246,277,3376,1531,153,10017,1056,809,1028,490,426,390,591,774,91,5655,632,1863,1005,678,476,450,397,883,97,6495,1843,665,620,985,482,228,414,656,184,6074,7847,6133,4150,5692,3390,4030,1391,5246,454,38331,97738,149697,121723,96955,101212,79772,60706,93247,10046,811097,52,248,83,124,140,101,50,139,18,952,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,0,5,90,212,69,85,81,44,55,50,13,693,13,43,18,29,22,29,38,30,0,225,25,48,23,8,10,6,9,13,3,146,189,547,186,254,241,189,150,241,29,2027
1GSYD,30984,90201,18023,17253,48022,18935,3708,15109,4994,247238,17646,43439,6801,10505,21511,12370,2265,7252,2022,123828,1993,3639,161,137,958,354,17,43,165,7461,454,1033,148,244,378,159,19,93,55,2578,981,1523,202,481,352,235,842,302,96,5022,176620,270253,155152,111060,157998,100348,87021,81613,17559,1157625,7699,13094,9519,9466,10882,13414,4942,14761,1468,85256,1656,144,3991,52,647,302,5756,2124,231,14906,2604,4174,2199,1376,1429,783,1148,771,234,14726,2587,7081,1516,1224,1298,697,714,969,261,16345,1818,2238,1541,1295,1316,538,717,677,516,10652,12312,26823,7358,13209,10515,10199,2237,7104,1302,91064,257360,463639,206612,166295,255308,158343,109399,130822,28910,1776693,6132,18821,4227,5362,10256,5138,1888,5244,1061,58126,354,744,77,61,211,83,12,40,25,1604,148,524,128,195,236,96,6,115,14,1469,5410,12101,2470,1564,7936,1737,433,794,496,32938,1182,3311,597,570,2362,750,152,453,143,9512,516,1371,269,208,428,134,111,166,46,3254,13738,36861,7760,7959,21435,7939,2600,6806,1792,106904
19799,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,19,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,11,0,3,0,0,0,0,0,0,0,10,0,13,16,7,0,0,0,21,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
19499,222,644,755,306,225,208,97,726,107,3292,68,310,212,272,81,88,98,313,28,1467,3,17,14,12,5,4,0,6,8,65,7,13,6,7,3,0,0,3,0,36,38,40,7,37,7,4,329,16,6,487,6938,8336,38014,8417,3258,4067,7662,18255,1506,96442,234,269,3071,455,140,176,346,3094,146,7932,630,31,2895,24,125,79,2427,1565,65,7846,26,73,112,48,34,7,63,101,13,483,33,74,69,41,34,10,43,53,14,361,169,221,578,140,117,53,311,297,93,1985,119,314,162,231,101,80,317,307,37,1676,8478,10350,45899,9983,4121,4778,11694,24740,2030,122073,48,201,175,157,65,94,44,351,22,1150,3,3,3,4,3,3,0,0,0,21,0,5,0,0,0,0,0,0,0,15,33,143,164,43,32,26,22,62,17,549,0,26,62,16,3,11,5,44,3,172,9,20,8,7,3,3,12,22,0,85,94,405,411,227,103,133,84,474,44,1988
