GCCSA_CODE_2016,SWs_NNI_H_0,SWs_NNI_H_1_15,SWs_NNI_H_16_24,SWs_NNI_H_25_34,SWs_NNI_H_35_39,SWs_NNI_H_40,SWs_NNI_H_41_48,SWs_NNI_H_49mo,SWs_NNI_H_NS,SWs_NNI_H_Tot,SWs_1_149_H_0,SWs_1_149_H_1_15,SWs_1_149_H_16_24,SWs_1_149_H_25_34,SWs_1_149_H_35_39,SWs_1_149_H_40,SWs_1_149_H_41_48,SWs_1_149_H_49mo,SWs_1_149_H_NS,SWs_1_149_H_Tot,SWs_150_299_H_0,SWs_150_299_H_1_15,SWs_150_299_H_16_24,SWs_150_299_H_25_34,SWs_150_299_H_35_39,SWs_150_299_H_40,SWs_150_299_H_41_48,SWs_150_299_H_49mo,SWs_150_299_H_NS,SWs_150_299_H_Tot,SWs_300_399_H_0,SWs_300_399_H_1_15,SWs_300_399_H_16_24,SWs_300_399_H_25_34,SWs_300_399_H_35_39,SWs_300_399_H_40,SWs_300_399_H_41_48,SWs_300_399_H_49mo,SWs_300_399_H_NS,SWs_300_399_H_Tot,SWs_400_499_H_0,SWs_400_499_H_1_15,SWs_400_499_H_16_24,SWs_400_499_H_25_34,SWs_400_499_H_35_39,SWs_400_499_H_40,SWs_400_499_H_41_48,SWs_400_499_H_49mo,SWs_400_499_H_NS,SWs_400_499_H_Tot,SWs_500_649_H_0,SWs_500_649_H_1_15,SWs_500_649_H_16_24,SWs_500_649_H_25_34,SWs_500_649_H_35_39,SWs_500_649_H_40,SWs_500_649_H_41_48,SWs_500_649_H_49mo,SWs_500_649_H_NS,SWs_500_649_H_Tot,SWs_650_799_H_0,SWs_650_799_H_1_15,SWs_650_799_H_16_24,SWs_650_799_H_25_34,SWs_650_799_H_35_39,SWs_650_799_H_40,SWs_650_799_H_41_48,SWs_650_799_H_49mo,SWs_650_799_H_NS,SWs_650_799_H_Tot,SWs_800_999_H_0,SWs_800_999_H_1_15,SWs_800_999_H_16_24,SWs_800_999_H_25_34,SWs_800_999_H_35_39,SWs_800_999_H_40,SWs_800_999_H_41_48,SWs_800_999_H_49mo,SWs_800_999_H_NS,SWs_800_999_H_Tot,SWs_1000_1249_H_0,SWs_1000_1249_H_1_15,SWs_1000_1249_H_16_24,SWs_1000_1249_H_25_34,SWs_1000_1249_H_35_39,SWs_1000_1249_H_40,SWs_1000_1249_H_41_48,SWs_1000_1249_H_49mo,SWs_1000_1249_H_NS,SWs_1000_1249_H_Tot,SWs_1250_1499_H_0,SWs_1250_1499_H_1_15,SWs_1250_1499_H_16_24,SWs_1250_1499_H_25_34,SWs_1250_1499_H_35_39,SWs_1250_1499_H_40,SWs_1250_1499_H_41_48,SWs_1250_1499_H_49mo,SWs_1250_1499_H_NS,SWs_1250_1499_H_Tot,SWs_1500_1749_H_0,SWs_1500_1749_H_1_15,SWs_1500_1749_H_16_24,SWs_1500_1749_H_25_34,SWs_1500_1749_H_35_39,SWs_1500_1749_H_40,SWs_1500_1749_H_41_48,SWs_1500_1749_H_49mo,SWs_1500_1749_H_NS,SWs_1500_1749_H_Tot,SWs_1750_1999_H_0,SWs_1750_1999_H_1_15,SWs_1750_1999_H_16_24,SWs_1750_1999_H_25_34,SWs_1750_1999_H_35_39,SWs_1750_1999_H_40,SWs_1750_1999_H_41_48,SWs_1750_1999_H_49mo,SWs_1750_1999_H_NS,SWs_1750_1999_H_Tot,SWs_2000_2999_H_0,SWs_2000_2999_H_1_15,SWs_2000_2999_H_16_24,SWs_2000_2999_H_25_34,SWs_2000_2999_H_35_39,SWs_2000_2999_H_40,SWs_2000_2999_H_41_48,SWs_2000_2999_H_49mo,SWs_2000_2999_H_NS,SWs_2000_2999_H_Tot,SWs_3000mo_H_0,SWs_3000mo_H_1_15,SWs_3000mo_H_16_24,SWs_3000mo_H_25_34,SWs_3000mo_H_35_39,SWs_3000mo_H_40,SWs_3000mo_H_41_48,SWs_3000mo_H_49mo,SWs_3000mo_H_NS,SWs_3000mo_H_Tot,SWs_PINS_H_0,SWs_PINS_H_1_15,SWs_PINS_H_16_24,SWs_PINS_H_25_34,SWs_PINS_H_35_39,SWs_PINS_H_40,SWs_PINS_H_41_48,SWs_PINS_H_49mo,SWs_PINS_H_NS,SWs_PINS_H_Tot,SWs_Tot_H_0,SWs_Tot_H_1_15,SWs_Tot_H_16_24,SWs_Tot_H_25_34,SWs_Tot_H_35_39,SWs_Tot_H_40,SWs_Tot_H_41_48,SWs_Tot_H_49mo,SWs_Tot_H_NS,SWs_Tot_H_Tot,MaOpD_NNI_H_0,MaOpD_NNI_H_1_15,MaOpD_NNI_H_16_24,MaOpD_NNI_H_25_34,MaOpD_NNI_H_35_39,MaOpD_NNI_H_40,MaOpD_NNI_H_41_48,MaOpD_NNI_H_49mo,MaOpD_NNI_H_NS,MaOpD_NNI_H_Tot,MaOpD_1_149_H_0,MaOpD_1_149_H_1_15,MaOpD_1_149_H_16_24,MaOpD_1_149_H_25_34,MaOpD_1_149_H_35_39,MaOpD_1_149_H_40,MaOpD_1_149_H_41_48,MaOpD_1_149_H_49mo,MaOpD_1_149_H_NS,MaOpD_1_149_H_Tot,MaOpD_150_299_H_0,MaOpD_150_299_H_1_15,MaOpD_150_299_H_16_24,MaOpD_150_299_H_25_34,MaOpD_150_299_H_35_39,MaOpD_150_299_H_40,MaOpD_150_299_H_41_48,MaOpD_150_299_H_49mo,MaOpD_150_299_H_NS,MaOpD_150_299_H_Tot,MaOpD_300_399_H_0,MaOpD_300_399_H_1_15,MaOpD_300_399_H_16_24,MaOpD_300_399_H_25_34,MaOpD_300_399_H_35_39,MaOpD_300_399_H_40,MaOpD_300_399_H_41_48,MaOpD_300_399_H_49mo,MaOpD_300_399_H_NS,MaOpD_300_399_H_Tot
6RTAS,11,47,11,10,11,10,3,13,0,107,95,1240,72,18,3,3,0,3,30,1466,60,681,239,79,16,16,4,16,17,1123,42,398,322,116,32,18,3,25,12,967,54,256,421,277,61,29,9,21,9,1133,46,179,380,594,221,80,38,40,19,1594,51,94,128,375,605,182,82,89,15,1608,49,28,37,126,441,250,151,100,4,1188,15,12,24,29,182,169,120,120,4,691,9,7,7,15,54,75,69,89,0,330,0,5,8,13,31,49,35,68,0,214,3,0,0,4,8,19,15,37,3,83,4,4,6,9,10,12,18,44,0,114,0,3,0,4,5,5,4,23,0,55,8,53,26,18,18,20,3,14,10,177,438,3030,1683,1679,1693,925,563,704,130,10860,0,6,6,0,3,3,0,6,3,29,7,58,13,0,0,0,0,7,3,86,17,87,29,17,5,8,7,7,7,182,17,84,88,39,12,10,5,16,8,274
6GHOB,11,47,6,5,0,3,0,6,0,72,97,1228,72,15,3,3,0,3,19,1432,51,738,186,52,19,3,0,4,14,1067,43,416,284,102,16,15,8,12,7,898,48,243,381,215,32,11,8,6,6,965,48,195,317,471,170,75,32,18,9,1330,48,89,135,348,521,141,55,51,16,1398,41,50,56,128,486,214,141,74,7,1194,18,25,21,47,216,196,131,101,8,764,4,9,10,10,93,88,64,70,0,354,3,6,3,11,42,43,31,53,3,199,3,7,3,7,12,30,22,36,0,118,8,6,0,3,13,26,22,53,0,139,6,7,14,5,6,6,8,43,4,92,4,47,11,8,9,16,5,3,12,119,433,3110,1505,1418,1642,886,525,528,109,10148,4,7,3,0,3,0,0,3,0,23,3,49,8,3,0,3,0,0,3,66,3,79,28,9,3,0,0,3,0,128,6,53,41,24,10,10,10,3,3,168
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,0,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,25,3,34,0,3,0,0,0,0,0,40,0,18,8,3,0,0,3,0,0,35,0,18,7,7,0,0,0,0,0,34,0,6,20,3,4,0,0,0,0,42,3,6,3,11,4,3,3,3,5,32,0,3,0,3,5,10,0,3,0,31,3,0,0,0,8,8,6,10,0,35,0,0,0,7,5,17,5,9,0,37,0,0,0,0,0,9,3,4,0,15,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,15,105,38,33,40,51,25,43,9,353,0,0,0,0,0,0,0,5,0,14,0,0,3,0,0,0,0,0,0,4,4,9,0,4,3,0,0,3,4,32,5,17,9,5,0,0,0,7,3,54
5RWAU,18,107,18,10,8,16,12,19,11,206,144,2114,112,20,7,13,10,9,45,2477,45,818,276,105,23,16,16,19,25,1338,56,466,468,184,36,31,20,19,40,1329,59,268,578,416,109,57,23,47,22,1582,77,204,412,864,320,124,69,65,29,2161,87,109,172,552,826,288,141,109,30,2310,69,65,72,241,673,394,220,131,16,1885,42,43,48,96,286,361,239,207,17,1343,26,27,18,43,121,186,124,207,14,756,12,19,18,30,72,106,72,161,5,504,6,8,9,17,26,60,56,101,4,292,13,12,14,10,18,65,52,146,8,331,10,16,12,9,15,30,21,126,5,258,6,74,26,28,38,22,20,24,33,269,673,4341,2256,2620,2585,1772,1100,1407,299,17053,18,13,3,0,8,13,3,43,3,119,4,84,17,3,0,3,3,20,5,152,26,102,46,13,10,8,3,28,8,246,22,96,87,42,17,22,5,25,10,322
5GPER,72,420,89,64,29,51,16,60,28,822,550,10410,606,102,33,25,16,24,132,11890,336,6562,1997,440,88,68,19,46,137,9700,256,2987,2979,869,162,93,27,57,101,7534,204,1604,3153,1633,317,155,74,111,95,7351,282,1055,2310,3388,1168,456,175,215,113,9162,218,466,881,2254,2924,1053,352,369,98,8612,197,302,427,999,2829,1585,701,560,57,7661,132,181,254,497,1761,1755,844,841,44,6305,99,102,135,203,904,1190,628,773,36,4069,64,77,81,127,464,842,477,796,13,2945,36,66,51,73,234,490,273,581,13,1826,63,78,80,83,265,621,353,989,9,2540,25,71,62,95,103,284,186,725,7,1561,41,329,150,140,113,91,38,82,149,1134,2584,24722,13259,10964,11387,8756,4178,6229,1040,83116,26,64,21,29,24,18,8,38,14,235,35,508,78,28,5,14,0,24,12,704,49,703,236,73,29,35,14,33,32,1211,48,449,440,150,60,59,24,73,34,1344
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,6,0,0,0,5,0,0,0,15,21,104,9,0,0,0,0,0,8,148,3,115,23,8,4,3,0,3,3,164,11,67,61,17,3,3,0,3,3,176,13,59,77,32,4,4,4,8,0,200,11,47,74,76,8,10,3,8,5,249,9,20,26,47,42,21,13,10,5,185,11,20,19,36,37,44,14,26,3,210,9,3,15,20,57,81,33,29,0,236,3,7,3,8,38,59,22,33,3,177,3,3,0,9,17,32,10,19,0,91,0,4,0,4,10,10,5,25,0,61,0,0,0,3,6,19,14,18,0,55,0,4,0,3,3,5,3,13,0,29,0,9,3,3,3,0,0,4,3,28,102,470,324,255,241,289,129,185,33,2034,4,10,0,0,0,3,0,18,0,39,0,21,5,4,0,3,0,8,6,54,4,45,27,13,6,7,3,19,8,130,7,60,47,43,9,10,10,18,3,215
4RSAU,18,56,9,7,7,9,3,11,0,128,79,1533,64,27,10,3,5,13,33,1759,73,783,268,77,16,13,13,29,20,1281,57,446,386,158,30,22,12,26,20,1157,53,266,553,387,86,35,22,42,12,1452,76,229,422,802,282,81,38,66,20,2020,66,104,156,541,625,194,132,85,21,1920,52,55,49,187,490,289,232,124,11,1485,21,33,37,53,167,206,178,158,10,867,8,14,12,18,58,92,73,113,0,400,0,12,15,27,31,53,48,83,0,274,8,4,4,12,7,24,24,52,3,137,0,3,3,13,11,33,21,49,0,130,3,4,3,12,9,10,15,38,0,101,7,62,26,34,16,15,5,11,34,208,533,3608,2003,2349,1848,1077,811,899,178,13309,4,11,7,10,3,7,4,5,0,53,5,74,23,3,10,4,0,10,4,133,11,98,37,19,5,15,3,15,3,215,16,96,84,40,9,18,3,10,6,292
4GADE,52,234,43,30,20,37,13,20,10,446,337,6584,347,79,8,17,12,30,105,7511,241,4611,1210,306,50,43,17,41,105,6628,191,2260,1701,619,113,62,26,59,67,5095,166,1227,2151,1328,200,113,58,88,55,5390,226,841,1553,2863,882,275,121,176,64,6999,182,384,648,1879,2285,680,396,289,83,6818,167,179,292,771,2439,1108,773,441,40,6215,129,114,145,285,1340,1039,708,687,37,4480,75,53,53,96,570,559,421,508,12,2353,32,48,36,84,298,396,281,404,7,1580,19,28,20,34,110,232,126,269,10,855,25,37,21,39,139,252,163,400,0,1075,12,32,40,33,39,116,65,240,3,578,16,210,98,107,77,55,33,63,89,743,1866,16847,8351,8541,8562,4980,3228,3718,695,56784,10,28,14,10,10,11,4,14,7,114,24,284,50,16,9,11,0,7,0,400,37,374,184,78,28,15,3,16,15,754,26,293,321,130,66,52,14,33,23,959
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,7,5,0,0,0,0,0,3,0,14,14,57,9,0,4,0,0,0,3,89,17,94,25,3,3,0,0,0,0,150,9,78,31,17,8,4,0,3,0,156,12,51,59,33,6,4,0,3,3,169,12,40,67,52,16,3,4,7,0,205,5,9,33,40,28,19,5,0,0,149,0,13,17,24,39,23,25,9,0,153,3,3,4,9,43,39,20,23,0,144,6,0,0,0,32,37,16,28,0,112,0,0,0,0,4,19,4,23,0,58,3,4,0,0,6,6,5,9,0,37,3,3,0,0,4,7,7,10,0,31,0,0,0,3,0,0,0,5,0,16,0,3,3,3,3,0,3,0,7,26,89,370,257,187,194,161,94,133,21,1493,4,7,4,0,0,0,0,4,0,21,0,19,8,3,0,0,0,7,0,28,8,32,24,20,5,7,4,8,0,102,12,25,46,28,8,12,3,18,3,158
3RQLD,91,442,75,63,40,72,26,111,24,942,665,11973,681,146,38,43,19,76,213,13853,346,5952,2163,671,145,85,38,161,164,9718,249,3112,3007,1287,301,164,67,179,133,8514,303,1902,3590,2505,540,258,121,249,142,9620,369,1361,2925,5481,2155,698,372,493,156,14010,384,665,1179,3932,5428,1864,951,794,118,15309,267,302,522,1447,4514,2269,1394,1117,101,11926,186,200,255,585,1930,1787,1243,1510,63,7761,86,81,95,210,696,932,613,1215,22,3953,52,65,89,116,371,614,355,958,18,2632,18,41,39,67,168,305,193,544,16,1396,24,55,50,89,156,362,225,825,16,1802,24,86,55,81,82,181,96,524,17,1142,44,457,212,218,199,147,85,123,198,1675,3113,26684,14932,16907,16764,9784,5791,8880,1396,104247,41,68,34,26,24,40,16,85,20,355,52,478,53,43,19,30,14,50,24,761,59,653,291,108,56,65,20,96,29,1371,72,548,480,244,111,79,46,154,43,1779
3GBRI,107,359,83,67,31,63,20,83,38,840,550,10716,677,132,40,34,17,59,186,12414,311,6588,2269,584,89,100,28,80,143,10184,217,3241,3006,1059,226,128,60,116,120,8169,226,1829,3395,1985,420,193,84,147,94,8372,304,1222,2603,4219,1518,583,234,395,133,11209,303,529,1148,2971,4262,1518,716,646,134,12226,251,305,495,1219,3965,2213,1253,969,85,10749,195,176,260,560,2185,2162,1130,1453,76,8193,90,86,97,225,1001,1316,741,1237,29,4825,52,66,87,157,641,1035,498,1141,22,3695,35,38,43,72,263,542,320,710,10,2046,48,61,50,95,326,666,429,1157,15,2842,22,85,59,77,115,359,188,945,18,1868,28,332,148,176,151,106,60,101,155,1266,2746,25629,14412,13598,15241,11023,5774,9235,1253,98905,25,52,26,25,37,25,13,38,12,260,40,602,66,33,18,14,6,36,16,838,45,687,314,128,49,38,7,45,32,1341,61,485,597,244,105,90,38,94,42,1748
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,11,31,0,6,0,4,0,4,7,62,30,203,19,11,5,3,0,3,6,280,26,217,58,19,10,8,6,3,5,361,20,175,99,38,6,17,4,12,9,382,24,118,127,71,15,11,4,7,3,383,21,117,110,128,49,22,12,28,9,496,14,45,67,104,80,53,25,39,11,446,12,31,41,62,100,100,58,46,10,459,20,13,17,26,128,148,75,93,11,534,9,12,8,15,60,107,56,115,7,383,9,3,6,11,39,80,45,84,0,266,3,6,0,4,17,27,11,43,0,118,3,0,4,4,5,34,21,38,0,116,3,0,3,3,3,15,7,35,0,66,4,15,13,12,9,12,4,4,12,83,210,988,574,517,531,635,323,560,81,4424,7,18,5,9,7,10,8,25,9,96,8,48,12,11,0,3,0,12,0,92,14,80,49,28,4,15,3,25,7,237,15,99,92,52,25,33,8,39,8,365
2RVIC,75,319,33,37,20,38,18,46,26,614,557,8307,404,77,24,20,17,46,176,9632,319,3881,1157,290,65,52,40,78,129,6003,227,2158,1884,623,132,82,50,84,84,5319,222,1226,2241,1216,267,127,91,141,73,5613,268,848,1601,2735,1102,392,191,217,85,7433,215,427,651,1726,2521,963,475,360,79,7425,162,211,271,601,2040,1243,745,491,55,5811,108,99,139,247,820,949,601,612,29,3596,41,45,47,76,316,450,343,467,10,1813,37,35,19,36,187,307,200,350,11,1176,29,20,13,33,85,147,120,241,7,698,24,22,19,42,50,155,143,392,12,856,25,61,32,34,24,75,39,223,15,524,47,335,114,125,120,83,37,57,126,1042,2356,18004,8628,7896,7779,5074,3105,3813,918,57570,11,26,7,8,16,19,10,40,4,144,31,206,31,8,5,8,3,27,4,329,52,343,154,51,16,17,9,35,14,688,55,347,315,114,49,45,24,51,31,1040
2GMEL,216,1033,225,128,115,122,33,144,84,2102,1292,23437,1402,252,65,80,25,82,421,27056,715,15127,4687,1019,197,174,68,168,370,22534,548,7457,6821,1841,421,312,109,223,292,18034,518,3834,7269,3633,753,469,166,277,248,17178,616,2549,5440,7352,2815,1317,436,616,301,21456,545,1145,2322,5188,7151,3024,1218,1027,262,21883,474,636,1065,2372,7425,4516,1996,1524,215,20221,388,380,516,1133,4691,4585,2163,2156,133,16151,236,207,231,476,2251,2953,1521,1880,69,9824,149,132,177,302,1284,2120,1178,1687,58,7088,104,75,93,163,651,1313,785,1271,29,4485,124,124,111,188,779,1825,1158,2409,48,6772,75,181,124,167,280,878,567,2152,47,4473,95,1001,421,345,387,375,144,261,445,3476,6079,57335,30909,24568,29284,24067,11567,15882,3034,202723,40,97,60,34,57,73,13,50,34,471,78,905,153,55,41,30,7,30,36,1343,116,1339,704,241,101,86,20,58,88,2750,112,993,1360,478,221,183,54,132,115,3659
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,15,25,10,3,6,3,0,5,4,70,30,235,21,8,0,0,0,12,13,324,25,286,75,21,6,4,0,3,10,429,28,199,117,30,9,18,0,9,8,420,24,135,165,66,10,19,0,10,10,433,27,106,154,148,45,42,9,22,10,569,14,47,82,117,90,68,18,34,8,474,25,22,58,73,137,139,54,38,8,554,17,18,23,51,119,177,59,95,6,559,11,11,14,26,85,141,81,95,3,470,7,6,5,3,40,93,43,68,3,275,8,3,3,9,21,59,13,52,0,165,5,9,0,6,14,37,21,38,0,139,0,6,0,3,3,11,5,24,0,44,5,19,13,10,10,21,10,11,22,126,244,1124,740,578,591,815,332,518,111,5051,10,12,7,11,9,12,5,20,4,84,12,68,14,13,6,4,0,3,0,118,27,118,93,38,18,19,9,27,6,345,11,123,149,70,26,51,12,39,13,502
1RNSW,120,469,94,57,44,56,16,78,31,968,921,12664,803,160,45,36,26,55,276,14977,476,6060,2057,567,125,95,59,113,198,9750,355,3345,3088,1171,318,185,80,147,159,8846,357,2056,3937,2326,580,291,128,216,130,10027,486,1520,3104,5191,2175,698,305,413,181,14085,437,688,1243,3506,5048,1721,852,572,141,14211,290,362,492,1244,3968,2116,1344,901,72,10797,197,197,245,432,1596,1650,1047,1211,63,6637,87,75,103,148,619,860,571,894,29,3378,50,65,62,98,335,481,320,725,19,2151,20,30,33,38,130,252,180,436,7,1110,27,47,51,54,134,288,215,646,17,1478,24,60,52,65,64,146,88,427,10,942,69,541,227,206,194,128,56,101,193,1717,3926,28167,15580,15266,15370,9022,5298,6932,1527,101088,26,58,28,21,40,32,18,63,20,304,38,608,97,24,20,22,12,39,17,889,70,689,270,106,60,48,14,61,30,1347,97,668,493,227,119,114,28,133,37,1918
1GSYD,235,896,255,117,97,124,34,135,97,1988,1449,17816,1441,256,75,89,21,60,298,21511,738,12538,4582,982,190,119,52,115,337,19657,468,6205,6881,1837,428,332,97,186,289,16724,450,3383,7705,3282,877,572,156,271,274,16965,589,2369,5912,7075,3062,1508,483,584,355,21929,544,1109,2604,5313,7807,3423,1094,987,304,23182,452,681,1296,2511,7761,5236,1942,1642,225,21744,368,437,683,1155,4891,5298,2205,2389,176,17599,229,219,336,536,2386,3480,1562,2048,83,10879,181,163,196,376,1565,2698,1225,1856,70,8325,98,95,132,184,822,1661,799,1443,48,5280,203,168,158,248,994,2441,1391,2801,51,8453,102,201,154,219,409,1501,825,2786,47,6243,89,610,373,275,319,347,131,227,419,2787,6202,46883,32705,24368,31675,28822,12026,17525,3060,203268,43,125,60,34,59,60,13,60,46,501,68,945,178,48,38,39,4,24,33,1377,107,1431,703,234,124,78,34,54,92,2859,101,1042,1478,528,270,259,65,136,128,4015
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,19,21,10,6,0,4,4,6,4,77,29,233,23,6,4,3,4,3,27,333,34,317,85,23,4,3,3,5,15,483,25,232,141,38,13,11,3,13,6,480,21,141,199,65,29,12,8,12,12,494,38,140,223,154,48,25,11,35,19,683,29,54,109,139,115,75,21,37,16,592,27,33,81,94,147,144,61,60,9,651,22,24,27,65,147,224,85,99,5,687,13,8,9,22,123,188,88,110,4,569,17,13,10,14,57,132,53,102,0,396,3,4,3,11,24,63,32,53,3,191,4,4,3,9,20,77,21,63,3,199,3,9,3,3,9,20,10,33,0,87,9,14,4,11,13,16,7,12,8,88,279,1244,932,661,741,1003,392,631,132,6004,17,19,19,7,3,3,3,17,9,94,12,74,15,3,4,6,3,7,0,129,35,203,121,57,27,35,4,31,19,534,26,221,206,135,51,92,42,74,17,862
