GCCSA_CODE_2016,TaTW_2000_2999_A_45_54,TaTW_2000_2999_A_55_64,TaTW_2000_2999_A_65_74,TaTW_2000_2999_A_75ov,TaTW_2000_2999_Tot,TaTW_3000mo_A_15_19,TaTW_3000mo_A_20_24,TaTW_3000mo_A_25_34,TaTW_3000mo_A_35_44,TaTW_3000mo_A_45_54,TaTW_3000mo_A_55_64,TaTW_3000mo_A_65_74,TaTW_3000mo_A_75ov,TaTW_3000mo_Tot,TaTW_PINS_A_15_19,TaTW_PINS_A_20_24,TaTW_PINS_A_25_34,TaTW_PINS_A_35_44,TaTW_PINS_A_45_54,TaTW_PINS_A_55_64,TaTW_PINS_A_65_74,TaTW_PINS_A_75ov,TaTW_PINS_Tot,TaTW_Tot_A_15_19,TaTW_Tot_A_20_24,TaTW_Tot_A_25_34,TaTW_Tot_A_35_44,TaTW_Tot_A_45_54,TaTW_Tot_A_55_64,TaTW_Tot_A_65_74,TaTW_Tot_A_75ov,TaTW_Tot_Tot,CoPSW_NNI_A_15_19,CoPSW_NNI_A_20_24,CoPSW_NNI_A_25_34,CoPSW_NNI_A_35_44,CoPSW_NNI_A_45_54,CoPSW_NNI_A_55_64,CoPSW_NNI_A_65_74,CoPSW_NNI_A_75ov,CoPSW_NNI_Tot,CoPSW_1_149_A_15_19,CoPSW_1_149_A_20_24,CoPSW_1_149_A_25_34,CoPSW_1_149_A_35_44,CoPSW_1_149_A_45_54,CoPSW_1_149_A_55_64,CoPSW_1_149_A_65_74,CoPSW_1_149_A_75ov,CoPSW_1_149_Tot,CoPSW_150_299_A_15_19,CoPSW_150_299_A_20_24,CoPSW_150_299_A_25_34,CoPSW_150_299_A_35_44,CoPSW_150_299_A_45_54,CoPSW_150_299_A_55_64,CoPSW_150_299_A_65_74,CoPSW_150_299_A_75ov,CoPSW_150_299_Tot,CoPSW_300_399_A_15_19,CoPSW_300_399_A_20_24,CoPSW_300_399_A_25_34,CoPSW_300_399_A_35_44,CoPSW_300_399_A_45_54,CoPSW_300_399_A_55_64,CoPSW_300_399_A_65_74,CoPSW_300_399_A_75ov,CoPSW_300_399_Tot,CoPSW_400_499_A_15_19,CoPSW_400_499_A_20_24,CoPSW_400_499_A_25_34,CoPSW_400_499_A_35_44,CoPSW_400_499_A_45_54,CoPSW_400_499_A_55_64,CoPSW_400_499_A_65_74,CoPSW_400_499_A_75ov,CoPSW_400_499_Tot,CoPSW_500_649_A_15_19,CoPSW_500_649_A_20_24,CoPSW_500_649_A_25_34,CoPSW_500_649_A_35_44,CoPSW_500_649_A_45_54,CoPSW_500_649_A_55_64,CoPSW_500_649_A_65_74,CoPSW_500_649_A_75ov,CoPSW_500_649_Tot,CoPSW_650_799_A_15_19,CoPSW_650_799_A_20_24,CoPSW_650_799_A_25_34,CoPSW_650_799_A_35_44,CoPSW_650_799_A_45_54,CoPSW_650_799_A_55_64,CoPSW_650_799_A_65_74,CoPSW_650_799_A_75ov,CoPSW_650_799_Tot,CoPSW_800_999_A_15_19,CoPSW_800_999_A_20_24,CoPSW_800_999_A_25_34,CoPSW_800_999_A_35_44,CoPSW_800_999_A_45_54,CoPSW_800_999_A_55_64,CoPSW_800_999_A_65_74,CoPSW_800_999_A_75ov,CoPSW_800_999_Tot,CoPSW_1000_1249_A_15_19,CoPSW_1000_1249_A_20_24,CoPSW_1000_1249_A_25_34,CoPSW_1000_1249_A_35_44,CoPSW_1000_1249_A_45_54,CoPSW_1000_1249_A_55_64,CoPSW_1000_1249_A_65_74,CoPSW_1000_1249_A_75ov,CoPSW_1000_1249_Tot,CoPSW_1250_1499_A_15_19,CoPSW_1250_1499_A_20_24,CoPSW_1250_1499_A_25_34,CoPSW_1250_1499_A_35_44,CoPSW_1250_1499_A_45_54,CoPSW_1250_1499_A_55_64,CoPSW_1250_1499_A_65_74,CoPSW_1250_1499_A_75ov,CoPSW_1250_1499_Tot,CoPSW_1500_1749_A_15_19,CoPSW_1500_1749_A_20_24,CoPSW_1500_1749_A_25_34,CoPSW_1500_1749_A_35_44,CoPSW_1500_1749_A_45_54,CoPSW_1500_1749_A_55_64,CoPSW_1500_1749_A_65_74,CoPSW_1500_1749_A_75ov,CoPSW_1500_1749_Tot,CoPSW_1750_1999_A_15_19,CoPSW_1750_1999_A_20_24,CoPSW_1750_1999_A_25_34,CoPSW_1750_1999_A_35_44,CoPSW_1750_1999_A_45_54,CoPSW_1750_1999_A_55_64,CoPSW_1750_1999_A_65_74,CoPSW_1750_1999_A_75ov,CoPSW_1750_1999_Tot,CoPSW_2000_2999_A_15_19,CoPSW_2000_2999_A_20_24,CoPSW_2000_2999_A_25_34,CoPSW_2000_2999_A_35_44,CoPSW_2000_2999_A_45_54,CoPSW_2000_2999_A_55_64,CoPSW_2000_2999_A_65_74,CoPSW_2000_2999_A_75ov,CoPSW_2000_2999_Tot,CoPSW_3000mo_A_15_19,CoPSW_3000mo_A_20_24,CoPSW_3000mo_A_25_34,CoPSW_3000mo_A_35_44,CoPSW_3000mo_A_45_54,CoPSW_3000mo_A_55_64,CoPSW_3000mo_A_65_74,CoPSW_3000mo_A_75ov,CoPSW_3000mo_Tot,CoPSW_PINS_A_15_19,CoPSW_PINS_A_20_24,CoPSW_PINS_A_25_34,CoPSW_PINS_A_35_44,CoPSW_PINS_A_45_54,CoPSW_PINS_A_55_64,CoPSW_PINS_A_65_74,CoPSW_PINS_A_75ov,CoPSW_PINS_Tot,CoPSW_Tot_A_15_19,CoPSW_Tot_A_20_24,CoPSW_Tot_A_25_34,CoPSW_Tot_A_35_44,CoPSW_Tot_A_45_54,CoPSW_Tot_A_55_64,CoPSW_Tot_A_65_74,CoPSW_Tot_A_75ov,CoPSW_Tot_Tot,ClAW_NNI_A_15_19,ClAW_NNI_A_20_24,ClAW_NNI_A_25_34,ClAW_NNI_A_35_44,ClAW_NNI_A_45_54,ClAW_NNI_A_55_64,ClAW_NNI_A_65_74,ClAW_NNI_A_75ov,ClAW_NNI_Tot,ClAW_1_149_A_15_19,ClAW_1_149_A_20_24,ClAW_1_149_A_25_34,ClAW_1_149_A_35_44,ClAW_1_149_A_45_54,ClAW_1_149_A_55_64,ClAW_1_149_A_65_74,ClAW_1_149_A_75ov,ClAW_1_149_Tot,ClAW_150_299_A_15_19,ClAW_150_299_A_20_24,ClAW_150_299_A_25_34,ClAW_150_299_A_35_44,ClAW_150_299_A_45_54,ClAW_150_299_A_55_64
6RTAS,182,108,10,0,606,0,3,26,16,25,20,4,0,94,9,32,41,43,35,37,11,0,214,763,1812,3188,2803,3015,2391,409,52,14444,16,3,8,3,13,9,3,0,54,405,63,41,44,43,25,3,0,636,167,180,119,136,113,118,22,3,858,112,200,180,173,185,171,37,10,1063,88,221,211,275,354,256,49,5,1460,64,295,350,414,511,377,67,6,2090,39,258,394,378,529,353,53,3,2000,13,134,312,302,442,317,45,4,1575,3,62,233,246,336,259,26,0,1167,3,29,125,122,168,99,10,0,556,0,4,75,116,132,64,10,0,393,0,4,50,95,111,51,0,0,320,0,4,24,70,82,37,5,0,226,0,3,0,4,4,8,0,0,27,18,10,18,38,45,30,7,0,154,937,1462,2139,2423,3076,2168,333,28,12567,4,5,12,15,22,22,9,0,85,53,20,30,38,44,35,17,0,233,49,26,71,96,95,100
6GHOB,129,84,12,0,375,3,0,16,16,24,25,3,0,90,5,20,26,38,31,26,9,0,150,535,1539,3152,2598,2544,1847,334,38,12595,14,9,6,8,8,4,0,0,52,454,131,57,40,26,22,5,0,735,176,265,151,117,77,74,14,3,868,90,225,197,159,130,101,21,3,938,80,241,252,197,196,148,41,3,1161,58,360,452,396,434,316,55,4,2075,36,287,516,376,432,334,52,3,2035,17,215,429,368,380,297,45,3,1741,5,90,292,304,350,238,49,0,1330,0,50,159,183,209,110,8,0,724,0,12,115,145,168,91,5,0,535,0,5,52,114,138,56,0,0,366,0,4,26,89,115,40,3,0,273,0,3,8,3,24,15,3,0,52,15,16,23,18,24,29,6,0,130,953,1906,2729,2514,2714,1873,314,28,13017,4,3,11,13,5,10,3,0,59,47,24,19,17,18,21,8,0,160,41,61,51,58,45,60
69799,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,23,8,0,0,74,0,0,5,7,7,10,3,0,39,0,4,9,9,10,6,3,0,39,117,299,714,580,680,503,74,3,2960,3,0,0,3,0,3,0,0,5,31,0,9,3,11,0,0,0,52,6,17,20,12,26,17,3,0,98,3,12,11,9,26,23,4,0,92,0,13,23,25,41,54,12,0,158,0,10,38,28,47,64,14,0,196,0,13,23,28,52,34,9,0,165,3,3,15,13,23,30,8,0,103,0,0,15,17,26,15,5,0,83,0,3,6,10,4,8,0,0,35,0,0,3,7,8,7,0,0,17,0,0,0,0,3,0,0,0,10,0,0,0,3,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,13,48,76,171,169,268,257,51,7,1049,0,0,4,3,0,4,0,0,12,3,4,3,3,0,3,0,0,11,0,4,8,3,10,13
5RWAU,2638,1221,125,5,11429,4,215,2562,2592,2148,986,74,7,8589,33,80,153,185,167,111,26,3,751,1824,4462,13695,11961,10630,6122,986,102,49774,37,12,21,26,30,12,0,0,142,579,53,135,135,100,53,9,0,1067,210,152,226,261,188,147,25,7,1213,164,198,313,264,228,203,57,4,1425,143,213,293,371,346,283,70,3,1722,178,382,527,609,618,497,118,3,2929,94,400,653,646,709,513,97,4,3109,51,291,624,592,780,565,87,7,3004,19,163,517,464,584,459,68,4,2271,7,73,298,300,313,258,34,3,1289,3,55,252,272,341,256,35,3,1216,3,24,188,224,243,159,14,0,856,3,23,218,410,358,182,20,3,1216,5,3,25,61,85,43,4,0,228,36,43,66,56,72,57,13,4,348,1528,2072,4353,4691,5001,3672,650,60,22026,15,12,54,52,51,62,13,0,257,87,14,75,99,66,75,14,0,430,50,49,168,213,154,136
5GPER,2946,1550,199,4,11743,8,75,1008,1465,1288,648,86,3,4584,109,225,422,350,351,246,61,11,1770,4696,13888,34255,26518,22814,14460,3148,270,120052,184,71,125,98,83,43,3,0,617,3673,1145,504,449,290,156,41,13,6267,1764,2274,1241,948,706,436,86,10,7472,799,2037,1647,1097,865,614,142,14,7216,531,1970,1922,1332,1214,874,227,22,8094,460,2319,2957,2206,2128,1594,376,38,12083,314,2139,3447,2455,2635,1660,361,26,13045,145,1523,3600,2753,2927,2021,314,16,13301,71,884,2922,2047,2211,1668,275,11,10087,29,380,1525,1251,1180,828,151,8,5354,10,198,1259,1147,1063,698,110,3,4488,0,60,755,962,908,479,44,4,3225,3,39,549,1027,1154,474,48,0,3305,5,35,125,147,157,78,10,0,558,116,201,225,189,188,167,38,3,1120,8099,15286,22812,18105,17721,11792,2236,180,96234,46,38,160,199,162,168,39,4,817,455,311,258,297,213,178,66,9,1795,365,598,597,697,575,526
59799,36,17,0,4,124,0,4,69,117,98,38,5,0,336,0,0,0,3,4,0,0,0,9,0,6,131,177,151,64,5,4,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,10,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,7,9,3,10,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,492,218,29,0,2091,6,41,275,277,199,94,16,0,917,16,43,85,54,57,53,3,0,321,898,2432,5829,4475,4162,2461,460,28,20738,12,4,6,4,12,5,0,0,41,139,71,44,32,24,22,7,0,341,41,117,77,81,74,72,10,0,467,21,63,89,72,99,67,24,3,438,5,76,93,102,102,114,26,0,523,11,69,127,104,147,141,40,3,642,9,59,119,121,130,154,36,0,631,0,37,108,102,154,99,16,0,530,3,33,83,67,100,78,18,0,389,0,14,43,33,40,27,11,0,171,0,4,24,27,25,17,8,0,108,0,3,20,29,24,5,0,0,82,0,6,17,28,24,10,3,0,91,0,0,0,10,11,3,0,0,27,5,8,18,8,14,6,3,0,65,255,568,886,815,973,835,216,11,4549,3,3,12,15,6,6,3,0,48,8,27,17,8,9,7,7,0,84,11,20,30,21,17,23
4RSAU,400,199,11,6,1553,0,4,86,154,141,75,7,0,467,15,37,82,51,55,69,14,5,321,1052,2394,4480,3843,4096,3067,581,96,19605,29,3,13,23,15,11,0,0,98,527,68,65,50,46,39,5,0,793,186,154,181,157,131,126,27,0,967,103,159,209,189,248,211,36,3,1151,88,212,247,313,360,288,78,6,1590,72,332,453,491,706,527,97,7,2686,39,319,485,472,700,454,87,5,2571,18,187,416,396,590,484,65,3,2154,9,73,257,303,485,371,46,10,1557,5,38,173,179,240,162,24,0,826,0,17,113,123,131,102,12,0,492,0,4,53,107,102,68,4,0,340,0,6,83,144,191,122,5,0,550,3,5,10,13,19,14,0,0,67,33,28,27,38,47,54,10,0,244,1116,1622,2788,2999,4002,3029,500,34,16089,11,6,36,27,29,30,5,3,143,74,9,42,50,41,59,18,0,299,34,29,110,118,138,142
4GADE,863,511,66,3,2926,3,15,108,167,204,125,26,3,652,50,103,203,147,205,147,37,3,892,2107,7787,17799,14163,14170,9476,1931,198,67635,98,74,77,67,48,25,7,0,389,2331,928,297,200,150,126,29,5,4070,1091,1794,850,604,443,321,63,15,5171,487,1455,1124,708,660,471,127,12,5050,360,1343,1443,1049,1042,750,176,13,6177,246,1691,2431,1882,2021,1469,297,34,10068,128,1469,2701,2123,2224,1449,253,13,10377,66,1024,2554,1978,2124,1525,224,12,9497,39,524,1916,1588,1762,1383,172,9,7389,9,215,985,858,850,587,88,0,3599,4,87,643,650,632,374,44,3,2431,0,20,360,522,520,285,28,0,1733,3,33,266,728,825,403,33,0,2294,4,21,72,79,98,58,10,3,340,72,112,164,153,161,122,25,3,804,4945,10789,15881,13166,13557,9333,1588,129,69388,13,32,69,74,105,77,20,3,397,278,192,114,131,119,133,48,3,1015,189,384,360,373,346,341
49799,0,0,0,0,7,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,133,66,0,0,508,0,0,44,49,26,11,5,0,134,6,21,47,39,48,33,11,0,194,440,1397,2936,2487,2607,1859,342,29,12099,8,3,4,4,3,3,0,0,33,100,54,17,23,27,16,4,3,249,21,79,56,54,74,79,11,0,376,8,51,65,60,78,83,21,0,370,8,58,70,73,130,120,27,0,490,7,54,93,107,186,176,43,0,662,0,38,100,102,153,133,35,3,563,0,34,79,83,129,99,11,0,438,3,24,74,59,83,63,13,0,310,0,8,34,30,33,26,4,0,136,0,3,28,19,19,12,5,0,88,0,0,5,18,11,5,3,0,43,0,0,14,22,16,7,3,0,62,0,0,10,7,3,3,4,0,26,0,8,10,8,15,9,8,0,51,158,418,665,667,951,836,183,10,3898,4,0,3,6,3,8,0,0,25,4,8,6,11,3,10,0,0,45,4,10,29,15,20,26
3RQLD,3141,1461,144,7,12698,9,77,1032,1439,1247,630,83,13,4531,182,271,478,479,548,326,97,9,2377,7713,17179,36707,31860,28209,18607,3606,332,144211,226,67,104,107,104,70,8,7,685,4304,620,403,460,284,183,43,5,6303,1975,1366,1218,1184,874,594,107,14,7334,1201,1584,1563,1533,1250,877,212,27,8238,1025,1913,2045,2079,2069,1468,304,33,10923,991,3116,3903,3624,4020,2710,516,38,18917,639,3260,4635,3943,4363,2917,438,20,20215,280,2006,3946,3257,3748,2577,417,22,16241,126,1134,2881,2576,2841,1968,298,16,11840,41,580,1708,1461,1493,918,125,7,6328,8,210,1060,1231,1186,614,58,7,4378,3,83,476,914,902,354,38,4,2779,5,46,295,777,921,314,25,0,2379,9,49,92,113,128,72,17,4,487,182,230,313,284,340,260,69,9,1683,11009,16264,24636,23532,24521,15885,2679,208,118736,71,47,179,227,294,237,91,4,1159,711,166,277,360,288,298,83,23,2207,415,363,655,849,748,765
3GBRI,2308,1174,129,7,8725,7,28,432,749,779,399,55,4,2451,124,223,396,383,350,215,67,9,1768,5586,15497,33945,27609,23647,15022,2796,252,124343,204,95,105,76,83,52,8,0,628,4323,1176,413,432,290,176,33,3,6851,2487,2436,1290,1011,772,495,107,8,8603,1217,2234,1762,1236,1072,701,155,22,8395,861,2299,2169,1706,1698,1061,233,14,10047,798,3230,3732,3133,3178,2054,367,30,16527,498,3176,4657,3339,3551,2309,378,24,17932,212,2114,4237,3121,3144,2018,335,12,15194,99,1188,3417,2595,2680,1766,285,14,12036,35,524,1976,1697,1474,969,156,6,6834,12,180,1264,1460,1178,620,68,0,4786,3,47,515,1036,913,352,30,0,2909,3,49,298,901,1038,374,21,3,2684,14,37,88,126,134,71,10,3,481,152,234,267,268,275,173,37,4,1403,10924,19022,26198,22138,21478,13191,2221,144,115318,62,61,150,193,198,167,42,3,879,848,414,223,290,219,230,97,10,2326,673,858,576,671,575,534
39799,0,4,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,12,3,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,476,215,25,0,2068,3,18,163,197,150,75,11,0,618,27,76,146,142,133,86,22,0,634,1701,3892,8815,7825,7074,4714,800,60,34880,11,14,14,14,13,10,0,0,76,262,105,57,57,45,29,11,0,557,72,134,108,120,108,93,17,0,654,44,117,131,102,182,148,41,3,765,21,97,169,148,214,199,50,0,903,25,117,222,230,311,295,84,9,1290,16,117,191,223,315,271,54,3,1188,13,84,202,189,252,194,42,5,982,3,66,153,141,161,113,25,0,658,0,21,93,76,82,56,7,0,328,0,3,37,57,42,29,7,0,186,0,6,30,36,28,10,0,0,103,0,0,27,30,28,7,4,3,95,0,5,5,6,14,4,0,0,45,15,14,19,26,24,21,3,0,123,485,891,1444,1462,1817,1475,351,25,7959,3,8,22,25,23,17,0,0,95,32,18,30,17,21,26,9,0,149,22,28,41,57,39,44
2RVIC,1038,618,52,9,3515,10,34,236,345,464,258,42,6,1394,102,194,299,253,295,235,50,15,1442,4068,9770,18070,14571,14717,10838,2144,278,74449,134,50,57,51,55,53,17,0,420,2532,635,279,261,202,187,36,6,4131,998,1242,713,597,619,491,101,13,4773,483,1181,844,835,873,716,171,17,5121,410,1260,1101,1070,1364,1062,214,30,6516,319,1614,1964,1818,2353,1832,410,22,10332,201,1539,2182,1852,2351,1787,302,20,10239,91,989,1925,1658,2105,1593,268,10,8644,29,432,1450,1323,1732,1260,184,17,6424,7,184,967,878,972,655,105,3,3767,6,90,563,667,750,466,42,3,2593,7,13,221,486,695,312,30,0,1770,0,17,145,385,618,321,24,4,1512,10,38,49,73,93,61,14,3,338,116,142,150,172,218,190,55,13,1050,5339,9434,12599,12135,14989,10983,1973,168,67617,31,20,67,116,113,104,27,4,482,332,116,137,211,173,181,57,11,1217,135,265,385,490,461,493
2GMEL,3749,1923,269,22,13618,17,60,579,1071,1091,600,102,12,3524,186,555,1071,864,953,585,162,26,4401,7499,26470,68141,52219,46501,29154,5934,649,236566,394,302,272,240,169,99,26,5,1500,8048,3590,1116,847,640,389,91,7,14732,3261,6351,3096,2220,1766,1184,225,21,18128,1383,4961,4024,2666,2464,1588,418,34,17535,770,4386,4658,3188,3398,2234,523,58,19209,712,4921,7175,5096,5488,3566,792,73,27811,463,4567,8748,5689,5912,3582,741,43,29747,196,3070,8904,5919,5821,3704,678,40,28331,85,1476,6396,4699,4589,3050,532,22,20844,29,561,3590,2895,2559,1573,301,16,11524,19,230,2162,2001,1896,1013,135,8,7457,3,82,924,1444,1557,743,76,13,4836,15,96,559,1262,1654,783,75,4,4444,21,121,266,270,303,175,49,8,1204,312,545,705,547,644,414,102,11,3276,15701,35254,52585,38972,38849,24085,4760,365,210570,103,160,351,423,379,254,95,12,1780,1270,1127,586,658,545,384,159,21,4752,818,2172,1487,1712,1425,1147
29799,3,3,0,0,9,0,0,6,11,11,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,14,14,23,11,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,548,216,34,3,2248,0,18,153,156,146,55,14,0,535,52,147,220,210,211,141,28,4,1015,2108,5886,12316,9653,8907,5815,1073,91,45843,25,11,11,20,11,8,0,0,94,468,196,76,53,71,53,12,0,923,83,279,200,153,209,206,51,7,1177,16,181,194,184,260,262,56,7,1166,16,139,232,213,310,301,83,9,1306,11,129,310,278,407,467,125,7,1752,10,106,249,237,387,295,99,4,1392,0,72,238,247,295,219,72,9,1151,6,42,162,159,186,127,39,4,715,0,18,86,90,98,45,14,0,350,0,3,54,54,52,29,7,0,201,0,3,29,34,37,18,6,0,124,0,0,18,36,38,16,3,0,116,0,9,11,15,21,7,4,0,62,9,18,37,29,47,33,17,3,198,645,1213,1911,1802,2432,2096,588,54,10740,9,7,20,13,16,15,10,0,79,18,44,32,37,24,27,8,4,197,16,58,56,53,51,45
1RNSW,2202,1114,93,9,8289,16,44,507,711,682,411,45,8,2419,164,304,435,456,420,378,99,19,2274,7972,17854,33508,28030,26895,19234,3708,447,137660,245,70,93,104,104,59,14,0,692,4281,801,369,445,328,256,34,7,6509,1838,2097,1248,1045,922,731,167,19,8072,1182,2126,1671,1423,1432,1123,261,28,9234,918,2313,2087,1864,2110,1658,348,26,11314,869,3303,3799,3288,3816,2966,541,40,18627,673,3461,4343,3533,4525,3263,465,42,20301,204,1859,3732,3196,4234,3101,405,23,16746,76,791,2540,2511,3057,2129,280,19,11408,30,274,1324,1295,1400,1059,122,7,5509,5,95,968,1185,1292,701,89,0,4339,4,25,611,1135,1076,472,52,9,3383,3,27,429,1199,1189,432,39,0,3325,21,36,63,97,191,108,24,5,545,204,230,270,279,363,253,83,10,1693,10552,17500,23545,22597,26035,18301,2922,238,121694,45,28,144,169,191,208,78,11,868,576,175,260,314,321,311,94,11,2057,284,389,650,848,755,884
1GSYD,4098,2234,303,24,15144,22,63,615,1414,1318,717,132,17,4298,213,521,900,774,773,492,140,22,3835,10587,27551,64154,52337,46457,30013,6472,676,238244,422,262,271,230,165,92,19,9,1467,7394,2706,853,739,494,301,106,5,12613,3867,5418,2665,1966,1484,1018,234,26,16673,2087,4962,4098,2391,2185,1358,325,23,17429,1413,4829,4795,2956,2807,1933,415,54,19196,1160,5635,6977,4670,4617,2955,718,70,26802,752,5323,8550,5436,5299,3422,723,57,29561,364,3800,8760,5993,5859,3798,750,49,29382,110,1885,7073,5035,4818,3047,601,29,22597,46,801,3745,2996,2670,1556,296,27,12131,20,334,2659,2555,2178,1269,219,14,9249,8,102,1556,1995,1633,776,112,9,6201,7,88,1127,2290,2045,829,99,11,6501,21,103,305,344,464,226,44,6,1512,291,534,694,448,473,335,79,17,2862,17963,36787,54129,40051,37194,22918,4741,403,214184,118,154,333,360,315,266,124,23,1689,1470,1076,487,674,509,436,181,30,4859,1148,2178,1336,1602,1337,1095
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,562,248,40,3,2321,4,13,143,174,155,68,13,0,566,48,99,173,208,190,154,25,3,899,2920,5894,11875,11049,10229,6695,1322,94,50067,31,19,22,16,13,6,3,0,104,470,174,74,52,73,56,14,0,917,101,261,178,178,215,171,38,3,1149,59,175,193,204,297,270,80,4,1283,38,184,231,259,400,378,85,4,1588,37,178,304,358,560,545,134,10,2126,23,180,314,323,488,359,79,10,1777,8,107,313,232,399,302,60,3,1422,12,68,262,186,202,182,41,3,958,0,25,110,101,106,93,15,0,454,0,21,79,64,74,39,12,0,286,0,10,39,54,54,30,0,0,183,0,11,22,51,51,21,4,0,155,0,3,25,25,24,6,0,0,78,11,19,34,33,50,38,7,0,185,794,1425,2192,2143,3000,2489,581,41,12664,0,8,25,29,21,26,3,0,116,28,40,23,34,30,21,11,0,182,14,59,58,57,48,60
