GCCSA_CODE_2016,SOLSE_NWNA_Mnf_06_10,SOLSE_NWNA_Mnf_11_15,SOLSE_NWNA_Mnf_2016,SOLSE_NWNA_Mnf_NS,SOLSE_NWNA_Mnf_Tot,SOLSE_NWNA_EGWWS_Bf_91,SOLSE_NWNA_EGWWS_91_95,SOLSE_NWNA_EGWWS_96_00,SOLSE_NWNA_EGWWS_01_05,SOLSE_NWNA_EGWWS_06_10,SOLSE_NWNA_EGWWS_11_15,SOLSE_NWNA_EGWWS_2016,SOLSE_NWNA_EGWWS_NS,SOLSE_NWNA_EGWWS_Tot,SOLSE_NWNA_Const_Bf_91,SOLSE_NWNA_Const_91_95,SOLSE_NWNA_Const_96_00,SOLSE_NWNA_Const_01_05,SOLSE_NWNA_Const_06_10,SOLSE_NWNA_Const_11_15,SOLSE_NWNA_Const_2016,SOLSE_NWNA_Const_NS,SOLSE_NWNA_Const_Tot,SOLSE_NWNA_WST_Bf_91,SOLSE_NWNA_WST_91_95,SOLSE_NWNA_WST_96_00,SOLSE_NWNA_WST_01_05,SOLSE_NWNA_WST_06_10,SOLSE_NWNA_WST_11_15,SOLSE_NWNA_WST_2016,SOLSE_NWNA_WST_NS,SOLSE_NWNA_WST_Tot,SOLSE_NWNA_RetT_Bf_91,SOLSE_NWNA_RetT_91_95,SOLSE_NWNA_RetT_96_00,SOLSE_NWNA_RetT_01_05,SOLSE_NWNA_RetT_06_10,SOLSE_NWNA_RetT_11_15,SOLSE_NWNA_RetT_2016,SOLSE_NWNA_RetT_NS,SOLSE_NWNA_RetT_Tot,SOLSE_NWNA_AcFd_Bf_91,SOLSE_NWNA_AcFd_91_95,SOLSE_NWNA_AcFd_96_00,SOLSE_NWNA_AcFd_01_05,SOLSE_NWNA_AcFd_06_10,SOLSE_NWNA_AcFd_11_15,SOLSE_NWNA_AcFd_2016,SOLSE_NWNA_AcFd_NS,SOLSE_NWNA_AcFd_Tot,SOLSE_NWNA_TPW_Bf_91,SOLSE_NWNA_TPW_91_95,SOLSE_NWNA_TPW_96_00,SOLSE_NWNA_TPW_01_05,SOLSE_NWNA_TPW_06_10,SOLSE_NWNA_TPW_11_15,SOLSE_NWNA_TPW_2016,SOLSE_NWNA_TPW_NS,SOLSE_NWNA_TPW_Tot,SOLSE_NWNA_IMT_Bf_91,SOLSE_NWNA_IMT_91_95,SOLSE_NWNA_IMT_96_00,SOLSE_NWNA_IMT_01_05,SOLSE_NWNA_IMT_06_10,SOLSE_NWNA_IMT_11_15,SOLSE_NWNA_IMT_2016,SOLSE_NWNA_IMT_NS,SOLSE_NWNA_IMT_Tot,SOLSE_NWNA_FinIns_Bf_91,SOLSE_NWNA_FinIns_91_95,SOLSE_NWNA_FinIns_96_00,SOLSE_NWNA_FinIns_01_05,SOLSE_NWNA_FinIns_06_10,SOLSE_NWNA_FinIns_11_15,SOLSE_NWNA_FinIns_2016,SOLSE_NWNA_FinIns_NS,SOLSE_NWNA_FinIns_Tot,SOLSE_NWNA_RHRE_Bf_91,SOLSE_NWNA_RHRE_91_95,SOLSE_NWNA_RHRE_96_00,SOLSE_NWNA_RHRE_01_05,SOLSE_NWNA_RHRE_06_10,SOLSE_NWNA_RHRE_11_15,SOLSE_NWNA_RHRE_2016,SOLSE_NWNA_RHRE_NS,SOLSE_NWNA_RHRE_Tot,SOLSE_NWNA_ProSTS_Bf_91,SOLSE_NWNA_ProSTS_91_95,SOLSE_NWNA_ProSTS_96_00,SOLSE_NWNA_ProSTS_01_05,SOLSE_NWNA_ProSTS_06_10,SOLSE_NWNA_ProSTS_11_15,SOLSE_NWNA_ProSTS_2016,SOLSE_NWNA_ProSTS_NS,SOLSE_NWNA_ProSTS_Tot,SOLSE_NWNA_AdSup_Bf_91,SOLSE_NWNA_AdSup_91_95,SOLSE_NWNA_AdSup_96_00,SOLSE_NWNA_AdSup_01_05,SOLSE_NWNA_AdSup_06_10,SOLSE_NWNA_AdSup_11_15,SOLSE_NWNA_AdSup_2016,SOLSE_NWNA_AdSup_NS,SOLSE_NWNA_AdSup_Tot,SOLSE_NWNA_PubAS_Bf_91,SOLSE_NWNA_PubAS_91_95,SOLSE_NWNA_PubAS_96_00,SOLSE_NWNA_PubAS_01_05,SOLSE_NWNA_PubAS_06_10,SOLSE_NWNA_PubAS_11_15,SOLSE_NWNA_PubAS_2016,SOLSE_NWNA_PubAS_NS,SOLSE_NWNA_PubAS_Tot,SOLSE_NWNA_EdTrn_Bf_91,SOLSE_NWNA_EdTrn_91_95,SOLSE_NWNA_EdTrn_96_00,SOLSE_NWNA_EdTrn_01_05,SOLSE_NWNA_EdTrn_06_10,SOLSE_NWNA_EdTrn_11_15,SOLSE_NWNA_EdTrn_2016,SOLSE_NWNA_EdTrn_NS,SOLSE_NWNA_EdTrn_Tot,SOLSE_NWNA_HC_SA_Bf_91,SOLSE_NWNA_HC_SA_91_95,SOLSE_NWNA_HC_SA_96_00,SOLSE_NWNA_HC_SA_01_05,SOLSE_NWNA_HC_SA_06_10,SOLSE_NWNA_HC_SA_11_15,SOLSE_NWNA_HC_SA_2016,SOLSE_NWNA_HC_SA_NS,SOLSE_NWNA_HC_SA_Tot,SOLSE_NWNA_ArtsR_Bf_91,SOLSE_NWNA_ArtsR_91_95,SOLSE_NWNA_ArtsR_96_00,SOLSE_NWNA_ArtsR_01_05,SOLSE_NWNA_ArtsR_06_10,SOLSE_NWNA_ArtsR_11_15,SOLSE_NWNA_ArtsR_2016,SOLSE_NWNA_ArtsR_NS,SOLSE_NWNA_ArtsR_Tot,SOLSE_NWNA_OthSvs_Bf_91,SOLSE_NWNA_OthSvs_91_95,SOLSE_NWNA_OthSvs_96_00,SOLSE_NWNA_OthSvs_01_05,SOLSE_NWNA_OthSvs_06_10,SOLSE_NWNA_OthSvs_11_15,SOLSE_NWNA_OthSvs_2016,SOLSE_NWNA_OthSvs_NS,SOLSE_NWNA_OthSvs_Tot,SOLSE_NWNA_IDNS_Bf_91,SOLSE_NWNA_IDNS_91_95,SOLSE_NWNA_IDNS_96_00,SOLSE_NWNA_IDNS_01_05,SOLSE_NWNA_IDNS_06_10,SOLSE_NWNA_IDNS_11_15,SOLSE_NWNA_IDNS_2016,SOLSE_NWNA_IDNS_NS,SOLSE_NWNA_IDNS_Tot,SOLSE_NWNA_Tot_Bf_91,SOLSE_NWNA_Tot_91_95,SOLSE_NWNA_Tot_96_00,SOLSE_NWNA_Tot_01_05,SOLSE_NWNA_Tot_06_10,SOLSE_NWNA_Tot_11_15,SOLSE_NWNA_Tot_2016,SOLSE_NWNA_Tot_NS,SOLSE_NWNA_Tot_Tot,NS_AGFF_Bf_91,NS_AGFF_91_95,NS_AGFF_96_00,NS_AGFF_01_05,NS_AGFF_06_10,NS_AGFF_11_15,NS_AGFF_2016,NS_AGFF_NS,NS_AGFF_Tot,NS_Min_Bf_91,NS_Min_91_95,NS_Min_96_00,NS_Min_01_05,NS_Min_06_10,NS_Min_11_15,NS_Min_2016,NS_Min_NS,NS_Min_Tot,NS_Mnf_Bf_91,NS_Mnf_91_95,NS_Mnf_96_00,NS_Mnf_01_05,NS_Mnf_06_10,NS_Mnf_11_15,NS_Mnf_2016,NS_Mnf_NS,NS_Mnf_Tot,NS_EGWWS_Bf_91,NS_EGWWS_91_95,NS_EGWWS_96_00,NS_EGWWS_01_05,NS_EGWWS_06_10,NS_EGWWS_11_15
6RTAS,3,22,3,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,3,13,4,5,5,21,21,0,3,71,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,4,0,5,3,8,0,0,28,21,6,14,21,59,156,9,29,315,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
6GHOB,11,4,0,0,16,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,17,0,0,0,0,0,4,0,0,3,3,4,4,0,6,5,0,3,23,13,3,7,18,32,52,4,7,140,0,0,0,0,3,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,7,27,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,0,4,8,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,3,11,10,0,3,25,4,0,0,0,4,10,0,0,31,28,10,24,27,82,139,9,24,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,54,99,17,29,216,0,0,0,0,0,0,0,0,3,16,4,10,13,25,20,0,3,80,4,4,8,3,59,33,8,5,120,3,0,0,3,16,26,3,14,64,17,19,14,15,47,123,17,14,252,4,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,7,0,0,13,3,3,3,7,7,33,9,10,70,3,0,0,0,3,4,0,0,8,3,0,0,4,7,11,0,0,24,3,0,0,3,13,17,0,3,46,0,0,0,0,0,0,0,0,0,6,0,0,0,11,8,0,3,28,12,4,5,18,32,59,3,30,156,136,49,61,91,312,598,124,188,1559,3,0,0,0,3,3,4,0,9,3,3,4,6,14,9,0,0,37,0,0,0,0,3,3,0,0,12,0,0,0,0,3,0
5GPER,595,463,34,50,1778,7,0,0,0,23,12,3,0,47,90,36,42,89,324,453,16,30,1074,56,24,23,29,128,135,15,21,420,166,77,78,63,179,271,16,33,886,406,204,131,166,481,780,102,112,2386,29,14,25,37,68,122,10,13,328,4,0,0,4,11,8,0,4,25,4,0,3,0,30,10,0,3,53,16,0,8,9,18,19,0,0,76,19,10,9,21,58,48,9,3,172,71,34,57,90,222,307,32,45,862,20,12,3,9,17,13,0,0,74,50,30,32,43,79,65,11,15,321,60,31,39,92,229,215,12,23,693,21,6,5,3,23,13,0,0,74,67,41,53,74,278,252,30,28,821,127,65,71,124,399,434,45,95,1358,1639,762,692,990,3294,3775,394,525,12073,5,0,0,0,0,3,0,0,6,8,0,3,3,13,6,0,3,34,17,5,6,18,22,18,0,3,89,3,3,0,0,0,3
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,5,3,0,0,11,0,0,0,0,0,0,0,0,0,16,4,15,23,47,98,8,10,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,8,3,3,10,4,3,11,0,0,36,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,22,3,12,12,33,63,8,10,164,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,3,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,5,3,0,0,6,5,0,0,20,4,4,0,3,14,18,8,3,53,58,23,44,49,129,223,26,33,582,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4RSAU,69,162,23,44,315,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,12,0,0,0,7,16,64,5,14,105,0,0,3,0,3,18,3,0,34,5,0,3,8,22,23,0,3,62,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,0,3,3,9,31,0,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,6,0,0,8,0,0,0,0,0,3,0,0,6,0,0,0,0,3,4,0,3,8,15,3,0,7,18,26,0,5,69,66,15,16,59,189,495,70,105,1013,0,0,0,0,3,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0
4GADE,257,275,22,44,1137,10,0,0,0,13,12,0,0,30,27,18,20,31,88,125,5,3,319,32,12,12,24,47,57,0,7,194,79,41,24,39,97,135,4,17,433,202,92,73,115,303,364,29,33,1211,20,9,10,5,29,29,5,5,117,3,3,0,0,0,3,0,0,16,3,4,0,0,8,4,0,0,15,12,0,3,4,7,7,3,0,37,12,0,3,4,31,37,3,0,94,37,22,20,32,134,171,11,15,456,7,3,0,0,8,3,0,0,23,13,3,10,3,14,20,0,3,71,43,34,21,40,95,111,6,11,347,3,0,0,0,0,3,0,0,13,46,17,20,46,116,131,11,10,388,96,34,30,50,126,186,12,32,571,1135,480,389,519,1522,1833,128,216,6222,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,20,0,4,9,17,12,0,3,65,3,0,0,0,0,0
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,6,0,0,0,0,0,0,0,0,0,11,5,7,11,25,38,3,3,97,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,8,0,3,4,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,8,7,0,14,3,28,25,0,4,86,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,7,0,7,0,4,35,51,19,35,31,75,115,12,20,359,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3RQLD,316,344,22,40,876,0,0,0,0,3,0,0,0,8,21,10,19,16,46,71,7,11,203,4,4,10,7,41,40,3,0,113,28,23,24,29,71,92,11,14,288,164,78,107,156,340,511,99,77,1527,10,6,17,12,27,30,0,11,115,0,0,0,0,3,5,0,0,15,3,4,0,3,0,4,0,4,17,8,7,3,11,16,21,0,3,66,4,8,9,10,22,23,0,3,82,19,22,29,43,96,217,50,60,533,9,0,0,0,4,4,0,3,29,5,0,4,4,12,23,6,9,74,20,9,25,29,73,117,19,23,323,3,4,6,3,4,9,5,0,30,12,17,14,33,101,116,15,12,321,34,24,19,59,114,193,34,91,554,447,255,339,545,1409,2370,426,669,6456,8,0,3,0,8,12,4,7,48,6,0,0,0,3,5,0,4,20,10,0,5,3,4,11,0,6,42,0,0,0,0,0,0
3GBRI,660,489,56,91,2192,7,0,0,3,9,8,0,0,20,68,26,44,49,162,233,14,19,613,46,29,30,34,82,99,11,11,338,118,57,63,72,163,213,25,17,732,329,158,175,253,423,754,147,177,2423,41,22,34,31,84,80,6,3,308,8,3,0,3,13,3,0,0,28,0,3,3,6,13,14,4,0,51,25,19,23,22,43,35,0,0,167,25,20,13,25,35,54,3,11,176,57,43,52,71,202,393,83,69,965,18,6,6,12,14,3,0,3,57,45,17,29,29,37,68,9,10,244,94,43,62,98,217,281,17,30,841,4,0,3,4,13,13,3,4,55,61,45,50,71,182,270,25,30,741,126,79,78,118,259,357,64,127,1209,1561,779,812,1135,2694,3657,640,747,12020,4,0,0,0,4,3,0,0,13,3,0,0,0,0,7,0,0,9,18,15,15,14,22,21,3,4,122,4,0,0,0,6,0
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,3,5,0,8,27,0,0,0,0,0,0,0,0,0,13,14,10,20,50,71,7,8,202,0,0,0,3,3,0,0,0,7,3,0,4,4,6,4,0,0,16,3,4,0,0,3,6,0,0,19,8,3,6,5,18,6,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,3,7,11,10,11,16,43,77,12,10,194,0,0,0,0,0,0,0,0,7,5,0,3,3,0,0,0,0,12,0,3,3,3,6,10,0,0,31,0,0,0,0,0,0,0,0,4,0,3,3,4,7,0,0,3,19,12,3,0,5,15,23,5,21,90,65,34,48,73,162,258,49,73,764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RVIC,145,302,39,50,659,0,0,0,3,0,0,0,0,8,13,3,9,9,31,51,3,7,125,4,3,7,4,16,35,6,8,85,35,17,17,18,56,74,0,8,213,96,31,41,40,133,181,30,25,575,15,3,0,0,4,10,0,3,38,0,0,0,0,0,0,0,0,4,4,0,0,3,4,3,0,0,10,0,0,0,0,6,4,0,0,8,3,0,3,0,0,6,0,3,23,18,6,7,20,45,79,18,10,202,7,0,5,0,3,0,0,0,12,3,0,4,4,12,4,0,0,32,18,4,5,13,47,47,4,12,149,3,0,0,0,5,0,0,0,10,8,7,3,8,27,29,4,3,79,43,17,21,25,107,132,18,42,411,375,145,182,222,752,1225,160,242,3303,9,0,0,0,3,10,3,3,36,0,0,0,0,0,0,0,0,0,11,0,0,0,9,11,0,0,35,0,0,0,0,4,0
2GMEL,1476,1574,101,212,8512,27,17,17,11,24,39,0,0,136,401,158,229,321,757,1155,58,72,3144,342,180,120,158,325,573,36,48,1780,786,357,290,274,656,1293,68,108,3829,1215,501,496,669,1233,2417,331,329,7203,453,184,130,120,266,310,19,41,1527,23,17,13,13,27,39,3,4,130,57,16,20,12,51,59,3,8,228,50,20,27,23,95,131,13,16,376,113,40,40,58,158,225,33,19,685,485,167,184,207,515,706,95,72,2436,104,11,24,21,36,25,0,7,226,120,50,55,69,143,154,11,41,643,439,224,202,293,638,644,32,64,2539,41,18,18,19,30,45,8,6,196,437,239,167,190,465,624,50,68,2245,924,393,392,523,990,1711,159,352,5441,8740,3747,3204,3863,8100,12038,1038,1508,42229,4,0,0,7,0,5,0,0,14,0,0,3,0,0,0,0,0,8,106,34,17,39,54,45,4,20,318,7,5,3,3,4,7
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,12,21,0,7,68,9,0,0,0,0,3,0,0,10,154,62,104,99,200,306,22,23,964,0,3,0,0,0,4,3,0,14,3,4,5,5,3,12,0,3,44,0,3,4,4,0,18,0,10,47,46,10,11,11,31,25,3,0,139,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,7,0,0,0,3,0,0,0,0,10,6,0,3,0,8,8,0,3,31,105,36,67,64,120,134,18,14,561,4,6,0,0,0,0,0,3,15,5,0,0,12,9,7,3,12,45,14,6,9,9,22,13,0,3,80,0,0,0,0,0,0,0,0,4,6,5,0,3,11,5,0,4,44,33,21,24,20,62,66,14,23,255,411,172,238,244,498,671,68,111,2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0
1RNSW,141,479,67,108,997,0,0,0,0,0,3,0,0,0,50,13,25,29,50,75,0,3,257,11,4,3,4,15,46,12,13,100,27,8,25,20,46,66,4,6,216,293,71,116,123,256,351,46,63,1313,27,3,3,4,12,16,0,0,77,3,0,0,0,4,3,0,0,13,3,0,0,0,0,0,0,0,7,7,0,0,0,3,8,0,0,20,8,8,8,9,7,11,0,0,47,49,12,19,19,64,84,5,25,274,17,0,4,0,3,0,0,0,29,14,3,4,8,13,13,3,4,63,32,15,16,26,69,126,12,11,312,4,0,3,0,5,6,0,3,21,21,17,20,25,50,88,6,11,233,54,25,29,42,106,159,12,36,470,728,222,317,406,929,1806,232,404,5051,7,0,3,3,4,11,0,3,40,0,0,0,0,0,0,0,0,0,6,0,4,4,11,11,0,4,42,0,0,0,0,0,0
1GSYD,1127,1223,82,201,8373,36,9,14,19,25,39,3,3,142,952,399,735,669,1185,1757,151,190,6034,619,234,276,215,344,445,24,46,2208,1303,545,603,505,852,1070,76,124,5084,1963,736,929,941,1680,2991,426,516,10174,939,248,297,274,377,421,32,63,2649,56,40,41,26,63,75,10,10,324,118,39,56,46,97,94,14,22,486,119,34,65,77,105,150,15,21,587,201,88,121,131,224,322,29,35,1136,796,290,508,469,850,1205,200,141,4458,116,49,42,31,36,47,7,17,346,212,91,121,117,158,187,18,52,962,863,360,499,553,747,939,61,99,4128,75,22,32,20,46,39,6,12,264,646,326,419,383,697,865,67,85,3482,1482,577,830,816,1432,2126,230,510,8005,13704,5251,6681,6159,10201,14147,1474,2163,59779,6,3,0,0,6,0,0,0,22,0,0,0,0,4,0,0,0,4,108,37,34,34,37,42,5,12,307,3,0,0,3,10,0
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,12,17,8,4,76,4,0,0,3,0,0,0,0,9,342,126,225,229,326,392,42,42,1727,9,0,0,8,0,3,0,0,22,12,5,9,7,12,14,3,3,68,18,3,6,6,10,27,3,6,81,160,40,37,34,48,30,3,16,376,6,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,7,5,3,3,0,6,0,0,0,20,9,4,3,0,8,12,0,4,42,227,100,172,160,191,205,17,34,1103,9,0,0,0,3,3,0,0,14,27,6,4,3,10,13,0,8,72,19,17,11,9,17,11,0,3,90,3,0,0,0,3,0,0,0,9,23,10,9,11,13,9,0,4,68,59,20,32,49,82,94,10,32,377,969,346,527,524,747,850,86,176,4226,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0
