GCCSA_CODE_2016,M_15_19_E,M_15_19_OM_IE,M_15_19_OM_UIE,M_15_19_CFW,M_15_19_SE_NS,M_15_19_Total,M_20_24_E,M_20_24_OM_IE,M_20_24_OM_UIE,M_20_24_CFW,M_20_24_ES_NS,M_20_24_Total,M_25_29_E,M_25_29_OM_IE,M_25_29_OM_UIE,M_25_29_CFW,M_25_29_ES_NS,M_25_29_Total,M_30_34_E,M_30_34_OM_IE,M_30_34_OM_UIE,M_30_34_CFW,M_30_34_ES_NS,M_30_34_Total,M_35_39_E,M_35_39_OM_IE,M_35_39_OM_UIE,M_35_39_CFW,M_35_39_ES_NS,M_35_39_Total,M_40_44_E,M_40_44_OM_IE,M_40_44_OM_UIE,M_40_44_CFW,M_40_44_ES_NS,M_40_44_Total,M_45_49_E,M_45_49_OM_IE,M_45_49_OM_UIE,M_45_49_CFW,M_45_49_ES_NS,M_45_49_Total,M_50_54_E,M_50_54_OM_IE,M_50_54_OM_UIE,M_50_54_CFW,M_50_54_ES_NS,M_50_54_Total,M_55_59_E,M_55_59_OM_IE,M_55_59_OM_UIE,M_55_59_CFW,M_55_59_ES_NS,M_55_59_Total,M_60_64_E,M_60_64_OM_IE,M_60_64_OM_UIE,M_60_64_CFW,M_60_64_ES_NS,M_60_64_Total,M_65_69_E,M_65_69_OM_IE,M_65_69_OM_UIE,M_65_69_CFW,M_65_69_ES_NS,M_65_69_Total,M_70_74_E,M_70_74_OM_IE,M_70_74_OM_UIE,M_70_74_CFW,M_70_74_ES_NS,M_70_74_Total,M_75ov_E,M_75ov_OM_IE,M_75ov_OM_UIE,M_75ov_CFW,M_75ov_ES_NS,M_75ov_Total,M_Total_E,M_Total_OM_IE,M_Total_OM_UIE,M_Total_CFW,M_Total_ES_NS,M_Total_Total,F_15_19_E,F_15_19_OM_IE,F_15_19_OM_UIE,F_15_19_CFW,F_15_19_ES_NS,F_15_19_Total,F_20_24_E,F_20_24_OM_IE,F_20_24_OM_UIE,F_20_24_CFW,F_20_24_ES_NS,F_20_24_Total,F_25_29_E,F_25_29_OM_IE,F_25_29_OM_UIE,F_25_29_CFW,F_25_29_ES_NS,F_25_29_Total,F_30_34_E,F_30_34_OM_IE,F_30_34_OM_UIE,F_30_34_CFW,F_30_34_ES_NS,F_30_34_Total,F_35_39_E,F_35_39_OM_IE,F_35_39_OM_UIE,F_35_39_CFW,F_35_39_ES_NS,F_35_39_Total,F_40_44_E,F_40_44_OM_IE,F_40_44_OM_UIE,F_40_44_CFW,F_40_44_ES_NS,F_40_44_Total,F_45_49_E,F_45_49_OM_IE,F_45_49_OM_UIE,F_45_49_CFW,F_45_49_ES_NS,F_45_49_Total,F_50_54_E,F_50_54_OM_IE,F_50_54_OM_UIE,F_50_54_CFW,F_50_54_ES_NS,F_50_54_Total,F_55_59_E,F_55_59_OM_IE,F_55_59_OM_UIE,F_55_59_CFW,F_55_59_ES_NS,F_55_59_Total,F_60_64_E,F_60_64_OM_IE,F_60_64_OM_UIE,F_60_64_CFW,F_60_64_ES_NS,F_60_64_Total,F_65_69_E,F_65_69_OM_IE,F_65_69_OM_UIE,F_65_69_CFW,F_65_69_ES_NS,F_65_69_Total,F_70_74_E,F_70_74_OM_IE,F_70_74_OM_UIE,F_70_74_CFW,F_70_74_ES_NS,F_70_74_Total,F_75ov_E,F_75ov_OM_IE,F_75ov_OM_UIE,F_75ov_CFW,F_75ov_ES_NS,F_75ov_Total,F_Total_E,F_Total_OM_IE,F_Total_OM_UIE,F_Total_CFW,F_Total_ES_NS,F_Total_Total,P_15_19_E,P_15_19_OM_IE,P_15_19_OM_UIE,P_15_19_CFW,P_15_19_ES_NS,P_15_19_Total,P_20_24_E,P_20_24_OM_IE,P_20_24_OM_UIE,P_20_24_CFW,P_20_24_ES_NS,P_20_24_Total,P_25_29_E,P_25_29_OM_IE,P_25_29_OM_UIE,P_25_29_CFW,P_25_29_ES_NS,P_25_29_Total,P_30_34_E,P_30_34_OM_IE,P_30_34_OM_UIE,P_30_34_CFW,P_30_34_ES_NS,P_30_34_Total,P_35_39_E,P_35_39_OM_IE,P_35_39_OM_UIE,P_35_39_CFW,P_35_39_ES_NS,P_35_39_Total,P_40_44_E,P_40_44_OM_IE
69799,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,5,3,0,0,0,0,7,3,0,0,0,0,7,3,0,0,0,0,5,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,5,3,0
69499,232,0,3,0,3,245,470,10,75,3,10,576,494,30,164,3,9,699,451,58,210,7,8,732,344,56,217,8,4,629,338,79,263,6,9,694,360,96,337,9,15,821,364,77,337,8,17,802,293,74,340,16,18,728,235,47,253,9,16,560,86,20,92,5,7,202,34,6,19,5,4,62,9,0,22,6,4,39,3694,558,2333,77,123,6785,66,0,3,0,3,74,121,0,10,0,0,136,151,3,20,3,5,185,168,4,40,9,5,227,136,9,54,5,0,199,164,14,64,5,3,250,201,7,86,3,5,303,218,6,60,3,10,298,237,8,69,4,3,318,160,8,55,13,3,232,48,6,18,3,3,79,18,0,4,0,0,27,6,0,3,0,0,14,1712,60,481,49,48,2350,298,0,10,3,7,314,589,12,92,3,15,712,645,33,185,5,17,882,616,65,252,9,13,957,481,59,266,14,4,830,502,95
5RWAU,5193,23,28,114,84,5443,8998,80,220,94,102,9493,14103,300,499,84,124,15109,15807,667,825,140,148,17581,14053,875,981,161,144,16208,14171,1118,1233,237,157,16905,14023,1349,1490,328,178,17370,12948,1276,1660,359,184,16426,10741,1216,1716,448,169,14290,6719,871,1522,475,164,9741,2535,580,1026,503,123,4767,674,272,503,393,49,1896,269,155,374,392,69,1253,120240,8770,12076,3723,1680,146485,5504,7,16,54,82,5664,7333,35,123,40,72,7606,9469,113,320,112,73,10085,9523,331,656,261,82,10855,8656,477,784,277,98,10292,9500,611,959,332,99,11505,10251,640,954,361,122,12331,9596,638,1018,410,142,11809,8431,565,999,435,136,10562,5261,406,796,398,115,6977,1698,212,470,379,48,2812,431,116,234,257,39,1086,184,52,145,148,44,579,85847,4207,7479,3478,1154,102165,10698,24,43,168,160,11102,16333,113,344,131,170,17099,23572,411,817,200,194,25196,25334,991,1485,403,228,28435,22709,1349,1769,438,241,26501,23668,1730
5GPER,20017,50,191,181,194,20631,39041,386,1104,179,332,41041,45743,1521,2390,195,322,50171,48742,3167,3199,292,352,55762,41797,4019,3230,318,349,49710,39044,4728,3583,384,314,48049,37021,5419,4180,461,382,47467,32651,5230,4404,481,350,43116,27032,4546,4158,500,315,36555,18578,3440,3620,495,259,26396,7935,2138,2204,475,164,12921,2424,915,909,326,102,4682,985,450,540,255,101,2333,361018,36012,33713,4543,3547,438823,23881,45,137,101,203,24361,41229,152,579,111,264,42340,47305,640,1572,240,253,50012,45318,1319,2355,586,223,49804,38696,1821,2717,646,239,44120,39889,2302,3113,721,254,46277,41274,2512,3234,705,288,48008,37655,2269,2851,685,272,43727,31395,1886,2349,537,265,36430,20231,1336,1781,505,206,24065,7501,766,980,378,153,9781,1800,242,415,200,82,2743,604,137,177,135,72,1119,376779,15426,22264,5554,2776,422804,43901,91,327,275,398,44994,80272,536,1678,296,593,83374,93048,2158,3963,438,578,100179,94055,4491,5561,880,578,105567,80499,5840,5945,957,587,93829,78937,7031
59799,6,0,0,0,0,10,33,0,0,0,0,33,142,0,3,0,0,145,224,3,4,0,0,229,208,0,0,0,0,216,210,3,3,0,0,215,197,8,4,0,0,206,212,4,3,0,0,219,137,4,3,0,3,146,55,3,0,0,0,60,16,0,0,0,0,12,3,0,0,0,0,3,4,0,0,0,0,4,1444,22,18,0,9,1496,5,0,0,0,0,5,7,0,0,0,0,7,8,0,0,0,0,14,16,0,0,0,0,15,9,0,0,0,0,12,7,0,0,0,0,7,6,0,0,0,0,8,12,0,0,0,0,12,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,3,3,3,99,13,0,0,0,0,12,42,0,0,0,0,42,150,0,5,0,0,155,234,3,5,0,0,244,221,0,0,0,0,223,217,3
59499,1443,5,77,22,21,1579,3307,90,552,26,49,4025,3620,304,1168,25,62,5180,3076,482,1414,34,54,5056,2439,530,1370,38,41,4413,2120,622,1569,51,55,4413,2026,584,1707,64,85,4457,1842,572,1735,37,82,4273,1382,451,1499,46,70,3454,970,297,1180,59,47,2552,394,141,536,24,36,1140,137,45,143,21,10,353,57,11,56,29,4,168,22813,4138,13017,469,617,41063,366,3,45,8,14,431,963,17,145,8,20,1150,1078,25,256,18,14,1391,982,44,319,29,20,1390,856,67,363,39,18,1335,945,68,437,33,26,1508,1013,93,514,32,23,1678,1002,78,419,29,21,1543,905,55,344,29,31,1360,591,34,244,22,32,926,247,13,111,20,9,406,77,5,30,4,7,119,21,5,20,8,12,64,9054,519,3234,279,230,13312,1811,11,124,31,33,2008,4272,108,692,35,68,5176,4693,324,1427,43,74,6570,4057,529,1730,61,73,6447,3291,602,1736,76,52,5747,3070,687
4RSAU,3755,7,38,91,71,3965,5855,63,190,67,87,6263,6200,169,407,68,80,6923,5889,394,619,109,91,7105,5307,562,794,163,103,6932,5652,692,911,265,110,7634,6133,858,1233,282,145,8651,6007,822,1435,381,123,8773,5613,864,1546,395,145,8566,3945,698,1479,499,111,6724,1405,463,973,450,67,3349,432,188,501,330,49,1493,227,126,313,354,72,1100,56414,5915,10436,3455,1251,77465,3970,14,26,52,76,4133,5181,20,84,41,65,5382,5300,94,255,72,51,5761,5315,160,406,182,56,6124,5030,268,478,191,69,6038,6075,373,612,263,98,7415,6971,409,752,238,109,8479,6811,437,815,290,118,8465,6226,414,826,360,97,7925,3931,284,713,354,92,5373,1305,190,471,299,51,2314,316,93,230,195,39,868,120,51,144,173,61,545,56531,2800,5811,2709,976,68830,7727,19,59,141,155,8100,11031,87,271,106,151,11643,11496,262,661,138,128,12682,11201,555,1028,289,150,13226,10334,832,1274,352,167,12966,11721,1065
4GADE,11840,36,109,95,132,12218,24643,253,664,129,218,25911,27120,863,1454,140,253,29828,28898,1636,1934,169,240,32875,25958,2219,2081,230,203,30691,25601,2648,2316,265,275,31106,25039,3069,2861,311,305,31585,23283,3007,3018,308,263,29879,20283,2662,3057,315,258,26566,13396,2097,2537,268,244,18539,4956,1379,1752,333,129,8547,1352,564,800,249,78,3044,555,317,415,223,73,1575,232925,20742,22992,3032,2680,282376,15242,33,78,59,156,15563,26253,85,363,89,205,26995,28169,309,782,153,199,29600,28561,635,1315,272,157,30941,25479,900,1578,336,205,28494,26691,1201,1873,368,178,30304,28466,1352,1989,428,212,32451,27352,1188,1858,402,230,31032,23764,1120,1715,346,215,27161,15053,821,1251,321,191,17637,5133,510,806,286,111,6846,1168,214,334,160,61,1941,393,74,157,112,94,832,251711,8445,14097,3321,2216,279789,27083,72,189,151,287,27786,50893,334,1033,222,428,52902,55285,1174,2230,295,452,59429,57455,2272,3245,440,403,63813,51435,3122,3652,562,407,59186,52291,3847
49799,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,7,0,0,0,0,7,4,0,0,0,0,10,7,0,0,0,0,13,13,0,0,0,0,14,8,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,4,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,9,0,0,0,0,9,4,0
49499,753,11,53,17,15,846,1953,41,379,24,36,2435,1752,174,806,22,39,2794,1435,294,887,19,33,2674,1065,299,927,15,31,2341,1158,336,1165,6,38,2707,1139,402,1258,29,64,2884,1090,407,1293,35,51,2876,957,285,1254,36,44,2576,647,192,878,38,44,1797,277,90,418,28,24,835,84,33,110,12,3,250,44,14,47,23,14,136,12353,2567,9475,301,440,25145,203,0,22,4,3,239,610,3,90,9,10,709,604,25,122,3,16,767,562,22,150,16,6,762,592,21,181,21,9,816,656,34,243,15,12,965,793,47,315,19,20,1195,849,38,339,18,11,1256,755,41,304,19,10,1138,522,20,222,22,20,804,212,18,86,14,4,332,70,3,38,10,4,127,22,0,8,6,6,46,6450,270,2125,186,134,9160,956,7,82,25,13,1080,2558,45,468,29,43,3145,2354,194,929,23,49,3556,1998,317,1039,41,43,3435,1657,321,1102,36,44,3157,1816,375
3RQLD,28544,78,188,376,357,29545,43267,420,1058,234,454,45430,45306,1571,2385,260,383,49903,44741,3404,3219,432,450,52244,40542,4514,3821,601,452,49928,41636,6004,4859,808,539,53847,40902,6847,5417,1056,586,54810,38317,6554,5890,1256,618,52635,33123,5948,6242,1415,568,47303,21990,4489,5520,1422,494,33911,8728,2678,3554,1409,302,16673,2564,1227,1756,1062,183,6786,1017,616,1133,1033,250,4049,390688,44349,45041,11364,5627,497069,33169,67,170,201,363,33969,43779,209,749,213,295,45230,44823,737,1739,423,309,48033,42936,1742,2993,906,324,48901,41050,2548,3533,1121,327,48579,46483,3575,4166,1315,437,55981,48022,3758,4455,1394,490,58122,45312,3567,4243,1418,499,55053,38169,2931,3986,1463,522,47061,23151,2118,3081,1357,419,30118,8002,1168,1793,1147,256,12370,2076,504,809,715,172,4278,642,196,487,533,224,2083,417599,23108,32205,12208,4645,489766,61714,139,360,582,720,63520,87039,626,1806,443,740,90663,90130,2308,4125,682,694,97941,87681,5147,6206,1341,775,101146,81592,7060,7353,1720,777,98502,88115,9577
3GBRI,25631,71,258,220,228,26409,50490,535,1206,226,348,52802,55283,1977,2366,223,365,60207,56788,3878,3180,337,389,64575,51706,4951,3365,406,407,60843,50653,6048,3837,504,437,61484,47048,6459,4326,554,411,58798,41298,6061,4332,575,365,52631,33549,5341,4021,586,385,43889,21510,3857,3490,557,281,29702,8199,2385,2244,578,210,13621,2295,966,991,373,115,4746,867,467,523,335,144,2336,445332,42998,34144,5480,4085,532039,31157,60,219,146,252,31841,52482,224,758,136,295,53892,56016,712,1615,329,264,58935,55207,1641,2534,599,316,60301,49383,2276,3181,667,292,55802,51647,3066,3512,809,323,59355,50727,3226,3545,784,379,58663,45120,2834,2985,705,359,52004,36146,2415,2530,661,284,42033,21446,1606,1906,609,274,25847,7652,926,1041,426,161,10206,1776,331,441,254,99,2900,489,146,194,156,127,1108,459251,19458,24458,6279,3433,512876,56787,133,481,371,479,58246,102972,757,1960,353,648,106696,111296,2686,3980,546,629,119143,111993,5517,5717,943,704,124873,101097,7221,6546,1074,697,116641,102300,9117
39799,3,0,0,0,0,3,10,0,0,0,0,10,11,0,0,0,0,18,17,0,0,0,0,21,14,0,0,0,0,14,23,0,0,0,0,30,19,0,5,0,0,25,15,0,0,0,0,21,12,0,0,0,0,22,11,0,0,0,0,16,4,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,152,12,12,4,0,175,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,3,0,26,3,0,0,0,0,3,16,0,0,0,0,16,16,0,0,0,0,19,20,0,0,0,0,20,14,0,0,0,0,17,28,0
