GCCSA_CODE_2016,M_EWFT_15_19_E,M_EWFT_15_19_OM_IE,M_EWFT_15_19_OM_UIE,M_EWFT_15_19_CFW,M_EWFT_15_19_ES_NS,M_EWFT_15_19_Tot,M_EWFT_20_24_E,M_EWFT_20_24_OM_IE,M_EWFT_20_24_OM_UIE,M_EWFT_20_24_CFW,M_EWFT_20_24_ES_NS,M_EWFT_20_24_Tot,M_EWFT_25_29_E,M_EWFT_25_29_OM_IE,M_EWFT_25_29_OM_UIE,M_EWFT_25_29_CFW,M_EWFT_25_29_ES_NS,M_EWFT_25_29_Tot,M_EWFT_30_34_E,M_EWFT_30_34_OM_IE,M_EWFT_30_34_OM_UIE,M_EWFT_30_34_CFW,M_EWFT_30_34_ES_NS,M_EWFT_30_34_Tot,M_EWFT_35_39_E,M_EWFT_35_39_OM_IE,M_EWFT_35_39_OM_UIE,M_EWFT_35_39_CFW,M_EWFT_35_39_ES_NS,M_EWFT_35_39_Tot,M_EWFT_40_44_E,M_EWFT_40_44_OM_IE,M_EWFT_40_44_OM_UIE,M_EWFT_40_44_CFW,M_EWFT_40_44_ES_NS,M_EWFT_40_44_Tot,M_EWFT_45_49_E,M_EWFT_45_49_OM_IE,M_EWFT_45_49_OM_UIE,M_EWFT_45_49_CFW,M_EWFT_45_49_ES_NS,M_EWFT_45_49_Tot,M_EWFT_50_54_E,M_EWFT_50_54_OM_IE,M_EWFT_50_54_OM_UIE,M_EWFT_50_54_CFW,M_EWFT_50_54_ES_NS,M_EWFT_50_54_Tot,M_EWFT_55_59_E,M_EWFT_55_59_OM_IE,M_EWFT_55_59_OM_UIE,M_EWFT_55_59_CFW,M_EWFT_55_59_ES_NS,M_EWFT_55_59_Tot,M_EWFT_60_64_E,M_EWFT_60_64_OM_IE,M_EWFT_60_64_OM_UIE,M_EWFT_60_64_CFW,M_EWFT_60_64_ES_NS,M_EWFT_60_64_Tot,M_EWFT_65_69_E,M_EWFT_65_69_OM_IE,M_EWFT_65_69_OM_UIE,M_EWFT_65_69_CFW,M_EWFT_65_69_ES_NS,M_EWFT_65_69_Tot,M_EWFT_70_74_E,M_EWFT_70_74_OM_IE,M_EWFT_70_74_OM_UIE,M_EWFT_70_74_CFW,M_EWFT_70_74_ES_NS,M_EWFT_70_74_Tot,M_EWFT_75ov_E,M_EWFT_75ov_OM_IE,M_EWFT_75ov_OM_UIE,M_EWFT_75ov_CFW,M_EWFT_75ov_ES_NS,M_EWFT_75ov_Tot,M_EWFT_Tot_E,M_EWFT_Tot_OM_IE,M_EWFT_Tot_OM_UIE,M_EWFT_Tot_CFW,M_EWFT_Tot_ES_NS,M_EWFT_Tot_Tot,M_EWPT_15_19_E,M_EWPT_15_19_OM_IE,M_EWPT_15_19_OM_UIE,M_EWPT_15_19_CFW,M_EWPT_15_19_ES_NS,M_EWPT_15_19_Tot,M_EWPT_20_24_E,M_EWPT_20_24_OM_IE,M_EWPT_20_24_OM_UIE,M_EWPT_20_24_CFW,M_EWPT_20_24_ES_NS,M_EWPT_20_24_Tot,M_EWPT_25_29_E,M_EWPT_25_29_OM_IE,M_EWPT_25_29_OM_UIE,M_EWPT_25_29_CFW,M_EWPT_25_29_ES_NS,M_EWPT_25_29_Tot,M_EWPT_30_34_E,M_EWPT_30_34_OM_IE,M_EWPT_30_34_OM_UIE,M_EWPT_30_34_CFW,M_EWPT_30_34_ES_NS,M_EWPT_30_34_Tot,M_EWPT_35_39_E,M_EWPT_35_39_OM_IE,M_EWPT_35_39_OM_UIE,M_EWPT_35_39_CFW,M_EWPT_35_39_ES_NS,M_EWPT_35_39_Tot,M_EWPT_40_44_E,M_EWPT_40_44_OM_IE,M_EWPT_40_44_OM_UIE,M_EWPT_40_44_CFW,M_EWPT_40_44_ES_NS,M_EWPT_40_44_Tot,M_EWPT_45_49_E,M_EWPT_45_49_OM_IE,M_EWPT_45_49_OM_UIE,M_EWPT_45_49_CFW,M_EWPT_45_49_ES_NS,M_EWPT_45_49_Tot,M_EWPT_50_54_E,M_EWPT_50_54_OM_IE,M_EWPT_50_54_OM_UIE,M_EWPT_50_54_CFW,M_EWPT_50_54_ES_NS,M_EWPT_50_54_Tot,M_EWPT_55_59_E,M_EWPT_55_59_OM_IE,M_EWPT_55_59_OM_UIE,M_EWPT_55_59_CFW,M_EWPT_55_59_ES_NS,M_EWPT_55_59_Tot,M_EWPT_60_64_E,M_EWPT_60_64_OM_IE,M_EWPT_60_64_OM_UIE,M_EWPT_60_64_CFW,M_EWPT_60_64_ES_NS,M_EWPT_60_64_Tot,M_EWPT_65_69_E,M_EWPT_65_69_OM_IE,M_EWPT_65_69_OM_UIE,M_EWPT_65_69_CFW,M_EWPT_65_69_ES_NS,M_EWPT_65_69_Tot,M_EWPT_70_74_E,M_EWPT_70_74_OM_IE,M_EWPT_70_74_OM_UIE,M_EWPT_70_74_CFW,M_EWPT_70_74_ES_NS,M_EWPT_70_74_Tot,M_EWPT_75ov_E,M_EWPT_75ov_OM_IE,M_EWPT_75ov_OM_UIE,M_EWPT_75ov_CFW,M_EWPT_75ov_ES_NS,M_EWPT_75ov_Tot,M_EWPT_Tot_E,M_EWPT_Tot_OM_IE,M_EWPT_Tot_OM_UIE,M_EWPT_Tot_CFW,M_EWPT_Tot_ES_NS,M_EWPT_Tot_Tot,M_EAFW_E,M_EAFW_OM_IE,M_EAFW_OM_UIE,M_EAFW_CFW,M_EAFW_ES_NS,M_EAFW_Tot,M_H_NS_E,M_H_NS_OM_IE,M_H_NS_OM_UIE,M_H_NS_CFW,M_H_NS_ES_NS,M_H_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_EWFT_15_19_E,F_EWFT_15_19_OM_IE,F_EWFT_15_19_OM_UIE,F_EWFT_15_19_CFW,F_EWFT_15_19_ES_NS,F_EWFT_15_19_Tot,F_EWFT_20_24_E,F_EWFT_20_24_OM_IE,F_EWFT_20_24_OM_UIE,F_EWFT_20_24_CFW,F_EWFT_20_24_ES_NS,F_EWFT_20_24_Tot,F_EWFT_25_29_E,F_EWFT_25_29_OM_IE
6RTAS,926,3,4,0,21,951,2938,23,77,18,24,3071,3297,91,163,14,12,3579,3408,208,287,29,30,3958,3232,282,296,39,38,3880,3484,375,388,57,40,4345,3782,487,510,56,47,4883,3782,475,503,94,54,4904,3241,461,558,122,55,4437,1852,335,500,98,33,2824,455,188,212,86,13,955,76,77,98,61,8,324,29,38,73,48,4,188,30502,3045,3663,727,378,38311,1642,0,7,23,19,1695,1266,4,29,13,12,1328,707,13,39,13,11,783,622,19,83,8,9,737,549,23,88,19,4,677,633,34,125,16,15,820,674,38,160,22,19,914,731,56,209,33,11,1044,769,61,289,57,14,1189,870,85,284,46,27,1316,469,88,218,80,16,879,222,38,117,66,4,451,83,32,110,70,16,309,9241,487,1772,466,177,12145,1488,107,198,62,67,1929,762,48,80,58,158,1104,41992,3683,5722,1307,781,53486,450,4,5,0,4,469,1791,7,25,6,13,1847,1969,24
6GHOB,574,3,7,0,5,589,2273,12,43,3,18,2355,3304,96,169,3,24,3602,3634,199,243,13,27,4110,3463,270,251,10,23,4014,3600,333,364,16,28,4345,3737,401,346,27,39,4553,3529,392,376,29,34,4359,3136,351,377,28,23,3915,1665,241,257,24,14,2204,450,124,162,20,6,771,68,44,43,13,3,165,21,24,17,8,0,72,29455,2489,2654,202,251,35041,1638,0,7,11,14,1669,1717,0,36,4,25,1778,991,21,57,10,4,1075,750,19,92,11,13,887,598,19,107,12,5,748,625,35,121,13,6,805,619,35,129,16,11,813,611,60,179,10,10,871,669,75,201,21,20,985,638,90,222,39,7,995,436,79,181,40,10,745,147,31,99,30,5,305,73,28,53,33,7,187,9506,504,1476,242,139,11868,1257,59,131,23,32,1506,591,37,73,31,101,834,40808,3089,4330,496,525,49249,301,0,0,0,3,308,1811,7,23,0,10,1853,2517,20
69799,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,3,3,0,0,0,0,7,6,0,0,0,0,4,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,3,0,0,0,0,5,0,0,0,0,0,0,48,3,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,142,0,0,0,0,142,338,14,51,0,3,405,361,20,107,0,7,500,342,57,137,3,4,535,245,46,131,10,4,435,246,66,156,3,9,471,262,68,199,3,10,548,255,69,190,3,6,522,189,47,181,4,6,430,126,25,105,4,4,264,27,8,30,0,0,73,8,0,5,0,0,14,0,0,4,0,0,9,2546,410,1291,31,57,4343,76,0,4,0,0,80,97,3,22,0,5,127,103,7,47,0,3,155,73,3,63,0,3,140,80,9,73,0,4,161,62,11,92,4,3,169,68,21,126,9,5,220,76,12,123,0,3,222,69,22,140,4,6,245,78,15,129,3,4,236,46,3,56,3,0,115,18,3,16,0,0,35,8,0,11,4,0,25,850,114,898,33,30,1932,207,22,97,14,13,341,95,12,41,6,17,172,3694,558,2333,77,123,6785,5,0,0,0,0,5,38,0,3,0,0,41,43,3
5RWAU,2127,6,9,9,33,2189,6844,62,162,47,53,7171,11691,274,401,53,74,12489,13281,588,641,98,94,14706,11909,775,785,126,85,13683,11956,1004,938,173,106,14171,11728,1187,1164,263,114,14452,10762,1106,1248,274,107,13499,8697,1016,1192,329,104,11333,4966,655,913,310,87,6928,1548,394,582,248,69,2839,258,153,251,186,16,876,99,81,185,132,16,506,95874,7301,8470,2242,960,114845,2749,8,14,67,28,2865,1510,11,48,32,18,1624,1384,19,75,24,14,1522,1258,45,139,26,25,1485,1055,57,160,22,24,1321,1125,82,247,45,15,1516,1168,118,255,49,12,1604,1111,114,330,63,27,1642,1117,143,402,92,18,1767,1111,162,493,129,28,1915,758,153,370,207,24,1515,348,87,206,168,13,826,149,56,171,192,21,592,14848,1043,2910,1119,270,20193,7194,314,489,188,138,8314,2326,111,208,173,305,3127,120240,8770,12076,3723,1680,146485,1194,3,8,3,15,1220,4300,18,68,11,24,4430,5880,55
5GPER,4803,12,34,10,38,4902,21140,258,544,45,133,22127,35101,1252,1538,89,158,38133,41022,2694,2151,159,224,46255,36013,3496,2259,171,197,42140,34033,4133,2543,228,188,41124,32360,4620,2892,286,236,40395,28180,4448,2995,289,216,36125,22500,3694,2635,278,179,29285,13913,2429,1835,188,142,18505,4590,1206,844,142,59,6844,863,439,286,74,19,1685,240,198,139,48,12,631,274756,28890,20696,2001,1806,328147,14181,40,153,137,94,14599,15960,99,508,117,99,16789,8586,222,736,80,69,9697,5694,360,918,112,48,7130,4068,422,847,126,66,5527,3492,490,927,135,45,5081,3168,660,1143,143,62,5177,3046,662,1257,150,60,5170,3141,743,1353,191,51,5486,3551,923,1630,253,63,6419,2854,862,1262,293,58,5330,1388,438,580,226,45,2682,678,235,368,181,38,1500,69810,6161,11682,2143,798,90589,10606,556,756,211,195,12323,5844,408,582,190,748,7770,361018,36012,33713,4543,3547,438823,2705,9,19,9,20,2759,18172,68,214,16,103,18576,29778,366
59799,0,0,0,0,0,3,32,0,0,0,0,32,125,0,3,0,0,129,187,3,4,0,0,194,174,0,0,0,0,177,181,0,3,0,0,184,161,3,4,0,0,169,164,7,3,0,0,168,119,4,0,0,0,124,42,3,0,0,0,47,12,0,0,0,0,9,3,0,0,0,0,3,4,0,0,0,0,4,1197,18,17,0,4,1237,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10,3,0,0,0,0,3,14,0,0,0,0,14,10,0,0,0,0,6,6,4,0,0,0,11,10,0,0,0,0,10,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,73,158,0,0,0,0,158,23,0,0,0,0,27,1444,22,18,0,9,1496,5,0,0,0,0,5,7,0,0,0,0,7,10,0
59499,848,6,27,0,8,888,2220,68,311,3,23,2628,2680,243,771,9,35,3737,2271,386,959,10,33,3670,1822,438,878,16,20,3172,1567,467,999,24,33,3086,1493,445,1047,26,46,3068,1337,426,1033,19,45,2867,951,335,780,20,36,2115,560,157,505,18,14,1257,180,70,179,7,18,447,36,20,39,3,0,99,12,11,10,6,0,43,15986,3074,7541,158,323,27078,512,0,50,18,13,590,860,18,223,22,9,1129,623,48,346,15,10,1044,488,77,396,12,12,977,353,70,432,13,9,881,335,127,496,23,15,989,298,101,579,34,20,1031,277,130,611,11,22,1048,257,95,626,21,22,1025,263,111,576,27,19,1000,160,59,326,14,12,568,83,21,94,14,4,214,33,3,41,12,6,92,4540,867,4792,229,151,10581,1734,149,505,59,68,2509,561,53,184,21,76,888,22813,4138,13017,469,617,41063,58,0,0,0,3,63,311,3,25,0,7,349,505,9
4RSAU,1273,6,13,15,13,1322,4136,62,130,36,45,4399,4904,157,329,44,50,5493,4848,343,498,81,59,5835,4374,510,640,127,53,5706,4657,651,737,208,81,6332,5017,767,969,224,98,7065,4776,739,1131,301,75,7024,4305,747,1156,314,86,6611,2673,541,994,334,59,4604,637,322,553,260,27,1802,131,112,243,143,17,650,69,66,147,119,15,419,41805,5021,7546,2201,691,57260,2249,3,16,61,31,2360,1411,6,46,24,18,1499,950,15,59,16,12,1053,743,38,99,17,4,897,680,30,129,35,22,890,719,29,140,44,9,945,793,57,223,49,14,1145,885,65,258,63,13,1288,960,81,316,54,21,1434,989,105,400,132,22,1655,658,103,348,156,18,1282,271,64,208,145,19,703,133,45,137,175,13,509,11439,645,2385,972,228,15665,2160,170,357,131,92,2913,1006,72,149,149,243,1625,56414,5915,10436,3455,1251,77465,498,3,4,4,8,517,2299,10,35,16,20,2375,2689,46
4GADE,2271,9,25,6,22,2331,12493,174,339,32,84,13113,20056,721,972,61,127,21932,23321,1387,1343,81,138,26269,21609,1917,1434,118,111,25188,21684,2291,1630,148,156,25918,21269,2664,1970,201,184,26281,19433,2572,2052,182,147,24383,16496,2235,1949,159,158,20999,9821,1564,1441,114,128,13070,2713,857,758,121,54,4511,443,303,278,62,20,1100,163,140,115,43,12,479,171756,16831,14313,1325,1341,205570,8942,27,78,76,70,9189,11019,74,294,82,80,11540,5995,112,426,70,55,6663,4454,211,529,77,54,5321,3413,241,570,89,43,4356,3063,295,620,93,52,4129,2890,337,778,91,52,4140,2940,348,847,105,58,4294,2889,339,995,126,53,4402,2883,458,999,126,60,4537,1927,483,900,185,32,3534,828,235,488,162,35,1745,351,157,273,148,14,935,51607,3308,7802,1427,652,64791,6238,385,521,139,136,7421,3325,215,361,143,558,4599,232925,20742,22992,3032,2680,282376,1189,3,6,3,6,1213,9671,33,112,21,49,9887,16282,168
49799,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,6,0,0,0,0,6,5,0,0,0,0,8,9,0,0,0,0,9,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,7,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,14,0,0,0,0,14,0,0,0,0,0,0,54,0,4,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,425,3,16,3,7,449,1282,31,215,0,27,1555,1225,149,550,12,16,1943,1013,238,592,13,23,1874,766,234,603,0,20,1621,818,260,731,0,18,1835,799,306,775,13,35,1932,735,311,775,18,29,1860,597,198,650,9,21,1478,336,113,400,14,23,888,103,43,141,12,7,307,21,9,25,4,0,64,10,3,9,3,3,33,8134,1899,5482,103,231,15836,274,3,37,9,3,323,554,8,145,19,11,728,416,24,236,6,8,689,323,51,262,10,7,646,220,50,286,9,8,582,247,63,377,7,11,708,250,78,423,11,25,779,270,73,466,12,13,841,276,70,546,19,16,924,242,69,426,15,12,764,147,33,245,16,13,454,63,13,76,8,0,169,25,7,27,14,3,73,3302,549,3557,143,132,7690,675,86,294,40,32,1123,250,40,134,24,46,498,12353,2567,9475,301,440,25145,17,0,3,0,0,18,159,0,8,0,0,171,216,5
3RQLD,8704,25,76,59,80,8937,28688,326,656,91,229,29983,35539,1357,1700,149,207,38953,37005,3030,2424,283,265,43015,34079,3996,2812,405,267,41568,35148,5376,3564,573,359,45011,34430,6010,3908,774,357,45470,31849,5698,4227,901,369,43038,26358,4995,4310,983,324,36972,15701,3496,3381,920,266,23758,4872,1750,1941,802,131,9500,903,713,897,538,73,3132,320,319,573,455,66,1738,293600,37093,30454,6935,3000,371081,18287,33,104,251,166,18846,12581,69,359,111,113,13233,7644,165,589,83,73,8549,5621,286,679,114,65,6772,4623,406,870,140,70,6109,4582,507,1117,188,59,6451,4609,676,1309,220,85,6902,4647,699,1443,266,101,7154,4846,788,1710,334,110,7776,4906,852,1895,402,95,8150,3269,809,1453,485,69,6086,1486,457,767,412,49,3169,619,253,500,414,57,1836,77714,6005,12794,3415,1107,101041,11998,693,990,429,316,14423,7374,554,812,583,1201,10520,390688,44349,45041,11364,5627,497069,5101,15,40,20,42,5224,21901,119,348,71,86,22529,25655,421
3GBRI,6466,17,58,17,57,6610,28939,373,637,56,133,30132,42563,1640,1533,75,168,45978,47642,3362,2234,168,236,53641,44679,4328,2387,242,248,51889,44265,5337,2736,307,286,52926,40974,5692,3043,334,259,50309,35769,5288,3038,369,223,44683,27909,4492,2711,322,210,35640,16344,2940,2064,252,147,21744,4942,1547,1064,224,93,7866,951,524,409,130,41,2048,282,211,174,92,15,779,341722,35750,22094,2592,2110,404265,17813,52,184,170,99,18317,19285,134,522,139,96,20181,10512,267,760,128,68,11729,6927,404,849,138,63,8381,5209,489,873,130,63,6767,4681,597,978,156,51,6466,4421,632,1121,166,57,6398,3916,656,1157,178,61,5965,4059,715,1163,229,68,6229,3995,793,1287,255,53,6381,2789,769,1064,309,61,4990,1211,405,544,212,38,2415,529,235,319,182,31,1296,85340,6146,10823,2404,808,105516,10964,595,663,193,174,12586,7306,507,553,295,1001,9668,445332,42998,34144,5480,4085,532039,3875,9,29,8,23,3945,24110,116,243,22,89,24591,35145,434
39799,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,12,17,0,0,0,0,14,13,0,0,0,0,12,21,0,0,0,0,21,14,0,3,0,0,11,8,0,0,0,0,11,12,0,0,0,0,22,11,0,0,0,0,11,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,119,5,3,4,0,137,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,15,21,0,4,0,0,25,4,0,0,0,0,11,152,12,12,4,0,175,0,0,0,0,0,0,6,0,0,0,0,6,3,0
39499,1570,8,56,9,18,1656,4317,116,458,9,51,4956,4636,463,1154,15,43,6321,4114,850,1359,26,56,6402,3344,959,1411,34,69,5815,3273,1283,1707,46,86,6400,3001,1160,1784,46,76,6070,2463,960,1744,51,68,5288,1954,740,1464,43,70,4264,1204,456,887,45,40,2623,345,152,351,20,10,876,66,38,65,17,3,189,24,14,25,16,4,76,30308,7191,12468,371,582,50925,1123,9,95,25,11,1270,1519,23,262,27,26,1852,1099,61,444,16,23,1646,838,103,524,22,16,1503,670,144,604,25,33,1477,746,195,831,35,21,1827,681,220,911,36,20,1870,666,227,1034,36,41,2003,639,255,1112,50,38,2098,634,216,1001,43,52,1948,356,119,553,38,25,1091,162,28,189,21,6,409,67,18,58,19,3,168,9196,1626,7635,387,314,19161,1970,269,704,107,79,3136,950,139,314,68,167,1642,42430,9223,21120,938,1151,74867,127,0,0,3,0,132,537,3,52,5,4,609,681,22
2RVIC,4464,19,39,17,48,4583,15013,170,423,73,146,15827,18342,731,1210,155,190,20626,18241,1622,1629,203,157,21852,16709,2222,1904,288,198,21325,17381,2845,2303,399,250,23173,17473,3329,2600,498,261,24166,17110,3319,2847,629,275,24187,15023,3083,3090,717,243,22152,9308,2120,2410,711,212,14766,2526,1179,1465,595,101,5870,465,426,712,409,51,2058,231,268,557,346,48,1452,152286,21328,21201,5039,2183,202035,10105,28,35,183,141,10501,7551,42,155,107,79,7935,3907,76,311,62,50,4404,2870,168,363,81,35,3514,2473,177,462,77,54,3256,2554,229,598,92,55,3531,2569,326,706,129,65,3793,2849,314,810,150,54,4171,3355,425,1088,223,74,5159,3796,659,1356,324,75,6210,2493,537,1040,442,86,4605,971,288,572,354,45,2228,465,174,502,427,46,1619,45963,3444,7999,2660,862,60925,6921,700,899,378,269,9174,4042,378,577,469,802,6272,209215,25849,30675,8544,4115,278403,1903,9,10,9,19,1941,10014,52,165,26,61,10313,13339,189
