GCCSA_CODE_2016,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000mo_Mng,Tot_3000mo_Pro,Tot_3000mo_TecTW,Tot_3000mo_CoPSW,Tot_3000mo_ClAW,Tot_3000mo_SWks,Tot_3000mo_MaOpDv,Tot_3000mo_Lab,Tot_3000mo_IDNS,Tot_3000mo_Tot,Tot_PINS_Mng,Tot_PINS_Pro,Tot_PINS_TecTW,Tot_PINS_CoPSW,Tot_PINS_ClAW,Tot_PINS_SWks,Tot_PINS_MaOpDv,Tot_PINS_Lab,Tot_PINS_IDNS,Tot_PINS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_IDNS,Tot_Tot_Tot
6RTAS,186,37,52,28,39,23,11,38,26,441,124,87,111,170,118,128,11,159,19,915,243,240,267,456,219,269,64,363,45,2157,287,286,367,635,315,305,92,358,52,2704,331,386,543,962,411,396,113,426,50,3623,518,683,894,1464,732,560,199,711,79,5838,772,1007,1343,1397,1020,609,402,822,84,7453,1002,1500,1959,1176,1167,506,545,711,117,8672,1234,2499,2035,913,1268,316,512,527,122,9426,944,2338,1259,465,632,160,308,236,78,6422,822,2504,880,288,375,109,280,160,54,5478,638,1854,574,233,160,43,190,95,50,3823,1189,1408,567,166,189,68,122,83,55,3841,541,863,81,20,61,22,17,36,11,1654,132,115,164,103,62,66,47,91,142,929,8957,15799,11090,8467,6781,3591,2915,4799,974,63374
6GHOB,58,49,30,18,35,16,9,18,15,250,39,142,64,189,64,99,17,107,11,731,114,269,175,432,147,253,48,231,22,1689,120,317,282,551,231,305,74,242,44,2177,151,438,391,697,373,369,96,304,59,2870,289,838,736,1436,690,517,151,441,65,5158,431,1139,1208,1513,1015,578,262,488,84,6716,736,1792,1771,1292,1473,553,400,459,106,8579,985,2950,2150,1028,1803,368,336,307,144,10079,894,2998,1280,579,1188,188,145,139,109,7529,928,3436,831,396,727,119,136,67,99,6732,788,2703,417,254,355,61,60,56,50,4753,1836,2582,339,205,443,92,31,27,69,5626,850,1330,81,40,110,56,6,15,32,2515,82,159,111,78,89,46,28,37,109,739,8314,21135,9859,8711,8738,3613,1805,2947,1005,66134
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,7,0,4,3,0,0,0,0,4,0,16,0,11,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,10,8,3,0,0,0,13,0,38
69499,9,0,14,5,0,3,3,6,0,40,0,7,18,12,8,3,3,21,5,83,17,22,55,64,30,17,13,66,14,294,19,33,79,70,14,13,27,77,11,336,23,29,87,127,9,6,14,78,10,378,44,52,166,145,20,17,33,114,12,594,60,46,264,133,19,15,41,91,5,670,89,48,427,79,12,7,52,93,17,836,116,54,460,62,19,15,66,82,13,892,77,51,297,27,13,13,45,45,9,568,73,55,187,13,8,4,23,33,4,396,28,34,93,6,8,3,11,17,0,191,47,56,64,7,9,7,16,24,3,223,8,60,27,0,0,3,8,10,6,123,8,10,32,10,0,7,7,16,16,100,607,554,2268,765,160,132,350,764,122,5722
5RWAU,409,94,117,65,134,65,53,105,75,1119,204,213,152,365,219,337,48,310,51,1900,384,437,372,677,451,410,92,593,63,3486,446,506,483,860,524,472,131,706,71,4189,550,660,701,1084,707,578,159,751,80,5279,980,1039,1129,1965,1245,826,326,1161,109,8773,1134,1399,1717,2186,1539,972,494,1309,146,10885,1647,1954,2674,2172,1857,876,803,1569,168,13706,2184,3244,4053,1660,2140,638,1174,1411,221,16725,1832,3564,3356,958,1424,386,1113,905,162,13710,1810,4214,3520,897,1032,280,1496,654,171,14086,1469,3902,3336,648,618,162,1707,561,176,12587,3371,6419,10464,962,1027,187,4221,1244,352,28246,3081,3954,7991,182,579,150,1551,908,278,18683,321,320,607,219,173,104,242,219,356,2558,19818,31923,40677,14896,13667,6449,13610,12410,2483,155943
5GPER,687,642,422,337,464,304,86,250,210,3407,397,1376,637,1769,772,1539,196,1067,139,7889,582,2369,1393,3653,1799,2845,497,2155,232,15525,821,2605,1802,4260,2176,3012,654,2569,277,18175,1040,3285,2520,5277,2874,3101,810,2917,297,22121,1851,5759,4340,8604,5321,4096,1297,3452,418,35140,2826,7655,6388,9801,6785,4092,2187,3777,529,44043,5017,11755,10874,10316,10031,3893,3567,3877,713,60042,7173,20038,16526,7795,13409,3349,4036,3454,890,76673,6239,22364,13035,4218,9487,2291,2535,1754,826,62744,7295,25520,10750,3544,6346,1731,2068,1186,741,59194,6255,22587,7146,2546,3383,1092,1348,771,559,45680,17930,34349,10564,2663,5009,1637,2112,1016,851,76131,16732,21862,4179,413,2732,1080,716,374,601,48690,724,1599,1336,723,785,428,310,449,1180,7542,75572,183762,91931,65909,71376,34475,22429,29068,8473,583003
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,3,5,0,0,0,0,3,0,16,0,4,8,3,0,0,3,6,0,31,0,6,6,0,0,0,0,6,0,18,3,15,5,0,0,0,0,13,3,39,3,12,13,3,3,0,9,11,3,52,11,56,122,7,7,0,41,102,7,354,52,189,320,3,6,0,64,75,11,725,0,3,7,0,0,0,0,4,3,21,68,285,497,21,21,0,124,237,26,1284
59499,33,29,65,27,28,8,15,43,28,277,22,112,83,150,44,58,22,159,19,662,29,181,199,272,66,73,68,334,29,1253,38,178,298,269,59,74,122,333,24,1393,51,178,404,362,63,88,148,313,30,1646,64,250,716,461,135,105,199,437,33,2399,81,253,1011,467,138,84,209,496,55,2781,143,321,1659,394,171,107,245,589,47,3673,203,373,2514,291,129,117,291,657,69,4644,211,333,2250,133,86,98,233,432,61,3837,225,309,1978,81,73,57,192,306,51,3271,126,263,1252,63,32,42,218,230,38,2267,253,554,1805,65,65,32,425,293,56,3543,216,478,799,17,49,21,171,114,42,1906,44,58,224,39,24,8,55,73,81,614,1739,3869,15249,3088,1160,967,2623,4814,660,34164
4RSAU,346,55,89,49,78,28,18,82,35,788,165,105,136,233,138,227,29,268,27,1323,386,271,327,536,312,358,67,523,49,2824,494,305,426,727,385,363,106,544,75,3425,557,428,607,1054,528,476,136,692,76,4559,874,762,1040,1908,902,738,278,999,94,7585,1176,1166,1576,1957,1161,740,438,1350,109,9676,1561,1744,2319,1674,1335,619,698,1391,120,11450,1883,2626,2539,1230,1323,436,782,1097,129,12044,1274,2698,1481,670,692,212,603,501,107,8240,1179,2688,1096,410,443,157,516,264,90,6824,851,2065,831,284,205,84,410,140,56,4923,1560,1638,1414,467,228,82,526,146,85,6150,780,861,403,56,109,57,89,75,33,2458,232,188,257,151,76,67,78,160,133,1346,13325,17590,14546,11388,7910,4640,4775,8236,1204,83614
4GADE,369,340,205,198,210,142,39,132,137,1771,223,807,362,1004,386,873,101,782,96,4641,478,1523,942,2398,1042,1739,279,1420,156,9976,629,1779,1400,2927,1488,1911,436,1615,170,12350,844,2325,2093,4096,2062,2146,556,1907,210,16245,1504,4395,3570,7301,3934,2952,969,2727,324,27676,2395,6278,5719,7926,5543,3113,1820,3290,401,36481,4074,10345,8783,7507,8252,3023,2753,3209,571,48508,5545,16546,10341,5886,9559,2366,2393,2181,645,55464,4766,16666,6891,2827,5627,1360,1149,911,493,40706,5318,18804,4771,1974,3632,961,764,494,420,37147,4488,14454,2619,1402,1917,576,396,264,242,26366,9816,14942,2709,1943,2111,757,427,261,313,33273,5828,8622,573,258,740,407,93,100,172,16799,409,1003,668,542,451,268,154,290,644,4420,46693,118825,51656,48182,46963,22603,12329,19590,4999,371834
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,7,0,3,7,3,0,0,0,5,0,15,0,3,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,12,16,3,0,0,3,6,0,43
49499,20,16,33,16,16,9,7,31,8,149,10,80,60,90,24,40,16,116,6,451,21,126,192,253,56,61,54,252,22,1039,36,141,263,273,49,70,83,293,26,1229,57,171,352,369,65,70,74,307,18,1480,84,217,676,539,107,75,101,428,32,2258,135,277,935,449,91,60,96,379,31,2457,167,279,1371,347,100,69,146,414,38,2932,209,328,1754,257,73,84,139,388,34,3275,178,220,1140,111,35,54,84,187,30,2047,150,222,827,73,33,33,71,141,20,1555,86,156,414,36,16,23,51,72,12,863,141,186,429,53,30,17,66,79,17,1006,69,154,104,20,8,7,23,18,14,424,32,29,139,34,4,11,16,56,33,357,1382,2604,8675,2928,714,677,1024,3169,326,21500
3RQLD,1521,588,583,336,587,328,150,400,250,4744,775,1095,765,1808,916,1733,204,1423,193,8900,1357,2072,1792,3698,2050,2773,520,2567,289,17118,1904,2513,2681,4800,2771,3029,712,3114,397,21927,2061,3278,3629,6933,3612,3767,1060,3776,402,28524,3704,6247,6633,12899,6931,5650,1904,5721,557,50246,5326,9041,10943,14626,9859,6546,3261,7053,765,67425,8192,13703,16869,11965,12282,5532,4606,6850,931,80921,10373,21770,19784,8854,12394,3967,4804,4834,954,87746,7838,21959,13489,4809,7307,2186,3212,2306,699,63807,7926,25483,10556,3583,4576,1571,2771,1480,565,58501,5808,15852,7044,2286,2169,832,2456,823,362,37631,11797,18266,11868,1985,2581,1093,4306,928,519,53344,7218,10443,4157,324,1051,685,1176,356,336,25753,1154,1472,1790,1111,807,620,598,858,1471,9873,76960,153767,112581,80011,69890,40319,31751,42493,8693,616465
3GBRI,755,771,452,320,470,302,113,289,268,3738,444,1471,612,1906,829,1703,234,1250,173,8617,792,2521,1350,4222,1916,2864,543,2154,281,16646,1127,3105,2046,4991,2606,3126,804,2810,338,20964,1378,3719,2941,6504,3451,3493,1017,3360,383,26247,2465,7137,5259,11607,6717,5049,1851,4699,549,45334,4017,10246,8651,13444,9966,5746,3824,5968,808,62659,7087,16917,14302,11669,15275,5418,5378,6132,1034,83215,10092,28935,18742,9145,18604,4527,5022,4299,1221,100591,8616,30510,13397,5197,12047,2692,2883,2017,896,78257,9997,36505,10268,3867,7938,2210,1810,1360,812,74765,8495,25429,6596,2442,4106,1280,1113,814,597,50871,21387,35777,8042,2270,5657,1863,1368,810,765,77939,16519,21597,2206,346,2408,1246,319,222,478,45350,926,1931,1324,930,978,507,382,560,1491,9026,94100,226581,96195,78862,92987,42020,26653,36738,10098,704233
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,8,0,3,0,4,0,0,0,0,0,13,0,4,4,3,0,0,3,0,0,20,0,5,8,0,0,0,0,4,0,17,0,6,4,0,0,0,0,0,0,10,0,0,3,0,0,0,0,11,0,17,0,13,6,0,5,0,0,10,0,39,3,16,5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,3,0,3,9,57,33,11,6,3,6,32,0,158
39499,56,93,117,45,60,24,44,85,45,574,40,200,170,228,72,91,32,265,28,1114,64,320,417,444,148,151,104,597,47,2287,123,376,634,511,137,163,168,715,60,2881,156,397,881,638,140,172,238,822,60,3500,194,596,1565,964,209,203,313,1180,67,5296,291,601,2264,861,239,188,440,1231,120,6223,458,707,3744,730,279,212,503,1450,144,8226,640,853,5236,488,258,274,610,1436,127,9910,621,681,4093,237,159,185,397,860,93,7334,606,647,3078,141,135,149,335,552,66,5705,451,439,1815,80,68,61,278,406,55,3656,592,771,1877,83,121,61,354,317,69,4254,341,620,553,24,60,38,114,89,42,1883,110,128,508,77,44,42,81,172,169,1323,4736,7417,26966,5558,2131,2008,4009,10171,1181,64180
