GCCSA_CODE_2016,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot,Tot_2000_2999_Mng,Tot_2000_2999_Pro,Tot_2000_2999_TecTW,Tot_2000_2999_CoPSW,Tot_2000_2999_ClAW,Tot_2000_2999_SWks,Tot_2000_2999_MaOpDv,Tot_2000_2999_Lab,Tot_2000_2999_IDNS,Tot_2000_2999_Tot,Tot_3000mo_Mng,Tot_3000mo_Pro,Tot_3000mo_TecTW,Tot_3000mo_CoPSW,Tot_3000mo_ClAW,Tot_3000mo_SWks,Tot_3000mo_MaOpDv,Tot_3000mo_Lab,Tot_3000mo_IDNS,Tot_3000mo_Tot,Tot_PINS_Mng,Tot_PINS_Pro,Tot_PINS_TecTW,Tot_PINS_CoPSW,Tot_PINS_ClAW,Tot_PINS_SWks,Tot_PINS_MaOpDv,Tot_PINS_Lab,Tot_PINS_IDNS,Tot_PINS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_IDNS,Tot_Tot_Tot
9OTER,5,0,0,0,0,3,0,0,0,12,3,4,0,6,0,0,0,0,0,24,5,12,4,16,3,3,0,4,0,45,11,8,11,19,6,5,0,14,0,73,15,14,11,14,3,10,0,7,3,78,18,20,23,25,17,12,4,24,3,144,19,20,43,31,29,4,13,18,4,185,41,15,56,33,28,12,11,16,0,199,25,42,47,29,26,0,6,16,8,208,34,32,25,24,20,4,4,3,3,155,24,51,28,21,23,0,10,9,3,170,30,51,27,21,15,0,9,6,3,158,73,47,45,21,16,0,9,5,11,223,35,34,13,8,4,0,0,0,9,102,3,0,9,4,0,0,0,3,3,24,342,349,339,270,183,58,69,124,51,1787
99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99499,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,8,0,3,3,0,0,0,0,0,0,9,4,3,4,0,3,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,23,30,15,3,8,0,4,5,3,87
8ACTE,99,134,45,53,63,30,14,25,38,516,53,310,74,284,128,209,24,124,34,1253,106,423,167,657,273,407,62,226,45,2373,135,486,236,767,369,456,70,286,44,2849,184,615,373,928,473,524,101,419,55,3673,372,1186,669,1500,867,719,145,574,93,6122,630,1649,1228,1965,1428,773,223,591,147,8620,1211,2795,1998,2274,2420,789,341,653,226,12706,1898,6057,2711,1908,4350,585,390,491,409,18792,1906,8476,2064,1083,4768,387,326,256,447,19715,2689,10177,1774,918,4175,280,215,154,516,20889,3038,7798,940,628,2082,162,85,74,360,15170,11468,14310,1133,1120,3543,257,76,90,881,32877,5434,6872,294,225,974,245,12,19,318,14390,219,440,155,148,200,44,22,56,252,1523,29448,61724,13861,14459,26127,5854,2092,4037,3865,161468
89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89499,3,3,3,0,3,0,0,5,5,35,3,27,5,16,7,3,0,8,4,88,3,25,27,28,10,10,3,25,3,137,8,28,32,34,6,10,17,26,0,152,5,36,52,34,4,4,13,38,5,200,14,42,84,73,12,13,12,51,9,317,18,30,157,58,7,11,30,61,4,388,32,53,207,59,12,11,38,60,10,488,41,56,344,56,20,16,28,71,12,660,55,46,281,23,25,13,20,52,14,522,51,56,255,26,24,5,10,38,9,464,47,42,135,15,13,0,3,24,4,285,65,96,120,33,21,3,4,11,11,365,38,91,38,0,17,0,0,8,11,196,11,14,29,5,4,3,6,5,13,74,385,642,1772,477,180,100,195,485,113,4354
7RNTE,17,14,18,11,16,3,3,13,10,111,7,34,18,42,15,37,9,38,20,225,28,82,29,116,44,42,23,64,66,499,18,104,40,97,50,31,21,59,17,434,37,105,60,150,58,49,22,80,26,588,60,190,102,292,141,83,52,199,32,1155,108,223,219,353,179,114,61,237,40,1540,160,307,314,456,315,123,98,255,35,2080,347,696,522,507,512,95,95,173,50,2996,357,879,448,406,329,49,85,121,42,2718,328,1046,439,273,230,32,106,61,38,2556,287,1028,310,201,123,12,92,32,23,2098,639,1111,683,322,145,18,255,54,37,3268,343,382,262,60,39,8,45,28,20,1189,48,116,66,96,40,18,34,46,103,563,2802,6322,3534,3379,2228,722,1003,1465,566,22021
7GDAR,40,42,25,19,35,21,4,24,15,213,17,58,32,67,31,81,4,44,15,346,36,79,62,125,64,88,30,76,24,581,41,79,78,166,82,133,42,129,12,758,41,121,121,262,108,169,53,179,20,1070,86,245,236,410,252,230,86,223,34,1809,164,329,399,655,441,321,134,324,39,2808,360,634,763,933,808,337,238,333,85,4491,576,1343,1401,929,1366,276,352,310,103,6646,621,1717,1305,656,991,160,242,166,83,5938,768,2131,1235,481,732,119,172,101,95,5822,766,2031,880,346,432,80,143,121,69,4869,1836,2689,1937,539,577,70,297,388,97,8432,1234,1399,1901,164,217,57,170,246,79,5479,59,134,178,64,71,29,32,53,158,780,6646,13027,10557,5825,6213,2164,1990,2721,920,50053
79799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,11,0,3,5,0,0,0,0,11,0,24,5,12,16,0,0,0,0,0,0,30,0,0,0,0,0,0,0,3,0,3,7,19,24,0,0,0,0,18,0,75
79499,0,4,3,8,5,0,3,5,0,30,0,7,0,7,3,8,0,4,0,31,3,9,7,10,3,3,8,14,0,62,6,8,17,14,4,4,0,22,0,78,0,8,12,14,5,4,7,10,0,60,6,16,31,21,9,4,7,21,0,127,8,20,45,20,0,8,11,17,6,129,10,29,68,27,15,7,13,36,4,205,16,23,117,36,24,4,25,34,14,296,26,31,122,11,17,3,21,32,10,264,26,36,117,16,8,0,12,18,5,230,17,42,100,9,10,3,15,20,4,219,29,53,208,10,16,3,30,43,8,395,22,25,169,6,6,0,12,30,3,268,0,8,22,0,0,3,0,4,12,57,165,314,1033,209,121,63,164,316,68,2445
