GCCSA_CODE_2016,PTS_400_499_Mng,PTS_400_499_Pro,PTS_400_499_TecTW,PTS_400_499_CoPSW,PTS_400_499_ClAW,PTS_400_499_SWks,PTS_400_499_MaOpDv,PTS_400_499_Lab,PTS_400_499_IDNS,PTS_400_499_Tot,PTS_500_649_Mng,PTS_500_649_Pro,PTS_500_649_TecTW,PTS_500_649_CoPSW,PTS_500_649_ClAW,PTS_500_649_SWks,PTS_500_649_MaOpDv,PTS_500_649_Lab,PTS_500_649_IDNS,PTS_500_649_Tot,PTS_650_799_Mng,PTS_650_799_Pro,PTS_650_799_TecTW,PTS_650_799_CoPSW,PTS_650_799_ClAW,PTS_650_799_SWks,PTS_650_799_MaOpDv,PTS_650_799_Lab,PTS_650_799_IDNS,PTS_650_799_Tot,PTS_800_999_Mng,PTS_800_999_Pro,PTS_800_999_TecTW,PTS_800_999_CoPSW,PTS_800_999_ClAW,PTS_800_999_SWks,PTS_800_999_MaOpDv,PTS_800_999_Lab,PTS_800_999_IDNS,PTS_800_999_Tot,PTS_1000_1249_Mng,PTS_1000_1249_Pro,PTS_1000_1249_TecTW,PTS_1000_1249_CoPSW,PTS_1000_1249_ClAW,PTS_1000_1249_SWks,PTS_1000_1249_MaOpDv,PTS_1000_1249_Lab,PTS_1000_1249_IDNS,PTS_1000_1249_Tot,PTS_1250_1499_Mng,PTS_1250_1499_Pro,PTS_1250_1499_TecTW,PTS_1250_1499_CoPSW,PTS_1250_1499_ClAW,PTS_1250_1499_SWks,PTS_1250_1499_MaOpDv,PTS_1250_1499_Lab,PTS_1250_1499_IDNS,PTS_1250_1499_Tot,PTS_1500_1749_Mng,PTS_1500_1749_Pro,PTS_1500_1749_TecTW,PTS_1500_1749_CoPSW,PTS_1500_1749_ClAW,PTS_1500_1749_SWks,PTS_1500_1749_MaOpDv,PTS_1500_1749_Lab,PTS_1500_1749_IDNS,PTS_1500_1749_Tot,PTS_1750_1999_Mng,PTS_1750_1999_Pro,PTS_1750_1999_TecTW,PTS_1750_1999_CoPSW,PTS_1750_1999_ClAW,PTS_1750_1999_SWks,PTS_1750_1999_MaOpDv,PTS_1750_1999_Lab,PTS_1750_1999_IDNS,PTS_1750_1999_Tot,PTS_2000_2999_Mng,PTS_2000_2999_Pro,PTS_2000_2999_TecTW,PTS_2000_2999_CoPSW,PTS_2000_2999_ClAW,PTS_2000_2999_SWks,PTS_2000_2999_MaOpDv,PTS_2000_2999_Lab,PTS_2000_2999_IDNS,PTS_2000_2999_Tot,PTS_3000mo_Mng,PTS_3000mo_Pro,PTS_3000mo_TecTW,PTS_3000mo_CoPSW,PTS_3000mo_ClAW,PTS_3000mo_SWks,PTS_3000mo_MaOpDv,PTS_3000mo_Lab,PTS_3000mo_IDNS,PTS_3000mo_Tot,PTS_PINS_Mng,PTS_PINS_Pro,PTS_PINS_TecTW,PTS_PINS_CoPSW,PTS_PINS_ClAW,PTS_PINS_SWks,PTS_PINS_MaOpDv,PTS_PINS_Lab,PTS_PINS_IDNS,PTS_PINS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_IDNS,PTS_Tot_Tot,SS_NS_NNI_Mng,SS_NS_NNI_Pro,SS_NS_NNI_TecTW,SS_NS_NNI_CoPSW,SS_NS_NNI_ClAW,SS_NS_NNI_SWks,SS_NS_NNI_MaOpDv,SS_NS_NNI_Lab,SS_NS_NNI_IDNS,SS_NS_NNI_Tot,SS_NS_1_149_Mng,SS_NS_1_149_Pro,SS_NS_1_149_TecTW,SS_NS_1_149_CoPSW,SS_NS_1_149_ClAW,SS_NS_1_149_SWks,SS_NS_1_149_MaOpDv,SS_NS_1_149_Lab,SS_NS_1_149_IDNS,SS_NS_1_149_Tot,SS_NS_150_299_Mng,SS_NS_150_299_Pro,SS_NS_150_299_TecTW,SS_NS_150_299_CoPSW,SS_NS_150_299_ClAW,SS_NS_150_299_SWks,SS_NS_150_299_MaOpDv,SS_NS_150_299_Lab,SS_NS_150_299_IDNS,SS_NS_150_299_Tot,SS_NS_300_399_Mng,SS_NS_300_399_Pro,SS_NS_300_399_TecTW,SS_NS_300_399_CoPSW,SS_NS_300_399_ClAW,SS_NS_300_399_SWks,SS_NS_300_399_MaOpDv,SS_NS_300_399_Lab,SS_NS_300_399_IDNS,SS_NS_300_399_Tot,SS_NS_400_499_Mng,SS_NS_400_499_Pro,SS_NS_400_499_TecTW,SS_NS_400_499_CoPSW,SS_NS_400_499_ClAW,SS_NS_400_499_SWks,SS_NS_400_499_MaOpDv,SS_NS_400_499_Lab,SS_NS_400_499_IDNS,SS_NS_400_499_Tot,SS_NS_500_649_Mng,SS_NS_500_649_Pro,SS_NS_500_649_TecTW,SS_NS_500_649_CoPSW,SS_NS_500_649_ClAW,SS_NS_500_649_SWks,SS_NS_500_649_MaOpDv,SS_NS_500_649_Lab,SS_NS_500_649_IDNS,SS_NS_500_649_Tot,SS_NS_650_799_Mng,SS_NS_650_799_Pro,SS_NS_650_799_TecTW,SS_NS_650_799_CoPSW,SS_NS_650_799_ClAW,SS_NS_650_799_SWks,SS_NS_650_799_MaOpDv,SS_NS_650_799_Lab,SS_NS_650_799_IDNS,SS_NS_650_799_Tot,SS_NS_800_999_Mng,SS_NS_800_999_Pro,SS_NS_800_999_TecTW,SS_NS_800_999_CoPSW,SS_NS_800_999_ClAW,SS_NS_800_999_SWks,SS_NS_800_999_MaOpDv,SS_NS_800_999_Lab,SS_NS_800_999_IDNS,SS_NS_800_999_Tot
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,3,53,11,3,5,0,7,0,79,0,0,95,9,0,4,0,4,0,123,0,0,56,4,0,3,0,3,0,74,0,3,21,0,0,0,0,3,0,31,0,5,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,3,19,310,54,9,20,7,38,3,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,11,0,0,0,4,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0
3RQLD,31,64,662,340,105,297,22,161,8,1701,60,113,951,526,234,335,35,136,18,2411,103,134,637,467,327,233,41,129,13,2096,93,186,364,236,255,113,25,71,9,1356,56,213,190,101,141,23,20,23,7,775,21,126,86,45,51,4,14,6,3,345,11,58,47,21,7,5,7,5,0,163,0,12,29,3,4,0,6,0,0,56,0,23,23,3,3,3,12,4,0,66,4,3,3,17,3,0,4,3,0,34,3,15,63,38,23,45,3,21,28,236,434,1057,3590,2574,1373,2168,268,1084,129,12670,0,0,0,4,0,0,0,6,4,17,3,0,9,18,7,63,3,26,6,128,4,0,0,14,3,30,0,13,5,77,3,3,14,19,3,13,4,8,7,74,0,0,22,7,4,25,0,21,4,86,3,3,48,15,8,26,0,26,3,141,3,4,35,16,19,18,6,34,5,141,9,11,24,7,8,7,10,29,3,109
3GBRI,38,87,579,334,171,312,27,168,16,1740,52,120,786,508,262,316,50,143,21,2253,94,199,556,447,329,218,44,106,25,2016,140,275,346,248,417,123,45,61,18,1663,67,321,169,116,262,35,20,23,12,1027,30,204,79,57,87,12,7,12,3,488,14,89,45,23,20,8,3,5,0,218,3,25,10,9,0,0,3,0,0,63,7,10,10,13,7,5,0,3,0,53,0,0,0,8,0,0,0,0,3,11,7,17,38,35,18,43,0,19,25,197,512,1531,3089,2674,1883,2183,326,1099,174,13458,0,0,3,3,0,4,0,4,0,17,0,0,3,15,9,28,3,19,3,81,0,0,4,14,3,20,5,17,7,70,0,0,8,13,3,19,5,12,7,67,3,3,25,9,0,13,3,9,3,73,4,3,37,12,8,13,3,18,5,102,5,7,13,15,19,10,0,14,4,88,3,6,19,3,8,5,3,12,7,68
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,3,158,5,9,4,0,15,6,199,4,4,223,15,9,3,3,11,6,276,9,3,137,20,4,0,0,11,0,187,3,3,60,4,4,3,0,7,0,86,7,4,26,11,3,3,4,9,0,56,0,0,11,0,0,0,0,0,0,15,0,0,10,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,24,24,39,776,105,34,40,18,96,19,1149,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,3,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,9,0,0,5,0,0,0,0,5,0,14,0,0,8,0,3,0,0,5,0,17,0,0,4,3,0,0,3,5,0,14,0,0,8,0,0,0,0,0,0,13
2RVIC,31,21,783,188,58,142,10,82,16,1342,49,49,966,234,93,147,11,102,10,1660,51,75,442,174,77,95,19,77,11,1013,54,106,197,96,100,39,8,45,3,654,32,94,95,45,51,16,13,25,0,356,7,46,28,13,11,9,0,3,0,122,8,13,14,8,4,0,0,3,0,49,0,3,8,3,3,0,0,0,0,14,0,0,6,7,0,0,0,0,0,12,3,3,4,6,0,3,0,4,0,22,5,6,63,21,3,19,0,13,11,145,299,497,3121,1257,505,1063,94,720,92,7643,0,0,0,0,0,7,0,7,3,16,0,0,0,19,3,50,0,27,3,102,3,0,9,13,5,23,3,9,4,73,0,3,15,9,4,10,0,15,3,58,3,0,42,14,3,8,4,9,3,84,6,0,35,17,11,10,3,9,6,99,3,7,30,16,7,14,4,14,0,91,3,9,18,6,11,4,6,12,0,66
2GMEL,98,148,1901,562,288,591,66,293,56,3990,121,204,2276,563,348,505,80,281,40,4423,148,299,1240,498,438,348,95,158,29,3255,198,494,624,282,452,190,62,101,18,2413,125,545,355,126,270,71,18,53,24,1586,43,248,113,57,84,36,11,6,15,604,21,60,57,27,25,10,3,5,3,216,3,19,16,13,3,3,3,4,0,64,10,10,16,25,4,3,0,3,0,71,3,5,19,41,7,4,3,3,3,87,10,47,204,81,39,96,13,37,85,605,922,2435,8098,4030,2552,4237,562,2011,418,25258,3,3,0,0,0,10,0,5,8,30,3,3,9,39,9,99,0,40,7,213,4,3,15,32,8,75,4,30,12,183,4,0,39,25,11,35,8,20,6,146,4,6,53,30,8,31,3,16,8,156,8,3,68,25,11,32,14,25,6,198,7,13,37,16,28,25,9,28,5,165,13,17,28,17,18,16,10,8,7,141
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,7,15,611,13,0,13,0,31,0,689,16,8,588,13,3,4,0,21,0,662,7,12,296,9,3,5,0,15,3,350,0,0,126,9,3,3,3,6,3,160,0,3,52,0,0,3,5,3,3,73,3,3,24,0,0,0,0,3,0,30,0,0,7,0,0,0,0,0,0,13,0,0,7,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,0,10,0,0,52,3,0,3,0,3,3,65,55,78,2046,116,18,71,24,154,22,2591,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,15,0,0,4,0,0,0,0,3,0,5,0,3,5,3,0,0,0,3,0,12,0,0,18,0,3,0,0,4,3,38,0,3,29,0,0,0,4,5,0,34,0,0,11,0,0,0,3,3,3,24,0,0,10,0,0,0,0,0,0,12
1RNSW,42,96,1709,479,158,329,30,194,19,3065,80,174,1963,575,255,338,42,202,19,3642,94,227,1029,522,320,257,33,150,16,2654,105,239,501,298,252,120,23,72,9,1612,69,224,255,125,127,35,15,35,7,894,35,133,90,51,35,12,6,19,0,379,9,45,34,16,12,6,9,3,0,137,3,12,17,4,0,0,4,0,0,51,0,15,9,4,0,3,0,0,0,37,0,0,11,9,0,0,3,0,0,25,14,20,109,35,13,37,3,11,34,273,516,1350,6637,3162,1408,2308,269,1381,159,17183,0,0,0,4,0,4,0,8,4,18,4,3,3,28,6,53,0,34,5,132,3,3,12,19,4,26,0,21,10,91,3,7,26,19,4,23,0,23,0,105,4,7,45,20,4,23,0,14,9,129,10,7,56,27,8,29,6,37,10,191,5,7,47,31,10,18,6,21,8,149,17,4,19,15,13,11,6,14,8,109
1GSYD,90,238,2480,888,382,715,87,456,62,5405,154,378,3096,1013,559,710,115,378,64,6470,201,566,1660,850,693,462,97,283,68,4889,283,702,860,510,778,331,98,155,38,3761,245,835,421,230,510,136,44,73,43,2542,100,551,154,95,176,48,8,19,19,1162,67,198,67,34,59,23,4,4,9,455,15,51,25,12,11,4,3,7,3,142,12,35,16,18,13,7,0,3,3,105,5,7,11,28,0,0,0,3,3,62,18,42,187,95,47,82,6,30,87,599,1338,4146,10630,5887,3985,4875,709,2498,563,34640,0,0,3,3,0,15,0,4,3,29,0,7,7,38,8,70,3,30,10,174,0,7,12,40,4,59,0,29,16,166,11,4,19,22,16,35,4,12,4,135,6,3,53,20,9,24,3,21,5,142,0,10,69,33,22,29,5,21,20,210,10,23,48,35,23,18,13,30,5,209,13,21,21,20,23,10,9,24,19,155
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,18,17,796,24,7,8,3,33,0,910,18,11,882,18,5,11,6,41,3,1001,17,14,506,30,6,5,3,41,0,617,13,6,211,19,5,3,6,27,4,296,3,13,85,6,0,0,4,9,0,127,3,6,33,0,3,3,4,3,4,56,0,4,16,3,0,0,0,0,0,28,0,0,3,0,0,0,0,0,0,11,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,3,43,0,0,0,0,3,8,58,81,133,2952,192,54,72,37,261,35,3824,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,4,0,0,0,0,4,0,3,0,3,10,3,0,0,0,0,0,23,0,0,12,0,0,0,0,0,3,21,0,0,19,3,0,0,3,6,0,35,0,0,13,0,0,0,3,10,0,24,0,0,7,0,0,0,0,6,0,23
