GCCSA_CODE_2016,MaOpD_Tot_A_20_24,MaOpD_Tot_A_25_34,MaOpD_Tot_A_35_44,MaOpD_Tot_A_45_54,MaOpD_Tot_A_55_64,MaOpD_Tot_A_65_74,MaOpD_Tot_A_75ov,MaOpD_Tot_Tot,Lab_NNI_A_15_19,Lab_NNI_A_20_24,Lab_NNI_A_25_34,Lab_NNI_A_35_44,Lab_NNI_A_45_54,Lab_NNI_A_55_64,Lab_NNI_A_65_74,Lab_NNI_A_75ov,Lab_NNI_Tot,Lab_1_149_A_15_19,Lab_1_149_A_20_24,Lab_1_149_A_25_34,Lab_1_149_A_35_44,Lab_1_149_A_45_54,Lab_1_149_A_55_64,Lab_1_149_A_65_74,Lab_1_149_A_75ov,Lab_1_149_Tot,Lab_150_299_A_15_19,Lab_150_299_A_20_24,Lab_150_299_A_25_34,Lab_150_299_A_35_44,Lab_150_299_A_45_54,Lab_150_299_A_55_64,Lab_150_299_A_65_74,Lab_150_299_A_75ov,Lab_150_299_Tot,Lab_300_399_A_15_19,Lab_300_399_A_20_24,Lab_300_399_A_25_34,Lab_300_399_A_35_44,Lab_300_399_A_45_54,Lab_300_399_A_55_64,Lab_300_399_A_65_74,Lab_300_399_A_75ov,Lab_300_399_Tot,Lab_400_499_A_15_19,Lab_400_499_A_20_24,Lab_400_499_A_25_34,Lab_400_499_A_35_44,Lab_400_499_A_45_54,Lab_400_499_A_55_64,Lab_400_499_A_65_74,Lab_400_499_A_75ov,Lab_400_499_Tot,Lab_500_649_A_15_19,Lab_500_649_A_20_24,Lab_500_649_A_25_34,Lab_500_649_A_35_44,Lab_500_649_A_45_54,Lab_500_649_A_55_64,Lab_500_649_A_65_74,Lab_500_649_A_75ov,Lab_500_649_Tot,Lab_650_799_A_15_19,Lab_650_799_A_20_24,Lab_650_799_A_25_34,Lab_650_799_A_35_44,Lab_650_799_A_45_54,Lab_650_799_A_55_64,Lab_650_799_A_65_74,Lab_650_799_A_75ov,Lab_650_799_Tot,Lab_800_999_A_15_19,Lab_800_999_A_20_24,Lab_800_999_A_25_34,Lab_800_999_A_35_44,Lab_800_999_A_45_54,Lab_800_999_A_55_64,Lab_800_999_A_65_74,Lab_800_999_A_75ov,Lab_800_999_Tot,Lab_1000_1249_A_15_19,Lab_1000_1249_A_20_24,Lab_1000_1249_A_25_34,Lab_1000_1249_A_35_44,Lab_1000_1249_A_45_54,Lab_1000_1249_A_55_64,Lab_1000_1249_A_65_74,Lab_1000_1249_A_75ov,Lab_1000_1249_Tot,Lab_1250_1499_A_15_19,Lab_1250_1499_A_20_24,Lab_1250_1499_A_25_34,Lab_1250_1499_A_35_44,Lab_1250_1499_A_45_54,Lab_1250_1499_A_55_64,Lab_1250_1499_A_65_74,Lab_1250_1499_A_75ov,Lab_1250_1499_Tot,Lab_1500_1749_A_15_19,Lab_1500_1749_A_20_24,Lab_1500_1749_A_25_34,Lab_1500_1749_A_35_44,Lab_1500_1749_A_45_54,Lab_1500_1749_A_55_64,Lab_1500_1749_A_65_74,Lab_1500_1749_A_75ov,Lab_1500_1749_Tot,Lab_1750_1999_A_15_19,Lab_1750_1999_A_20_24,Lab_1750_1999_A_25_34,Lab_1750_1999_A_35_44,Lab_1750_1999_A_45_54,Lab_1750_1999_A_55_64,Lab_1750_1999_A_65_74,Lab_1750_1999_A_75ov,Lab_1750_1999_Tot,Lab_2000_2999_A_15_19,Lab_2000_2999_A_20_24,Lab_2000_2999_A_25_34,Lab_2000_2999_A_35_44,Lab_2000_2999_A_45_54,Lab_2000_2999_A_55_64,Lab_2000_2999_A_65_74,Lab_2000_2999_A_75ov,Lab_2000_2999_Tot,Lab_3000mo_A_15_19,Lab_3000mo_A_20_24,Lab_3000mo_A_25_34,Lab_3000mo_A_35_44,Lab_3000mo_A_45_54,Lab_3000mo_A_55_64,Lab_3000mo_A_65_74,Lab_3000mo_A_75ov,Lab_3000mo_Tot,Lab_PINS_A_15_19,Lab_PINS_A_20_24,Lab_PINS_A_25_34,Lab_PINS_A_35_44,Lab_PINS_A_45_54,Lab_PINS_A_55_64,Lab_PINS_A_65_74,Lab_PINS_A_75ov,Lab_PINS_Tot,Lab_Tot_A_15_19,Lab_Tot_A_20_24,Lab_Tot_A_25_34,Lab_Tot_A_35_44,Lab_Tot_A_45_54,Lab_Tot_A_55_64,Lab_Tot_A_65_74,Lab_Tot_A_75ov,Lab_Tot_Tot,OIDNS_NNI_A_15_19,OIDNS_NNI_A_20_24,OIDNS_NNI_A_25_34,OIDNS_NNI_A_35_44,OIDNS_NNI_A_45_54,OIDNS_NNI_A_55_64,OIDNS_NNI_A_65_74,OIDNS_NNI_A_75ov,OIDNS_NNI_T,OIDNS_1_149_A_15_19,OIDNS_1_149_A_20_24,OIDNS_1_149_A_25_34,OIDNS_1_149_A_35_44,OIDNS_1_149_A_45_54,OIDNS_1_149_A_55_64,OIDNS_1_149_A_65_74,OIDNS_1_149_A_75ov,OIDNS_1_149_T,OIDNS_150_299_A_15_19,OIDNS_150_299_A_20_24,OIDNS_150_299_A_25_34,OIDNS_150_299_A_35_44,OIDNS_150_299_A_45_54,OIDNS_150_299_A_55_64,OIDNS_150_299_A_65_74,OIDNS_150_299_A_75ov,OIDNS_150_299_T,OIDNS_300_399_A_15_19,OIDNS_300_399_A_20_24,OIDNS_300_399_A_25_34,OIDNS_300_399_A_35_44,OIDNS_300_399_A_45_54,OIDNS_300_399_A_55_64,OIDNS_300_399_A_65_74,OIDNS_300_399_A_75ov,OIDNS_300_399_T,OIDNS_400_499_A_15_19,OIDNS_400_499_A_20_24,OIDNS_400_499_A_25_34,OIDNS_400_499_A_35_44,OIDNS_400_499_A_45_54,OIDNS_400_499_A_55_64,OIDNS_400_499_A_65_74,OIDNS_400_499_A_75ov,OIDNS_400_499_T,OIDNS_500_649_A_15_19,OIDNS_500_649_A_20_24,OIDNS_500_649_A_25_34
6RTAS,531,1245,1498,2258,1760,403,51,7935,31,13,13,12,21,16,7,0,106,620,58,44,63,84,83,17,3,967,246,142,150,154,206,203,43,10,1148,115,131,175,175,266,225,69,14,1170,93,175,213,223,300,295,82,19,1395,120,283,374,397,495,427,116,13,2230,78,356,502,437,609,439,79,6,2509,20,219,399,358,537,393,66,7,2003,18,96,247,268,297,241,27,8,1199,3,37,103,131,140,86,16,0,511,0,7,56,63,100,57,8,0,297,0,5,25,44,66,36,9,0,177,0,3,11,33,47,26,0,0,126,0,6,10,14,17,20,0,0,66,23,32,43,53,54,42,16,3,265,1369,1566,2363,2421,3232,2587,558,87,14180,5,3,8,3,16,13,3,0,47,30,3,3,0,11,7,3,10,64,12,10,16,13,16,20,9,3,97,13,7,16,10,24,22,23,10,118,5,10,14,19,18,24,16,13,126,12,10,32
6GHOB,307,806,873,1269,1121,207,19,4676,38,5,4,5,9,6,8,0,80,622,64,37,28,37,29,6,0,816,228,195,107,74,102,112,24,3,848,81,153,129,116,146,110,32,3,783,66,166,168,154,181,175,44,12,956,52,174,270,252,249,269,55,7,1333,39,178,322,276,309,251,47,3,1425,19,117,266,244,313,257,34,0,1257,3,33,134,167,206,161,23,0,732,0,6,49,84,84,70,11,0,296,0,3,25,38,56,46,4,0,176,0,6,15,26,30,20,3,0,103,0,3,3,9,15,15,3,0,53,0,3,4,7,3,8,3,0,34,24,7,21,12,23,19,11,0,117,1161,1115,1550,1510,1767,1542,309,36,9000,7,0,5,6,6,9,0,0,29,22,8,3,7,0,4,0,0,48,10,14,11,7,9,4,4,0,64,10,12,14,16,4,12,10,7,82,10,25,17,15,25,8,13,11,120,7,13,28
69799,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,43,167,175,245,227,63,4,932,3,3,0,0,3,0,0,0,9,13,13,4,15,14,9,3,0,67,16,13,25,31,54,48,3,0,183,5,9,33,39,46,49,6,4,197,3,19,32,41,66,59,16,3,229,10,21,51,49,62,63,11,3,274,7,34,51,65,49,38,10,0,256,8,24,60,49,60,36,9,0,241,0,13,42,38,49,21,0,0,171,0,8,24,18,19,19,0,0,82,0,3,13,12,18,11,0,0,61,0,0,7,8,9,6,0,0,33,0,7,4,6,7,4,0,0,30,0,0,4,0,3,3,0,0,13,5,4,6,11,13,9,0,0,40,71,165,351,376,477,369,66,13,1888,0,0,3,0,0,0,0,0,4,3,0,3,0,0,4,0,0,10,0,0,0,10,0,3,0,0,19,0,0,3,0,7,4,0,0,15,0,0,3,0,8,0,3,0,17,0,0,6
5RWAU,1363,6596,7377,8511,5975,1159,86,31326,88,12,52,45,41,44,21,3,318,996,68,123,120,153,113,40,11,1622,353,162,273,306,312,287,84,10,1785,225,216,333,314,367,363,138,31,1991,167,228,357,329,460,379,149,44,2108,201,392,592,511,654,516,194,34,3090,189,532,796,581,695,572,163,16,3535,122,496,933,640,770,587,128,19,3705,66,303,807,694,700,514,78,14,3168,22,169,527,410,416,288,64,5,1905,9,103,371,288,318,211,41,0,1343,7,84,332,290,230,153,17,4,1105,6,119,769,641,515,270,37,4,2362,5,65,566,476,369,183,32,7,1698,67,54,106,90,114,86,18,3,539,2522,3018,6930,5744,6107,4564,1199,202,30284,26,10,33,32,28,19,26,0,174,57,9,6,17,18,13,6,0,127,24,18,23,19,18,17,18,3,151,10,17,30,13,32,22,14,23,168,9,10,32,24,31,37,21,20,176,8,33,46
5GPER,4021,11652,10796,12129,9118,2116,152,51246,226,98,113,96,97,73,20,5,716,4686,691,383,294,246,227,80,14,6623,1757,1396,894,710,664,560,187,31,6200,720,1404,1416,883,906,734,292,47,6397,447,1213,1636,1130,1075,908,326,83,6814,417,1328,1934,1576,1588,1378,458,94,8773,274,1298,2267,1826,1909,1533,403,54,9555,170,1097,2350,1809,1985,1443,328,22,9201,87,632,1931,1476,1673,1250,252,24,7316,16,235,853,857,867,575,133,13,3552,13,130,593,555,562,390,64,3,2304,4,69,400,363,360,193,37,3,1427,0,74,500,488,429,236,40,4,1772,0,27,152,212,162,106,25,4,701,158,131,224,169,203,159,73,10,1131,8974,9828,15652,12425,12722,9749,2718,413,72484,56,28,90,98,85,44,15,0,418,207,68,63,39,39,39,19,12,485,79,98,100,62,62,52,29,5,493,48,89,109,88,88,63,60,26,563,34,77,131,98,87,79,46,33,574,37,121,174
59799,0,52,58,61,24,3,0,188,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,7,0,3,3,3,0,0,0,0,11,0,0,5,4,0,0,0,0,7,0,0,11,7,5,5,0,0,23,0,0,8,4,7,6,0,0,31,0,3,50,32,44,22,0,0,152,0,0,36,42,29,9,0,0,125,0,0,0,3,0,0,0,0,5,5,17,120,105,88,44,0,0,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,248,1273,1337,1555,1131,299,21,5905,22,19,17,14,19,17,3,0,113,127,53,52,71,61,69,17,0,455,80,86,130,141,152,140,30,4,764,52,77,131,145,190,157,65,13,826,56,77,125,133,168,170,55,5,784,58,114,184,206,222,215,72,6,1093,41,154,236,233,273,198,38,4,1173,40,167,326,258,285,226,35,0,1342,19,123,360,296,336,192,39,4,1363,5,43,244,212,228,132,23,0,892,3,37,158,156,141,104,20,0,613,0,20,127,133,92,60,11,0,434,0,30,160,160,128,72,9,0,564,0,8,77,64,40,24,0,3,223,4,19,28,24,37,23,8,0,152,510,1031,2375,2240,2382,1793,423,48,10794,3,11,15,7,14,4,4,0,49,17,3,8,4,6,3,0,3,37,3,10,13,4,9,5,7,0,47,5,7,8,8,3,10,3,3,47,3,9,11,14,7,9,10,3,63,0,9,6
4RSAU,715,2176,2394,3174,2624,625,84,12032,78,24,26,26,36,38,10,3,233,1124,91,72,79,114,110,27,0,1621,351,227,196,220,345,305,95,16,1750,181,231,269,247,398,386,142,20,1870,148,279,302,309,455,481,161,25,2166,157,409,537,474,689,581,161,27,3023,141,600,832,696,796,593,131,19,3799,84,402,840,704,776,610,108,26,3547,26,190,523,498,554,442,76,10,2328,10,63,193,235,257,189,37,3,991,0,19,109,139,147,106,15,3,549,0,10,53,58,88,36,9,0,255,0,3,60,67,60,50,13,4,258,3,5,17,25,44,34,11,3,145,56,46,53,53,87,96,18,12,416,2343,2592,4080,3828,4838,4056,1020,178,22943,23,0,14,7,9,19,9,4,90,35,5,7,4,9,10,7,3,90,16,5,16,21,24,24,14,9,124,8,11,26,15,20,31,30,19,169,9,8,22,29,26,29,26,29,185,12,24,29
4GADE,2079,6191,6486,7979,6055,1196,91,30714,145,52,75,52,53,50,13,8,431,3542,612,243,183,213,180,45,13,5029,1375,1188,583,413,547,436,103,7,4658,500,1025,783,580,719,619,174,17,4418,312,954,1050,773,1007,830,285,37,5241,252,1066,1466,1271,1513,1224,312,24,7133,165,1018,2115,1743,1796,1321,292,19,8469,74,707,2020,1735,1739,1105,176,19,7568,26,271,1065,1176,1192,815,126,6,4686,4,84,425,450,475,298,48,4,1795,3,46,202,250,254,147,34,4,941,3,18,93,130,147,91,12,0,485,0,7,82,128,137,69,16,0,437,6,10,19,40,55,45,18,3,190,94,98,117,140,154,135,31,8,768,6514,7148,10338,9044,9991,7364,1685,172,52255,32,24,68,48,43,37,15,8,277,119,44,44,32,29,21,4,6,298,55,74,52,55,47,41,24,17,367,14,56,72,47,65,52,49,28,388,23,62,99,63,65,63,47,41,471,21,95,137
49799,0,3,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,107,454,484,676,507,140,15,2399,16,7,6,15,10,11,3,0,75,83,42,30,42,69,70,10,0,341,40,58,95,103,163,156,22,3,639,29,61,95,133,189,164,42,3,713,29,63,119,111,211,168,50,4,753,28,95,168,153,275,206,65,4,988,28,105,216,161,249,182,45,0,992,8,89,201,188,258,161,34,3,939,8,53,189,154,217,147,31,0,798,0,22,85,92,103,63,8,0,378,0,6,70,74,63,42,4,0,260,0,0,32,35,25,22,6,0,124,0,7,35,25,42,20,5,0,141,0,3,12,8,3,8,0,0,35,3,14,26,21,30,24,9,0,120,269,626,1377,1310,1912,1440,336,23,7300,3,4,4,6,3,3,3,0,30,3,3,4,6,4,3,0,0,29,0,0,10,8,6,8,0,3,34,4,4,14,5,4,8,4,3,45,6,4,4,10,8,5,4,4,49,0,10,9
3RQLD,4744,13994,15738,19094,14899,3503,273,73924,352,115,155,126,165,168,51,14,1145,6010,430,331,407,431,444,144,17,8206,2256,1075,992,922,1113,1118,268,43,7794,1176,1256,1403,1204,1496,1468,489,95,8583,964,1498,1890,1501,1897,1815,609,126,10285,988,2244,2944,2542,3298,2826,817,93,15743,692,2762,4124,3356,4025,3132,696,70,18863,435,2032,3788,3331,3825,2955,534,34,16928,144,931,2325,2329,2633,2035,338,27,10763,37,318,1075,1075,1154,882,157,18,4714,16,162,613,667,685,489,86,4,2718,11,82,365,383,390,248,39,7,1516,7,58,411,429,437,234,55,5,1638,16,38,160,169,192,125,37,6,747,275,218,322,334,416,395,122,18,2108,13385,13203,20887,18764,22157,18333,4444,576,111756,95,46,67,119,110,90,54,13,593,283,45,45,67,55,49,11,10,578,120,72,90,96,105,105,71,33,690,66,94,113,129,118,153,102,112,890,65,98,119,124,158,114,116,108,892,67,130,237
3GBRI,5500,13464,13667,15163,11204,2564,157,63597,257,122,153,87,103,75,14,0,811,5205,650,339,252,293,274,85,16,7120,2282,1365,870,586,654,642,154,22,6581,1025,1428,1564,815,874,836,247,42,6832,730,1581,1966,1073,1110,957,360,54,7833,688,1973,2590,1888,2160,1818,504,62,11680,500,2348,3729,2707,3262,2439,462,41,15484,295,1697,3746,3127,3199,2242,410,22,14744,102,765,2332,2229,2276,1530,235,9,9468,36,263,1044,1055,982,642,121,8,4141,14,121,647,698,649,388,53,5,2568,3,53,323,424,408,240,37,0,1484,0,43,317,366,344,210,37,5,1313,6,18,81,95,93,78,14,6,394,179,157,278,240,262,202,54,15,1396,11314,12586,19972,15641,16658,12564,2794,318,91847,96,58,103,118,102,55,25,12,575,244,95,46,53,45,34,20,8,541,131,113,107,73,63,49,44,26,612,64,104,153,100,88,72,51,50,682,55,135,160,120,121,81,81,51,806,55,173,255
39799,0,9,4,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,4,6,8,0,0,15,0,0,3,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,7,9,16,10,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,463,1795,2002,2233,1874,479,42,8990,37,25,28,30,34,30,3,0,190,208,89,67,98,132,122,29,3,744,116,173,193,259,349,283,66,4,1446,105,163,257,341,414,364,101,15,1755,115,204,307,328,457,416,129,17,1963,135,288,495,480,649,499,166,15,2723,104,381,528,548,640,504,117,6,2830,63,366,701,605,721,471,100,7,3031,22,228,667,649,654,358,68,4,2653,11,101,379,399,366,192,27,0,1470,8,46,253,251,270,127,26,0,981,3,27,167,179,143,81,8,0,614,0,13,135,145,123,78,3,0,509,0,4,42,38,42,21,5,3,145,25,27,63,79,85,53,14,4,357,954,2133,4278,4437,5065,3598,872,71,21413,15,3,13,19,21,19,7,8,109,28,8,12,16,13,3,3,0,76,10,11,16,15,15,15,3,3,90,4,15,19,18,12,20,10,7,119,14,20,16,21,24,19,15,12,135,11,15,21
2RVIC,2150,5376,6361,8928,7986,1941,179,33539,285,62,65,65,95,110,32,9,720,4448,359,232,196,332,354,86,12,6022,1204,840,545,537,782,936,234,39,5119,516,828,663,727,1040,1070,381,75,5303,362,846,932,866,1281,1255,453,88,6084,408,1216,1609,1438,1931,1804,486,84,8976,291,1565,2275,1810,2341,1964,378,57,10688,149,1068,2032,1703,2106,1708,290,38,9101,55,441,1381,1241,1416,1194,183,31,5940,11,124,541,624,690,491,93,13,2599,5,63,312,415,450,324,60,8,1634,0,17,199,250,295,194,30,3,983,6,14,150,217,241,141,22,8,804,10,21,59,71,90,70,24,8,352,203,120,153,178,274,293,85,22,1324,7954,7586,11142,10332,13374,11920,2844,491,65650,85,25,65,68,59,55,36,14,408,206,49,33,50,34,38,18,7,432,72,76,51,60,63,77,56,31,488,32,56,71,68,78,101,72,57,535,42,58,70,69,89,110,86,49,569,31,83,110
2GMEL,8363,24222,25071,29635,22243,4487,319,116094,448,241,213,185,186,135,40,7,1459,9202,1573,663,491,587,530,213,35,13291,3003,3079,1870,1233,1463,1540,451,100,12733,1138,3117,2796,1598,1834,1826,621,139,13075,736,2897,3426,2021,2390,2237,743,138,14600,645,3005,4609,3242,4137,3427,1070,169,20307,491,2989,6196,4997,5824,4295,960,78,25826,229,2058,5653,4596,5329,3856,740,52,22513,102,881,3469,3393,3734,2688,477,44,14787,19,293,1632,1823,1846,1229,191,23,7060,15,148,974,1140,1181,728,126,13,4328,7,72,576,754,712,412,59,3,2596,10,72,612,775,731,394,69,13,2676,16,35,140,182,194,130,54,18,768,299,354,511,517,586,465,156,28,2925,16380,20810,33335,26955,30736,23902,5973,865,158942,154,153,263,304,261,148,64,29,1371,511,226,152,129,110,64,43,22,1257,194,323,244,202,174,141,84,43,1413,95,274,360,260,247,194,121,104,1645,69,272,402,283,282,216,142,107,1775,61,350,637
29799,0,4,3,12,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,6,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,5,5,9,7,6,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,462,2051,2024,2174,1680,434,37,8961,39,16,36,48,43,33,3,0,217,235,121,86,99,138,119,35,5,848,125,187,250,253,385,374,90,11,1679,64,222,263,334,503,398,113,15,1909,84,237,297,335,552,446,152,20,2124,71,282,442,503,635,569,181,29,2717,62,327,551,561,651,479,109,13,2750,52,298,655,591,724,497,104,6,2923,7,204,629,570,596,419,77,16,2520,10,78,421,417,411,203,36,7,1583,4,33,242,294,303,135,20,3,1032,0,14,161,156,151,68,13,0,563,0,20,161,192,132,76,14,3,606,3,4,30,47,38,25,11,3,159,17,42,70,91,88,101,43,9,454,779,2083,4285,4487,5355,3941,997,145,22073,12,14,18,28,13,20,7,3,125,28,10,18,16,10,3,3,4,95,13,24,25,16,16,21,14,5,136,4,18,25,24,29,22,9,3,138,9,23,38,32,27,23,19,11,174,6,30,51
1RNSW,4039,11870,14288,18263,15403,3712,360,69518,441,91,112,141,159,145,54,14,1149,6788,547,359,397,516,523,119,37,9290,2183,1282,963,978,1328,1326,377,57,8496,1040,1329,1259,1302,1795,1845,576,121,9277,851,1462,1634,1552,2278,2071,691,95,10636,824,2097,2691,2396,3417,2908,770,113,15224,681,2500,3796,3274,4078,3379,630,87,18423,344,1857,3760,3101,3871,3179,494,63,16660,103,771,2336,2205,2462,1879,330,36,10121,29,288,1003,1024,1157,769,124,11,4413,11,98,489,576,634,462,72,10,2358,3,33,257,315,359,217,33,6,1224,3,25,211,283,287,205,28,12,1058,24,15,82,123,148,118,41,13,554,281,224,315,302,451,401,135,39,2149,13605,12630,19270,17973,22943,19409,4484,708,111020,123,47,65,105,92,116,43,31,615,310,59,51,52,58,67,26,23,636,105,97,78,99,97,113,87,62,742,69,105,97,131,145,150,127,145,968,67,114,149,137,172,145,137,118,1052,61,149,244
1GSYD,8899,24642,26890,30698,23482,5179,371,122689,460,150,210,158,182,144,32,5,1347,7977,1072,559,422,512,413,119,26,11090,2936,2357,1528,1118,1434,1365,374,56,11170,1266,2672,2715,1663,1917,1830,502,77,12644,913,2848,3782,2203,2483,2111,605,94,15035,825,2909,4537,3413,4227,3555,926,134,20529,579,2875,5800,4602,5763,4734,956,87,25410,358,2262,5590,4561,5531,4440,846,51,23645,141,1169,3754,3348,3746,2810,542,35,15548,45,444,1762,1754,1888,1317,262,32,7509,18,206,1174,1176,1278,827,174,14,4876,10,107,562,733,681,441,69,7,2618,8,57,465,653,671,381,59,13,2314,20,29,110,174,193,140,47,21,735,259,269,430,390,500,365,102,22,2337,15825,19436,32984,26371,31020,24876,5626,668,156810,209,165,328,319,208,124,65,38,1448,468,185,147,156,114,89,28,10,1195,227,362,312,234,203,169,74,59,1633,149,384,382,273,276,204,142,85,1887,130,338,512,323,295,237,128,103,2063,112,499,724
19799,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,8,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,654,2454,2747,3513,2951,827,83,13366,49,30,50,30,53,41,8,3,272,279,114,79,128,171,127,22,6,928,181,219,253,328,467,446,78,10,1986,142,209,347,418,569,535,123,22,2364,141,228,416,467,684,615,150,25,2726,173,396,616,665,872,794,201,17,3739,142,484,752,735,898,656,162,22,3847,91,448,900,827,940,708,136,11,4067,51,298,847,862,846,541,96,3,3545,9,125,439,499,453,291,56,7,1876,5,80,282,323,297,183,40,0,1200,4,18,147,181,162,87,13,0,614,3,19,145,173,159,87,15,0,598,0,5,35,45,53,31,13,0,176,21,50,80,70,144,106,23,4,498,1288,2730,5401,5742,6766,5252,1143,117,28443,15,12,28,32,39,15,9,7,144,30,11,12,17,10,8,10,0,102,15,24,20,18,36,22,6,6,146,15,22,27,23,34,21,20,18,180,15,19,31,33,33,31,16,15,197,9,46,68
