GCCSA_CODE_2016,M_Australia_E,M_Australia_OM_IE,M_Australia_OM_UIE,M_Australia_CFW,M_Australia_ES_NS,M_Australia_Tot,M_Canada_E,M_Canada_OM_IE,M_Canada_OM_UIE,M_Canada_CFW,M_Canada_ES_NS,M_Canada_Tot,M_China_E,M_China_OM_IE,M_China_OM_UIE,M_China_CFW,M_China_ES_NS,M_China_Tot,M_Croatia_E,M_Croatia_OM_IE,M_Croatia_OM_UIE,M_Croatia_CFW,M_Croatia_ES_NS,M_Croatia_Tot,M_Egypt_E,M_Egypt_OM_IE,M_Egypt_OM_UIE,M_Egypt_CFW,M_Egypt_ES_NS,M_Egypt_Tot,M_Fiji_E,M_Fiji_OM_IE,M_Fiji_OM_UIE,M_Fiji_CFW,M_Fiji_ES_NS,M_Fiji_Tot,M_FYROM_E,M_FYROM_OM_IE,M_FYROM_OM_UIE,M_FYROM_CFW,M_FYROM_ES_NS,M_FYROM_Tot,M_Germany_E,M_Germany_OM_IE,M_Germany_OM_UIE,M_Germany_CFW,M_Germany_ES_NS,M_Germany_Tot,M_Greece_E,M_Greece_OM_IE,M_Greece_OM_UIE,M_Greece_CFW,M_Greece_ES_NS,M_Greece_Tot,M_HongKong_E,M_HongKong_OM_IE,M_HongKong_OM_UIE,M_HongKong_CFW,M_HongKong_ES_NS,M_HongKong_Tot,M_India_E,M_India_OM_IE,M_India_OM_UIE,M_India_CFW,M_India_ES_NS,M_India_Tot,M_Indonesia_E,M_Indonesia_OM_IE,M_Indonesia_OM_UIE,M_Indonesia_CFW,M_Indonesia_ES_NS,M_Indonesia_Tot,M_Iran_E,M_Iran_OM_IE,M_Iran_OM_UIE,M_Iran_CFW,M_Iran_ES_NS,M_Iran_Tot,M_Iraq_E,M_Iraq_OM_IE,M_Iraq_OM_UIE,M_Iraq_CFW,M_Iraq_ES_NS,M_Iraq_Tot,M_Ireland_E,M_Ireland_OM_IE,M_Ireland_OM_UIE,M_Ireland_CFW,M_Ireland_ES_NS,M_Ireland_Tot,M_Italy_E,M_Italy_OM_IE,M_Italy_OM_UIE,M_Italy_CFW,M_Italy_ES_NS,M_Italy_Tot,M_Japan_E,M_Japan_OM_IE,M_Japan_OM_UIE,M_Japan_CFW,M_Japan_ES_NS,M_Japan_Tot,M_KoreaSouth_E,M_KoreaSouth_OM_IE,M_KoreaSouth_OM_UIE,M_KoreaSouth_CFW,M_KoreaSouth_ES_NS,M_KoreaSouth_Tot,M_Lebanon_E,M_Lebanon_OM_IE,M_Lebanon_OM_UIE,M_Lebanon_CFW,M_Lebanon_ES_NS,M_Lebanon_Tot,M_Malaysia_E,M_Malaysia_OM_IE,M_Malaysia_OM_UIE,M_Malaysia_CFW,M_Malaysia_ES_NS,M_Malaysia_Tot,M_Malta_E,M_Malta_OM_IE,M_Malta_OM_UIE,M_Malta_CFW,M_Malta_ES_NS,M_Malta_Tot,M_Netherlands_E,M_Netherlands_OM_IE,M_Netherlands_OM_UIE,M_Netherlands_CFW,M_Netherlands_ES_NS,M_Netherlands_Tot,M_NZ_E,M_NZ_OM_IE,M_NZ_OM_UIE,M_NZ_CFW,M_NZ_ES_NS,M_NZ_Tot,M_Pakistan_E,M_Pakistan_OM_IE,M_Pakistan_OM_UIE,M_Pakistan_CFW,M_Pakistan_ES_NS,M_Pakistan_Tot,M_Philippines_E,M_Philippines_OM_IE,M_Philippines_OM_UIE,M_Philippines_CFW,M_Philippines_ES_NS,M_Philippines_Tot,M_Poland_E,M_Poland_OM_IE,M_Poland_OM_UIE,M_Poland_CFW,M_Poland_ES_NS,M_Poland_Tot,M_Singapore_E,M_Singapore_OM_IE,M_Singapore_OM_UIE,M_Singapore_CFW,M_Singapore_ES_NS,M_Singapore_Tot,M_SthAfrica_E,M_SthAfrica_OM_IE,M_SthAfrica_OM_UIE,M_SthAfrica_CFW,M_SthAfrica_ES_NS,M_SthAfrica_Tot,M_SriLanka_E,M_SriLanka_OM_IE,M_SriLanka_OM_UIE,M_SriLanka_CFW,M_SriLanka_ES_NS,M_SriLanka_Tot,M_Thailand_E,M_Thailand_OM_IE,M_Thailand_OM_UIE,M_Thailand_CFW,M_Thailand_ES_NS,M_Thailand_Tot,M_Turkey_E,M_Turkey_OM_IE,M_Turkey_OM_UIE,M_Turkey_CFW,M_Turkey_ES_NS,M_Turkey_Tot,M_UK_E,M_UK_OM_IE,M_UK_OM_UIE,M_UK_CFW,M_UK_ES_NS,M_UK_Tot,M_USA_E,M_USA_OM_IE,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE
3RQLD,305973,33385,34681,9129,4160,387321,1068,128,119,25,3,1343,1623,420,211,121,12,2382,133,36,35,10,10,224,133,55,33,8,0,228,801,93,57,13,9,968,56,4,12,0,0,77,1212,200,276,59,29,1773,108,23,25,16,3,177,510,79,67,14,0,670,4605,518,315,67,72,5578,394,38,33,6,8,478,324,67,70,5,3,470,92,23,12,0,4,126,1000,133,120,13,18,1285,815,161,193,111,22,1304,1014,166,104,20,13,1324,1484,175,161,46,15,1872,67,30,22,6,3,132,827,123,109,17,14,1095,123,20,40,20,5,207,835,161,188,33,13,1228,20577,2480,2410,380,285,26135,352,71,29,5,3,456,3378,63,85,15,42,3581,248,46,44,6,4,346,374,38,32,5,0,456,4114,742,459,99,33,5445,829,70,36,10,3,958,492,29,49,17,8,600,129,38,28,9,0,205,16672,2501,2588,430,206,22389,1404,162,194,45,11,1811,602,80
3GBRI,304635,28472,22543,3374,2509,361537,1342,131,112,21,9,1609,4872,1064,495,275,25,6726,310,49,56,12,4,425,232,42,27,6,6,309,2308,281,183,44,20,2839,126,17,19,3,0,165,1628,200,201,24,16,2068,244,71,63,10,6,391,1680,229,160,24,4,2104,11621,1019,703,154,128,13628,746,66,56,5,10,886,1095,117,153,23,11,1402,221,48,42,4,5,316,1895,263,123,17,9,2307,897,187,134,58,25,1307,782,74,56,13,7,928,2529,389,318,83,37,3355,166,57,48,11,4,283,2301,279,195,27,7,2813,139,17,22,0,0,179,1005,172,121,22,10,1328,28740,2198,1903,223,290,33346,945,134,108,11,14,1218,4333,115,104,15,33,4594,589,73,68,3,7,737,913,80,50,10,7,1056,6533,758,454,72,30,7845,1937,157,123,20,10,2243,704,63,44,18,13,837,196,53,37,4,4,292,25596,2825,2228,299,207,31162,2122,181,146,28,10,2488,2924,319
39799,122,6,10,4,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,0,0
39499,32915,7022,15718,732,828,57213,73,18,57,0,0,154,122,44,95,4,0,265,31,17,29,4,3,90,7,8,9,0,0,24,61,21,36,5,0,125,12,3,7,0,0,19,121,39,112,7,7,279,19,9,21,4,0,50,55,11,23,0,0,89,402,92,155,12,14,670,13,5,20,0,0,35,46,7,27,0,0,80,9,3,7,0,0,16,191,52,64,3,6,317,75,24,82,8,0,185,25,0,17,0,0,51,144,35,99,5,0,282,14,8,8,0,0,35,57,17,48,0,0,120,16,4,10,0,0,28,74,29,73,0,3,181,3307,648,1399,37,81,5482,35,13,19,0,0,66,112,13,29,3,0,152,21,4,42,0,3,71,42,16,23,0,0,77,289,76,138,6,4,516,43,8,13,0,3,70,17,0,7,0,4,29,5,3,17,0,0,27,1955,530,1491,35,60,4073,111,15,76,3,0,209,83,30
2RVIC,176871,21883,26420,7269,3260,235697,274,36,32,3,3,349,880,221,158,92,13,1357,191,44,37,9,0,278,138,31,26,3,5,205,211,17,17,6,0,255,142,30,23,3,10,204,482,77,115,38,12,731,145,49,54,21,7,272,198,33,31,3,3,265,3803,379,200,63,69,4517,148,16,16,3,0,179,210,16,22,3,3,253,140,34,24,0,3,197,424,50,56,11,5,541,600,183,158,122,41,1101,94,3,15,3,0,115,239,20,13,3,4,281,82,28,29,3,8,138,572,60,73,10,4,721,174,20,27,7,8,238,525,113,187,45,24,900,3035,308,387,95,44,3870,417,45,39,0,9,510,1174,13,15,3,18,1231,134,24,17,5,8,182,142,6,12,3,0,170,714,100,72,16,5,906,792,81,30,16,8,927,205,15,9,6,5,240,114,33,25,18,3,192,6274,781,960,215,81,8317,453,51,54,16,4,586,490,70
2GMEL,531322,63819,43736,5586,5895,650352,1985,200,145,13,5,2354,20549,4691,2532,1389,192,29351,1820,335,231,50,44,2479,1901,479,284,41,28,2741,2679,194,153,44,36,3108,2903,433,246,56,68,3703,3254,511,392,79,40,4279,3778,946,690,144,93,5652,4809,523,365,73,20,5792,54349,4458,2586,465,582,62437,3800,265,166,50,27,4316,2996,389,357,59,48,3853,2084,398,406,66,57,3011,3842,390,241,29,38,4532,6640,1554,1044,289,179,9708,1161,113,92,13,17,1402,2923,357,322,79,33,3707,2016,699,773,98,90,3679,10572,1160,693,145,63,12634,1742,257,200,26,32,2262,1805,382,269,58,31,2546,22039,1737,1392,147,225,25536,6462,460,550,54,78,7606,11652,238,250,69,89,12292,2025,392,382,50,33,2885,2916,278,192,30,10,3430,6694,991,524,66,46,8319,16302,1251,788,162,178,18676,2057,130,124,34,17,2357,2357,613,505,90,72,3639,38554,4588,3486,433,307,47369,3935,360,304,38,29,4662,16449,1649
29799,118,4,4,3,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0
29499,35428,10171,19905,712,1165,67386,57,20,36,0,0,107,593,251,587,60,21,1506,115,67,132,9,5,331,55,23,57,0,3,141,49,27,22,3,0,101,107,87,74,7,6,284,119,34,87,4,3,251,193,94,190,9,11,507,112,31,80,5,0,224,1165,331,641,15,49,2203,41,11,35,0,0,96,113,51,84,0,6,260,104,43,88,5,9,245,237,71,89,3,4,410,325,234,338,31,25,948,23,0,13,0,0,32,71,28,63,4,3,168,160,95,189,10,14,467,186,58,104,5,4,355,84,38,80,0,3,207,85,47,112,3,6,254,1082,191,478,14,39,1798,231,17,119,3,5,372,148,16,61,0,0,227,53,52,96,4,8,214,81,12,41,0,4,131,158,42,106,3,3,310,294,89,113,3,3,517,48,7,23,0,0,78,118,85,122,11,13,353,1475,487,1186,29,54,3242,117,25,44,3,0,189,304,116
1RNSW,331557,33785,46363,11102,5588,428401,667,97,89,22,5,892,1670,324,356,105,31,2491,217,38,29,8,4,304,221,78,57,3,5,364,613,46,49,14,8,731,553,84,80,11,9,738,857,144,246,63,25,1327,177,39,66,18,13,318,378,84,103,11,7,571,3975,545,273,111,66,4979,277,13,23,9,0,330,367,52,43,8,6,468,174,46,19,0,4,246,770,118,120,21,14,1038,670,196,219,100,23,1208,165,22,23,6,3,220,744,104,52,17,14,933,250,69,100,25,13,457,628,83,114,15,6,844,165,19,41,24,8,257,535,108,175,58,17,896,6058,688,865,149,98,7858,573,86,42,11,12,725,1821,49,46,7,27,1957,215,26,46,8,3,299,178,29,32,5,3,243,1691,286,241,40,17,2283,733,69,35,10,6,859,389,23,50,10,4,478,177,47,66,7,10,300,11457,1540,2062,438,153,15651,1083,119,190,30,15,1436,622,85
1GSYD,527196,61262,42379,5081,5484,641406,2636,346,199,23,9,3223,35341,6844,4347,1220,305,48062,1771,312,217,27,33,2357,3166,801,460,69,65,4568,8300,733,424,81,104,9652,2302,344,188,39,26,2904,3538,481,376,70,25,4491,2128,566,490,84,62,3328,9843,1111,816,103,65,11935,45595,3301,1948,299,314,51451,8250,454,449,63,60,9277,4427,774,596,79,64,5940,4512,997,754,68,96,6431,6157,965,401,29,47,7597,5669,1189,846,158,115,7984,2095,281,177,25,18,2601,9005,2048,1541,295,113,13001,7155,2835,2332,259,278,12856,6682,814,516,71,51,8133,1276,207,237,39,37,1793,1742,283,191,32,14,2274,24346,2574,1670,197,290,29071,6816,599,813,51,118,8402,20588,463,468,80,123,21722,2047,339,350,37,23,2799,2334,252,177,28,4,2796,9724,1978,904,99,81,12784,8171,572,371,57,70,9246,4901,233,234,67,74,5507,2145,431,456,71,49,3148,47393,6558,4174,503,381,59008,5718,541,421,52,40,6760,16563,1881
19799,42,3,13,0,3,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
19499,42003,10596,23413,863,1360,78240,83,19,45,0,0,151,1159,535,1035,55,27,2817,170,62,96,6,3,338,90,40,68,3,3,204,215,72,78,10,11,380,120,60,60,5,3,243,131,51,119,5,0,309,141,68,148,6,6,372,169,46,156,8,0,378,544,158,421,11,15,1156,124,33,129,0,5,293,148,72,131,4,7,358,281,87,115,7,15,506,424,184,150,0,11,776,273,132,284,21,12,721,29,6,29,0,0,63,424,220,390,25,12,1074,645,417,666,27,62,1815,182,44,68,6,3,296,51,36,54,3,3,142,69,37,76,0,7,195,1583,333,742,26,47,2726,198,46,205,3,10,461,317,42,121,8,0,487,94,61,114,3,3,272,67,19,35,0,4,129,220,90,146,4,3,466,93,28,22,5,3,149,86,11,35,0,3,136,79,40,82,9,6,210,1973,637,1565,54,56,4295,146,34,96,0,5,276,413,138
