GCCSA_CODE_2016,Emp_15_19_HW_0,Emp_15_19_HW_1_15,Emp_15_19_HW_16_24,Emp_15_19_HW_25_34,Emp_15_19_HW_35_39,Emp_15_19_HW_40,Emp_15_19_HW_41_48,Emp_15_19_HW_49mor,Emp_15_19_HW_NS,Emp_15_19_Tot,Emp_20_24_HW_0,Emp_20_24_HW_1_15,Emp_20_24_HW_16_24,Emp_20_24_HW_25_34,Emp_20_24_HW_35_39,Emp_20_24_HW_40,Emp_20_24_HW_41_48,Emp_20_24_HW_49mor,Emp_20_24_HW_NS,Emp_20_24_Tot,Emp_25_29_HW_0,Emp_25_29_HW_1_15,Emp_25_29_HW_16_24,Emp_25_29_HW_25_34,Emp_25_29_HW_35_39,Emp_25_29_HW_40,Emp_25_29_HW_41_48,Emp_25_29_HW_49mor,Emp_25_29_HW_NS,Emp_25_29_Tot,Emp_30_34_HW_0,Emp_30_34_HW_1_15,Emp_30_34_HW_16_24,Emp_30_34_HW_25_34,Emp_30_34_HW_35_39,Emp_30_34_HW_40,Emp_30_34_HW_41_48,Emp_30_34_HW_49mor,Emp_30_34_HW_NS,Emp_30_34_Tot,Emp_35_39_HW_0,Emp_35_39_HW_1_15,Emp_35_39_HW_16_24,Emp_35_39_HW_25_34,Emp_35_39_HW_35_39,Emp_35_39_HW_40,Emp_35_39_HW_41_48,Emp_35_39_HW_49mor,Emp_35_39_HW_NS,Emp_35_39_Tot,Emp_40_44_HW_0,Emp_40_44_HW_1_15,Emp_40_44_HW_16_24,Emp_40_44_HW_25_34,Emp_40_44_HW_35_39,Emp_40_44_HW_40,Emp_40_44_HW_41_48,Emp_40_44_HW_49mor,Emp_40_44_HW_NS,Emp_40_44_Tot,Emp_45_49_HW_0,Emp_45_49_HW_1_15,Emp_45_49_HW_16_24,Emp_45_49_HW_25_34,Emp_45_49_HW_35_39,Emp_45_49_HW_40,Emp_45_49_HW_41_48,Emp_45_49_HW_49mor,Emp_45_49_HW_NS,Emp_45_49_Tot,Emp_50_54_HW_0,Emp_50_54_HW_1_15,Emp_50_54_HW_16_24,Emp_50_54_HW_25_34,Emp_50_54_HW_35_39,Emp_50_54_HW_40,Emp_50_54_HW_41_48,Emp_50_54_HW_49mor,Emp_50_54_HW_NS,Emp_50_54_Tot,Emp_55_59_HW_0,Emp_55_59_HW_1_15,Emp_55_59_HW_16_24,Emp_55_59_HW_25_34,Emp_55_59_HW_35_39,Emp_55_59_HW_40,Emp_55_59_HW_41_48,Emp_55_59_HW_49mor,Emp_55_59_HW_NS,Emp_55_59_Tot,Emp_60_64_HW_0,Emp_60_64_HW_1_15,Emp_60_64_HW_16_24,Emp_60_64_HW_25_34,Emp_60_64_HW_35_39,Emp_60_64_HW_40,Emp_60_64_HW_41_48,Emp_60_64_HW_49mor,Emp_60_64_HW_NS,Emp_60_64_Tot,Emp_65_69_HW_0,Emp_65_69_HW_1_15,Emp_65_69_HW_16_24,Emp_65_69_HW_25_34,Emp_65_69_HW_35_39,Emp_65_69_HW_40,Emp_65_69_HW_41_48,Emp_65_69_HW_49mor,Emp_65_69_HW_NS,Emp_65_69_Tot,Emp_70_74_HW_0,Emp_70_74_HW_1_15,Emp_70_74_HW_16_24,Emp_70_74_HW_25_34,Emp_70_74_HW_35_39,Emp_70_74_HW_40,Emp_70_74_HW_41_48,Emp_70_74_HW_49mor,Emp_70_74_HW_NS,Emp_70_74_Tot,Emp_75ov_HW_0,Emp_75ov_HW_1_15,Emp_75ov_HW_16_24,Emp_75ov_HW_25_34,Emp_75ov_HW_35_39,Emp_75ov_HW_40,Emp_75ov_HW_41_48,Emp_75ov_HW_49mor,Emp_75ov_HW_NS,Emp_75ov_Tot,Emp_Tot_HW_0,Emp_Tot_HW_1_15,Emp_Tot_HW_16_24,Emp_Tot_HW_25_34,Emp_Tot_HW_35_39,Emp_Tot_HW_40,Emp_Tot_HW_41_48,Emp_Tot_HW_49mor,Emp_Tot_HW_NS,Emp_Tot_Tot,OM_IEs_15_19_HW_0,OM_IEs_15_19_HW_1_15,OM_IEs_15_19_HW_16_24,OM_IEs_15_19_HW_25_34,OM_IEs_15_19_HW_35_39,OM_IEs_15_19_HW_40,OM_IEs_15_19_HW_41_48,OM_IEs_15_19_HW_49mor,OM_IEs_15_19_HW_NS,OM_IEs_15_19_Tot,OM_IEs_20_24_HW_0,OM_IEs_20_24_HW_1_15,OM_IEs_20_24_HW_16_24,OM_IEs_20_24_HW_25_34,OM_IEs_20_24_HW_35_39,OM_IEs_20_24_HW_40,OM_IEs_20_24_HW_41_48,OM_IEs_20_24_HW_49mor,OM_IEs_20_24_HW_NS,OM_IEs_20_24_Tot,OM_IEs_25_29_HW_0,OM_IEs_25_29_HW_1_15,OM_IEs_25_29_HW_16_24,OM_IEs_25_29_HW_25_34,OM_IEs_25_29_HW_35_39,OM_IEs_25_29_HW_40,OM_IEs_25_29_HW_41_48,OM_IEs_25_29_HW_49mor,OM_IEs_25_29_HW_NS,OM_IEs_25_29_Tot,OM_IEs_30_34_HW_0,OM_IEs_30_34_HW_1_15,OM_IEs_30_34_HW_16_24,OM_IEs_30_34_HW_25_34,OM_IEs_30_34_HW_35_39,OM_IEs_30_34_HW_40,OM_IEs_30_34_HW_41_48,OM_IEs_30_34_HW_49mor,OM_IEs_30_34_HW_NS,OM_IEs_30_34_Tot,OM_IEs_35_39_HW_0,OM_IEs_35_39_HW_1_15,OM_IEs_35_39_HW_16_24,OM_IEs_35_39_HW_25_34,OM_IEs_35_39_HW_35_39,OM_IEs_35_39_HW_40,OM_IEs_35_39_HW_41_48,OM_IEs_35_39_HW_49mor,OM_IEs_35_39_HW_NS,OM_IEs_35_39_Tot,OM_IEs_40_44_HW_0,OM_IEs_40_44_HW_1_15,OM_IEs_40_44_HW_16_24,OM_IEs_40_44_HW_25_34,OM_IEs_40_44_HW_35_39,OM_IEs_40_44_HW_40,OM_IEs_40_44_HW_41_48,OM_IEs_40_44_HW_49mor,OM_IEs_40_44_HW_NS,OM_IEs_40_44_Tot
6RTAS,234,3039,695,465,662,411,186,116,156,5966,336,1272,961,1223,2164,1339,676,548,157,8672,378,762,727,989,2005,1480,913,868,126,8255,483,800,910,1024,1758,1326,885,992,122,8303,329,770,1038,1156,1602,1265,865,970,123,8115,296,797,1153,1357,1925,1537,921,1055,140,9176,354,785,1153,1542,2307,1738,1027,1228,154,10288,414,720,1124,1573,2328,1683,1045,1258,119,10257,484,809,1110,1369,2024,1352,906,1057,124,9234,362,757,891,932,1165,814,399,507,84,5913,130,507,327,234,261,200,94,141,34,1924,25,230,101,54,32,32,17,26,13,547,13,86,36,14,16,17,3,5,13,197,3844,11353,10213,11935,18258,13186,7926,8765,1367,86849,0,3,0,3,0,0,0,0,0,13,0,4,3,3,3,3,11,15,0,40,0,10,5,13,17,26,7,71,3,153,12,25,15,24,32,50,31,127,3,322,5,29,23,43,30,78,42,190,5,451,8,37,34,43,59,126,67,268,3,647
6GHOB,231,3121,597,365,432,297,94,50,112,5303,315,1883,1084,1202,1934,1248,527,372,154,8723,393,868,846,1108,2544,1709,855,707,144,9183,571,734,1106,1135,2397,1677,911,795,125,9461,403,726,1099,1195,2050,1543,865,864,97,8842,320,676,1045,1544,2273,1640,1007,1042,100,9644,274,573,1041,1472,2479,1720,1062,1175,92,9886,345,507,874,1448,2590,1609,1003,1102,102,9593,399,591,968,1326,2299,1414,805,938,74,8811,269,628,732,806,1176,708,410,499,45,5267,83,479,321,224,294,171,90,131,20,1811,29,178,84,34,44,37,18,23,3,446,10,90,22,22,16,9,4,3,13,185,3639,11070,9814,11878,20531,13786,7647,7709,1084,87152,0,5,0,0,3,0,0,0,0,14,0,3,0,0,3,4,0,12,0,30,3,15,17,8,19,39,13,46,0,155,5,16,14,19,37,66,26,117,8,307,13,20,20,37,54,86,45,145,3,427,3,30,33,50,47,98,75,216,3,554
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,7,0,5,0,0,0,0,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,3,0,3,26,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,7,79,25,27,56,58,21,6,15,298,23,77,43,58,116,138,63,64,20,589,42,67,53,66,105,141,65,91,10,645,37,73,43,54,95,138,66,90,16,616,27,71,51,49,55,106,34,79,8,481,32,69,45,60,69,94,47,82,9,502,36,76,63,66,78,94,42,83,21,562,38,91,68,76,80,97,57,71,12,586,41,90,77,69,61,77,30,56,9,524,29,96,58,61,41,43,23,40,14,396,15,47,27,11,11,5,7,5,0,129,3,20,8,9,5,0,0,3,5,51,3,11,0,3,0,0,0,0,0,15,349,871,548,605,774,995,459,671,145,5407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,0,0,7,0,3,10,3,7,0,33,0,0,0,7,0,9,12,30,0,65,3,3,0,7,8,20,4,16,0,59,5,4,4,15,3,22,9,29,4,95
5RWAU,362,4760,950,991,1262,1022,500,533,311,10698,683,1167,1174,1734,3104,2803,1764,3472,432,16333,1420,1242,1279,1663,3370,3309,2834,8061,402,23572,1746,1664,1713,1776,2929,3073,2888,9116,430,25334,1309,1584,1738,1901,2703,2805,2486,7823,368,22709,1137,1547,1840,2240,2985,3170,2640,7711,403,23668,1257,1463,1792,2383,3319,3317,2658,7667,412,24276,1286,1184,1575,2320,3299,3057,2352,7098,373,22546,1272,1174,1568,2031,2918,2485,2019,5404,303,19171,854,1108,1236,1415,1836,1452,1137,2767,172,11977,300,837,551,431,521,446,296,789,63,4233,69,366,187,114,78,87,48,126,28,1110,19,165,65,42,36,43,12,47,14,453,11730,18255,15668,19042,28369,27062,21636,60628,3700,206089,0,5,3,5,0,3,0,7,3,24,3,6,5,8,12,16,13,42,3,113,16,32,11,27,35,71,30,190,9,411,37,84,51,70,75,139,70,445,18,991,38,112,87,102,79,206,88,619,22,1349,40,91,105,134,115,296,159,761,25,1730
5GPER,1338,25801,5341,3016,3378,2636,815,673,891,43901,2240,16026,11790,9177,15614,13139,5660,4901,1725,80272,3381,6617,8337,8241,21981,20937,10367,11595,1600,93048,4650,6258,8596,7960,20522,21195,10587,12979,1316,94055,3227,6095,8305,7909,16460,17303,8828,11327,1051,80499,2134,5648,7888,9240,16097,16852,8535,11529,1013,78937,2099,4778,7211,9490,16745,16383,8778,11856,958,78297,2260,3856,6272,8725,16047,14295,7745,10311,783,70304,2336,3909,5717,7453,13451,10796,6127,8021,620,58425,1913,3761,4926,5270,8413,6575,3310,4269,382,38812,873,3013,2522,1885,2631,2004,1024,1334,150,15439,239,1445,765,495,437,366,176,243,65,4228,84,697,283,138,119,110,59,69,33,1586,26773,87905,77950,78990,151902,142591,72012,89101,10581,737794,0,47,13,9,7,3,7,9,3,91,11,62,50,63,57,107,41,124,15,536,44,152,123,200,250,463,201,706,32,2158,88,353,264,415,427,923,415,1528,87,4491,95,423,376,555,516,1271,543,1987,67,5840,88,468,421,673,575,1535,682,2503,89,7031
59799,0,8,0,0,0,0,0,4,0,13,0,0,0,0,0,3,0,34,3,42,10,0,3,4,0,3,0,127,3,150,30,4,0,0,7,3,6,184,5,234,24,5,3,3,4,7,3,167,0,221,14,4,3,0,4,5,0,179,7,217,29,3,3,0,0,3,3,168,3,209,31,3,3,10,3,3,5,162,0,221,19,0,0,0,0,4,5,118,0,146,3,3,3,0,0,0,0,45,0,58,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,162,36,18,21,23,30,35,1187,23,1533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
59499,68,481,131,159,319,384,109,90,63,1811,216,613,389,408,689,979,328,542,114,4272,325,365,331,393,620,929,421,1208,100,4693,350,320,309,311,500,732,345,1075,116,4057,297,325,244,273,356,539,278,898,88,3291,226,334,276,290,314,520,251,779,73,3070,238,309,275,316,350,450,236,790,69,3040,246,292,276,325,316,419,201,699,67,2842,227,295,239,281,238,313,150,488,45,2290,174,291,203,186,144,167,101,262,28,1560,73,195,92,68,53,43,31,73,15,643,19,94,28,24,16,10,6,19,9,218,12,25,14,7,3,3,3,7,4,81,2466,3944,2814,3044,3927,5492,2458,6937,788,31866,0,4,0,0,0,3,0,3,0,11,3,10,7,12,5,24,10,30,0,108,9,16,22,29,37,74,33,101,3,324,16,22,25,50,45,136,51,176,9,529,13,25,40,54,54,134,56,219,3,602,19,46,44,66,59,145,70,234,9,687
4RSAU,274,4026,804,642,843,518,240,163,207,7727,432,1204,1125,1641,2645,1851,984,955,204,11031,600,903,897,1294,2471,2033,1354,1736,212,11496,625,1044,1186,1298,2000,1739,1227,1885,196,11201,409,997,1228,1386,1832,1590,1064,1698,140,10334,373,992,1305,1721,2284,1885,1205,1785,154,11721,432,1028,1375,2039,2684,2042,1382,1951,171,13095,513,1020,1420,1910,2702,1847,1356,1882,167,12816,574,1063,1354,1909,2393,1649,1174,1577,139,11834,464,969,1086,1183,1479,1024,690,906,80,7880,174,680,453,359,331,283,155,225,41,2704,32,288,135,92,57,58,28,45,12,744,21,126,43,37,36,30,13,30,8,346,4929,14332,12411,15505,21750,16557,10869,14848,1733,112942,0,6,0,0,3,0,3,0,0,19,0,3,3,5,12,16,11,30,0,87,5,18,13,23,30,32,31,103,0,262,13,51,32,41,38,93,45,227,7,555,18,46,46,78,62,120,81,363,11,832,10,49,50,83,89,178,112,496,7,1065
4GADE,879,16959,3329,1926,1792,993,440,235,531,27083,1519,11845,7077,7299,10516,6248,3184,2210,993,50893,2203,4537,4889,6466,15334,9967,6045,4996,852,55285,3248,4090,5565,6676,15002,10232,6145,5710,783,57455,2110,3788,5628,6647,13076,8898,5383,5327,583,51435,1393,3398,5470,7438,12988,9359,5789,5914,547,52291,1279,3194,4961,7785,13692,9607,5834,6554,599,53506,1544,2822,4505,7507,13850,8451,5553,5911,491,50633,1693,2809,4313,6523,11813,6910,4450,5177,362,44052,1303,2786,3476,4230,7040,3968,2474,2897,278,28446,561,2134,1567,1339,1833,1066,711,756,123,10084,127,964,421,300,259,172,84,151,40,2518,48,384,125,106,102,56,47,46,34,947,17926,59711,51324,64228,117289,75907,46145,45885,6213,484637,3,43,3,10,4,0,3,0,3,72,9,41,34,35,44,65,27,67,4,334,13,75,67,94,155,228,104,408,29,1174,55,142,122,201,253,450,210,816,24,2272,66,186,178,307,315,567,320,1130,35,3122,46,230,216,419,357,742,390,1404,52,3847
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,3,0,7,6,0,0,0,3,0,0,3,0,14,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,0,3,8,4,5,15,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,52,309,60,71,173,190,47,32,27,956,128,418,214,294,511,558,172,198,60,2558,129,236,220,281,406,499,235,302,53,2354,136,227,191,201,335,398,192,267,44,1998,117,220,188,181,231,277,161,240,35,1657,108,251,182,231,274,323,159,260,38,1816,112,276,234,255,294,306,137,284,38,1930,117,311,255,289,279,290,148,220,29,1942,124,296,255,260,229,228,117,188,34,1719,114,267,195,169,120,120,59,107,13,1165,47,173,68,65,47,32,19,33,4,485,6,78,22,18,10,7,8,7,0,162,3,24,9,3,5,11,0,0,4,61,1208,3077,2092,2317,2911,3238,1457,2137,380,18802,0,0,0,3,0,3,0,0,0,7,3,5,3,3,6,12,3,9,0,45,0,11,9,10,16,42,19,72,7,194,5,24,13,20,33,68,27,116,5,317,4,15,11,33,27,69,34,108,7,321,11,30,24,31,36,94,34,106,6,375
3RQLD,1923,30919,7434,6184,6411,3842,1865,1686,1442,61714,2425,10374,9404,12446,20457,13572,8123,8441,1808,87039,3790,5909,7243,10340,21100,15859,10407,13831,1660,90130,4425,5988,7946,9868,18348,14750,9832,15104,1412,87681,2936,5946,7977,10413,16748,13730,8663,13960,1221,81592,2417,5892,8048,12114,18152,15520,9506,15118,1350,88115,2363,5098,7583,12516,19647,15478,9589,15376,1267,88923,2754,4598,7184,12009,19273,13872,8917,13957,1073,83635,2948,4657,6703,10493,16347,11252,7004,10955,941,71293,2235,4482,5201,7011,9800,6356,3744,5717,594,45139,859,3392,2449,2379,2773,1851,1060,1727,237,16730,201,1581,825,569,485,360,174,349,92,4634,80,639,258,166,149,123,66,122,56,1660,29363,89468,78249,106506,169677,126582,78954,116339,13152,808289,8,48,19,9,9,10,8,15,12,139,18,49,37,59,76,133,46,187,22,626,51,120,137,174,251,401,217,903,49,2308,93,329,304,407,453,1016,380,2091,67,5147,80,436,445,633,611,1347,523,2870,105,7060,86,455,522,847,774,1848,813,4108,127,9577
3GBRI,1666,30408,8177,4935,4801,3203,1349,995,1264,56787,2656,17124,14470,13597,22014,16099,8092,6846,2069,102972,3888,6901,9614,11301,28547,23157,12583,13420,1888,111296,5687,6017,9341,10731,27050,23762,12480,15332,1599,111993,3843,5656,8830,10890,23142,21667,11098,14658,1319,101097,2437,5278,8704,11861,22850,22284,11531,16083,1274,102300,2218,4701,7481,11641,22715,20539,11360,15893,1214,97781,2480,3821,6285,10310,21238,17400,9968,13926,989,86422,2643,3831,5886,8529,17672,12923,7328,10113,766,69700,1982,3619,4363,5779,10637,7177,3795,5151,454,42956,792,2815,2198,2201,3051,2055,1062,1487,190,15847,184,1286,703,494,442,392,210,314,52,4075,63,525,213,135,141,103,52,82,49,1358,30541,91985,86256,102405,204293,170768,90908,114288,13132,904578,6,61,21,13,7,5,4,10,4,133,20,75,59,81,76,160,62,196,19,757,54,129,158,229,312,576,259,919,48,2686,109,299,333,477,588,1145,427,2061,80,5517,94,438,401,616,667,1535,585,2761,125,7221,83,480,509,800,703,1920,809,3692,118,9117
39799,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,5,16,0,0,0,0,0,6,0,8,3,16,5,0,0,0,0,0,0,9,0,20,0,0,0,0,0,0,0,8,0,14,3,0,0,0,0,3,0,22,0,28,6,0,0,0,0,0,0,14,0,22,3,0,0,0,0,0,0,7,0,17,0,0,0,0,4,3,3,10,0,13,0,0,0,0,0,0,4,7,0,11,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,21,3,0,3,10,11,15,99,4,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,159,1026,299,337,571,637,275,218,128,3652,293,951,671,785,1382,1684,839,948,225,7778,372,594,542,706,1203,1676,910,1522,183,7704,408,536,480,612,1000,1383,778,1495,171,6865,331,531,437,545,829,1135,642,1256,155,5853,304,586,491,636,835,1174,625,1216,164,6042,300,561,498,633,813,1090,592,1181,124,5792,288,553,518,710,725,912,432,963,106,5207,305,498,525,571,642,666,393,695,66,4378,234,493,425,457,385,415,206,413,53,3084,111,327,175,166,81,130,62,128,29,1210,39,154,66,32,23,18,19,29,10,392,17,59,26,12,7,5,7,11,3,151,3167,6874,5161,6196,8497,10929,5790,10085,1411,58103,0,3,4,3,3,0,0,3,3,23,0,9,10,13,25,24,22,50,7,156,23,29,27,47,54,123,68,245,12,617,29,39,34,75,99,233,91,470,16,1083,25,50,54,103,101,264,119,541,24,1273,45,89,68,127,126,388,164,687,22,1717
2RVIC,1312,19261,3075,1992,2844,2172,802,544,923,32932,1641,8171,5722,6036,10163,8212,3752,2891,1232,47824,2057,3595,4098,5024,11270,9972,5416,5024,862,47320,2581,3924,4893,4814,8864,8374,5053,5415,736,44653,1804,3854,5381,5243,7945,7423,4322,5199,605,41785,1406,3892,5620,6636,8754,8356,4816,5677,633,45796,1460,3526,5638,7462,9847,8990,4949,5946,656,48461,1862,3340,5405,7550,10548,8344,4781,5888,639,48357,2187,3754,5470,7026,9204,7214,3982,4878,565,44287,1855,3691,4413,4731,5716,4118,2154,2547,389,29614,742,2580,1790,1409,1403,1091,510,724,146,10397,154,1029,515,297,242,190,94,147,55,2730,63,458,184,126,108,123,42,70,53,1223,19133,61075,52202,58352,86925,74573,40666,44951,7491,445362,5,57,8,3,5,8,3,12,3,98,8,32,20,29,37,59,34,92,6,313,31,60,60,57,101,254,115,451,23,1159,71,187,142,206,232,468,272,1027,48,2649,63,236,211,293,298,622,313,1536,42,3614,77,279,248,422,387,925,441,1988,63,4825
2GMEL,2579,53393,9951,4503,4825,3968,1393,852,2074,83545,4521,41818,31653,20892,33312,28993,11730,8662,4452,186052,6591,15706,21382,20778,58232,56680,26339,24786,4506,235003,11014,12880,19692,19694,56358,58303,26393,28574,3653,236559,7926,12354,19211,19576,44908,47543,21803,26661,2796,202779,4537,11981,18932,21876,39713,43644,21005,27219,2570,191478,3859,10960,17310,22246,39717,39833,20823,27312,2493,184552,3976,9200,14639,19685,37287,34157,17565,23653,2201,162362,4228,8806,13164,17070,30809,26255,13629,18059,1661,133672,3548,8292,10376,12076,19442,14275,6988,9123,1078,85195,1643,6350,5296,4568,5924,4415,2027,2662,457,33341,465,3051,1613,1090,1131,916,363,479,186,9289,182,1489,509,334,338,286,108,199,119,3562,55071,196274,183730,184397,371987,359273,170178,198232,28251,1747384,7,137,48,16,14,14,7,15,17,274,39,192,192,154,179,285,116,292,44,1490,117,304,395,458,767,1435,562,1802,136,5968,245,751,740,994,1513,3016,1137,4215,231,12834,244,1032,1010,1472,1639,3892,1450,5481,263,16491,280,1201,1176,1878,1848,4473,1843,7186,319,20207
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,16,3,0,0,0,0,0,0,7,0,15,0,3,0,0,0,0,0,15,0,28,0,0,0,0,0,4,3,12,0,22,6,3,0,3,0,3,0,13,0,24,5,0,0,0,0,0,3,11,0,22,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,10,7,10,15,6,75,3,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,153,1237,286,202,701,928,246,144,152,4054,365,1535,922,832,1798,2806,778,689,315,10045,414,824,790,888,1642,2554,896,1099,275,9391,419,670,596,716,1236,1957,819,1060,214,7683,312,653,542,595,976,1474,580,911,176,6217,262,726,610,647,903,1442,600,916,170,6280,265,783,697,736,903,1338,519,840,171,6247,330,775,719,741,740,1139,420,704,134,5704,297,787,669,673,722,847,322,501,101,4930,236,723,510,444,415,440,163,268,78,3281,123,504,242,180,108,156,45,76,40,1467,41,235,72,46,22,30,10,15,23,490,25,107,26,19,17,15,7,11,8,235,3240,9564,6695,6710,10200,15133,5398,7237,1848,66028,3,7,0,0,0,3,0,0,0,14,10,15,17,20,36,65,20,49,0,246,26,29,45,63,137,241,123,303,20,989,46,52,64,106,150,432,171,523,37,1583,49,82,75,146,171,504,206,669,43,1940,43,103,110,187,215,597,227,692,41,2221
1RNSW,2447,30835,6508,4667,6372,4367,1678,1431,1596,59896,2717,12537,9944,11283,19313,13708,6692,6076,2072,84349,3710,6583,7491,9293,20252,16554,9236,10291,1539,84954,4355,6486,8937,9456,17479,14672,8643,10776,1284,82090,2810,6249,9288,9885,16004,13596,7825,10523,1204,77389,2246,6151,9564,11802,18381,15830,8851,11586,1195,85618,2236,5901,9106,12501,20542,15950,9278,11962,1268,88746,2770,5783,9231,13054,21505,15314,8663,11138,1195,88648,3589,6214,9210,12214,19051,13737,7395,9611,981,82009,2665,5972,7283,7733,10517,7380,3613,4819,630,50609,1057,4135,3191,2259,2756,1972,845,1347,269,17831,265,1831,930,582,421,399,144,268,94,4931,106,776,327,169,185,163,81,120,79,2009,30978,99460,91019,104893,172779,133644,72943,89963,13406,809074,5,40,7,5,12,17,13,17,7,125,16,45,34,53,65,115,61,170,11,568,39,128,109,155,249,375,185,731,33,2007,101,240,229,343,389,819,360,1638,63,4184,95,340,392,479,574,1223,475,2375,72,6029,112,408,457,721,667,1636,681,3307,104,8091
1GSYD,3481,47883,12777,6422,7314,6411,2153,1581,2301,90329,4766,35162,34160,20985,36800,35520,14428,12978,5102,199908,6927,13527,24897,18086,59538,63971,28013,31766,5001,251719,11219,11561,22174,18343,59373,66352,27695,35526,4366,256609,8099,11466,19790,18973,50019,55635,23681,33110,3359,224134,4532,11124,18409,20584,44401,50822,22998,33866,2751,209488,3543,9907,15611,19779,41860,44124,21081,32342,2673,190913,3954,8905,13992,18271,41479,38201,18566,27770,2427,173578,4262,8722,12792,15763,35394,30053,14828,20832,1780,144431,3366,8288,10990,10485,21389,16972,7314,10286,1178,90270,1636,6335,6031,4246,7153,5810,2320,3282,510,37326,504,3137,2172,1200,1465,1251,477,653,152,11021,182,1495,724,415,377,366,132,207,123,4013,56481,177507,194514,173563,406567,415504,183680,244197,31722,1883735,17,111,42,31,22,28,6,34,14,312,38,183,179,176,214,348,121,423,76,1755,137,345,445,537,871,1728,598,2125,177,6960,259,769,866,1102,1508,3633,1167,4674,303,14272,220,1011,1228,1581,1840,4663,1534,6377,328,18790,255,1216,1368,1977,1989,5586,1962,8147,346,22849
19799,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,3,0,8,3,0,0,0,0,3,0,0,0,11,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,6,3,9,3,21,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
