GCCSA_CODE_2016,SEO_AGFF_Bf_91,SEO_AGFF_91_95,SEO_AGFF_96_00,SEO_AGFF_01_05,SEO_AGFF_06_10,SEO_AGFF_11_15,SEO_AGFF_2016,SEO_AGFF_NS,SEO_AGFF_Tot,SEO_Min_Bf_91,SEO_Min_91_95,SEO_Min_96_00,SEO_Min_01_05,SEO_Min_06_10,SEO_Min_11_15,SEO_Min_2016,SEO_Min_NS,SEO_Min_Tot,SEO_Mnf_Bf_91,SEO_Mnf_91_95,SEO_Mnf_96_00,SEO_Mnf_01_05,SEO_Mnf_06_10,SEO_Mnf_11_15,SEO_Mnf_2016,SEO_Mnf_NS,SEO_Mnf_Tot,SEO_EGWWS_Bf_91,SEO_EGWWS_91_95,SEO_EGWWS_96_00,SEO_EGWWS_01_05,SEO_EGWWS_06_10,SEO_EGWWS_11_15,SEO_EGWWS_2016,SEO_EGWWS_NS,SEO_EGWWS_Tot,SEO_Const_Bf_91,SEO_Const_91_95,SEO_Const_96_00,SEO_Const_01_05,SEO_Const_06_10,SEO_Const_11_15,SEO_Const_2016,SEO_Const_NS,SEO_Const_Tot,SEO_WST_Bf_91,SEO_WST_91_95,SEO_WST_96_00,SEO_WST_01_05,SEO_WST_06_10,SEO_WST_11_15,SEO_WST_2016,SEO_WST_NS,SEO_WST_Tot,SEO_RetT_Bf_91,SEO_RetT_91_95,SEO_RetT_96_00,SEO_RetT_01_05,SEO_RetT_06_10,SEO_RetT_11_15,SEO_RetT_2016,SEO_RetT_NS,SEO_RetT_Tot,SEO_AcFd_Bf_91,SEO_AcFd_91_95,SEO_AcFd_96_00,SEO_AcFd_01_05,SEO_AcFd_06_10,SEO_AcFd_11_15,SEO_AcFd_2016,SEO_AcFd_NS,SEO_AcFd_Tot,SEO_TPW_Bf_91,SEO_TPW_91_95,SEO_TPW_96_00,SEO_TPW_01_05,SEO_TPW_06_10,SEO_TPW_11_15,SEO_TPW_2016,SEO_TPW_NS,SEO_TPW_Tot,SEO_IMT_Bf_91,SEO_IMT_91_95,SEO_IMT_96_00,SEO_IMT_01_05,SEO_IMT_06_10,SEO_IMT_11_15,SEO_IMT_2016,SEO_IMT_NS,SEO_IMT_Tot,SEO_FinIns_Bf_91,SEO_FinIns_91_95,SEO_FinIns_96_00,SEO_FinIns_01_05,SEO_FinIns_06_10,SEO_FinIns_11_15,SEO_FinIns_2016,SEO_FinIns_NS,SEO_FinIns_Tot,SEO_RHRE_Bf_91,SEO_RHRE_91_95,SEO_RHRE_96_00,SEO_RHRE_01_05,SEO_RHRE_06_10,SEO_RHRE_11_15,SEO_RHRE_2016,SEO_RHRE_NS,SEO_RHRE_Tot,SEO_ProSTS_Bf_91,SEO_ProSTS_91_95,SEO_ProSTS_96_00,SEO_ProSTS_01_05,SEO_ProSTS_06_10,SEO_ProSTS_11_15,SEO_ProSTS_2016,SEO_ProSTS_NS,SEO_ProSTS_Tot,SEO_AdSup_Bf_91,SEO_AdSup_91_95,SEO_AdSup_96_00,SEO_AdSup_01_05,SEO_AdSup_06_10,SEO_AdSup_11_15,SEO_AdSup_2016,SEO_AdSup_NS,SEO_AdSup_Tot,SEO_PubAS_Bf_91,SEO_PubAS_91_95,SEO_PubAS_96_00,SEO_PubAS_01_05,SEO_PubAS_06_10,SEO_PubAS_11_15,SEO_PubAS_2016,SEO_PubAS_NS,SEO_PubAS_Tot,SEO_EdTrn_Bf_91,SEO_EdTrn_91_95,SEO_EdTrn_96_00,SEO_EdTrn_01_05,SEO_EdTrn_06_10,SEO_EdTrn_11_15,SEO_EdTrn_2016,SEO_EdTrn_NS,SEO_EdTrn_Tot,SEO_HC_SA_Bf_91,SEO_HC_SA_91_95,SEO_HC_SA_96_00,SEO_HC_SA_01_05,SEO_HC_SA_06_10,SEO_HC_SA_11_15,SEO_HC_SA_2016,SEO_HC_SA_NS,SEO_HC_SA_Tot,SEO_ArtsR_Bf_91,SEO_ArtsR_91_95,SEO_ArtsR_96_00,SEO_ArtsR_01_05,SEO_ArtsR_06_10,SEO_ArtsR_11_15,SEO_ArtsR_2016,SEO_ArtsR_NS,SEO_ArtsR_Tot,SEO_OthSvs_Bf_91,SEO_OthSvs_91_95,SEO_OthSvs_96_00,SEO_OthSvs_01_05,SEO_OthSvs_06_10,SEO_OthSvs_11_15,SEO_OthSvs_2016,SEO_OthSvs_NS,SEO_OthSvs_Tot,SEO_IDNS_Bf_91,SEO_IDNS_91_95,SEO_IDNS_96_00,SEO_IDNS_01_05,SEO_IDNS_06_10,SEO_IDNS_11_15,SEO_IDNS_2016,SEO_IDNS_NS,SEO_IDNS_Tot,SEO_Tot_Bf_91,SEO_Tot_91_95,SEO_Tot_96_00,SEO_Tot_01_05,SEO_Tot_06_10,SEO_Tot_11_15,SEO_Tot_2016,SEO_Tot_NS,SEO_Tot_Tot,SOLSEWVW_AGFF_Bf_91,SOLSEWVW_AGFF_91_95,SOLSEWVW_AGFF_96_00,SOLSEWVW_AGFF_01_05,SOLSEWVW_AGFF_06_10,SOLSEWVW_AGFF_11_15,SOLSEWVW_AGFF_2016,SOLSEWVW_AGFF_NS,SOLSEWVW_AGFF_Tot,SOLSEWVW_Min_Bf_91,SOLSEWVW_Min_91_95
49499,50,3,5,10,18,23,9,7,119,23,3,7,0,3,4,0,3,44,66,0,6,9,12,12,0,3,111,17,3,0,3,0,3,0,0,28,974,88,114,133,243,113,7,39,1710,48,0,3,0,12,0,0,6,64,79,10,3,3,16,10,0,0,126,26,0,7,3,5,4,0,0,41,132,5,3,4,15,4,0,5,177,35,0,0,6,0,3,0,0,56,12,0,0,0,3,0,0,0,16,13,0,0,3,0,4,0,3,31,116,7,10,10,17,6,3,3,174,412,21,29,42,53,42,0,24,615,61,6,8,12,8,4,0,4,105,107,12,13,12,20,10,3,4,182,301,15,28,31,46,33,3,13,469,18,4,7,6,7,4,0,3,40,124,15,7,17,29,7,0,5,205,104,5,10,19,13,12,3,9,184,2728,209,259,327,524,293,25,127,4497,23,3,5,10,14,21,3,3,73,3,0
3RQLD,1495,126,222,266,284,484,185,160,3215,1494,236,347,356,679,428,7,84,3627,3174,478,807,988,1376,927,51,191,8003,529,69,101,143,186,88,4,23,1142,4259,588,1062,1246,1724,1090,70,252,10290,1396,188,308,368,498,358,28,58,3209,5096,780,1386,1623,2217,1447,87,304,12945,3373,609,1291,1716,2447,2418,237,363,12450,2875,308,595,607,867,597,23,178,6049,585,104,175,201,248,173,8,36,1518,1145,142,276,370,498,347,18,60,2857,1636,204,400,385,477,355,20,67,3537,3087,436,746,953,1085,748,41,128,7225,2128,307,549,585,816,733,72,126,5320,3257,442,673,728,913,449,18,140,6625,5526,730,1131,1350,1662,1140,84,284,11900,9028,1343,2044,2462,3617,2420,151,444,21511,1038,171,286,339,488,380,31,75,2801,2038,332,512,635,1003,720,35,150,5422,2269,310,614,729,973,741,77,344,6048,55421,7908,13518,16042,22055,16027,1241,3465,135683,437,94,105,168,646,1092,252,256,3045,125,51
3GBRI,414,63,88,99,108,131,43,32,978,761,130,209,288,457,365,7,37,2263,5205,802,1447,1671,2209,1467,92,237,13123,854,124,224,298,371,195,9,31,2099,5116,839,1402,1576,2290,1555,105,313,13202,2379,364,628,701,996,677,38,97,5877,5068,862,1754,2029,2544,1734,86,315,14397,1801,443,1034,1552,1945,1683,169,225,8852,4647,661,1127,1210,1765,1223,46,249,10922,898,188,290,348,426,340,20,52,2565,2424,441,692,893,1092,776,35,119,6476,1560,265,384,485,519,384,14,81,3702,5539,1022,1668,2062,2644,1745,119,234,15032,2176,338,592,725,983,949,76,139,5982,5721,813,1121,1234,1342,671,34,186,11126,6889,937,1476,1711,2045,1549,84,270,14959,10419,1648,2442,3077,4186,2738,141,485,25122,896,164,278,331,355,284,26,60,2383,2547,402,653,801,1078,853,50,148,6533,2757,446,794,931,1244,972,72,473,7692,68072,10946,18316,22024,28585,20297,1262,3776,173275,211,67,76,89,219,316,92,67,1135,170,76
39799,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,4,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0
39499,80,3,13,10,18,33,21,11,185,85,16,32,38,68,31,0,11,283,172,28,43,39,59,50,4,12,404,36,5,9,14,26,12,0,0,99,2602,407,666,743,992,665,43,216,6326,129,23,24,29,43,29,0,8,286,218,30,53,54,80,49,0,15,500,85,8,27,30,39,40,0,15,246,447,37,77,75,104,98,8,35,885,82,8,16,21,26,8,0,10,182,48,3,9,17,25,16,0,0,120,73,4,8,17,11,15,3,0,136,297,42,67,82,91,66,3,8,662,932,128,192,208,314,218,9,62,2062,208,30,63,47,52,32,0,7,440,241,40,73,68,73,59,5,11,563,595,83,126,113,157,118,18,31,1231,77,18,27,20,15,24,3,4,186,306,55,51,93,133,71,7,18,734,341,50,108,81,135,116,12,55,895,7064,1029,1666,1795,2467,1755,142,527,16437,12,0,3,11,14,53,29,12,136,7,5
2RVIC,1206,75,212,252,265,318,27,89,2440,127,16,25,14,22,11,0,8,217,1724,140,259,268,321,269,26,102,3113,347,20,39,48,72,35,3,22,583,1037,98,157,161,212,177,7,66,1916,441,32,63,62,81,67,6,21,776,1961,146,269,299,388,363,18,114,3541,1092,133,236,298,388,371,37,108,2662,819,54,78,78,100,71,13,50,1266,216,27,33,43,37,35,6,11,401,415,47,69,71,92,66,4,17,784,267,20,31,27,46,24,3,16,433,1112,98,148,160,200,162,9,41,1932,590,34,68,80,79,88,4,40,975,1557,117,168,189,243,130,5,72,2490,2288,203,272,312,359,309,26,91,3856,4003,370,436,553,665,498,28,190,6742,406,39,61,84,66,102,5,31,785,696,44,63,89,126,93,8,45,1159,855,62,109,109,137,134,21,109,1534,21171,1760,2802,3182,3881,3310,244,1251,37597,448,56,100,169,486,523,85,95,1959,18,3
2GMEL,676,60,138,97,148,179,20,41,1359,303,42,55,63,77,75,4,10,620,11288,1242,1619,1898,2310,2285,151,414,21211,1300,170,269,331,464,409,25,53,3015,6990,715,1132,1171,1828,1767,108,356,14070,4906,557,830,945,1134,1082,70,195,9715,9186,1227,2095,2273,2752,2829,223,480,21066,2852,600,1395,1726,2273,3327,448,402,13030,6463,746,1006,1198,1517,1312,90,321,12660,2800,406,612,739,951,878,66,110,6561,6300,964,1426,1784,2123,2026,140,233,15001,2073,221,294,391,514,527,43,93,4160,12078,1847,2575,3134,4066,4705,529,511,29440,3862,480,721,805,1148,1626,138,234,9014,7856,808,1019,1195,1299,888,56,248,13365,11508,1408,1937,2282,2807,2931,213,422,23508,17290,2117,2543,3329,3980,3770,304,662,33994,1932,299,474,526,685,767,64,96,4840,4080,477,632,753,1116,1245,93,203,8600,5372,628,867,1134,1400,1568,145,696,11811,119117,15028,21639,25781,32591,34178,2937,5790,257048,562,126,159,225,515,477,38,48,2159,173,48
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
29499,59,13,9,9,17,30,3,7,149,23,3,5,8,5,11,0,3,56,166,12,13,27,31,23,0,3,274,48,3,12,7,8,7,0,0,85,2216,221,326,338,490,419,27,170,4201,115,5,9,22,18,29,0,4,211,179,21,36,38,41,33,4,14,368,54,13,14,14,19,23,0,12,148,342,28,38,38,65,52,11,17,596,100,12,22,20,18,11,3,0,192,62,7,10,10,6,12,0,3,102,30,4,3,0,7,8,0,0,61,338,45,55,44,59,73,14,22,648,779,61,79,94,110,119,15,35,1299,289,15,23,25,28,19,0,4,396,256,28,50,65,48,73,16,23,561,637,52,79,88,98,82,10,22,1072,87,7,25,26,23,21,3,5,206,289,17,33,32,41,43,6,16,476,337,43,47,43,84,81,10,56,691,6395,611,905,942,1223,1176,134,418,11799,18,4,4,3,20,13,6,3,74,3,0
1RNSW,1824,123,206,185,252,322,53,147,3118,739,94,105,136,186,91,0,39,1391,2528,259,371,397,428,453,26,149,4606,424,36,64,79,81,34,3,21,742,2626,263,386,332,497,409,26,189,4733,767,79,130,93,145,123,4,40,1378,3577,329,552,558,541,437,27,204,6219,2356,339,557,593,688,735,63,212,5537,1788,103,147,161,156,108,4,106,2573,364,39,67,67,54,41,7,23,655,852,99,115,130,128,93,7,35,1457,700,56,62,52,73,60,7,36,1042,2487,240,349,398,458,318,29,110,4382,1354,134,158,182,234,183,13,94,2351,2973,274,352,343,331,185,13,131,4605,4430,449,542,580,566,501,26,175,7267,8519,883,1056,1203,1355,1126,58,405,14601,571,63,82,108,110,103,18,44,1094,1478,153,176,195,260,175,11,79,2526,1598,158,211,209,255,219,21,217,2887,41947,4168,5688,5998,6792,5730,415,2441,73170,428,81,110,156,390,639,100,83,1992,89,14
1GSYD,514,55,79,72,74,73,3,29,893,346,49,68,81,85,74,5,19,731,8763,1193,1713,1611,1682,1708,137,348,17157,1175,155,257,242,225,219,25,49,2347,8380,1178,1908,1733,2493,3152,246,491,19586,5549,920,1408,1311,1414,1403,104,246,12361,9347,1596,2735,2413,2651,3005,277,508,22536,3745,905,1702,1731,2090,3158,401,439,14173,7315,1066,1453,1192,1239,1164,95,358,13878,4121,835,1243,1338,1574,1630,163,192,11108,10099,2105,3077,3300,3434,3474,299,429,26220,2811,410,558,572,615,610,58,113,5749,14932,3044,4612,4436,5561,6911,881,695,41061,4132,698,1158,1115,1517,2416,261,287,11590,9038,1237,1479,1287,1293,1046,75,306,15765,12178,1793,2463,2307,2392,2491,216,408,24252,18265,2960,3580,3557,3834,3690,295,690,36866,2132,361,587,541,602,754,62,124,5157,4486,684,916,840,1113,1334,116,244,9734,5898,923,1460,1511,1680,1993,223,905,14586,133229,22168,32460,31197,35587,40296,3939,6874,305757,676,167,157,150,272,270,14,44,1753,164,77
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
19499,82,14,22,14,20,30,11,8,207,41,5,4,6,12,3,0,0,68,195,21,34,30,33,31,0,7,352,66,3,13,9,3,12,3,6,115,2740,379,573,462,546,715,44,200,5661,172,19,27,33,24,18,0,17,304,254,32,32,32,38,51,9,15,466,93,17,28,16,29,27,6,10,229,514,44,68,47,70,61,12,30,844,153,22,25,22,27,21,0,3,275,84,21,15,13,24,19,3,3,175,53,5,11,3,13,5,0,9,96,442,61,93,72,76,70,3,22,844,933,111,154,101,134,120,12,44,1613,202,29,43,21,23,20,0,12,352,336,64,68,55,62,60,9,21,678,746,86,121,92,104,84,6,24,1257,130,22,21,33,29,27,0,13,275,367,40,79,59,71,64,4,18,694,430,51,95,69,96,90,12,56,889,8040,1039,1518,1183,1429,1513,149,516,15384,21,6,6,7,13,20,9,5,85,15,3
