GCCSA_CODE_2016,M_Vietnam_OM_UIE,M_Vietnam_CFW,M_Vietnam_ES_NS,M_Vietnam_Tot,M_Zimbabwe_E,M_Zimbabwe_OM_IE,M_Zimbabwe_OM_UIE,M_Zimbabwe_CFW,M_Zimbabwe_ES_NS,M_Zimbabwe_Tot,M_Elsewhere_E,M_Elsewhere_OM_IE,M_Elsewhere_OM_UIE,M_Elsewhere_CFW,M_Elsewhere_ES_NS,M_Elsewhere_Tot,M_COB_NS_E,M_COB_NS_OM_IE,M_COB_NS_OM_UIE,M_COB_NS_CFW,M_COB_NS_ES_NS,M_COB_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_Australia_E,F_Australia_OM_IE,F_Australia_OM_UIE,F_Australia_CFW,F_Australia_ES_NS,F_Australia_Tot,F_Canada_E,F_Canada_OM_IE,F_Canada_OM_UIE,F_Canada_CFW,F_Canada_ES_NS,F_Canada_Tot,F_China_E,F_China_OM_IE,F_China_OM_UIE,F_China_CFW,F_China_ES_NS,F_China_Tot,F_Croatia_E,F_Croatia_OM_IE,F_Croatia_OM_UIE,F_Croatia_CFW,F_Croatia_ES_NS,F_Croatia_Tot,F_Egypt_E,F_Egypt_OM_IE,F_Egypt_OM_UIE,F_Egypt_CFW,F_Egypt_ES_NS,F_Egypt_Tot,F_Fiji_E,F_Fiji_OM_IE,F_Fiji_OM_UIE,F_Fiji_CFW,F_Fiji_ES_NS,F_Fiji_Tot,F_FYROM_E,F_FYROM_OM_IE,F_FYROM_OM_UIE,F_FYROM_CFW,F_FYROM_ES_NS,F_FYROM_Tot,F_Germany_E,F_Germany_OM_IE,F_Germany_OM_UIE,F_Germany_CFW,F_Germany_ES_NS,F_Germany_Tot,F_Greece_E,F_Greece_OM_IE,F_Greece_OM_UIE,F_Greece_CFW,F_Greece_ES_NS,F_Greece_Tot,F_HongKong_E,F_HongKong_OM_IE,F_HongKong_OM_UIE,F_HongKong_CFW,F_HongKong_ES_NS,F_HongKong_Tot,F_India_E,F_India_OM_IE,F_India_OM_UIE,F_India_CFW,F_India_ES_NS,F_India_Tot,F_Indonesia_E,F_Indonesia_OM_IE,F_Indonesia_OM_UIE,F_Indonesia_CFW,F_Indonesia_ES_NS,F_Indonesia_Tot,F_Iran_E,F_Iran_OM_IE,F_Iran_OM_UIE,F_Iran_CFW,F_Iran_ES_NS,F_Iran_Tot,F_Iraq_E,F_Iraq_OM_IE,F_Iraq_OM_UIE,F_Iraq_CFW,F_Iraq_ES_NS,F_Iraq_Tot,F_Ireland_E,F_Ireland_OM_IE,F_Ireland_OM_UIE,F_Ireland_CFW,F_Ireland_ES_NS,F_Ireland_Tot,F_Italy_E,F_Italy_OM_IE,F_Italy_OM_UIE,F_Italy_CFW,F_Italy_ES_NS,F_Italy_Tot,F_Japan_E,F_Japan_OM_IE,F_Japan_OM_UIE,F_Japan_CFW,F_Japan_ES_NS,F_Japan_Tot,F_KoreaSouth_E,F_KoreaSouth_OM_IE,F_KoreaSouth_OM_UIE,F_KoreaSouth_CFW,F_KoreaSouth_ES_NS,F_KoreaSouth_Tot,F_Lebanon_E,F_Lebanon_OM_IE,F_Lebanon_OM_UIE,F_Lebanon_CFW,F_Lebanon_ES_NS,F_Lebanon_Tot,F_Malaysia_E,F_Malaysia_OM_IE,F_Malaysia_OM_UIE,F_Malaysia_CFW,F_Malaysia_ES_NS,F_Malaysia_Tot,F_Malta_E,F_Malta_OM_IE,F_Malta_OM_UIE,F_Malta_CFW,F_Malta_ES_NS,F_Malta_Tot,F_Netherlands_E,F_Netherlands_OM_IE,F_Netherlands_OM_UIE,F_Netherlands_CFW,F_Netherlands_ES_NS,F_Netherlands_Tot,F_NZ_E,F_NZ_OM_IE,F_NZ_OM_UIE,F_NZ_CFW,F_NZ_ES_NS,F_NZ_Tot,F_Pakistan_E,F_Pakistan_OM_IE,F_Pakistan_OM_UIE,F_Pakistan_CFW,F_Pakistan_ES_NS,F_Pakistan_Tot,F_Philippines_E,F_Philippines_OM_IE,F_Philippines_OM_UIE,F_Philippines_CFW,F_Philippines_ES_NS,F_Philippines_Tot,F_Poland_E,F_Poland_OM_IE,F_Poland_OM_UIE,F_Poland_CFW,F_Poland_ES_NS,F_Poland_Tot,F_Singapore_E,F_Singapore_OM_IE,F_Singapore_OM_UIE,F_Singapore_CFW,F_Singapore_ES_NS,F_Singapore_Tot,F_SthAfrica_E,F_SthAfrica_OM_IE,F_SthAfrica_OM_UIE,F_SthAfrica_CFW,F_SthAfrica_ES_NS,F_SthAfrica_Tot,F_SriLanka_E,F_SriLanka_OM_IE,F_SriLanka_OM_UIE,F_SriLanka_CFW
6RTAS,6,0,0,34,38,4,6,0,0,41,629,59,83,15,15,801,845,99,151,36,66,1191,41992,3683,5722,1307,781,53486,39680,1450,2915,1057,499,45596,78,7,18,3,0,108,115,15,22,17,3,166,4,0,0,0,0,4,8,0,0,0,0,8,31,0,0,0,0,30,0,0,0,0,0,0,103,0,29,4,3,145,3,0,3,0,0,8,39,4,4,0,0,49,130,16,11,3,4,162,30,3,8,0,0,36,11,0,0,0,0,11,8,0,0,0,0,8,44,0,3,3,0,58,20,5,3,0,0,32,33,0,0,0,0,35,42,0,0,0,0,54,3,0,0,0,0,9,107,5,4,4,0,123,3,3,0,0,0,6,92,17,15,14,3,139,543,32,50,20,9,651,8,0,0,0,0,10,279,4,10,8,3,303,24,0,8,0,0,31,40,0,0,0,0,46,137,12,14,6,4,180,46,4,3,0
6GHOB,10,0,3,48,41,3,0,3,0,47,927,65,120,14,14,1137,532,40,66,12,50,693,40808,3089,4330,496,525,49249,39817,1020,2212,398,341,43787,108,6,14,3,4,136,378,33,45,12,3,461,23,0,3,0,0,27,0,0,0,0,0,0,39,4,0,0,0,41,0,0,0,0,0,0,178,10,20,4,0,211,27,9,6,3,3,45,55,0,4,0,0,64,253,3,15,4,5,281,34,0,0,0,0,37,25,3,4,3,0,34,4,0,0,0,0,10,73,3,7,0,0,90,40,0,9,0,0,49,88,3,9,0,0,99,88,13,10,0,0,104,10,0,0,3,0,8,202,5,16,3,0,226,4,0,0,0,0,3,84,0,15,3,0,106,529,19,43,8,3,607,26,0,0,0,0,28,261,3,4,3,4,275,51,4,6,0,0,61,73,3,5,3,0,90,215,18,16,4,0,254,39,0,0,0
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,3,0,0,0,53,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,0,3,0,0,0,0,0,0,45,6,15,3,0,74,95,9,59,3,10,182,3694,558,2333,77,123,6785,1486,43,394,39,43,2001,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,9,29,0,12,0,0,46,0,0,0,0,0,0,7,0,0,0,0,6,0,0,3,0,0,7,4,0,0,0,0,5,8,0,4,0,0,13,0,0,0,0
5RWAU,61,23,3,284,967,37,29,9,3,1045,3739,177,200,47,50,4222,1682,185,305,112,132,2409,120240,8770,12076,3723,1680,146485,62829,3267,5630,2685,790,75206,260,12,28,14,6,318,289,26,30,10,3,356,49,3,6,5,3,68,13,0,4,3,0,18,87,3,3,0,0,93,16,0,0,0,0,22,481,19,60,23,11,591,15,3,4,0,0,19,104,5,3,6,3,114,586,16,17,6,6,635,227,6,18,12,4,267,28,4,8,0,0,36,11,0,0,0,0,11,488,14,21,18,6,550,157,18,19,23,5,215,115,3,8,0,3,127,145,0,5,0,3,156,11,3,0,0,0,14,281,13,16,9,0,319,19,0,3,0,0,21,231,11,43,15,10,302,4543,140,238,93,51,5066,28,0,3,0,0,36,1724,14,39,25,31,1838,78,10,8,3,0,92,167,7,5,4,0,181,1429,61,107,32,12,1644,92,8,3,0
5GPER,682,143,64,4089,2632,290,188,32,15,3159,23330,1841,2061,310,295,27838,3294,314,413,62,232,4310,361018,36012,33713,4543,3547,438823,217362,8803,12231,3058,1419,242870,1356,52,99,14,6,1520,5144,450,402,222,41,6263,647,31,71,17,16,780,211,24,22,5,3,261,247,4,10,0,3,264,606,27,30,14,3,685,1802,100,182,38,11,2140,167,16,15,7,0,208,1394,61,94,16,12,1584,9613,315,366,108,64,10461,2619,131,123,50,14,2930,983,42,73,14,5,1119,212,10,19,6,5,249,4366,131,155,42,26,4720,1673,157,148,53,26,2055,1178,48,110,18,7,1368,1271,122,102,45,11,1559,114,15,13,3,3,139,6876,312,399,118,40,7745,112,6,7,3,0,123,898,50,104,27,10,1087,15074,441,732,170,136,16543,401,11,23,5,4,449,6894,77,130,43,50,7201,1156,62,136,22,10,1391,3459,177,162,52,16,3868,9130,412,614,144,54,10353,1426,45,88,20
59799,0,0,0,4,8,0,0,0,0,8,48,0,0,0,0,46,3,0,0,0,0,6,1444,22,18,0,9,1496,66,0,3,3,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,50,3,0,129,113,19,37,0,0,170,876,182,630,18,41,1747,331,64,192,13,34,628,22813,4138,13017,469,617,41063,5388,307,1903,179,125,7906,25,3,7,0,0,42,79,6,36,6,0,134,18,0,8,0,5,35,7,0,0,0,0,7,4,0,4,0,0,9,17,0,3,0,0,23,58,0,31,3,0,89,3,0,0,0,0,3,25,0,9,0,0,36,108,3,20,3,8,139,38,0,21,4,4,65,14,0,3,0,0,23,5,0,0,0,0,5,91,5,20,0,3,121,46,0,24,0,0,75,27,0,7,0,3,38,27,12,10,0,0,44,8,0,0,0,0,5,90,13,31,3,4,136,0,0,0,0,0,3,38,3,16,0,0,57,600,19,118,7,12,760,9,0,0,0,0,8,76,3,23,0,3,105,29,0,17,0,0,46,59,4,14,0,0,81,190,9,60,0,0,259,18,3,3,0
4RSAU,12,11,3,154,85,7,5,0,0,92,1130,71,100,24,44,1371,1090,116,221,96,93,1617,56414,5915,10436,3455,1251,77465,48840,2399,5021,2360,759,59383,64,12,6,6,0,88,235,12,5,7,3,264,22,5,3,3,0,31,3,3,0,0,0,11,35,0,0,0,0,37,3,0,0,0,0,3,174,20,24,14,0,238,26,5,18,8,0,59,29,0,3,0,0,31,263,27,16,23,3,335,43,0,3,0,3,48,9,3,0,0,0,14,3,0,0,0,0,4,66,0,7,0,0,74,67,9,16,8,4,97,29,0,3,0,0,32,53,3,3,3,0,64,5,0,3,0,0,5,96,10,4,3,0,112,8,0,0,0,0,7,119,13,40,14,3,189,573,27,54,20,14,684,18,0,3,0,0,23,658,7,19,11,15,718,30,0,0,0,0,30,24,4,0,0,0,25,213,3,21,6,3,250,53,3,0,0
4GADE,587,143,42,3261,320,12,22,0,3,363,10314,809,1082,181,185,12574,2336,238,316,40,190,3120,232925,20742,22992,3032,2680,282376,186867,5818,9641,2038,1467,205831,519,25,45,8,5,603,3852,345,250,226,28,4694,325,26,30,3,8,396,121,9,15,0,0,144,304,12,7,3,3,331,50,4,3,3,0,56,1058,51,109,27,9,1253,502,41,58,26,12,645,662,32,27,6,9,732,5792,130,166,49,58,6194,402,10,32,0,7,450,578,29,36,8,3,651,113,6,20,4,5,142,547,17,34,3,10,608,1270,108,149,60,18,1605,425,14,30,3,4,466,711,47,70,46,12,889,171,22,31,8,0,237,1832,76,107,34,7,2057,110,0,8,6,3,125,571,27,60,16,12,685,2465,81,160,29,24,2754,197,15,25,3,0,237,3434,32,77,20,25,3583,964,38,62,17,12,1092,526,25,34,16,3,604,1538,43,99,12,6,1701,702,23,40,3
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,4,0,0,62,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,41,0,0,106,16,0,0,0,0,21,418,82,304,16,12,830,194,45,168,7,36,445,12353,2567,9475,301,440,25145,4834,182,1532,145,90,6784,14,0,3,0,0,17,62,4,32,4,0,101,13,0,4,0,3,21,5,0,0,0,0,5,6,0,0,0,0,6,0,0,3,0,0,4,28,0,18,0,0,50,12,0,8,0,0,17,20,0,7,0,0,19,100,7,11,0,3,120,8,0,3,0,0,10,10,0,10,0,0,19,3,0,0,0,0,3,19,0,0,0,0,16,36,3,13,5,3,64,12,0,0,0,0,19,15,3,0,0,0,21,5,0,0,0,0,7,31,0,14,0,0,48,0,0,0,0,0,3,20,0,10,0,0,35,93,6,29,0,3,133,3,0,3,0,0,3,55,0,12,0,3,70,31,3,7,0,0,35,5,3,0,0,0,14,36,0,17,0,0,54,10,0,5,0
