GCCSA_CODE_2016,SS_NS_1000_1249_Mng,SS_NS_1000_1249_Pro,SS_NS_1000_1249_TecTW,SS_NS_1000_1249_CoPSW,SS_NS_1000_1249_ClAW,SS_NS_1000_1249_SWks,SS_NS_1000_1249_MaOpDv,SS_NS_1000_1249_Lab,SS_NS_1000_1249_IDNS,SS_NS_1000_1249_Tot,SS_NS_1250_1499_Mng,SS_NS_1250_1499_Pro,SS_NS_1250_1499_TecTW,SS_NS_1250_1499_CoPSW,SS_NS_1250_1499_ClAW,SS_NS_1250_1499_SWks,SS_NS_1250_1499_MaOpDv,SS_NS_1250_1499_Lab,SS_NS_1250_1499_IDNS,SS_NS_1250_1499_Tot,SS_NS_1500_1749_Mng,SS_NS_1500_1749_Pro,SS_NS_1500_1749_TecTW,SS_NS_1500_1749_CoPSW,SS_NS_1500_1749_ClAW,SS_NS_1500_1749_SWks,SS_NS_1500_1749_MaOpDv,SS_NS_1500_1749_Lab,SS_NS_1500_1749_IDNS,SS_NS_1500_1749_Tot,SS_NS_1750_1999_Mng,SS_NS_1750_1999_Pro,SS_NS_1750_1999_TecTW,SS_NS_1750_1999_CoPSW,SS_NS_1750_1999_ClAW,SS_NS_1750_1999_SWks,SS_NS_1750_1999_MaOpDv,SS_NS_1750_1999_Lab,SS_NS_1750_1999_IDNS,SS_NS_1750_1999_Tot,SS_NS_2000_2999_Mng,SS_NS_2000_2999_Pro,SS_NS_2000_2999_TecTW,SS_NS_2000_2999_CoPSW,SS_NS_2000_2999_ClAW,SS_NS_2000_2999_SWks,SS_NS_2000_2999_MaOpDv,SS_NS_2000_2999_Lab,SS_NS_2000_2999_IDNS,SS_NS_2000_2999_Tot,SS_NS_3000mo_Mng,SS_NS_3000mo_Pro,SS_NS_3000mo_TecTW,SS_NS_3000mo_CoPSW,SS_NS_3000mo_ClAW,SS_NS_3000mo_SWks,SS_NS_3000mo_MaOpDv,SS_NS_3000mo_Lab,SS_NS_3000mo_IDNS,SS_NS_3000mo_Tot,SS_NS_PINS_Mng,SS_NS_PINS_Pro,SS_NS_PINS_TecTW,SS_NS_PINS_CoPSW,SS_NS_PINS_ClAW,SS_NS_PINS_SWks,SS_NS_PINS_MaOpDv,SS_NS_PINS_Lab,SS_NS_PINS_IDNS,SS_NS_PINS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_IDNS,SS_NS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot
49799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,5,0,3,0,9,4,24,0,3,6,13,3,3,0,10,6,42,5,69,31,138,8,37,3,87,12,392,3,51,25,77,15,23,13,45,0,247,0,12,47,36,3,18,7,30,0,152,7,9,69,32,9,8,0,12,0,149,0,11,110,23,4,6,0,18,0,176,0,3,69,13,0,3,0,10,0,99,0,4,22,3,0,0,0,5,0,43,0,6,10,6,0,0,0,0,0,19,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
3RQLD,0,12,17,0,4,9,4,3,0,49,0,3,0,0,3,0,0,5,0,16,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,3,0,15,0,0,0,0,0,0,0,0,3,6,3,3,19,16,0,14,3,15,29,99,22,39,206,116,61,210,44,186,74,966,41,26,55,234,66,401,20,303,89,1242,169,464,866,4416,763,12067,352,5725,271,25093,104,339,481,2210,524,4551,251,1768,96,10326,110,228,517,1402,408,1921,150,770,44,5553,111,216,930,1184,355,1279,103,573,37,4794,137,281,1328,1248,497,984,93,436,34,5036,175,236,883,877,508,467,68,272,29,3521,147,298,485,405,365,187,47,138,14,2078,70,289,260,162,191,58,30,47,7,1121,26,149,112,74,60,13,14,21,3,465,8,71,67,32,9,16,13,8,0,230,0,24,34,4,11,3,3,3,3,90
3GBRI,4,6,8,10,7,0,3,5,0,41,0,10,4,3,0,0,0,0,4,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,5,3,3,0,3,34,55,13,41,134,107,62,115,28,120,71,689,28,60,55,234,75,387,30,245,92,1209,181,1023,727,5075,1135,10924,465,5271,279,25079,174,891,562,3852,1247,6071,435,2401,162,15799,198,571,649,2266,1055,3006,280,1258,82,9362,179,472,961,1766,926,2093,216,978,82,7675,213,567,1203,1612,935,1406,182,625,56,6804,233,450,782,1005,759,622,94,292,55,4295,213,469,496,445,669,251,75,152,31,2797,111,433,230,200,393,82,32,53,22,1549,41,280,103,90,113,26,7,15,5,685,25,113,49,36,38,14,3,9,0,287,3,38,14,15,0,8,3,0,5,83
39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39499,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,8,0,0,40,8,3,0,7,22,3,92,8,8,12,24,4,21,3,26,10,106,11,199,148,317,32,116,23,194,28,1085,3,100,80,146,38,70,16,112,15,576,5,40,118,110,9,40,10,49,3,392,3,28,203,61,18,26,10,65,8,415,13,17,278,38,16,24,10,36,5,431,11,13,185,36,8,9,7,25,3,291,8,8,80,14,3,7,0,17,0,149,7,12,34,11,3,3,4,8,0,74,0,5,11,6,0,0,0,6,3,28,0,0,10,0,0,0,0,0,0,15,0,0,4,0,0,0,0,0,0,5
2RVIC,0,8,9,3,0,8,0,3,0,34,0,9,3,3,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,11,8,0,13,0,12,17,54,29,38,173,102,40,147,23,109,53,708,39,14,52,156,37,332,10,262,81,982,154,221,421,2890,407,8434,124,4419,201,17274,105,190,293,1603,276,2801,128,1287,88,6779,76,138,459,948,194,1170,80,582,35,3681,89,101,990,794,182,676,73,340,35,3271,108,138,1185,645,223,482,47,267,32,3128,82,124,595,371,141,219,41,147,15,1754,86,167,291,191,145,81,24,78,12,1076,47,128,143,80,64,40,15,36,3,554,15,67,34,22,15,14,0,11,0,171,5,21,21,15,6,3,0,3,3,79,0,6,8,4,5,3,0,0,0,22
2GMEL,8,12,26,4,10,4,0,10,3,71,3,9,12,0,3,0,0,3,0,31,0,3,4,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,4,0,5,15,16,11,15,4,16,48,136,53,85,316,215,115,336,54,199,133,1506,54,141,115,563,185,1052,51,511,201,2883,458,2141,954,10811,2167,23698,650,10038,654,51574,467,1695,1139,7856,2495,13287,740,4692,364,32738,418,1032,1620,4460,1794,6595,570,2833,223,19547,425,849,2682,3064,1431,4120,436,2048,179,15236,440,880,2964,2307,1337,2628,336,1256,146,12294,349,753,1615,1218,947,1083,235,579,99,6888,343,794,852,666,784,444,141,258,59,4334,187,723,468,305,407,168,48,116,43,2462,65,314,143,110,120,70,17,30,21,892,32,97,77,73,62,35,10,22,10,414,9,36,22,26,14,9,3,8,0,129
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,0,0,3,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,7,7,9,83,12,5,7,7,26,10,164,0,20,25,24,3,20,3,33,10,139,15,275,116,618,45,174,35,260,29,1579,5,185,126,281,53,132,32,149,22,986,14,70,223,138,23,60,38,118,7,698,16,43,685,70,21,45,11,107,15,1009,17,33,685,52,6,18,21,57,8,907,13,19,359,34,10,11,15,42,15,514,9,13,145,19,8,10,7,18,3,223,4,3,71,6,3,3,9,3,4,110,6,3,31,0,0,0,0,3,0,48,0,0,7,0,0,0,0,0,0,12,0,0,7,0,0,0,0,0,0,5
1RNSW,3,5,16,6,4,0,7,10,4,56,3,3,10,0,0,0,0,3,0,22,0,3,0,0,0,0,0,3,0,7,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,16,4,3,22,4,11,31,99,51,60,258,166,65,197,35,203,89,1115,41,38,44,240,36,491,32,390,116,1429,183,575,503,4618,652,13132,457,6603,307,27017,129,427,459,2665,438,4468,279,2061,112,11047,97,300,868,1850,415,1787,155,841,59,6369,124,295,2031,1472,376,1222,112,548,45,6213,175,369,2326,1456,485,950,96,441,39,6334,163,371,1258,1010,454,481,55,261,34,4086,167,339,651,506,346,187,44,136,20,2400,87,295,318,201,164,65,30,61,15,1231,36,170,110,84,44,18,8,21,0,493,18,60,40,32,12,10,9,6,0,189,3,22,22,10,3,0,4,0,0,68
1GSYD,6,17,15,9,16,3,3,13,13,100,3,4,8,0,4,0,3,4,3,31,0,0,0,0,0,0,5,5,3,21,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,7,3,0,0,3,0,3,0,0,0,13,7,12,16,10,12,16,3,12,57,142,59,127,279,241,141,276,60,206,158,1541,67,186,129,544,188,929,55,458,256,2804,347,2865,958,9437,2346,19005,737,8413,570,44677,385,2442,1177,7698,2895,11890,792,4125,444,31841,420,1521,1866,5005,2333,6362,645,2601,313,21073,423,1208,3376,3969,1821,4385,466,2089,246,17987,490,1335,3897,3285,1862,3019,386,1386,222,15885,437,1260,2154,1946,1474,1345,263,704,150,9742,514,1154,1125,1041,1264,679,178,351,109,6410,374,1155,560,428,773,258,79,147,88,3858,146,679,194,184,261,82,19,38,34,1639,93,247,79,74,92,51,15,19,14,679,24,75,29,28,27,18,3,13,9,227
19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19499,0,0,5,0,0,0,0,3,0,13,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,20,7,5,86,12,3,4,9,34,21,187,3,15,27,39,3,19,3,48,8,167,9,433,106,601,46,193,22,281,36,1725,17,230,163,285,53,142,53,176,26,1135,12,144,303,141,48,68,19,115,17,870,30,62,883,115,25,43,29,88,12,1292,31,48,989,77,21,42,19,97,9,1328,30,41,554,61,14,16,10,71,3,797,16,26,239,27,15,11,9,55,8,403,6,22,104,10,7,0,11,22,4,186,10,9,40,4,3,3,6,3,4,79,0,3,25,4,0,4,0,0,0,36,0,0,3,0,3,0,0,0,0,13
