GCCSA_CODE_2016,SS_NS_1000_1249_Mng,SS_NS_1000_1249_Pro,SS_NS_1000_1249_TecTW,SS_NS_1000_1249_CoPSW,SS_NS_1000_1249_ClAW,SS_NS_1000_1249_SWks,SS_NS_1000_1249_MaOpDv,SS_NS_1000_1249_Lab,SS_NS_1000_1249_IDNS,SS_NS_1000_1249_Tot,SS_NS_1250_1499_Mng,SS_NS_1250_1499_Pro,SS_NS_1250_1499_TecTW,SS_NS_1250_1499_CoPSW,SS_NS_1250_1499_ClAW,SS_NS_1250_1499_SWks,SS_NS_1250_1499_MaOpDv,SS_NS_1250_1499_Lab,SS_NS_1250_1499_IDNS,SS_NS_1250_1499_Tot,SS_NS_1500_1749_Mng,SS_NS_1500_1749_Pro,SS_NS_1500_1749_TecTW,SS_NS_1500_1749_CoPSW,SS_NS_1500_1749_ClAW,SS_NS_1500_1749_SWks,SS_NS_1500_1749_MaOpDv,SS_NS_1500_1749_Lab,SS_NS_1500_1749_IDNS,SS_NS_1500_1749_Tot,SS_NS_1750_1999_Mng,SS_NS_1750_1999_Pro,SS_NS_1750_1999_TecTW,SS_NS_1750_1999_CoPSW,SS_NS_1750_1999_ClAW,SS_NS_1750_1999_SWks,SS_NS_1750_1999_MaOpDv,SS_NS_1750_1999_Lab,SS_NS_1750_1999_IDNS,SS_NS_1750_1999_Tot,SS_NS_2000_2999_Mng,SS_NS_2000_2999_Pro,SS_NS_2000_2999_TecTW,SS_NS_2000_2999_CoPSW,SS_NS_2000_2999_ClAW,SS_NS_2000_2999_SWks,SS_NS_2000_2999_MaOpDv,SS_NS_2000_2999_Lab,SS_NS_2000_2999_IDNS,SS_NS_2000_2999_Tot,SS_NS_3000mo_Mng,SS_NS_3000mo_Pro,SS_NS_3000mo_TecTW,SS_NS_3000mo_CoPSW,SS_NS_3000mo_ClAW,SS_NS_3000mo_SWks,SS_NS_3000mo_MaOpDv,SS_NS_3000mo_Lab,SS_NS_3000mo_IDNS,SS_NS_3000mo_Tot,SS_NS_PINS_Mng,SS_NS_PINS_Pro,SS_NS_PINS_TecTW,SS_NS_PINS_CoPSW,SS_NS_PINS_ClAW,SS_NS_PINS_SWks,SS_NS_PINS_MaOpDv,SS_NS_PINS_Lab,SS_NS_PINS_IDNS,SS_NS_PINS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_IDNS,SS_NS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot
6RTAS,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,11,5,7,30,14,5,21,9,27,12,137,5,4,8,13,6,48,0,33,6,126,16,43,54,418,59,1289,46,598,24,2549,12,28,48,210,43,500,31,200,11,1076,5,17,68,144,25,160,12,63,3,506,6,19,142,103,24,114,4,41,0,461,21,16,180,95,36,69,14,35,3,462,12,21,125,58,23,31,7,32,0,316,14,28,44,20,22,14,0,12,0,153,10,21,25,7,7,6,0,3,0,92,0,24,8,3,3,0,0,4,0,42,0,7,4,0,0,0,0,0,0,13,0,0,3,0,0,0,0,0,0,9
6GHOB,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,17,25,8,16,3,13,3,98,0,6,0,24,3,42,3,32,3,116,17,64,45,538,72,1268,37,621,26,2699,14,51,46,323,80,593,36,268,19,1435,12,34,74,173,56,240,16,93,8,699,11,26,119,155,51,156,12,75,11,618,13,33,175,148,40,85,5,36,0,536,5,34,114,69,36,34,8,19,0,317,19,22,56,51,31,18,4,8,0,205,4,35,16,12,20,3,0,3,0,95,0,18,3,4,6,3,0,0,0,31,0,9,5,3,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,3
69799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69499,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,6,0,0,3,0,0,5,19,0,0,0,3,0,0,0,0,0,6,0,3,0,28,3,13,0,13,3,68,3,3,5,17,0,9,0,13,0,42,0,0,12,5,0,0,0,0,0,17,0,0,14,4,0,0,0,0,0,28,4,3,33,4,0,0,0,4,0,48,3,0,10,9,0,0,0,0,0,24,3,0,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5RWAU,0,0,7,0,0,0,0,3,0,9,0,3,0,0,0,0,0,0,0,8,0,0,7,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,3,12,56,26,9,28,3,29,13,179,20,3,9,36,11,98,0,69,20,257,29,41,89,579,81,2108,51,931,53,3961,20,16,53,172,47,425,16,229,19,1005,14,23,139,135,33,116,10,112,0,581,5,22,249,105,46,83,9,68,0,583,10,18,299,124,45,66,10,49,8,639,12,28,191,94,67,51,8,39,6,498,17,25,116,60,47,19,8,27,3,322,15,39,69,28,48,7,10,9,3,219,3,19,45,8,13,0,5,8,3,112,0,3,37,5,7,0,5,3,0,71,0,14,25,3,3,0,5,3,0,51
5GPER,0,3,4,3,5,6,0,7,4,40,0,7,0,0,0,0,0,3,0,14,0,0,0,0,0,0,3,0,0,8,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,3,3,7,3,5,4,4,16,41,17,30,105,93,48,149,20,104,41,619,14,37,36,206,45,378,26,231,60,1033,162,710,408,4434,662,10364,405,4851,231,22227,172,528,433,3168,771,5588,408,2292,111,13470,126,325,626,1908,533,2588,257,1260,74,7702,137,247,1120,1377,451,1579,179,800,46,5944,141,239,1224,1104,429,1035,142,481,44,4849,127,220,719,647,366,435,84,216,40,2852,152,187,353,334,285,173,64,134,26,1705,73,260,182,179,221,74,29,34,21,1058,33,179,66,73,67,27,5,17,8,475,11,67,43,44,41,13,7,6,4,231,9,22,14,10,12,11,7,7,0,87
59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59499,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,6,0,0,37,6,0,4,0,16,5,70,0,8,4,11,3,4,4,17,10,47,11,87,18,193,25,66,8,126,17,551,3,78,28,111,15,23,11,76,7,367,4,31,81,56,10,16,6,33,9,240,0,13,169,48,6,11,8,27,5,284,0,10,210,23,3,9,8,17,3,291,0,3,89,18,5,5,7,16,0,142,4,4,52,5,4,3,3,7,0,78,0,3,29,9,0,0,0,8,0,46,0,3,13,3,0,0,3,0,0,25,0,0,5,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,5
4RSAU,4,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,3,19,11,7,34,20,3,30,7,38,13,161,14,0,12,29,5,63,3,73,20,210,38,26,115,529,66,1470,59,1066,33,3396,7,27,66,209,32,446,27,274,11,1099,18,14,79,131,34,124,8,88,5,498,7,16,177,100,42,106,5,57,8,518,9,19,206,120,40,64,9,61,9,532,14,25,110,81,36,34,6,40,3,352,16,23,48,42,25,21,3,26,3,216,11,24,22,21,16,3,4,7,0,110,0,19,13,4,0,3,0,5,0,46,0,0,5,0,0,0,4,0,0,10,0,3,0,0,0,0,0,0,0,3
4GADE,0,3,3,0,4,0,0,3,0,19,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,7,3,6,14,36,9,22,56,80,24,115,20,65,33,428,9,21,27,131,30,216,14,153,35,638,117,426,219,2966,418,6578,218,3759,138,14842,101,334,252,2247,465,3882,229,1785,90,9372,83,205,305,1300,349,1693,117,775,31,4865,83,170,557,981,306,1014,77,482,37,3704,91,204,632,783,284,623,50,270,36,2967,88,154,401,460,237,275,29,118,12,1771,94,183,191,255,209,105,17,58,17,1124,40,171,93,96,110,43,8,27,7,595,7,71,28,39,35,9,3,6,3,196,6,34,14,24,16,5,0,6,0,104,0,7,0,7,5,0,0,0,0,30
